n_year,nombre_estado,cve_ent,genero,pob_start_year,pob_mid_year
1986,Nayarit,18,Mujeres,398505,401589
1986,Nayarit,18,Total,803095,809035
1986,Nuevo León,19,Hombres,1453923,1471211
1986,Nuevo León,19,Mujeres,1444351,1461407
1986,Nuevo León,19,Total,2898274,2932618
1986,Oaxaca,20,Hombres,1412600,1429623
1986,Oaxaca,20,Mujeres,1431453,1450843
1986,Oaxaca,20,Total,2844053,2880466
1986,Puebla,21,Hombres,1945425,1966134
1986,Puebla,21,Mujeres,1995935,2019373
1986,Puebla,21,Total,3941360,3985507
1986,Querétaro,22,Hombres,466990,475678
1986,Querétaro,22,Mujeres,470706,480134
1986,Querétaro,22,Total,937696,955812
1986,Quintana Roo,23,Hombres,194455,202334
1986,Quintana Roo,23,Mujeres,179002,186242
1986,Quintana Roo,23,Total,373457,388576
1986,San Luis Potosí,24,Hombres,959493,968138
1986,San Luis Potosí,24,Mujeres,962370,972184
1986,San Luis Potosí,24,Total,1921863,1940322
1986,Sinaloa,25,Hombres,1056547,1066645
1986,Sinaloa,25,Mujeres,1033509,1044271
1986,Sinaloa,25,Total,2090056,2110916
1986,Sonora,26,Hombres,872383,881365
1986,Sonora,26,Mujeres,851703,860605
1986,Sonora,26,Total,1724086,1741970
1986,Tabasco,27,Hombres,671059,683314
1986,Tabasco,27,Mujeres,657455,669968
1986,Tabasco,27,Total,1328514,1353282
1986,Tamaulipas,28,Hombres,1073824,1083455
1986,Tamaulipas,28,Mujeres,1083553,1093094
1986,Tamaulipas,28,Total,2157377,2176549
1986,Tlaxcala,29,Hombres,344724,350359
1986,Tlaxcala,29,Mujeres,345977,352038
1986,Tlaxcala,29,Total,690701,702397
1986,Veracruz,30,Hombres,3014793,3036927
1986,Veracruz,30,Mujeres,3020099,3044297
1986,Veracruz,30,Total,6034892,6081224
1986,Yucatán,31,Hombres,633523,641948
1986,Yucatán,31,Mujeres,633238,642077
1986,Yucatán,31,Total,1266761,1284025
1986,Zacatecas,32,Hombres,624151,628043
1986,Zacatecas,32,Mujeres,636842,641514
1986,Zacatecas,32,Total,1260993,1269557
1987,Aguascalientes,01,Hombres,328886,334469
1987,Aguascalientes,01,Mujeres,339651,345645
1987,Aguascalientes,01,Total,668537,680114
1987,Baja California,02,Hombres,770743,785287
1987,Baja California,02,Mujeres,762426,775554
1987,Baja California,02,Total,1533169,1560841
1987,Baja California Sur,03,Hombres,147403,150494
1987,Baja California Sur,03,Mujeres,139857,142775
1987,Baja California Sur,03,Total,287260,293269
1987,Campeche,04,Hombres,257727,261126
1987,Campeche,04,Mujeres,252001,255200
1987,Campeche,04,Total,509728,516326
1987,Chiapas,07,Hombres,1467692,1498725
1987,Chiapas,07,Mujeres,1434717,1466510
1987,Chiapas,07,Total,2902409,2965235
1987,Chihuahua,08,Hombres,1181353,1194061
1987,Chihuahua,08,Mujeres,1180966,1193030
1987,Chihuahua,08,Total,2362319,2387091
1987,Ciudad de México,09,Hombres,4228507,4208818
1987,Ciudad de México,09,Mujeres,4530328,4509706
1987,Ciudad de México,09,Total,8758835,8718524
1987,Coahuila,05,Hombres,939691,951936
1987,Coahuila,05,Mujeres,937126,949391
1987,Coahuila,05,Total,1876817,1901327
1987,Colima,06,Hombres,205897,208182
1987,Colima,06,Mujeres,205177,207485
1987,Colima,06,Total,411074,415667
1987,Durango,10,Hombres,666365,671075
1987,Durango,10,Mujeres,669532,675046
1987,Durango,10,Total,1335897,1346121
1987,Estado de México,15,Hombres,4635923,4699742
1987,Estado de México,15,Mujeres,4674999,4742870
1987,Estado de México,15,Total,9310922,9442612
1987,Guanajuato,11,Hombres,1847566,1873067
1987,Guanajuato,11,Mujeres,1913978,1944170
1987,Guanajuato,11,Total,3761544,3817237
1987,Guerrero,12,Hombres,1265045,1277988
1987,Guerrero,12,Mujeres,1284223,1299519
1987,Guerrero,12,Total,2549268,2577507
1987,Hidalgo,13,Hombres,911116,919370
1987,Hidalgo,13,Mujeres,913496,923491
1987,Hidalgo,13,Total,1824612,1842861
1987,Jalisco,14,Hombres,2545615,2571377
1987,Jalisco,14,Mujeres,2654779,2683566
1987,Jalisco,14,Total,5200394,5254943
1987,Michoacán,16,Hombres,1703970,1721757
1987,Michoacán,16,Mujeres,1762711,1783896
1987,Michoacán,16,Total,3466681,3505653
1987,Morelos,17,Hombres,564081,570443
1987,Morelos,17,Mujeres,577113,584295
1987,Morelos,17,Total,1141194,1154738
1987,Nacional,00,Hombres,39123579,39516236
1987,Nacional,00,Mujeres,39726883,40148768
1987,Nacional,00,Total,78850462,79665004
1987,Nayarit,18,Hombres,410251,413012
1987,Nayarit,18,Mujeres,404623,407597
1987,Nayarit,18,Total,814874,820609
1987,Nuevo León,19,Hombres,1488449,1505648
1987,Nuevo León,19,Mujeres,1478418,1495318
1987,Nuevo León,19,Total,2966867,3000966
1987,Oaxaca,20,Hombres,1446589,1463541
1987,Oaxaca,20,Mujeres,1470181,1489531
1987,Oaxaca,20,Total,2916770,2953072
1987,Puebla,21,Hombres,1986787,2007072
1987,Puebla,21,Mujeres,2042754,2065771
1987,Puebla,21,Total,4029541,4072843
1987,Querétaro,22,Hombres,484320,493097
1987,Querétaro,22,Mujeres,489510,499047
1987,Querétaro,22,Total,973830,992144
1987,Quintana Roo,23,Hombres,210172,218260
1987,Quintana Roo,23,Mujeres,193431,200856
1987,Quintana Roo,23,Total,403603,419116
1987,San Luis Potosí,24,Hombres,976730,985160
1987,San Luis Potosí,24,Mujeres,981951,991541
1987,San Luis Potosí,24,Total,1958681,1976701
1987,Sinaloa,25,Hombres,1076693,1086516
1987,Sinaloa,25,Mujeres,1054975,1065455
1987,Sinaloa,25,Total,2131668,2151971
1987,Sonora,26,Hombres,890299,899154
1987,Sonora,26,Mujeres,869460,878186
1987,Sonora,26,Total,1759759,1777340
1987,Tabasco,27,Hombres,695513,707940
1987,Tabasco,27,Mujeres,682432,695107
1987,Tabasco,27,Total,1377945,1403047
1987,Tamaulipas,28,Hombres,1093030,1102492
1987,Tamaulipas,28,Mujeres,1102582,1111894
1987,Tamaulipas,28,Total,2195612,2214386
1987,Tlaxcala,29,Hombres,355934,361562
1987,Tlaxcala,29,Mujeres,358048,364101
1987,Tlaxcala,29,Total,713982,725663
1987,Veracruz,30,Hombres,3059014,3080517
1987,Veracruz,30,Mujeres,3068439,3091941
1987,Veracruz,30,Total,6127453,6172458
1987,Yucatán,31,Hombres,650328,658790
1987,Yucatán,31,Mujeres,650872,659731
1987,Yucatán,31,Total,1301200,1318521
1987,Zacatecas,32,Hombres,631890,635558
1987,Zacatecas,32,Mujeres,646127,650543
1987,Zacatecas,32,Total,1278017,1286101
1988,Aguascalientes,01,Hombres,340000,345656
1988,Aguascalientes,01,Mujeres,351587,357676
1988,Aguascalientes,01,Total,691587,703332
1988,Baja California,02,Hombres,799777,814399
1988,Baja California,02,Mujeres,788638,801785
1988,Baja California,02,Total,1588415,1616184
1988,Baja California Sur,03,Hombres,153529,156671
1988,Baja California Sur,03,Mujeres,145650,148611
1988,Baja California Sur,03,Total,299179,305282
1988,Campeche,04,Hombres,264478,267879
1988,Campeche,04,Mujeres,258347,261528
1988,Campeche,04,Total,522825,529407
1988,Chiapas,07,Hombres,1529701,1561195
1988,Chiapas,07,Mujeres,1498245,1530563
1988,Chiapas,07,Total,3027946,3091758
1988,Chihuahua,08,Hombres,1206724,1219381
1988,Chihuahua,08,Mujeres,1205039,1216973
1988,Chihuahua,08,Total,2411763,2436354
1988,Ciudad de México,09,Hombres,4189077,4166358
1988,Ciudad de México,09,Mujeres,4489036,4464914
1988,Ciudad de México,09,Total,8678113,8631272
1988,Coahuila,05,Hombres,964127,976376
1988,Coahuila,05,Mujeres,961608,973859
1988,Coahuila,05,Total,1925735,1950235
1988,Colima,06,Hombres,210416,212695
1988,Colima,06,Mujeres,209749,212060
1988,Colima,06,Total,420165,424755
1988,Durango,10,Hombres,675744,680322
1988,Durango,10,Mujeres,680519,685902
1988,Durango,10,Total,1356263,1366224
1988,Estado de México,15,Hombres,4763513,4827312
1988,Estado de México,15,Mujeres,4810684,4878653
1988,Estado de México,15,Total,9574197,9705965
1988,Guanajuato,11,Hombres,1898519,1924103
1988,Guanajuato,11,Mujeres,1974307,2004717
1988,Guanajuato,11,Total,3872826,3928820
1988,Guerrero,12,Hombres,1290881,1303641
1988,Guerrero,12,Mujeres,1314755,1329924
1988,Guerrero,12,Total,2605636,2633565
1988,Hidalgo,13,Hombres,927567,935821
1988,Hidalgo,13,Mujeres,933434,943475
1988,Hidalgo,13,Total,1861001,1879296
1988,Jalisco,14,Hombres,2597087,2622570
1988,Jalisco,14,Mujeres,2712302,2740816
1988,Jalisco,14,Total,5309389,5363386
1988,Michoacán,16,Hombres,1739498,1757114
1988,Michoacán,16,Mujeres,1805025,1826114
1988,Michoacán,16,Total,3544523,3583228
1988,Morelos,17,Hombres,576759,583137
1988,Morelos,17,Mujeres,591432,598643
1988,Morelos,17,Total,1168191,1181780
1988,Nacional,00,Hombres,39907283,40295668
1988,Nacional,00,Mujeres,40569036,40986703
1988,Nacional,00,Total,80476319,81282371
1988,Nayarit,18,Hombres,415724,418391
1988,Nayarit,18,Mujeres,410514,413399
1988,Nayarit,18,Total,826238,831790
1988,Nuevo León,19,Hombres,1522807,1540036
1988,Nuevo León,19,Mujeres,1512167,1529072
1988,Nuevo León,19,Total,3034974,3069108
1988,Oaxaca,20,Hombres,1480440,1497260
1988,Oaxaca,20,Mujeres,1508820,1528100
1988,Oaxaca,20,Total,2989260,3025360
1988,Puebla,21,Hombres,2027314,2047411
1988,Puebla,21,Mujeres,2088737,2111598
1988,Puebla,21,Total,4116051,4159009
1988,Querétaro,22,Hombres,501817,510665
1988,Querétaro,22,Mujeres,508528,518150
1988,Querétaro,22,Total,1010345,1028815
1988,Quintana Roo,23,Hombres,226295,234592
1988,Quintana Roo,23,Mujeres,208229,215846
1988,Quintana Roo,23,Total,434524,450438
1988,San Luis Potosí,24,Hombres,993540,1001825
1988,San Luis Potosí,24,Mujeres,1001078,1010559
1988,San Luis Potosí,24,Total,1994618,2012384
1988,Sinaloa,25,Hombres,1096293,1105966
1988,Sinaloa,25,Mujeres,1075895,1086254
1988,Sinaloa,25,Total,2172188,2192220
1988,Sonora,26,Hombres,907965,916757
1988,Sonora,26,Mujeres,886870,895542
1988,Sonora,26,Total,1794835,1812299
1988,Tabasco,27,Hombres,720308,732923
1988,Tabasco,27,Mujeres,707727,720614
1988,Tabasco,27,Total,1428035,1453537
1988,Tamaulipas,28,Hombres,1111903,1121244
1988,Tamaulipas,28,Mujeres,1121161,1130303
1988,Tamaulipas,28,Total,2233064,2251547
1988,Tlaxcala,29,Hombres,367141,372819
1988,Tlaxcala,29,Mujeres,370115,376239
1988,Tlaxcala,29,Total,737256,749058
1988,Veracruz,30,Hombres,3101970,3122871
1988,Veracruz,30,Mujeres,3115389,3138298
1988,Veracruz,30,Total,6217359,6261169
1988,Yucatán,31,Hombres,667197,675646
1988,Yucatán,31,Mujeres,668536,677381
1988,Yucatán,31,Total,1335733,1353027
1988,Zacatecas,32,Hombres,639172,642632
1988,Zacatecas,32,Mujeres,654913,659135
1988,Zacatecas,32,Total,1294085,1301767
1989,Aguascalientes,01,Hombres,351274,357077
1989,Aguascalientes,01,Mujeres,363718,369926
1989,Aguascalientes,01,Total,714992,727003
1989,Baja California,02,Hombres,828970,843766
1989,Baja California,02,Mujeres,814878,828084
1989,Baja California,02,Total,1643848,1671850
1989,Baja California Sur,03,Hombres,159758,162961
1989,Baja California Sur,03,Mujeres,151524,154536
1989,Baja California Sur,03,Total,311282,317497
1989,Campeche,04,Hombres,271227,274635
1989,Campeche,04,Mujeres,264669,267843
1989,Campeche,04,Total,535896,542478
1989,Chiapas,07,Hombres,1592635,1624650
1989,Chiapas,07,Mujeres,1562828,1595601
1989,Chiapas,07,Total,3155463,3220251
1989,Chihuahua,08,Hombres,1231974,1244666
1989,Chihuahua,08,Mujeres,1228855,1240675
1989,Chihuahua,08,Total,2460829,2485341
1989,Ciudad de México,09,Hombres,4143586,4119152
1989,Ciudad de México,09,Mujeres,4440747,4414047
1989,Ciudad de México,09,Total,8584333,8533199
1989,Coahuila,05,Hombres,988566,1000935
1989,Coahuila,05,Mujeres,986058,998324
1989,Coahuila,05,Total,1974624,1999259
1989,Colima,06,Hombres,214915,217239
1989,Colima,06,Mujeres,214315,216643
1989,Colima,06,Total,429230,433882
1989,Durango,10,Hombres,684839,689280
1989,Durango,10,Mujeres,691231,696449
1989,Durango,10,Total,1376070,1385729
1989,Estado de México,15,Hombres,4891064,4955309
1989,Estado de México,15,Mujeres,4946570,5014605
1989,Estado de México,15,Total,9837634,9969914
1989,Guanajuato,11,Hombres,1949641,1975501
1989,Guanajuato,11,Mujeres,2035076,2065730
1989,Guanajuato,11,Total,3984717,4041231
1989,Guerrero,12,Hombres,1316357,1329097
1989,Guerrero,12,Mujeres,1345051,1360163
1989,Guerrero,12,Total,2661408,2689260
1989,Hidalgo,13,Hombres,944025,952517
1989,Hidalgo,13,Mujeres,953466,963703
1989,Hidalgo,13,Total,1897491,1916220
1989,Jalisco,14,Hombres,2647992,2673291
1989,Jalisco,14,Mujeres,2769280,2797404
1989,Jalisco,14,Total,5417272,5470695
1989,Michoacán,16,Hombres,1774670,1792202
1989,Michoacán,16,Mujeres,1847147,1868088
1989,Michoacán,16,Total,3621817,3660290
1989,Morelos,17,Hombres,589457,595976
1989,Morelos,17,Mujeres,605806,613117
1989,Morelos,17,Total,1195263,1209093
1989,Nacional,00,Hombres,40682376,41071919
1989,Nacional,00,Mujeres,41402747,41818062
1989,Nacional,00,Total,82085123,82889981
1989,Nayarit,18,Hombres,421012,423647
1989,Nayarit,18,Mujeres,416232,419053
1989,Nayarit,18,Total,837244,842700
1989,Nuevo León,19,Hombres,1557213,1574684
1989,Nuevo León,19,Mujeres,1545919,1562872
1989,Nuevo León,19,Total,3103132,3137556
1989,Oaxaca,20,Hombres,1514030,1530741
1989,Oaxaca,20,Mujeres,1547322,1566444
1989,Oaxaca,20,Total,3061352,3097185
1989,Puebla,21,Hombres,2067452,2087701
1989,Puebla,21,Mujeres,2134416,2157305
1989,Puebla,21,Total,4201868,4245006
1989,Querétaro,22,Hombres,519462,528377
1989,Querétaro,22,Mujeres,527724,537413
1989,Querétaro,22,Total,1047186,1065790
1989,Quintana Roo,23,Hombres,242838,251353
1989,Quintana Roo,23,Mujeres,223420,231241
1989,Quintana Roo,23,Total,466258,482594
1989,San Luis Potosí,24,Hombres,1010066,1018411
1989,San Luis Potosí,24,Mujeres,1019986,1029457
1989,San Luis Potosí,24,Total,2030052,2047868
1989,Sinaloa,25,Hombres,1115586,1125367
1989,Sinaloa,25,Mujeres,1096552,1106915
1989,Sinaloa,25,Total,2212138,2232282
1989,Sonora,26,Hombres,925505,934466
1989,Sonora,26,Mujeres,904168,912904
1989,Sonora,26,Total,1829673,1847370
1989,Tabasco,27,Hombres,745483,758364
1989,Tabasco,27,Mujeres,733441,746545
1989,Tabasco,27,Total,1478924,1504909
1989,Tamaulipas,28,Hombres,1130534,1139959
1989,Tamaulipas,28,Mujeres,1139404,1148489
1989,Tamaulipas,28,Total,2269938,2288448
1989,Tlaxcala,29,Hombres,378442,384231
1989,Tlaxcala,29,Mujeres,382312,388531
1989,Tlaxcala,29,Total,760754,772762
1989,Veracruz,30,Hombres,3143713,3164523
1989,Veracruz,30,Mujeres,3161145,3183657
1989,Veracruz,30,Total,6304858,6348180
1989,Yucatán,31,Hombres,684046,692498
1989,Yucatán,31,Mujeres,686176,694975
1989,Yucatán,31,Total,1370222,1387473
1989,Zacatecas,32,Hombres,646044,649343
1989,Zacatecas,32,Mujeres,663311,667323
1989,Zacatecas,32,Total,1309355,1316666
1990,Aguascalientes,01,Hombres,362830,368701
1990,Aguascalientes,01,Mujeres,376080,382155
1990,Aguascalientes,01,Total,738910,750856
1990,Baja California,02,Hombres,858517,876567
1990,Baja California,02,Mujeres,841241,858476
1990,Baja California,02,Total,1699758,1735043
1990,Baja California Sur,03,Hombres,166117,168715
1990,Baja California Sur,03,Mujeres,157499,160104
1990,Baja California Sur,03,Total,323616,328819
1990,Campeche,04,Hombres,277999,282189
1990,Campeche,04,Mujeres,270963,275162
1990,Campeche,04,Total,548962,557351
1990,Chiapas,07,Hombres,1656613,1674955
1990,Chiapas,07,Mujeres,1628326,1648003
1990,Chiapas,07,Total,3284939,3322958
1990,Chihuahua,08,Hombres,1257307,1271474
1990,Chihuahua,08,Mujeres,1252452,1266768
1990,Chihuahua,08,Total,2509759,2538242
1990,Ciudad de México,09,Hombres,4094675,4095970
1990,Ciudad de México,09,Mujeres,4387296,4389561
1990,Ciudad de México,09,Total,8481971,8485531
1990,Coahuila,05,Hombres,1013258,1022262
1990,Coahuila,05,Mujeres,1010547,1019988
1990,Coahuila,05,Total,2023805,2042250
1990,Colima,06,Hombres,219506,221926
1990,Colima,06,Mujeres,218922,221434
1990,Colima,06,Total,438428,443360
1990,Durango,10,Hombres,693664,697666
1990,Durango,10,Mujeres,701620,705749
1990,Durango,10,Total,1395284,1403415
1990,Estado de México,15,Hombres,5019508,5093051
1990,Estado de México,15,Mujeres,5082585,5160093
1990,Estado de México,15,Total,10102093,10253144
1990,Guanajuato,11,Hombres,2001308,2020179
1990,Guanajuato,11,Mujeres,2096337,2117214
1990,Guanajuato,11,Total,4097645,4137393
1990,Guerrero,12,Hombres,1341783,1353144
1990,Guerrero,12,Mujeres,1375225,1387384
1990,Guerrero,12,Total,2717008,2740528
1990,Hidalgo,13,Hombres,960960,969637
1990,Hidalgo,13,Mujeres,973894,983408
1990,Hidalgo,13,Total,1934854,1953045
1990,Jalisco,14,Hombres,2698538,2726363
1990,Jalisco,14,Mujeres,2825475,2853600
1990,Jalisco,14,Total,5524013,5579963
1990,Michoacán,16,Hombres,1809675,1823504
1990,Michoacán,16,Mujeres,1888976,1904062
1990,Michoacán,16,Total,3698651,3727566
1990,Morelos,17,Hombres,602442,611466
1990,Morelos,17,Mujeres,620383,630036
1990,Morelos,17,Total,1222825,1241502
1990,Nacional,00,Hombres,41459818,41854639
1990,Nacional,00,Mujeres,42231778,42648349
1990,Nacional,00,Total,83691596,84502988
1990,Nayarit,18,Hombres,426225,429197
1990,Nayarit,18,Mujeres,421820,424844
1990,Nayarit,18,Total,848045,854041
1990,Nuevo León,19,Hombres,1592102,1610294
1990,Nuevo León,19,Mujeres,1579773,1598116
1990,Nuevo León,19,Total,3171875,3208410
1990,Oaxaca,20,Hombres,1547406,1556827
1990,Oaxaca,20,Mujeres,1585522,1596261
1990,Oaxaca,20,Total,3132928,3153088
1990,Puebla,21,Hombres,2107891,2127187
1990,Puebla,21,Mujeres,2180140,2201654
1990,Puebla,21,Total,4288031,4328841
1990,Querétaro,22,Hombres,537242,545465
1990,Querétaro,22,Mujeres,547052,555730
1990,Querétaro,22,Total,1084294,1101195
1990,Quintana Roo,23,Hombres,259818,268639
1990,Quintana Roo,23,Mujeres,239011,247591
1990,Quintana Roo,23,Total,498829,516230
1990,San Luis Potosí,24,Hombres,1026706,1034764
1990,San Luis Potosí,24,Mujeres,1038876,1047397
1990,San Luis Potosí,24,Total,2065582,2082161
1990,Sinaloa,25,Hombres,1135088,1144352
1990,Sinaloa,25,Mujeres,1117224,1126775
1990,Sinaloa,25,Total,2252312,2271127
1990,Sonora,26,Hombres,943383,953806
1990,Sonora,26,Mujeres,921586,932094
1990,Sonora,26,Total,1864969,1885900
1990,Tabasco,27,Hombres,771194,781923
1990,Tabasco,27,Mujeres,759593,770898
1990,Tabasco,27,Total,1530787,1552821
1990,Tamaulipas,28,Hombres,1149334,1160499
1990,Tamaulipas,28,Mujeres,1157523,1168702
1990,Tamaulipas,28,Total,2306857,2329201
1990,Tlaxcala,29,Hombres,389963,394980
1990,Tlaxcala,29,Mujeres,394708,400135
1990,Tlaxcala,29,Total,784671,795115
1990,Veracruz,30,Hombres,3185279,3204571
1990,Veracruz,30,Mujeres,3206119,3228679
1990,Veracruz,30,Total,6391398,6433250
1990,Yucatán,31,Hombres,700891,709129
1990,Yucatán,31,Mujeres,703724,712104
1990,Yucatán,31,Total,1404615,1421233
1990,Zacatecas,32,Hombres,652596,655237
1990,Zacatecas,32,Mujeres,671286,674172
1990,Zacatecas,32,Total,1323882,1329409
1991,Aguascalientes,01,Hombres,374525,380507
1991,Aguascalientes,01,Mujeres,388176,394287
1991,Aguascalientes,01,Total,762701,774794
1991,Baja California,02,Hombres,894563,913637
1991,Baja California,02,Mujeres,875650,894082
1991,Baja California,02,Total,1770213,1807719
1991,Baja California Sur,03,Hombres,171255,173687
1991,Baja California Sur,03,Mujeres,162655,165142
1991,Baja California Sur,03,Total,333910,338829
1991,Campeche,04,Hombres,286321,290783
1991,Campeche,04,Mujeres,279314,283855
1991,Campeche,04,Total,565635,574638
1991,Chiapas,07,Hombres,1693240,1707869
1991,Chiapas,07,Mujeres,1667621,1683710
1991,Chiapas,07,Total,3360861,3391579
1991,Chihuahua,08,Hombres,1285588,1299954
1991,Chihuahua,08,Mujeres,1281029,1295752
1991,Chihuahua,08,Total,2566617,2595706
1991,Ciudad de México,09,Hombres,4097215,4104691
1991,Ciudad de México,09,Mujeres,4391774,4400876
1991,Ciudad de México,09,Total,8488989,8505567
1991,Coahuila,05,Hombres,1031215,1039024
1991,Coahuila,05,Mujeres,1029374,1037757
1991,Coahuila,05,Total,2060589,2076781
1991,Colima,06,Hombres,224299,226855
1991,Colima,06,Mujeres,223892,226565
1991,Colima,06,Total,448191,453420
1991,Durango,10,Hombres,701614,705116
1991,Durango,10,Mujeres,709829,713278
1991,Durango,10,Total,1411443,1418394
1991,Estado de México,15,Hombres,5166539,5243427
1991,Estado de México,15,Mujeres,5237552,5318299
1991,Estado de México,15,Total,10404091,10561726
1991,Guanajuato,11,Hombres,2038997,2055718
1991,Guanajuato,11,Mujeres,2138035,2156046
1991,Guanajuato,11,Total,4177032,4211764
1991,Guerrero,12,Hombres,1364456,1375552
1991,Guerrero,12,Mujeres,1399488,1410940
1991,Guerrero,12,Total,2763944,2786492
1991,Hidalgo,13,Hombres,978271,987555
1991,Hidalgo,13,Mujeres,992869,1002675
1991,Hidalgo,13,Total,1971140,1990230
1991,Jalisco,14,Hombres,2754144,2782357
1991,Jalisco,14,Mujeres,2881668,2909423
1991,Jalisco,14,Total,5635812,5691780
1991,Michoacán,16,Hombres,1837280,1850070
1991,Michoacán,16,Mujeres,1919086,1932480
1991,Michoacán,16,Total,3756366,3782550
1991,Morelos,17,Hombres,620438,630610
1991,Morelos,17,Mujeres,639640,650393
1991,Morelos,17,Total,1260078,1281003
1991,Nacional,00,Hombres,42247790,42646245
1991,Nacional,00,Mujeres,43063197,43481232
1991,Nacional,00,Total,85310987,86127477
1991,Nayarit,18,Hombres,432110,435129
1991,Nayarit,18,Mujeres,427817,430867
1991,Nayarit,18,Total,859927,865996
1991,Nuevo León,19,Hombres,1628437,1647026
1991,Nuevo León,19,Mujeres,1616415,1635274
1991,Nuevo León,19,Total,3244852,3282300
1991,Oaxaca,20,Hombres,1566195,1573467
1991,Oaxaca,20,Mujeres,1606940,1615203
1991,Oaxaca,20,Total,3173135,3188670
1991,Puebla,21,Hombres,2146438,2166163
1991,Puebla,21,Mujeres,2223110,2244912
1991,Puebla,21,Total,4369548,4411075
1991,Querétaro,22,Hombres,553638,561647
1991,Querétaro,22,Mujeres,564352,572722
1991,Querétaro,22,Total,1117990,1134369
1991,Quintana Roo,23,Hombres,277415,286506
1991,Quintana Roo,23,Mujeres,256113,265089
1991,Quintana Roo,23,Total,533528,551595
1991,San Luis Potosí,24,Hombres,1042764,1050786
1991,San Luis Potosí,24,Mujeres,1055874,1064212
1991,San Luis Potosí,24,Total,2098638,2114998
1991,Sinaloa,25,Hombres,1153566,1162804
1991,Sinaloa,25,Mujeres,1136275,1145721
1991,Sinaloa,25,Total,2289841,2308525
1991,Sonora,26,Hombres,964172,975144
1991,Sonora,26,Mujeres,942550,953667
1991,Sonora,26,Total,1906722,1928811
1991,Tabasco,27,Hombres,792600,803007
1991,Tabasco,27,Mujeres,782148,793226
1991,Tabasco,27,Total,1574748,1596233
1991,Tamaulipas,28,Hombres,1171616,1183239
1991,Tamaulipas,28,Mujeres,1179824,1191509
1991,Tamaulipas,28,Total,2351440,2374748
1991,Tlaxcala,29,Hombres,399945,404890
1991,Tlaxcala,29,Mujeres,405512,410864
1991,Tlaxcala,29,Total,805457,815754
1991,Veracruz,30,Hombres,3223803,3243438
1991,Veracruz,30,Mujeres,3251179,3274366
1991,Veracruz,30,Total,6474982,6517804
1991,Yucatán,31,Hombres,717312,725477
1991,Yucatán,31,Mujeres,720431,728635
1991,Yucatán,31,Total,1437743,1454112
1991,Zacatecas,32,Hombres,657819,660110
1991,Zacatecas,32,Mujeres,677005,679405
1991,Zacatecas,32,Total,1334824,1339515
1992,Aguascalientes,01,Hombres,386439,392478
1992,Aguascalientes,01,Mujeres,400342,406505
1992,Aguascalientes,01,Total,786781,798983
1992,Baja California,02,Hombres,932657,952068
1992,Baja California,02,Mujeres,912460,931201
1992,Baja California,02,Total,1845117,1883269
1992,Baja California Sur,03,Hombres,176079,178530
1992,Baja California Sur,03,Mujeres,167576,170084
1992,Baja California Sur,03,Total,343655,348614
1992,Campeche,04,Hombres,295205,299680
1992,Campeche,04,Mujeres,288351,292905
1992,Campeche,04,Total,583556,592585
1992,Chiapas,07,Hombres,1722444,1736557
1992,Chiapas,07,Mujeres,1699750,1715406
1992,Chiapas,07,Total,3422194,3451963
1992,Chihuahua,08,Hombres,1314266,1328595
1992,Chihuahua,08,Mujeres,1310422,1325129
1992,Chihuahua,08,Total,2624688,2653724
1992,Ciudad de México,09,Hombres,4112114,4118915
1992,Ciudad de México,09,Mujeres,4409927,4418139
1992,Ciudad de México,09,Total,8522041,8537054
1992,Coahuila,05,Hombres,1046785,1054463
1992,Coahuila,05,Mujeres,1046088,1054326
1992,Coahuila,05,Total,2092873,2108789
1992,Colima,06,Hombres,229360,231954
1992,Colima,06,Mujeres,229187,231890
1992,Colima,06,Total,458547,463844
1992,Durango,10,Hombres,708565,711773
1992,Durango,10,Mujeres,716683,719825
1992,Durango,10,Total,1425248,1431598
1992,Estado de México,15,Hombres,5320266,5397338
1992,Estado de México,15,Mujeres,5398996,5480026
1992,Estado de México,15,Total,10719262,10877364
1992,Guanajuato,11,Hombres,2072389,2088749
1992,Guanajuato,11,Mujeres,2174004,2191640
1992,Guanajuato,11,Total,4246393,4280389
1992,Guerrero,12,Hombres,1386584,1397539
1992,Guerrero,12,Mujeres,1422335,1433638
1992,Guerrero,12,Total,2808919,2831177
1992,Hidalgo,13,Hombres,996786,1006332
1992,Hidalgo,13,Mujeres,1012431,1022489
1992,Hidalgo,13,Total,2009217,2028821
1992,Jalisco,14,Hombres,2810521,2838243
1992,Jalisco,14,Mujeres,2937126,2964295
1992,Jalisco,14,Total,5747647,5802538
1992,Michoacán,16,Hombres,1862804,1875023
1992,Michoacán,16,Mujeres,1945819,1958612
1992,Michoacán,16,Total,3808623,3833635
1992,Morelos,17,Hombres,640725,651287
1992,Morelos,17,Mujeres,661091,672223
1992,Morelos,17,Total,1301816,1323510
1992,Nacional,00,Hombres,43043061,43439574
1992,Nacional,00,Mujeres,43897644,44313557
1992,Nacional,00,Total,86940705,87753131
1992,Nayarit,18,Hombres,438098,441037
1992,Nayarit,18,Mujeres,433876,436850
1992,Nayarit,18,Total,871974,877887
1992,Nuevo León,19,Hombres,1665571,1684618
1992,Nuevo León,19,Mujeres,1654091,1673380
1992,Nuevo León,19,Total,3319662,3357998
1992,Oaxaca,20,Hombres,1580675,1587199
1992,Oaxaca,20,Mujeres,1623414,1630952
