n_year,nombre_estado,cve_ent,genero,pob_start_year,pob_mid_year
2029,Sinaloa,25,Total,3254223,3262282
2029,Sonora,26,Hombres,1631510,1637572
2029,Sonora,26,Mujeres,1600528,1605957
2029,Sonora,26,Total,3232038,3243529
2029,Tabasco,27,Hombres,1207047,1207100
2029,Tabasco,27,Mujeres,1275253,1276484
2029,Tabasco,27,Total,2482300,2483584
2029,Tamaulipas,28,Hombres,1903582,1908897
2029,Tamaulipas,28,Mujeres,1937399,1943096
2029,Tamaulipas,28,Total,3840981,3851993
2029,Tlaxcala,29,Hombres,727559,731055
2029,Tlaxcala,29,Mujeres,776900,780922
2029,Tlaxcala,29,Total,1504459,1511977
2029,Veracruz,30,Hombres,3866631,3860354
2029,Veracruz,30,Mujeres,4209280,4206173
2029,Veracruz,30,Total,8075911,8066527
2029,Yucatán,31,Hombres,1284570,1290751
2029,Yucatán,31,Mujeres,1326571,1333355
2029,Yucatán,31,Total,2611141,2624106
2029,Zacatecas,32,Hombres,859493,861968
2029,Zacatecas,32,Mujeres,898767,901890
2029,Zacatecas,32,Total,1758260,1763858
2030,Aguascalientes,01,Hombres,797204,800954
2030,Aguascalientes,01,Mujeres,830190,834357
2030,Aguascalientes,01,Total,1627394,1635311
2030,Baja California,02,Hombres,2225265,2237642
2030,Baja California,02,Mujeres,2149057,2161033
2030,Baja California,02,Total,4374322,4398675
2030,Baja California Sur,03,Hombres,500247,504324
2030,Baja California Sur,03,Mujeres,480865,484888
2030,Baja California Sur,03,Total,981112,989212
2030,Campeche,04,Hombres,474248,474438
2030,Campeche,04,Mujeres,496842,497567
2030,Campeche,04,Total,971090,972005
2030,Chiapas,07,Hombres,3134055,3149394
2030,Chiapas,07,Mujeres,3305979,3324724
2030,Chiapas,07,Total,6440034,6474118
2030,Chihuahua,08,Hombres,2115452,2124079
2030,Chihuahua,08,Mujeres,2107129,2115577
2030,Chihuahua,08,Total,4222581,4239656
2030,Ciudad de México,09,Hombres,4347323,4338144
2030,Ciudad de México,09,Mujeres,4703867,4694561
2030,Ciudad de México,09,Total,9051190,9032705
2030,Coahuila,05,Hombres,1784795,1793503
2030,Coahuila,05,Mujeres,1786563,1795269
2030,Coahuila,05,Total,3571358,3588772
2030,Colima,06,Hombres,388435,389168
2030,Colima,06,Mujeres,396342,397204
2030,Colima,06,Total,784777,786372
2030,Durango,10,Hombres,978855,980873
2030,Durango,10,Mujeres,996984,999398
2030,Durango,10,Total,1975839,1980271
2030,Estado de México,15,Hombres,8773644,8787363
2030,Estado de México,15,Mujeres,9338092,9357256
2030,Estado de México,15,Total,18111736,18144619
2030,Guanajuato,11,Hombres,3271290,3279879
2030,Guanajuato,11,Mujeres,3483251,3495293
2030,Guanajuato,11,Total,6754541,6775172
2030,Guerrero,12,Hombres,1723456,1720913
2030,Guerrero,12,Mujeres,1865995,1864602
2030,Guerrero,12,Total,3589451,3585515
2030,Hidalgo,13,Hombres,1642608,1648456
2030,Hidalgo,13,Mujeres,1800885,1809339
2030,Hidalgo,13,Total,3443493,3457795
2030,Jalisco,14,Hombres,4562619,4578319
2030,Jalisco,14,Mujeres,4665764,4681588
2030,Jalisco,14,Total,9228383,9259907
2030,Michoacán,16,Hombres,2553132,2561624
2030,Michoacán,16,Mujeres,2675445,2684892
2030,Michoacán,16,Total,5228577,5246516
2030,Morelos,17,Hombres,1015206,1016972
2030,Morelos,17,Mujeres,1085647,1087769
2030,Morelos,17,Total,2100853,2104741
2030,Nacional,00,Hombres,67286916,67473936
2030,Nacional,00,Mujeres,70341348,70560054
2030,Nacional,00,Total,137628264,138033990
2030,Nayarit,18,Hombres,683141,685615
2030,Nayarit,18,Mujeres,699935,703152
2030,Nayarit,18,Total,1383076,1388767
2030,Nuevo León,19,Hombres,3448635,3472426
2030,Nuevo León,19,Mujeres,3411759,3435144
2030,Nuevo León,19,Total,6860394,6907570
2030,Oaxaca,20,Hombres,2132923,2138076
2030,Oaxaca,20,Mujeres,2329771,2336708
2030,Oaxaca,20,Total,4462694,4474784
2030,Puebla,21,Hombres,3572301,3588792
2030,Puebla,21,Mujeres,3836654,3854578
2030,Puebla,21,Total,7408955,7443370
2030,Querétaro,22,Hombres,1399194,1409158
2030,Querétaro,22,Mujeres,1455552,1466238
2030,Querétaro,22,Total,2854746,2875396
2030,Quintana Roo,23,Hombres,1139856,1148213
2030,Quintana Roo,23,Mujeres,1131196,1140219
2030,Quintana Roo,23,Total,2271052,2288432
2030,San Luis Potosí,24,Hombres,1491071,1494876
2030,San Luis Potosí,24,Mujeres,1583133,1588448
2030,San Luis Potosí,24,Total,3074204,3083324
2030,Sinaloa,25,Hombres,1616937,1620260
2030,Sinaloa,25,Mujeres,1653398,1657519
2030,Sinaloa,25,Total,3270335,3277779
2030,Sonora,26,Hombres,1643629,1649406
2030,Sonora,26,Mujeres,1611388,1616635
2030,Sonora,26,Total,3255017,3266041
2030,Tabasco,27,Hombres,1207161,1207056
2030,Tabasco,27,Mujeres,1277709,1278785
2030,Tabasco,27,Total,2484870,2485841
2030,Tamaulipas,28,Hombres,1914207,1919137
2030,Tamaulipas,28,Mujeres,1948799,1954256
2030,Tamaulipas,28,Total,3863006,3873393
2030,Tlaxcala,29,Hombres,734554,737927
2030,Tlaxcala,29,Mujeres,784945,788845
2030,Tlaxcala,29,Total,1519499,1526772
2030,Veracruz,30,Hombres,3854092,3847278
2030,Veracruz,30,Mujeres,4203065,4199432
2030,Veracruz,30,Total,8057157,8046710
2030,Yucatán,31,Hombres,1296940,1302928
2030,Yucatán,31,Mujeres,1340125,1346742
2030,Yucatán,31,Total,2637065,2649670
2030,Zacatecas,32,Hombres,864441,866743
2030,Zacatecas,32,Mujeres,905022,908036
2030,Zacatecas,32,Total,1769463,1774779
2031,Aguascalientes,01,Hombres,804707,808357
2031,Aguascalientes,01,Mujeres,838519,842571
2031,Aguascalientes,01,Total,1643226,1650928
2031,Baja California,02,Hombres,2250024,2262037
2031,Baja California,02,Mujeres,2173024,2184712
2031,Baja California,02,Total,4423048,4446749
2031,Baja California Sur,03,Hombres,508381,512363
2031,Baja California Sur,03,Mujeres,488916,492861
2031,Baja California Sur,03,Total,997297,1005224
2031,Campeche,04,Hombres,474627,474752
2031,Campeche,04,Mujeres,498303,498961
2031,Campeche,04,Total,972930,973713
2031,Chiapas,07,Hombres,3164734,3179656
2031,Chiapas,07,Mujeres,3343464,3361810
2031,Chiapas,07,Total,6508198,6541466
2031,Chihuahua,08,Hombres,2132697,2140969
2031,Chihuahua,08,Mujeres,2124016,2132165
2031,Chihuahua,08,Total,4256713,4273134
2031,Ciudad de México,09,Hombres,4328982,4319401
2031,Ciudad de México,09,Mujeres,4685254,4675550
2031,Ciudad de México,09,Total,9014236,8994951
2031,Coahuila,05,Hombres,1802208,1810675
2031,Coahuila,05,Mujeres,1803984,1812469
2031,Coahuila,05,Total,3606192,3623144
2031,Colima,06,Hombres,389907,390589
2031,Colima,06,Mujeres,398057,398861
2031,Colima,06,Total,787964,789450
2031,Durango,10,Hombres,982887,984792
2031,Durango,10,Mujeres,1001819,1004121
2031,Durango,10,Total,1984706,1988913
2031,Estado de México,15,Hombres,8801105,8813111
2031,Estado de México,15,Mujeres,9376406,9393811
2031,Estado de México,15,Total,18177511,18206922
2031,Guanajuato,11,Hombres,3288472,3296579
2031,Guanajuato,11,Mujeres,3507333,3518903
2031,Guanajuato,11,Total,6795805,6815482
2031,Guerrero,12,Hombres,1718354,1715554
2031,Guerrero,12,Mujeres,1863209,1861558
2031,Guerrero,12,Total,3581563,3577112
2031,Hidalgo,13,Hombres,1654301,1659905
2031,Hidalgo,13,Mujeres,1817779,1825975
2031,Hidalgo,13,Total,3472080,3485880
2031,Jalisco,14,Hombres,4594027,4609049
2031,Jalisco,14,Mujeres,4697426,4712639
2031,Jalisco,14,Total,9291453,9321688
2031,Michoacán,16,Hombres,2570115,2578324
2031,Michoacán,16,Mujeres,2694329,2703488
2031,Michoacán,16,Total,5264444,5281812
2031,Morelos,17,Hombres,1018735,1020326
2031,Morelos,17,Mujeres,1089891,1091833
2031,Morelos,17,Total,2108626,2112159
2031,Nacional,00,Hombres,67660956,67838037
2031,Nacional,00,Mujeres,70778774,70987806
2031,Nacional,00,Total,138439730,138825843
2031,Nayarit,18,Hombres,688091,690448
2031,Nayarit,18,Mujeres,706376,709456
2031,Nayarit,18,Total,1394467,1399904
2031,Nuevo León,19,Hombres,3496215,3519524
2031,Nuevo León,19,Mujeres,3458538,3481509
2031,Nuevo León,19,Total,6954753,7001033
2031,Oaxaca,20,Hombres,2143237,2148179
2031,Oaxaca,20,Mujeres,2343648,2350365
2031,Oaxaca,20,Total,4486885,4498544
2031,Puebla,21,Hombres,3605286,3621185
2031,Puebla,21,Mujeres,3872496,3889833
2031,Puebla,21,Total,7477782,7511018
2031,Querétaro,22,Hombres,1419126,1428820
2031,Querétaro,22,Mujeres,1476940,1487391
2031,Querétaro,22,Total,2896066,2916211
2031,Quintana Roo,23,Hombres,1156569,1164668
2031,Quintana Roo,23,Mujeres,1149244,1158032
2031,Quintana Roo,23,Total,2305813,2322700
2031,San Luis Potosí,24,Hombres,1498683,1502310
2031,San Luis Potosí,24,Mujeres,1593766,1598887
2031,San Luis Potosí,24,Total,3092449,3101197
2031,Sinaloa,25,Hombres,1623591,1626634
2031,Sinaloa,25,Mujeres,1661634,1665481
2031,Sinaloa,25,Total,3285225,3292115
2031,Sonora,26,Hombres,1655183,1660744
2031,Sonora,26,Mujeres,1621881,1626942
2031,Sonora,26,Total,3277064,3287686
2031,Tabasco,27,Hombres,1206943,1206693
2031,Tabasco,27,Mujeres,1279859,1280780
2031,Tabasco,27,Total,2486802,2487473
2031,Tamaulipas,28,Hombres,1924060,1928716
2031,Tamaulipas,28,Mujeres,1959711,1964922
2031,Tamaulipas,28,Total,3883771,3893638
2031,Tlaxcala,29,Hombres,741292,744537
2031,Tlaxcala,29,Mujeres,792749,796534
2031,Tlaxcala,29,Total,1534041,1541071
2031,Veracruz,30,Hombres,3840464,3833163
2031,Veracruz,30,Mujeres,4195792,4191621
2031,Veracruz,30,Total,8036256,8024784
2031,Yucatán,31,Hombres,1308915,1314739
2031,Yucatán,31,Mujeres,1353351,1359800
2031,Yucatán,31,Total,2662266,2674539
2031,Zacatecas,32,Hombres,869038,871238
2031,Zacatecas,32,Mujeres,911060,913965
2031,Zacatecas,32,Total,1780098,1785203
2032,Aguascalientes,01,Hombres,811993,815539
2032,Aguascalientes,01,Mujeres,846622,850546
2032,Aguascalientes,01,Total,1658615,1666085
2032,Baja California,02,Hombres,2274049,2285827
2032,Baja California,02,Mujeres,2196408,2207802
2032,Baja California,02,Total,4470457,4493629
2032,Baja California Sur,03,Hombres,516341,520224
2032,Baja California Sur,03,Mujeres,496807,500682
2032,Baja California Sur,03,Total,1013148,1020906
2032,Campeche,04,Hombres,474877,474945
2032,Campeche,04,Mujeres,499622,500212
2032,Campeche,04,Total,974499,975157
2032,Chiapas,07,Hombres,3194580,3209153
2032,Chiapas,07,Mujeres,3380145,3398090
2032,Chiapas,07,Total,6574725,6607243
2032,Chihuahua,08,Hombres,2149250,2157329
2032,Chihuahua,08,Mujeres,2140305,2148167
2032,Chihuahua,08,Total,4289555,4305496
2032,Ciudad de México,09,Hombres,4309824,4300060
2032,Ciudad de México,09,Mujeres,4665839,4655739
2032,Ciudad de México,09,Total,8975663,8955799
2032,Coahuila,05,Hombres,1819142,1827410
2032,Coahuila,05,Mujeres,1820953,1829224
2032,Coahuila,05,Total,3640095,3656634
2032,Colima,06,Hombres,391268,391909
2032,Colima,06,Mujeres,399667,400422
2032,Colima,06,Total,790935,792331
2032,Durango,10,Hombres,986689,988532
2032,Durango,10,Mujeres,1006421,1008628
2032,Durango,10,Total,1993110,1997160
2032,Estado de México,15,Hombres,8825113,8835518
2032,Estado de México,15,Mujeres,9411216,9426912
2032,Estado de México,15,Total,18236329,18262430
2032,Guanajuato,11,Hombres,3304691,3312460
2032,Guanajuato,11,Mujeres,3530483,3541598
2032,Guanajuato,11,Total,6835174,6854058
2032,Guerrero,12,Hombres,1712760,1709810
2032,Guerrero,12,Mujeres,1859924,1858042
2032,Guerrero,12,Total,3572684,3567852
2032,Hidalgo,13,Hombres,1665499,1670899
2032,Hidalgo,13,Mujeres,1834159,1842091
2032,Hidalgo,13,Total,3499658,3512990
2032,Jalisco,14,Hombres,4624066,4638578
2032,Jalisco,14,Mujeres,4727840,4742405
2032,Jalisco,14,Total,9351906,9380983
2032,Michoacán,16,Hombres,2586521,2594562
2032,Michoacán,16,Mujeres,2712635,2721491
2032,Michoacán,16,Total,5299156,5316053
2032,Morelos,17,Hombres,1021923,1023360
2032,Morelos,17,Mujeres,1093784,1095559
2032,Morelos,17,Total,2115707,2118919
2032,Nacional,00,Hombres,68015132,68184368
2032,Nacional,00,Mujeres,71196844,71396180
2032,Nacional,00,Total,139211976,139580548
2032,Nayarit,18,Hombres,692797,695071
2032,Nayarit,18,Mujeres,712547,715531
2032,Nayarit,18,Total,1405344,1410602
2032,Nuevo León,19,Hombres,3542836,3565698
2032,Nuevo León,19,Mujeres,3504478,3526998
2032,Nuevo León,19,Total,7047314,7092696
2032,Oaxaca,20,Hombres,2153117,2157928
2032,Oaxaca,20,Mujeres,2357089,2363580
2032,Oaxaca,20,Total,4510206,4521508
2032,Puebla,21,Hombres,3637098,3652448
2032,Puebla,21,Mujeres,3907183,3923918
2032,Puebla,21,Total,7544281,7576366
2032,Querétaro,22,Hombres,1438519,1447958
2032,Querétaro,22,Mujeres,1497847,1508035
2032,Querétaro,22,Total,2936366,2955993
2032,Quintana Roo,23,Hombres,1172774,1180631
2032,Quintana Roo,23,Mujeres,1166818,1175360
2032,Quintana Roo,23,Total,2339592,2355991
2032,San Luis Potosí,24,Hombres,1505943,1509455
2032,San Luis Potosí,24,Mujeres,1604022,1608949
2032,San Luis Potosí,24,Total,3109965,3118404
2032,Sinaloa,25,Hombres,1629687,1632506
2032,Sinaloa,25,Mujeres,1669316,1672892
2032,Sinaloa,25,Total,3299003,3305398
2032,Sonora,26,Hombres,1666315,1671735
2032,Sonora,26,Mujeres,1632002,1636857
2032,Sonora,26,Total,3298317,3308592
2032,Tabasco,27,Hombres,1206445,1206062
2032,Tabasco,27,Mujeres,1281697,1282461
2032,Tabasco,27,Total,2488142,2488523
2032,Tamaulipas,28,Hombres,1933373,1937835
2032,Tamaulipas,28,Mujeres,1970142,1975075
2032,Tamaulipas,28,Total,3903515,3912910
2032,Tlaxcala,29,Hombres,747781,750913
2032,Tlaxcala,29,Mujeres,800309,803958
2032,Tlaxcala,29,Total,1548090,1554871
2032,Veracruz,30,Hombres,3825874,3818208
2032,Veracruz,30,Mujeres,4187433,4182736
2032,Veracruz,30,Total,8013307,8000944
2032,Yucatán,31,Hombres,1320561,1326227
2032,Yucatán,31,Mujeres,1366257,1372544
2032,Yucatán,31,Total,2686818,2698771
2032,Zacatecas,32,Hombres,873426,875578
2032,Zacatecas,32,Mujeres,916874,919676
2032,Zacatecas,32,Total,1790300,1795254
2033,Aguascalientes,01,Hombres,819073,822534
2033,Aguascalientes,01,Mujeres,854484,858296
2033,Aguascalientes,01,Total,1673557,1680830
2033,Baja California,02,Hombres,2297608,2309269
2033,Baja California,02,Mujeres,2219197,2230290
2033,Baja California,02,Total,4516805,4539559
2033,Baja California Sur,03,Hombres,524119,527923
2033,Baja California Sur,03,Mujeres,504541,508327
2033,Baja California Sur,03,Total,1028660,1036250
2033,Campeche,04,Hombres,475008,475026
2033,Campeche,04,Mujeres,500799,501329
2033,Campeche,04,Total,975807,976355
2033,Chiapas,07,Hombres,3223740,3238041
2033,Chiapas,07,Mujeres,3416047,3433608
2033,Chiapas,07,Total,6639787,6671649
2033,Chihuahua,08,Hombres,2165415,2173461
2033,Chihuahua,08,Mujeres,2156017,2163573
2033,Chihuahua,08,Total,4321432,4337034
2033,Ciudad de México,09,Hombres,4290301,4280534
2033,Ciudad de México,09,Mujeres,4645646,4635133
2033,Ciudad de México,09,Total,8935947,8915667
2033,Coahuila,05,Hombres,1835685,1843791
2033,Coahuila,05,Mujeres,1837492,1845529
2033,Coahuila,05,Total,3673177,3689320
2033,Colima,06,Hombres,392550,393155
2033,Colima,06,Mujeres,401171,401868
2033,Colima,06,Total,793721,795023
2033,Durango,10,Hombres,990378,992204
2033,Durango,10,Mujeres,1010830,1012924
2033,Durango,10,Total,2001208,2005128
2033,Estado de México,15,Hombres,8845899,8854769
2033,Estado de México,15,Mujeres,9442593,9456564
2033,Estado de México,15,Total,18288492,18311333
2033,Guanajuato,11,Hombres,3320232,3327748
2033,Guanajuato,11,Mujeres,3552710,3563380
2033,Guanajuato,11,Total,6872942,6891128
2033,Guerrero,12,Hombres,1706858,1703814
2033,Guerrero,12,Mujeres,1856166,1854071
2033,Guerrero,12,Total,3563024,3557885
2033,Hidalgo,13,Hombres,1676296,1681528
2033,Hidalgo,13,Mujeres,1850033,1857692
2033,Hidalgo,13,Total,3526329,3539220
2033,Jalisco,14,Hombres,4653101,4667246
2033,Jalisco,14,Mujeres,4756986,4770954
2033,Jalisco,14,Total,9410087,9438200
2033,Michoacán,16,Hombres,2602601,2610583
2033,Michoacán,16,Mujeres,2730355,2738913
2033,Michoacán,16,Total,5332956,5349496
2033,Morelos,17,Hombres,1024801,1026124
2033,Morelos,17,Mujeres,1097326,1098923
2033,Morelos,17,Total,2122127,2125047
2033,Nacional,00,Hombres,68353607,68516854
2033,Nacional,00,Mujeres,71595511,71785129
2033,Nacional,00,Total,139949118,140301983
2033,Nayarit,18,Hombres,697340,699563
2033,Nayarit,18,Mujeres,718502,721368
2033,Nayarit,18,Total,1415842,1420931
2033,Nuevo León,19,Hombres,3588569,3611072
2033,Nuevo León,19,Mujeres,3549514,3571599
2033,Nuevo León,19,Total,7138083,7182671
2033,Oaxaca,20,Hombres,2162731,2167482
2033,Oaxaca,20,Mujeres,2370067,2376326
2033,Oaxaca,20,Total,4532798,4543808
2033,Puebla,21,Hombres,3667804,3682657
2033,Puebla,21,Mujeres,3940661,3956775
2033,Puebla,21,Total,7608465,7639432
2033,Querétaro,22,Hombres,1457406,1466618
2033,Querétaro,22,Mujeres,1518226,1528162
2033,Querétaro,22,Total,2975632,2994780
2033,Quintana Roo,23,Hombres,1188484,1196105
2033,Quintana Roo,23,Mujeres,1183902,1192209
2033,Quintana Roo,23,Total,2372386,2388314
2033,San Luis Potosí,24,Hombres,1512967,1516405
2033,San Luis Potosí,24,Mujeres,1613887,1618638
2033,San Luis Potosí,24,Total,3126854,3135043
2033,Sinaloa,25,Hombres,1635334,1637985
2033,Sinaloa,25,Mujeres,1676468,1679784
2033,Sinaloa,25,Total,3311802,3317769
2033,Sonora,26,Hombres,1677145,1682473
2033,Sonora,26,Mujeres,1641718,1646351
2033,Sonora,26,Total,3318863,3328824
2033,Tabasco,27,Hombres,1205668,1205159
2033,Tabasco,27,Mujeres,1283225,1283821
2033,Tabasco,27,Total,2488893,2488980
2033,Tamaulipas,28,Hombres,1942295,1946628
2033,Tamaulipas,28,Mujeres,1980015,1984641
2033,Tamaulipas,28,Total,3922310,3931269
2033,Tlaxcala,29,Hombres,754038,757061
2033,Tlaxcala,29,Mujeres,807602,811130
2033,Tlaxcala,29,Total,1561640,1568191
2033,Veracruz,30,Hombres,3810533,3802576
2033,Veracruz,30,Mujeres,4178028,4172833
2033,Veracruz,30,Total,7988561,7975409
2033,Yucatán,31,Hombres,1331901,1337446
2033,Yucatán,31,Mujeres,1378832,1384962
2033,Yucatán,31,Total,2710733,2722408
2033,Zacatecas,32,Hombres,877727,879874
2033,Zacatecas,32,Mujeres,922471,925156
2033,Zacatecas,32,Total,1800198,1805030
2034,Aguascalientes,01,Hombres,825985,829357
2034,Aguascalientes,01,Mujeres,862109,865791
2034,Aguascalientes,01,Total,1688094,1695148
2034,Baja California,02,Hombres,2320923,2332537
2034,Baja California,02,Mujeres,2241378,2252163
2034,Baja California,02,Total,4562301,4584700
2034,Baja California Sur,03,Hombres,531741,535461
2034,Baja California Sur,03,Mujeres,512114,515809
2034,Baja California Sur,03,Total,1043855,1051270
2034,Campeche,04,Hombres,475057,475030
2034,Campeche,04,Mujeres,501855,502313
2034,Campeche,04,Total,976912,977343
2034,Chiapas,07,Hombres,3252350,3266427
2034,Chiapas,07,Mujeres,3451166,3468369
2034,Chiapas,07,Total,6703516,6734796
2034,Chihuahua,08,Hombres,2181513,2189613
2034,Chihuahua,08,Mujeres,2171133,2178352
2034,Chihuahua,08,Total,4352646,4367965
2034,Ciudad de México,09,Hombres,4270761,4261123
2034,Ciudad de México,09,Mujeres,4624621,4613697
2034,Ciudad de México,09,Total,8895382,8874820
2034,Coahuila,05,Hombres,1851903,1859893
2034,Coahuila,05,Mujeres,1853561,1861369
2034,Coahuila,05,Total,3705464,3721262
2034,Colima,06,Hombres,393756,394341
2034,Colima,06,Mujeres,402564,403205
2034,Colima,06,Total,796320,797546
2034,Durango,10,Hombres,994027,995853
2034,Durango,10,Mujeres,1015013,1017013
2034,Durango,10,Total,2009040,2012866
2034,Estado de México,15,Hombres,8863604,8871001
2034,Estado de México,15,Mujeres,9470533,9482792
2034,Estado de México,15,Total,18334137,18353793
2034,Guanajuato,11,Hombres,3335273,3342627
2034,Guanajuato,11,Mujeres,3574046,3584278
2034,Guanajuato,11,Total,6909319,6926905
2034,Guerrero,12,Hombres,1700769,1697687
2034,Guerrero,12,Mujeres,1851976,1849682
2034,Guerrero,12,Total,3552745,3547369
2034,Hidalgo,13,Hombres,1686768,1691873
2034,Hidalgo,13,Mujeres,1865353,1872732
2034,Hidalgo,13,Total,3552121,3564605
2034,Jalisco,14,Hombres,4681388,4695288
2034,Jalisco,14,Mujeres,4784923,4798292
2034,Jalisco,14,Total,9466311,9493580
2034,Michoacán,16,Hombres,2618570,2626595
2034,Michoacán,16,Mujeres,2747475,2755728
2034,Michoacán,16,Total,5366045,5382323
2034,Morelos,17,Hombres,1027439,1028639
2034,Morelos,17,Mujeres,1100512,1101929
2034,Morelos,17,Total,2127951,2130568
2034,Nacional,00,Hombres,68680105,68838817
2034,Nacional,00,Mujeres,71974741,72154576
2034,Nacional,00,Total,140654846,140993393
2034,Nayarit,18,Hombres,701785,703975
2034,Nayarit,18,Mujeres,724236,726983
2034,Nayarit,18,Total,1426021,1430958
2034,Nuevo León,19,Hombres,3633587,3655818
2034,Nuevo León,19,Mujeres,3593691,3615382
2034,Nuevo León,19,Total,7227278,7271200
2034,Oaxaca,20,Hombres,2172223,2176950
2034,Oaxaca,20,Mujeres,2382574,2388572
2034,Oaxaca,20,Total,4554797,4565522
2034,Puebla,21,Hombres,3697510,3711907
2034,Puebla,21,Mujeres,3972894,3988378
2034,Puebla,21,Total,7670404,7700285
2034,Querétaro,22,Hombres,1475834,1484835
2034,Querétaro,22,Mujeres,1538101,1547771
2034,Querétaro,22,Total,3013935,3032606
2034,Quintana Roo,23,Hombres,1203716,1211104
2034,Quintana Roo,23,Mujeres,1200525,1208586
2034,Quintana Roo,23,Total,2404241,2419690
2034,San Luis Potosí,24,Hombres,1519847,1523272
2034,San Luis Potosí,24,Mujeres,1623388,1627935
2034,San Luis Potosí,24,Total,3143235,3151207
2034,Sinaloa,25,Hombres,1640633,1643147
2034,Sinaloa,25,Mujeres,1683097,1686160
2034,Sinaloa,25,Total,3323730,3329307
2034,Sonora,26,Hombres,1687797,1693077
2034,Sonora,26,Mujeres,1650987,1655385
2034,Sonora,26,Total,3338784,3348462
2034,Tabasco,27,Hombres,1204652,1204026
2034,Tabasco,27,Mujeres,1284436,1284878
2034,Tabasco,27,Total,2489088,2488904
2034,Tamaulipas,28,Hombres,1950964,1955259
2034,Tamaulipas,28,Mujeres,1989275,1993584
2034,Tamaulipas,28,Total,3940239,3948843
2034,Tlaxcala,29,Hombres,760084,762996
2034,Tlaxcala,29,Mujeres,814643,818037
2034,Tlaxcala,29,Total,1574727,1581033
2034,Veracruz,30,Hombres,3794620,3786467
2034,Veracruz,30,Mujeres,4167632,4161953
2034,Veracruz,30,Total,7962252,7948420
2034,Yucatán,31,Hombres,1342988,1348411
2034,Yucatán,31,Mujeres,1391086,1397050
2034,Yucatán,31,Total,2734074,2745461
2034,Zacatecas,32,Hombres,882038,884228
2034,Zacatecas,32,Mujeres,927844,930408
2034,Zacatecas,32,Total,1809882,1814636
2035,Aguascalientes,01,Hombres,832723,836029
2035,Aguascalientes,01,Mujeres,869473,873034
2035,Aguascalientes,01,Total,1702196,1709063
2035,Baja California,02,Hombres,2344144,2355747
2035,Baja California,02,Mujeres,2262943,2273388
2035,Baja California,02,Total,4607087,4629135
2035,Baja California Sur,03,Hombres,539176,542820
2035,Baja California Sur,03,Mujeres,519511,523120
2035,Baja California Sur,03,Total,1058687,1065940
2035,Campeche,04,Hombres,475010,474944
2035,Campeche,04,Mujeres,502776,503174
2035,Campeche,04,Total,977786,978118
2035,Chiapas,07,Hombres,3280510,3294413
2035,Chiapas,07,Mujeres,3485561,3502390
2035,Chiapas,07,Total,6766071,6796803
2035,Chihuahua,08,Hombres,2197727,2205917
2035,Chihuahua,08,Mujeres,2185576,2192457
2035,Chihuahua,08,Total,4383303,4398374
2035,Ciudad de México,09,Hombres,4251497,4242021
2035,Ciudad de México,09,Mujeres,4602749,4591368
2035,Ciudad de México,09,Total,8854246,8833389
2035,Coahuila,05,Hombres,1867883,1875755
2035,Coahuila,05,Mujeres,1869173,1876723
2035,Coahuila,05,Total,3737056,3752478
2035,Colima,06,Hombres,394923,395483
2035,Colima,06,Mujeres,403844,404429
2035,Colima,06,Total,798767,799912
2035,Durango,10,Hombres,997685,999538
2035,Durango,10,Mujeres,1019002,1020886
2035,Durango,10,Total,2016687,2020424
2035,Estado de México,15,Hombres,8878419,8884339
2035,Estado de México,15,Mujeres,9495041,9505572
2035,Estado de México,15,Total,18373460,18389911
2035,Guanajuato,11,Hombres,3349985,3357223
2035,Guanajuato,11,Mujeres,3594509,3604309
2035,Guanajuato,11,Total,6944494,6961532
2035,Guerrero,12,Hombres,1694596,1691492
2035,Guerrero,12,Mujeres,1847379,1844898
2035,Guerrero,12,Total,3541975,3536390
2035,Hidalgo,13,Hombres,1696979,1701968
2035,Hidalgo,13,Mujeres,1880114,1887204
2035,Hidalgo,13,Total,3577093,3589172
2035,Jalisco,14,Hombres,4709194,4722853
2035,Jalisco,14,Mujeres,4811655,4824397
2035,Jalisco,14,Total,9520849,9547250
2035,Michoacán,16,Hombres,2634616,2642707
2035,Michoacán,16,Mujeres,2763998,2771951
2035,Michoacán,16,Total,5398614,5414658
2035,Morelos,17,Hombres,1029839,1030942
2035,Morelos,17,Mujeres,1103344,1104585
2035,Morelos,17,Total,2133183,2135527
2035,Nacional,00,Hombres,68997539,69152292
2035,Nacional,00,Mujeres,72334407,72504345
2035,Nacional,00,Total,141331946,141656637
2035,Nayarit,18,Hombres,706172,708354
2035,Nayarit,18,Mujeres,729750,732397
2035,Nayarit,18,Total,1435922,1440751
2035,Nuevo León,19,Hombres,3678050,3700035
2035,Nuevo León,19,Mujeres,3637076,3658363
2035,Nuevo León,19,Total,7315126,7358398
2035,Oaxaca,20,Hombres,2181674,2186394
2035,Oaxaca,20,Mujeres,2394580,2400327
2035,Oaxaca,20,Total,4576254,4586721
2035,Puebla,21,Hombres,3726295,3740259
2035,Puebla,21,Mujeres,4003852,4018712
2035,Puebla,21,Total,7730147,7758971
2035,Querétaro,22,Hombres,1493843,1502639
2035,Querétaro,22,Mujeres,1557438,1566836
2035,Querétaro,22,Total,3051281,3069475
2035,Quintana Roo,23,Hombres,1218487,1225655
2035,Quintana Roo,23,Mujeres,1216654,1224494
2035,Quintana Roo,23,Total,2435141,2450149
2035,San Luis Potosí,24,Hombres,1526684,1530103
