cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
8024,D0,6,2007-11-30,2008-04-30,152 days
8024,D1,9,2021-02-15,2021-06-15,120 days
8024,D2,11,2020-08-31,2021-01-31,153 days
8024,D3,6,2011-09-30,2012-02-29,152 days
8024,D4,3,2011-06-30,2011-08-31,62 days
8024,Sin sequia,22,2008-07-31,2010-04-30,638 days
8025,D0,10,2012-09-30,2013-06-30,273 days
8025,D1,4,2012-05-31,2012-08-31,92 days
8025,D2,8,2003-01-31,2003-09-30,242 days
8025,D3,11,2023-11-30,2024-04-30,152 days
8025,D4,2,2011-06-30,2011-07-31,31 days
8025,Sin sequia,32,2014-09-15,2015-12-31,472 days
8026,D0,9,2014-05-15,2014-09-15,123 days
8026,D1,7,2003-01-31,2003-07-31,181 days
8026,D2,4,2006-03-31,2006-06-30,91 days
8026,D3,5,2011-10-31,2012-02-29,121 days
8026,D4,2,2011-06-30,2011-07-31,31 days
8026,Sin sequia,22,2008-07-31,2010-04-30,638 days
8027,D0,8,2009-12-31,2010-07-31,212 days
8027,D1,7,2003-01-31,2003-07-31,181 days
8027,D2,12,2020-12-15,2021-05-31,167 days
8027,D3,5,2011-10-31,2012-02-29,121 days
8027,D4,9,2023-12-31,2024-04-30,121 days
8027,Sin sequia,38,2014-07-31,2016-02-15,564 days
8028,D0,9,2013-07-31,2014-02-28,212 days
8028,D1,8,2012-05-31,2012-12-31,214 days
8028,D2,10,2023-08-15,2023-12-31,138 days
8028,D3,5,2011-07-31,2011-11-30,122 days
8028,D4,14,2020-11-30,2021-06-15,197 days
8028,Sin sequia,34,2014-10-31,2016-03-15,501 days
8029,D0,8,2017-09-30,2018-01-15,107 days
8029,D1,11,2019-03-15,2019-08-15,153 days
8029,D2,8,2020-08-31,2020-12-15,106 days
8029,D3,10,2021-03-15,2021-07-31,138 days
8029,D4,6,2024-02-15,2024-04-30,75 days
8029,Sin sequia,37,2014-07-15,2016-01-15,549 days
8030,D0,11,2008-12-31,2009-10-31,304 days
8030,D1,7,2010-01-31,2010-07-31,181 days
8030,D2,6,2018-03-15,2018-05-31,77 days
8030,D3,7,2003-01-31,2003-07-31,181 days
8030,D4,9,2023-12-31,2024-04-30,121 days
8030,Sin sequia,16,2004-04-30,2005-07-31,457 days
8031,D0,11,2022-11-30,2023-05-15,166 days
8031,D1,6,2012-05-31,2012-10-31,153 days
8031,D2,5,2011-12-31,2012-04-30,121 days
8031,D3,7,2023-09-15,2023-12-15,91 days
8031,D4,9,2023-12-31,2024-04-30,121 days
8031,Sin sequia,38,2014-08-15,2016-02-29,563 days
8032,D0,9,2007-09-30,2008-05-31,244 days
8032,D1,11,2020-06-15,2020-11-15,153 days
8032,D2,14,2020-11-30,2021-06-15,197 days
8032,D3,8,2024-01-15,2024-04-30,106 days
8032,D4,2,2011-06-30,2011-07-31,31 days
8032,Sin sequia,28,2008-08-31,2010-11-30,821 days
8033,D0,9,2007-09-30,2008-05-31,244 days
8033,D1,7,2003-01-31,2003-07-31,181 days
8033,D2,13,2020-12-15,2021-06-15,182 days
8033,D3,5,2011-10-31,2012-02-29,121 days
8033,D4,1,2011-06-30,2011-06-30,0 days
8033,Sin sequia,21,2008-08-31,2010-04-30,607 days
8034,D0,11,2018-02-15,2018-07-15,150 days
8034,D1,5,2013-02-28,2013-06-30,122 days
8034,D2,8,2003-01-31,2003-09-30,242 days
8034,D3,7,2023-09-30,2023-12-31,92 days
8034,D4,8,2024-01-15,2024-04-30,106 days
8034,Sin sequia,34,2016-09-15,2018-01-31,503 days
8035,D0,12,2016-07-31,2017-01-15,168 days
8035,D1,24,2017-11-30,2018-11-15,350 days
8035,D2,31,2021-08-15,2022-11-15,457 days
8035,D3,15,2023-09-30,2024-04-30,213 days
8035,D4,16,2020-11-30,2021-07-15,227 days
8035,Sin sequia,10,2010-02-28,2010-11-30,275 days
8036,D0,9,2007-09-30,2008-05-31,244 days
8036,D1,7,2003-01-31,2003-07-31,181 days
8036,D2,29,2020-11-30,2022-01-31,427 days
8036,D3,10,2023-09-15,2024-01-31,138 days
8036,D4,5,2011-09-30,2012-01-31,123 days
8036,Sin sequia,26,2008-08-31,2010-09-30,760 days
8037,D0,11,2013-11-30,2014-05-31,182 days
8037,D1,7,2003-01-31,2003-07-31,181 days
8037,D2,3,2013-04-30,2013-06-30,61 days
8037,D3,16,2023-09-15,2024-04-30,228 days
8037,D4,10,2021-01-31,2021-06-15,135 days
8037,Sin sequia,15,2006-11-30,2008-01-31,427 days
8038,D0,24,2018-08-31,2019-08-15,349 days
8038,D1,7,2012-08-31,2013-02-28,181 days
8038,D2,8,2021-02-28,2021-06-15,107 days
8038,D3,9,2022-04-15,2022-08-15,122 days
8038,D4,6,2011-06-30,2011-11-30,153 days
8038,Sin sequia,26,2008-08-31,2010-09-30,760 days
8039,D0,9,2007-09-30,2008-05-31,244 days
8039,D1,8,2020-04-30,2020-08-15,107 days
8039,D2,14,2020-11-30,2021-06-15,197 days
8039,D3,16,2023-09-15,2024-04-30,228 days
8039,D4,2,2011-06-30,2011-07-31,31 days
8039,Sin sequia,26,2008-08-31,2010-09-30,760 days
8040,D0,6,2009-02-28,2009-07-31,153 days
8040,D1,7,2012-01-31,2012-07-31,182 days
8040,D2,6,2022-04-15,2022-06-30,76 days
8040,D3,8,2003-01-31,2003-09-30,242 days
8040,D4,2,2011-06-30,2011-07-31,31 days
8040,Sin sequia,22,2019-09-15,2020-07-31,320 days
8041,D0,15,2016-12-15,2017-07-15,212 days
8041,D1,5,2008-02-29,2008-06-30,122 days
8041,D2,15,2020-10-31,2021-05-31,212 days
8041,D3,7,2023-09-15,2023-12-15,91 days
8041,D4,9,2023-12-31,2024-04-30,121 days
8041,Sin sequia,39,2014-07-31,2016-02-29,578 days
8042,D0,14,2016-01-15,2016-07-31,198 days
8042,D1,16,2022-09-15,2023-05-15,242 days
8042,D2,10,2023-09-15,2024-01-31,138 days
8042,D3,6,2020-08-31,2020-11-15,76 days
8042,D4,13,2011-04-30,2012-04-30,366 days
8042,Sin sequia,18,2004-03-31,2005-08-31,518 days
8043,D0,11,2016-03-15,2016-08-15,153 days
8043,D1,4,2012-05-31,2012-08-31,92 days
8043,D2,8,2003-01-31,2003-09-30,242 days
8043,D3,7,2024-01-31,2024-04-30,90 days
8043,D4,2,2011-06-30,2011-07-31,31 days
8043,Sin sequia,38,2014-08-15,2016-02-29,563 days
8044,D0,9,2007-09-30,2008-05-31,244 days
8044,D1,7,2003-01-31,2003-07-31,181 days
8044,D2,11,2021-01-15,2021-06-15,151 days
8044,D3,9,2023-09-15,2024-01-15,122 days
8044,D4,2,2011-06-30,2011-07-31,31 days
8044,Sin sequia,31,2008-08-31,2011-02-28,911 days
8045,D0,24,2018-08-31,2019-08-15,349 days
8045,D1,3,2006-01-31,2006-03-31,59 days
8045,D2,15,2020-11-15,2021-06-15,212 days
8045,D3,8,2022-04-30,2022-08-15,107 days
8045,D4,8,2024-01-15,2024-04-30,106 days
8045,Sin sequia,26,2008-08-31,2010-09-30,760 days
8046,D0,10,2008-12-31,2009-09-30,273 days
8046,D1,14,2019-03-15,2019-09-30,199 days
8046,D2,16,2020-09-30,2021-05-15,227 days
8046,D3,5,2011-10-31,2012-02-29,121 days
8046,D4,4,2006-03-31,2006-06-30,91 days
8046,Sin sequia,14,2004-06-30,2005-07-31,396 days
8047,D0,18,2016-10-31,2017-07-15,257 days
8047,D1,4,2003-10-31,2004-01-31,92 days
8047,D2,5,2023-06-30,2023-08-31,62 days
8047,D3,8,2003-01-31,2003-09-30,242 days
8047,D4,9,2023-12-31,2024-04-30,121 days
8047,Sin sequia,33,2014-08-31,2015-12-31,487 days
8048,D0,12,2019-03-31,2019-09-15,168 days
8048,D1,7,2012-04-30,2012-10-31,184 days
8048,D2,4,2006-02-28,2006-05-31,92 days
8048,D3,8,2023-09-15,2023-12-31,107 days
8048,D4,8,2024-01-15,2024-04-30,106 days
8048,Sin sequia,27,2008-07-31,2010-09-30,791 days
8049,D0,5,2007-12-31,2008-04-30,121 days
8049,D1,7,2003-01-31,2003-07-31,181 days
8049,D2,14,2020-11-15,2021-05-31,197 days
8049,D3,5,2011-10-31,2012-02-29,121 days
8049,D4,2,2011-06-30,2011-07-31,31 days
8049,Sin sequia,21,2008-07-31,2010-03-31,608 days
8050,D0,14,2021-08-31,2022-03-15,196 days
8050,D1,10,2012-09-30,2013-06-30,273 days
8050,D2,8,2003-01-31,2003-09-30,242 days
8050,D3,17,2020-10-31,2021-06-30,242 days
8050,D4,8,2024-01-15,2024-04-30,106 days
8050,Sin sequia,18,2006-08-31,2008-01-31,518 days
8051,D0,13,2022-11-30,2023-06-15,197 days
8051,D1,8,2014-03-31,2014-07-15,106 days
8051,D2,8,2003-01-31,2003-09-30,242 days
8051,D3,7,2023-09-15,2023-12-15,91 days
8051,D4,9,2023-12-31,2024-04-30,121 days
8051,Sin sequia,37,2014-07-31,2016-01-31,549 days
8052,D0,5,2009-01-31,2009-05-31,120 days
8052,D1,19,2013-10-31,2014-09-15,319 days
8052,D2,4,2012-05-31,2012-08-31,92 days
8052,D3,8,2024-01-15,2024-04-30,106 days
8052,D4,12,2011-05-31,2012-04-30,335 days
8052,Sin sequia,13,2004-04-30,2005-04-30,365 days
8053,D0,9,2013-07-31,2014-02-28,212 days
8053,D1,8,2011-08-31,2012-03-31,213 days
8053,D2,18,2023-08-15,2024-04-30,259 days
8053,D3,5,2003-10-31,2004-03-31,152 days
8053,Sin sequia,37,2014-09-15,2016-03-15,547 days
8054,D0,17,2019-01-15,2019-09-15,243 days
8054,D1,8,2003-01-31,2003-09-30,242 days
8054,D2,9,2020-08-31,2020-12-31,122 days
8054,D3,7,2011-08-31,2012-02-29,182 days
8054,D4,2,2011-06-30,2011-07-31,31 days
8054,Sin sequia,22,2008-07-31,2010-04-30,638 days
8055,D0,24,2018-08-31,2019-08-15,349 days
8055,D1,6,2016-04-15,2016-06-30,76 days
8055,D2,9,2021-02-15,2021-06-15,120 days
8055,D3,8,2022-04-30,2022-08-15,107 days
8055,D4,8,2024-01-15,2024-04-30,106 days
8055,Sin sequia,27,2008-07-31,2010-09-30,791 days
8056,D0,7,2007-11-30,2008-05-31,183 days
8056,D1,7,2003-01-31,2003-07-31,181 days
8056,D2,15,2020-11-15,2021-06-15,212 days
8056,D3,5,2011-10-31,2012-02-29,121 days
8056,D4,2,2011-06-30,2011-07-31,31 days
8056,Sin sequia,22,2008-07-31,2010-04-30,638 days
8057,D0,16,2018-02-15,2018-09-30,227 days
8057,D1,7,2003-01-31,2003-07-31,181 days
8057,D2,12,2020-12-15,2021-05-31,167 days
8057,D3,11,2023-11-30,2024-04-30,152 days
8057,D4,2,2011-06-30,2011-07-31,31 days
8057,Sin sequia,21,2008-07-31,2010-03-31,608 days
8058,D0,19,2018-08-31,2019-05-31,273 days
8058,D1,5,2012-08-31,2012-12-31,122 days
8058,D2,15,2020-06-30,2021-01-31,215 days
8058,D3,7,2011-11-30,2012-05-31,183 days
8058,D4,5,2011-06-30,2011-10-31,123 days
8058,Sin sequia,25,2003-10-31,2005-11-30,761 days
8059,D0,9,2007-09-30,2008-05-31,244 days
8059,D1,7,2003-01-31,2003-07-31,181 days
8059,D2,15,2020-11-15,2021-06-15,212 days
8059,D3,5,2011-10-31,2012-02-29,121 days
8059,D4,1,2011-06-30,2011-06-30,0 days
8059,Sin sequia,31,2008-08-31,2011-02-28,911 days
8060,D0,9,2007-09-30,2008-05-31,244 days
8060,D1,7,2003-01-31,2003-07-31,181 days
8060,D2,11,2021-01-15,2021-06-15,151 days
8060,D3,8,2024-01-15,2024-04-30,106 days
8060,D4,2,2011-06-30,2011-07-31,31 days
8060,Sin sequia,31,2008-08-31,2011-02-28,911 days
8061,D0,7,2007-11-30,2008-05-31,183 days
8061,D1,4,2003-04-30,2003-07-31,92 days
8061,D2,20,2020-08-31,2021-06-15,288 days
8061,D3,6,2011-09-30,2012-02-29,152 days
8061,D4,6,2024-02-15,2024-04-30,75 days
8061,Sin sequia,22,2008-07-31,2010-04-30,638 days
8062,D0,24,2018-08-31,2019-08-15,349 days
8062,D1,7,2016-04-15,2016-07-15,91 days
8062,D2,19,2020-09-15,2021-06-15,273 days
8062,D3,8,2022-04-30,2022-08-15,107 days
8062,D4,6,2011-06-30,2011-11-30,153 days
8062,Sin sequia,26,2008-08-31,2010-09-30,760 days
8063,D0,13,2022-11-30,2023-06-15,197 days
8063,D1,8,2014-03-31,2014-07-15,106 days
8063,D2,8,2003-01-31,2003-09-30,242 days
8063,D3,7,2023-09-15,2023-12-15,91 days
8063,D4,2,2023-12-31,2024-01-15,15 days
8063,Sin sequia,34,2014-08-15,2015-12-31,503 days
8064,D0,7,2007-11-30,2008-05-31,183 days
8064,D1,7,2003-01-31,2003-07-31,181 days
8064,D2,15,2020-11-15,2021-06-15,212 days
8064,D3,5,2011-10-31,2012-02-29,121 days
8064,D4,1,2011-06-30,2011-06-30,0 days
8064,Sin sequia,22,2008-07-31,2010-04-30,638 days
8065,D0,10,2008-12-31,2009-09-30,273 days
8065,D1,7,2010-01-31,2010-07-31,181 days
8065,D2,7,2003-01-31,2003-07-31,181 days
8065,D3,7,2023-09-15,2023-12-15,91 days
8065,D4,9,2023-12-31,2024-04-30,121 days
8065,Sin sequia,16,2004-04-30,2005-07-31,457 days
8066,D0,9,2009-01-31,2009-09-30,242 days
8066,D1,5,2008-02-29,2008-06-30,122 days
8066,D2,6,2011-12-31,2012-05-31,152 days
8066,D3,8,2003-01-31,2003-09-30,242 days
8066,D4,9,2023-12-31,2024-04-30,121 days
8066,Sin sequia,24,2015-01-15,2015-12-31,350 days
8067,D0,9,2007-09-30,2008-05-31,244 days
8067,D1,4,2003-04-30,2003-07-31,92 days
8067,D2,24,2020-06-30,2021-06-15,350 days
8067,D3,8,2023-09-15,2023-12-31,107 days
8067,D4,8,2024-01-15,2024-04-30,106 days
8067,Sin sequia,26,2008-08-31,2010-09-30,760 days
9002,D0,26,2022-08-15,2023-09-15,396 days
9002,D1,8,2023-09-30,2024-01-15,107 days
9002,D2,10,2008-11-30,2009-08-31,274 days
9002,D3,1,2011-06-30,2011-06-30,0 days
9002,Sin sequia,45,2013-06-30,2015-08-15,776 days
9003,D0,25,2022-08-15,2023-08-31,381 days
9003,D1,9,2023-09-15,2024-01-15,122 days
9003,D2,8,2009-01-31,2009-08-31,212 days
9003,Sin sequia,21,2003-06-30,2005-04-30,670 days
9004,D0,15,2015-08-15,2016-03-15,213 days
9004,D1,13,2023-06-30,2023-12-31,184 days
9004,D2,8,2009-01-31,2009-08-31,212 days
9004,Sin sequia,21,2003-06-30,2005-04-30,670 days
9005,D0,29,2022-06-30,2023-09-15,442 days
9005,D1,10,2023-09-30,2024-02-15,138 days
9005,D2,8,2009-01-31,2009-08-31,212 days
9005,D3,1,2011-06-30,2011-06-30,0 days
9005,Sin sequia,45,2013-06-30,2015-08-15,776 days
9006,D0,25,2022-08-15,2023-08-31,381 days
9006,D1,8,2023-09-15,2023-12-31,107 days
9006,D2,8,2009-01-31,2009-08-31,212 days
9006,Sin sequia,53,2013-06-30,2015-12-15,898 days
9007,D0,30,2022-05-31,2023-08-31,457 days
9007,D1,8,2023-09-15,2023-12-31,107 days
9007,D2,8,2009-01-31,2009-08-31,212 days
9007,Sin sequia,50,2013-09-30,2015-12-15,806 days
9008,D0,12,2019-04-30,2019-10-15,168 days
9008,D1,13,2023-06-30,2023-12-31,184 days
9008,D2,8,2009-01-31,2009-08-31,212 days
9008,Sin sequia,21,2003-06-30,2005-04-30,670 days
9009,D0,21,2020-07-15,2021-05-15,304 days
9009,D1,9,2008-10-31,2009-06-30,242 days
9009,D2,8,2024-01-15,2024-04-30,106 days
9009,Sin sequia,22,2003-06-30,2005-05-31,701 days
9010,D0,14,2019-04-30,2019-11-15,199 days
9010,D1,13,2023-06-30,2023-12-31,184 days
9010,D2,8,2009-01-31,2009-08-31,212 days
9010,Sin sequia,21,2003-06-30,2005-04-30,670 days
9011,D0,25,2022-05-31,2023-06-15,380 days
9011,D1,13,2023-06-30,2023-12-31,184 days
9011,D2,8,2009-01-31,2009-08-31,212 days
9011,Sin sequia,22,2003-06-30,2005-05-31,701 days
9012,D0,19,2022-06-30,2023-03-31,274 days
9012,D1,14,2023-06-30,2024-01-15,199 days
9012,D2,8,2009-01-31,2009-08-31,212 days
9012,Sin sequia,21,2003-06-30,2005-04-30,670 days
9013,D0,23,2022-06-30,2023-06-15,350 days
9013,D1,13,2023-06-30,2023-12-31,184 days
9013,D2,8,2009-01-31,2009-08-31,212 days
9013,Sin sequia,22,2003-06-30,2005-05-31,701 days
9014,D0,23,2022-09-15,2023-08-31,350 days
9014,D1,9,2023-09-15,2024-01-15,122 days
9014,D2,8,2009-01-31,2009-08-31,212 days
9014,Sin sequia,53,2013-06-30,2015-12-15,898 days
9015,D0,25,2022-08-15,2023-08-31,381 days
9015,D1,9,2023-09-15,2024-01-15,122 days
9015,D2,8,2009-01-31,2009-08-31,212 days
9015,D3,1,2011-06-30,2011-06-30,0 days
9015,Sin sequia,53,2013-06-30,2015-12-15,898 days
9016,D0,23,2022-09-15,2023-08-31,350 days
9016,D1,9,2023-09-15,2024-01-15,122 days
9016,D2,8,2009-01-31,2009-08-31,212 days
9016,D3,1,2011-06-30,2011-06-30,0 days
9016,Sin sequia,53,2013-06-30,2015-12-15,898 days
9017,D0,27,2022-07-15,2023-08-31,412 days
9017,D1,11,2023-09-15,2024-02-15,153 days
9017,D2,8,2009-01-31,2009-08-31,212 days
9017,D3,1,2011-06-30,2011-06-30,0 days
9017,Sin sequia,53,2013-06-30,2015-12-15,898 days
10001,D0,6,2003-01-31,2003-06-30,150 days
10001,D1,3,2012-05-31,2012-07-31,61 days
10001,D2,11,2023-01-31,2023-07-15,165 days
10001,D3,3,2011-04-30,2011-06-30,61 days
10001,D4,4,2011-11-30,2012-02-29,91 days
10001,Sin sequia,27,2003-07-31,2005-11-30,853 days
10002,D0,7,2013-02-28,2013-08-31,184 days
10002,D1,12,2019-02-28,2019-08-15,168 days
10002,D2,12,2020-08-31,2021-02-15,168 days
10002,D3,11,2021-02-28,2021-07-31,153 days
10002,D4,9,2023-12-31,2024-04-30,121 days
10002,Sin sequia,26,2008-08-31,2010-09-30,760 days
10003,D0,16,2015-08-31,2016-04-15,228 days
10003,D1,14,2022-02-15,2022-08-31,197 days
10003,D2,8,2023-01-15,2023-05-15,120 days
10003,D3,5,2011-04-30,2011-08-31,123 days
10003,D4,4,2011-11-30,2012-02-29,91 days
10003,Sin sequia,31,2008-08-31,2011-02-28,911 days
10004,D0,11,2015-11-15,2016-04-15,152 days
10004,D1,13,2019-06-30,2019-12-31,184 days
10004,D2,11,2022-03-15,2022-08-15,153 days
10004,D3,9,2011-10-31,2012-06-30,243 days
10004,Sin sequia,23,2003-07-31,2005-07-31,731 days
10005,D0,6,2012-07-31,2012-12-31,153 days
10005,D1,13,2018-02-28,2018-08-31,184 days
10005,D2,9,2023-02-28,2023-07-15,137 days
10005,D3,4,2011-04-30,2011-07-31,92 days
10005,D4,5,2023-09-30,2023-11-30,61 days
10005,Sin sequia,24,2003-07-31,2005-08-31,762 days
10006,D0,6,2009-03-31,2009-08-31,153 days
10006,D1,7,2012-12-31,2013-06-30,181 days
10006,D2,7,2023-07-31,2023-10-31,92 days
10006,D3,11,2011-10-31,2012-08-31,305 days
10006,Sin sequia,27,2003-07-31,2005-11-30,853 days
10007,D0,6,2009-03-31,2009-08-31,153 days
10007,D1,7,2007-11-30,2008-05-31,183 days
10007,D2,6,2003-01-31,2003-06-30,150 days
10007,D3,7,2021-04-30,2021-07-31,92 days
10007,D4,2,2011-11-30,2011-12-31,31 days
10007,Sin sequia,26,2003-09-30,2005-11-30,792 days
10008,D0,7,2012-10-31,2013-04-30,181 days
10008,D1,4,2007-12-31,2008-03-31,91 days
10008,D2,5,2023-02-28,2023-05-15,76 days
10008,D3,7,2011-10-31,2012-04-30,182 days
10008,Sin sequia,23,2003-07-31,2005-07-31,731 days
10009,D0,8,2014-06-15,2014-09-30,107 days
10009,D1,16,2018-01-31,2018-09-15,227 days
10009,D2,18,2020-06-30,2021-03-15,258 days
10009,D3,5,2011-04-30,2011-08-31,123 days
10009,D4,9,2023-12-31,2024-04-30,121 days
10009,Sin sequia,31,2008-08-31,2011-02-28,911 days
10010,D0,9,2007-09-30,2008-05-31,244 days
10010,D1,8,2020-09-15,2020-12-31,107 days
10010,D2,11,2022-03-15,2022-08-15,153 days
10010,D3,8,2011-11-30,2012-06-30,213 days
10010,D4,2,2011-06-30,2011-07-31,31 days
10010,Sin sequia,31,2008-08-31,2011-02-28,911 days
10011,D0,6,2003-01-31,2003-06-30,150 days
10011,D1,7,2020-09-30,2020-12-31,92 days
10011,D2,11,2022-03-15,2022-08-15,153 days
10011,D3,5,2011-10-31,2012-02-29,121 days
10011,D4,2,2011-06-30,2011-07-31,31 days
10011,Sin sequia,31,2008-08-31,2011-02-28,911 days
10012,D0,8,2019-04-30,2019-08-15,107 days
10012,D1,6,2007-11-30,2008-04-30,152 days
10012,D2,16,2020-08-31,2021-04-15,227 days
10012,D3,7,2021-04-30,2021-07-31,92 days
10012,D4,3,2011-10-31,2011-12-31,61 days
10012,Sin sequia,26,2003-09-30,2005-11-30,792 days
10013,D0,7,2016-01-15,2016-04-15,91 days
10013,D1,6,2003-01-31,2003-06-30,150 days
10013,D2,19,2020-07-31,2021-04-30,273 days
10013,D3,6,2011-04-30,2011-09-30,153 days
10013,D4,4,2011-10-31,2012-01-31,92 days
10013,Sin sequia,26,2008-08-31,2010-09-30,760 days
10014,D0,16,2017-01-31,2017-09-15,227 days
10014,D1,13,2019-03-15,2019-09-15,184 days
10014,D2,6,2023-06-15,2023-08-31,77 days
10014,D3,6,2021-03-31,2021-06-15,76 days
10014,D4,1,2008-06-30,2008-06-30,0 days
10014,Sin sequia,39,2014-06-15,2016-01-15,579 days
10015,D0,6,2003-01-31,2003-06-30,150 days
10015,D1,4,2007-12-31,2008-03-31,91 days
10015,D2,20,2020-06-30,2021-04-15,289 days
10015,D3,6,2011-11-30,2012-04-30,152 days
10015,D4,1,2011-10-31,2011-10-31,0 days
10015,Sin sequia,27,2003-07-31,2005-11-30,853 days
10016,D0,5,2003-01-31,2003-05-31,120 days
10016,D1,11,2019-06-30,2019-11-30,153 days
10016,D2,4,2023-10-15,2023-11-30,46 days
10016,D3,7,2011-10-31,2012-04-30,182 days
10016,D4,1,2008-06-30,2008-06-30,0 days
10016,Sin sequia,23,2003-06-30,2005-06-30,731 days
10017,D0,9,2007-09-30,2008-05-31,244 days
10017,D1,6,2003-01-31,2003-06-30,150 days
10017,D2,13,2020-11-15,2021-05-15,181 days
10017,D3,7,2011-08-31,2012-02-29,182 days
10017,D4,8,2024-01-15,2024-04-30,106 days
10017,Sin sequia,31,2008-08-31,2011-02-28,911 days
10018,D0,6,2003-01-31,2003-06-30,150 days
10018,D1,11,2016-01-15,2016-06-15,152 days
10018,D2,11,2022-03-15,2022-08-15,153 days
10018,D3,5,2011-10-31,2012-02-29,121 days
10018,D4,8,2024-01-15,2024-04-30,106 days
10018,Sin sequia,31,2008-08-31,2011-02-28,911 days
10019,D0,7,2003-01-31,2003-07-31,181 days
10019,D1,11,2019-03-15,2019-08-15,153 days
10019,D2,11,2023-01-31,2023-07-15,165 days
10019,D3,7,2021-03-31,2021-06-30,91 days
10019,D4,15,2023-09-30,2024-04-30,213 days
10019,Sin sequia,31,2008-08-31,2011-02-28,911 days
10020,D0,7,2012-10-31,2013-04-30,181 days
10020,D1,6,2007-10-31,2008-03-31,152 days
10020,D2,5,2023-02-28,2023-05-15,76 days
10020,D3,7,2011-10-31,2012-04-30,182 days
10020,D4,1,2008-06-30,2008-06-30,0 days
10020,Sin sequia,23,2003-07-31,2005-07-31,731 days
10021,D0,13,2015-10-15,2016-04-15,183 days
10021,D1,10,2020-09-15,2021-01-31,138 days
10021,D2,10,2022-03-31,2022-08-15,137 days
10021,D3,7,2011-10-31,2012-04-30,182 days
10021,Sin sequia,31,2008-08-31,2011-02-28,911 days
10022,D0,5,2003-01-31,2003-05-31,120 days
10022,D1,9,2019-06-30,2019-10-31,123 days
10022,D2,5,2023-02-28,2023-05-15,76 days
10022,D3,7,2011-10-31,2012-04-30,182 days
10022,Sin sequia,23,2003-06-30,2005-06-30,731 days
10023,D0,20,2016-11-30,2017-09-15,289 days
10023,D1,15,2020-07-15,2021-02-15,215 days
10023,D2,10,2023-02-15,2023-07-15,150 days
10023,D3,6,2024-02-15,2024-04-30,75 days
10023,D4,3,2023-12-31,2024-01-31,31 days
10023,Sin sequia,30,2008-09-30,2011-02-28,881 days
10024,D0,11,2015-08-31,2016-01-31,153 days
10024,D1,5,2007-11-30,2008-03-31,122 days
10024,D2,9,2022-04-15,2022-08-15,122 days
10024,D3,7,2011-10-31,2012-04-30,182 days
10024,Sin sequia,31,2008-08-31,2011-02-28,911 days
10025,D0,6,2003-02-28,2003-07-31,153 days
10025,D1,10,2018-04-30,2018-09-15,138 days
10025,D2,10,2022-03-31,2022-08-15,137 days
10025,D3,7,2011-08-31,2012-02-29,182 days
10025,D4,8,2024-01-15,2024-04-30,106 days
10025,Sin sequia,31,2008-08-31,2011-02-28,911 days
10026,D0,17,2022-02-15,2022-10-15,242 days
10026,D1,14,2017-09-30,2018-04-15,197 days
10026,D2,11,2023-01-31,2023-07-15,165 days
10026,D3,6,2021-03-31,2021-06-15,76 days
10026,D4,15,2023-09-30,2024-04-30,213 days
10026,Sin sequia,31,2008-08-31,2011-02-28,911 days
10027,D0,6,2003-01-31,2003-06-30,150 days
10027,D1,12,2022-04-30,2022-10-15,168 days
10027,D2,14,2023-01-31,2023-08-31,212 days
10027,D3,7,2011-10-31,2012-04-30,182 days
10027,Sin sequia,54,2013-07-31,2016-01-15,898 days
10028,D0,11,2015-11-15,2016-04-15,152 days
10028,D1,6,2007-10-31,2008-03-31,152 days
10028,D2,9,2022-04-15,2022-08-15,122 days
10028,D3,3,2011-04-30,2011-06-30,61 days
10028,D4,4,2011-11-30,2012-02-29,91 days
10028,Sin sequia,31,2008-08-31,2011-02-28,911 days
10029,D0,6,2003-01-31,2003-06-30,150 days
10029,D1,4,2007-12-31,2008-03-31,91 days
10029,D2,20,2020-06-30,2021-04-15,289 days
10029,D3,5,2011-04-30,2011-08-31,123 days
10029,D4,1,2011-10-31,2011-10-31,0 days
10029,Sin sequia,31,2008-08-31,2011-02-28,911 days
10030,D0,6,2003-01-31,2003-06-30,150 days
10030,D1,4,2019-07-31,2019-09-15,46 days
10030,D2,21,2020-06-30,2021-04-30,304 days
10030,D3,5,2011-04-30,2011-08-31,123 days
10030,D4,1,2011-10-31,2011-10-31,0 days
10030,Sin sequia,31,2008-08-31,2011-02-28,911 days
10031,D0,10,2020-02-29,2020-07-15,137 days
10031,D1,6,2012-12-31,2013-05-31,151 days
10031,D2,3,2008-04-30,2008-06-30,61 days
10031,D3,10,2011-10-31,2012-07-31,274 days
10031,Sin sequia,23,2003-06-30,2005-06-30,731 days
10032,D0,7,2003-01-31,2003-07-31,181 days
10032,D1,10,2019-02-28,2019-07-15,137 days
10032,D2,11,2023-01-15,2023-06-30,166 days
10032,D3,11,2021-02-28,2021-07-31,153 days
10032,D4,15,2023-09-30,2024-04-30,213 days
10032,Sin sequia,26,2003-09-30,2005-11-30,792 days
10033,D0,8,2019-02-28,2019-06-15,107 days
10033,D1,9,2023-01-31,2023-06-15,135 days
10033,D2,10,2023-06-30,2023-11-15,138 days
10033,D3,7,2011-10-31,2012-04-30,182 days
10033,D4,1,2008-06-30,2008-06-30,0 days
10033,Sin sequia,23,2003-06-30,2005-06-30,731 days
