cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
23007,D0,14,2017-01-31,2017-08-15,196 days
23007,D1,7,2010-01-31,2010-07-31,181 days
23007,D2,4,2007-11-30,2008-02-29,91 days
23007,Sin sequia,16,2011-09-30,2012-12-31,458 days
23008,D0,6,2008-12-31,2009-05-31,151 days
23008,D1,9,2004-09-30,2005-05-31,243 days
23008,D2,4,2007-11-30,2008-02-29,91 days
23008,Sin sequia,21,2011-08-31,2013-04-30,608 days
23009,D0,7,2008-12-31,2009-06-30,181 days
23009,D1,9,2004-09-30,2005-05-31,243 days
23009,D2,4,2007-11-30,2008-02-29,91 days
23009,Sin sequia,20,2011-08-31,2013-03-31,578 days
23010,D0,10,2022-12-15,2023-05-15,151 days
23010,D1,12,2016-11-15,2017-04-30,166 days
23010,D2,9,2019-08-15,2019-12-15,122 days
23010,Sin sequia,185,2003-01-31,2016-04-30,4838 days
23011,D0,11,2022-07-15,2022-12-15,153 days
23011,D1,9,2004-09-30,2005-05-31,243 days
23011,D2,4,2007-11-30,2008-02-29,91 days
23011,Sin sequia,17,2011-08-31,2012-12-31,488 days
24001,D0,14,2012-04-30,2013-05-31,396 days
24001,D1,6,2019-03-15,2019-05-31,77 days
24001,D2,11,2023-02-28,2023-08-15,168 days
24001,D3,7,2023-08-31,2023-11-30,91 days
24001,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24002,D0,5,2004-09-30,2005-01-31,123 days
24002,D1,9,2022-04-15,2022-08-15,122 days
24002,D2,4,2023-07-31,2023-09-15,46 days
24002,D3,5,2019-08-15,2019-10-15,61 days
24002,D4,9,2023-12-31,2024-04-30,121 days
24002,Sin sequia,46,2013-08-31,2015-09-30,760 days
24003,D0,6,2004-08-31,2005-01-31,153 days
24003,D1,11,2020-07-15,2020-12-15,153 days
24003,D2,21,2018-09-15,2019-07-15,303 days
24003,D3,18,2019-07-31,2020-04-15,259 days
24003,D4,15,2023-09-30,2024-04-30,213 days
24003,Sin sequia,28,2007-08-31,2009-11-30,822 days
24004,D0,8,2005-12-31,2006-07-31,212 days
24004,D1,21,2020-05-31,2021-03-31,304 days
24004,D2,6,2011-04-30,2011-09-30,153 days
24004,D3,8,2023-09-15,2023-12-31,107 days
24004,D4,8,2024-01-15,2024-04-30,106 days
24004,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24005,D0,12,2021-02-28,2021-08-15,168 days
24005,D1,9,2022-04-15,2022-08-15,122 days
24005,D2,4,2011-04-30,2011-07-31,92 days
24005,D3,5,2019-08-15,2019-10-15,61 days
24005,D4,8,2024-01-15,2024-04-30,106 days
24005,Sin sequia,46,2013-08-31,2015-09-30,760 days
24006,D0,8,2005-12-31,2006-07-31,212 days
24006,D1,7,2022-05-31,2022-08-31,92 days
24006,D2,10,2011-04-30,2012-01-31,276 days
24006,D3,2,2023-09-30,2023-10-15,15 days
24006,Sin sequia,33,2003-01-31,2005-11-30,1034 days
24007,D0,5,2005-12-31,2006-04-30,120 days
24007,D1,6,2023-02-15,2023-05-15,89 days
24007,D2,8,2011-06-30,2012-01-31,215 days
24007,D3,1,2011-05-31,2011-05-31,0 days
24007,Sin sequia,98,2012-08-31,2017-05-31,1734 days
24008,D0,10,2018-06-30,2018-11-15,138 days
24008,D1,21,2020-05-31,2021-03-31,304 days
24008,D2,8,2022-07-15,2022-10-31,108 days
24008,D3,5,2023-09-30,2023-11-30,61 days
24008,D4,7,2024-01-31,2024-04-30,90 days
24008,Sin sequia,37,2008-02-29,2011-02-28,1095 days
24009,D0,8,2005-12-31,2006-07-31,212 days
24009,D1,16,2020-10-31,2021-06-15,227 days
24009,D2,6,2011-04-30,2011-09-30,153 days
24009,D3,7,2023-12-31,2024-03-31,91 days
24009,D4,2,2024-04-15,2024-04-30,15 days
24009,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24010,D0,13,2022-10-31,2023-05-15,196 days
24010,D1,22,2020-09-30,2021-08-15,319 days
24010,D2,7,2022-07-15,2022-10-15,92 days
24010,D3,6,2024-01-15,2024-03-31,76 days
24010,D4,2,2024-04-15,2024-04-30,15 days
24010,Sin sequia,46,2013-08-31,2015-09-30,760 days
24011,D0,8,2009-07-31,2010-02-28,212 days
24011,D1,46,2016-07-31,2018-06-15,684 days
24011,D2,8,2011-04-30,2011-11-30,214 days
24011,D3,8,2023-09-15,2023-12-31,107 days
24011,D4,8,2024-01-15,2024-04-30,106 days
24011,Sin sequia,31,2006-12-31,2009-06-30,912 days
24012,D0,6,2004-08-31,2005-01-31,153 days
24012,D1,15,2020-07-15,2021-02-15,215 days
24012,D2,12,2019-01-31,2019-07-15,165 days
24012,D3,9,2019-12-15,2020-04-15,122 days
24012,D4,15,2023-09-30,2024-04-30,213 days
24012,Sin sequia,43,2007-08-31,2011-02-28,1277 days
24013,D0,6,2004-08-31,2005-01-31,153 days
24013,D1,20,2020-07-15,2021-04-30,289 days
24013,D2,7,2022-07-31,2022-10-31,92 days
24013,D3,9,2019-12-15,2020-04-15,122 days
24013,D4,9,2023-12-31,2024-04-30,121 days
24013,Sin sequia,22,2008-02-29,2009-11-30,640 days
24014,D0,6,2004-08-31,2005-01-31,153 days
24014,D1,13,2015-08-15,2016-02-15,184 days
24014,D2,12,2020-12-31,2021-06-15,166 days
24014,D3,12,2019-10-31,2020-04-15,167 days
24014,D4,15,2023-09-30,2024-04-30,213 days
24014,Sin sequia,43,2007-08-31,2011-02-28,1277 days
24015,D0,11,2012-08-31,2013-06-30,303 days
24015,D1,8,2023-12-31,2024-04-15,106 days
24015,D2,10,2011-04-30,2012-01-31,276 days
24015,D3,3,2023-09-30,2023-10-31,31 days
24015,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24016,D0,8,2003-01-31,2003-09-30,242 days
24016,D1,16,2018-07-31,2019-03-15,227 days
24016,D2,26,2019-04-15,2020-04-30,381 days
24016,D3,6,2024-01-15,2024-03-31,76 days
24016,D4,2,2024-04-15,2024-04-30,15 days
24016,Sin sequia,41,2013-08-31,2015-07-15,683 days
24017,D0,7,2012-10-31,2013-04-30,181 days
24017,D1,15,2019-08-15,2020-03-15,213 days
24017,D2,4,2011-04-30,2011-07-31,92 days
24017,D3,7,2024-01-31,2024-04-30,90 days
24017,Sin sequia,37,2008-02-29,2011-02-28,1095 days
24018,D0,6,2004-08-31,2005-01-31,153 days
24018,D1,13,2015-08-15,2016-02-15,184 days
24018,D2,12,2020-12-31,2021-06-15,166 days
24018,D3,18,2019-07-31,2020-04-15,259 days
24018,D4,15,2023-09-30,2024-04-30,213 days
24018,Sin sequia,43,2007-08-31,2011-02-28,1277 days
24019,D0,15,2018-01-31,2018-08-31,212 days
24019,D1,11,2022-06-15,2022-11-15,153 days
24019,D2,4,2011-04-30,2011-07-31,92 days
24019,D3,1,2023-09-30,2023-09-30,0 days
24019,D4,9,2023-12-31,2024-04-30,121 days
24019,Sin sequia,28,2007-08-31,2009-11-30,822 days
24020,D0,5,2005-12-31,2006-04-30,120 days
24020,D1,6,2023-02-15,2023-05-15,89 days
24020,D2,6,2011-06-30,2011-11-30,153 days
24020,D3,1,2011-05-31,2011-05-31,0 days
24020,Sin sequia,55,2006-08-31,2011-02-28,1642 days
24021,D0,16,2012-02-29,2013-05-31,457 days
24021,D1,7,2019-03-15,2019-06-15,92 days
24021,D2,12,2023-02-28,2023-08-31,184 days
24021,D3,8,2024-01-15,2024-04-30,106 days
24021,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24022,D0,10,2012-09-30,2013-06-30,273 days
24022,D1,8,2022-06-15,2022-09-30,107 days
24022,D2,6,2011-04-30,2011-09-30,153 days
24022,D3,6,2023-09-15,2023-11-30,76 days
24022,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24023,D0,11,2021-08-31,2022-01-31,153 days
24023,D1,9,2022-04-15,2022-08-15,122 days
24023,D2,4,2023-07-31,2023-09-15,46 days
24023,D3,5,2019-08-15,2019-10-15,61 days
24023,D4,9,2023-12-31,2024-04-30,121 days
24023,Sin sequia,25,2007-08-31,2009-08-31,731 days
24024,D0,5,2005-12-31,2006-04-30,120 days
24024,D1,46,2016-07-31,2018-06-15,684 days
24024,D2,8,2011-04-30,2011-11-30,214 days
24024,D3,7,2023-09-30,2023-12-31,92 days
24024,D4,8,2024-01-15,2024-04-30,106 days
24024,Sin sequia,22,2003-01-31,2004-12-31,700 days
24025,D0,10,2012-11-30,2013-08-31,274 days
24025,D1,6,2012-03-31,2012-08-31,153 days
24025,D2,7,2023-03-15,2023-06-30,107 days
24025,D3,9,2023-07-15,2023-11-15,123 days
24025,Sin sequia,55,2006-08-31,2011-02-28,1642 days
24026,D0,6,2004-08-31,2005-01-31,153 days
24026,D1,12,2020-08-31,2021-02-15,168 days
24026,D2,8,2021-02-28,2021-06-15,107 days
24026,D3,9,2019-12-15,2020-04-15,122 days
24026,D4,15,2023-09-30,2024-04-30,213 days
24026,Sin sequia,43,2007-08-31,2011-02-28,1277 days
24027,D0,19,2020-01-15,2020-10-15,274 days
24027,D1,11,2022-11-30,2023-05-15,166 days
24027,D2,8,2011-04-30,2011-11-30,214 days
24027,D3,7,2023-09-30,2023-12-31,92 days
24027,D4,8,2024-01-15,2024-04-30,106 days
24027,Sin sequia,29,2007-02-28,2009-06-30,853 days
24028,D0,16,2020-01-15,2020-08-31,229 days
24028,D1,6,2012-12-31,2013-05-31,151 days
24028,D2,6,2011-04-30,2011-09-30,153 days
24028,D3,14,2023-09-15,2024-03-31,198 days
24028,D4,2,2024-04-15,2024-04-30,15 days
24028,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24029,D0,6,2004-08-31,2005-01-31,153 days
24029,D1,12,2018-10-31,2019-04-15,166 days
24029,D2,12,2020-12-31,2021-06-15,166 days
24029,D3,7,2023-10-15,2024-01-15,92 days
24029,D4,7,2024-01-31,2024-04-30,90 days
24029,Sin sequia,24,2007-08-31,2009-07-31,700 days
24030,D0,12,2015-05-15,2015-10-31,169 days
24030,D1,46,2016-07-31,2018-06-15,684 days
24030,D2,8,2011-04-30,2011-11-30,214 days
24030,D3,8,2023-09-15,2023-12-31,107 days
24030,D4,8,2024-01-15,2024-04-30,106 days
24030,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24031,D0,15,2015-08-15,2016-03-15,213 days
24031,D1,15,2018-12-15,2019-07-15,212 days
24031,D2,8,2021-02-28,2021-06-15,107 days
24031,D3,5,2019-08-15,2019-10-15,61 days
24031,D4,9,2023-12-31,2024-04-30,121 days
24031,Sin sequia,28,2007-08-31,2009-11-30,822 days
24032,D0,6,2005-12-31,2006-05-31,151 days
24032,D1,42,2016-09-30,2018-06-15,623 days
24032,D2,15,2022-04-15,2022-11-15,214 days
24032,D3,9,2023-08-31,2023-12-31,122 days
24032,D4,8,2024-01-15,2024-04-30,106 days
24032,Sin sequia,32,2006-11-30,2009-06-30,943 days
24033,D0,8,2022-02-15,2022-05-31,105 days
24033,D1,10,2017-02-15,2017-06-30,135 days
24033,D2,11,2023-03-15,2023-08-31,169 days
24033,D3,5,2021-04-15,2021-06-15,61 days
24033,Sin sequia,32,2008-07-31,2011-02-28,942 days
24034,D0,7,2004-08-31,2005-02-28,181 days
24034,D1,12,2020-09-30,2021-03-15,166 days
24034,D2,7,2019-04-15,2019-07-15,91 days
24034,D3,9,2019-12-15,2020-04-15,122 days
24034,D4,9,2023-12-31,2024-04-30,121 days
24034,Sin sequia,24,2007-08-31,2009-07-31,700 days
24035,D0,8,2005-12-31,2006-07-31,212 days
24035,D1,6,2012-12-31,2013-05-31,151 days
24035,D2,6,2011-04-30,2011-09-30,153 days
24035,D3,7,2023-12-31,2024-03-31,91 days
24035,D4,2,2024-04-15,2024-04-30,15 days
24035,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24036,D0,6,2004-08-31,2005-01-31,153 days
24036,D1,13,2018-07-31,2019-01-31,184 days
24036,D2,8,2021-02-28,2021-06-15,107 days
24036,D3,6,2019-08-15,2019-10-31,77 days
24036,D4,9,2023-12-31,2024-04-30,121 days
24036,Sin sequia,28,2007-08-31,2009-11-30,822 days
24037,D0,6,2004-08-31,2005-01-31,153 days
24037,D1,13,2022-07-31,2023-01-31,184 days
24037,D2,12,2020-12-31,2021-06-15,166 days
24037,D3,17,2019-08-15,2020-04-15,244 days
24037,D4,15,2023-09-30,2024-04-30,213 days
24037,Sin sequia,24,2007-08-31,2009-07-31,700 days
24038,D0,6,2004-08-31,2005-01-31,153 days
24038,D1,8,2022-07-31,2022-11-15,107 days
24038,D2,12,2020-12-31,2021-06-15,166 days
24038,D3,12,2019-10-31,2020-04-15,167 days
24038,D4,15,2023-09-30,2024-04-30,213 days
24038,Sin sequia,24,2007-08-31,2009-07-31,700 days
24039,D0,6,2004-08-31,2005-01-31,153 days
24039,D1,10,2020-09-30,2021-02-15,138 days
24039,D2,8,2021-02-28,2021-06-15,107 days
24039,D3,12,2019-10-31,2020-04-15,167 days
24039,D4,15,2023-09-30,2024-04-30,213 days
24039,Sin sequia,24,2007-08-31,2009-07-31,700 days
24040,D0,8,2003-01-31,2003-09-30,242 days
24040,D1,12,2018-10-15,2019-03-31,167 days
24040,D2,7,2019-04-15,2019-07-15,91 days
24040,D3,9,2019-12-15,2020-04-15,122 days
24040,D4,9,2023-12-31,2024-04-30,121 days
24040,Sin sequia,24,2007-08-31,2009-07-31,700 days
24041,D0,11,2022-11-30,2023-05-15,166 days
24041,D1,15,2020-07-15,2021-02-15,215 days
24041,D2,8,2021-02-28,2021-06-15,107 days
24041,D3,9,2019-12-15,2020-04-15,122 days
24041,D4,9,2023-12-31,2024-04-30,121 days
24041,Sin sequia,28,2007-08-31,2009-11-30,822 days
24042,D0,6,2004-08-31,2005-01-31,153 days
24042,D1,11,2018-07-31,2018-12-31,153 days
24042,D2,6,2021-03-31,2021-06-15,76 days
24042,D3,12,2019-10-31,2020-04-15,167 days
24042,D4,9,2023-12-31,2024-04-30,121 days
24042,Sin sequia,24,2007-08-31,2009-07-31,700 days
24043,D0,15,2017-08-15,2018-03-15,212 days
24043,D1,16,2022-11-15,2023-07-15,242 days
24043,D2,14,2022-04-15,2022-10-31,199 days
24043,D3,9,2023-08-31,2023-12-31,122 days
24043,D4,8,2024-01-15,2024-04-30,106 days
24043,Sin sequia,32,2006-11-30,2009-06-30,943 days
24044,D0,5,2005-12-31,2006-04-30,120 days
24044,D1,6,2022-06-15,2022-08-31,77 days
24044,D2,8,2011-06-30,2012-01-31,215 days
24044,D3,1,2011-05-31,2011-05-31,0 days
24044,Sin sequia,103,2012-08-31,2017-08-15,1810 days
24045,D0,8,2005-12-31,2006-07-31,212 days
24045,D1,6,2012-11-30,2013-04-30,151 days
24045,D2,6,2011-04-30,2011-09-30,153 days
24045,D3,3,2023-09-30,2023-10-31,31 days
24045,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24046,D0,6,2013-03-31,2013-08-31,153 days
24046,D1,7,2019-03-15,2019-06-15,92 days
24046,D2,11,2023-02-28,2023-08-15,168 days
24046,D3,7,2023-08-31,2023-11-30,91 days
24046,Sin sequia,54,2006-09-30,2011-02-28,1612 days
24047,D0,5,2005-12-31,2006-04-30,120 days
24047,D1,8,2023-12-31,2024-04-15,106 days
24047,D2,8,2011-04-30,2011-11-30,214 days
24047,D3,3,2023-09-30,2023-10-31,31 days
24047,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24048,D0,5,2005-12-31,2006-04-30,120 days
24048,D1,6,2023-02-15,2023-05-15,89 days
24048,D2,8,2011-06-30,2012-01-31,215 days
24048,D3,1,2011-05-31,2011-05-31,0 days
24048,Sin sequia,33,2003-01-31,2005-11-30,1034 days
24049,D0,9,2012-11-30,2013-07-31,243 days
24049,D1,6,2012-03-31,2012-08-31,153 days
24049,D2,10,2023-03-15,2023-08-15,153 days
24049,D3,7,2023-08-31,2023-11-30,91 days
24049,Sin sequia,32,2008-07-31,2011-02-28,942 days
24050,D0,8,2009-07-31,2010-02-28,212 days
24050,D1,12,2017-02-15,2017-07-31,166 days
24050,D2,8,2022-06-15,2022-09-30,107 days
24050,D3,8,2023-09-15,2023-12-31,107 days
24050,D4,3,2024-01-15,2024-02-15,31 days
24050,Sin sequia,32,2006-11-30,2009-06-30,943 days
24051,D0,10,2018-06-30,2018-11-15,138 days
24051,D1,18,2017-02-15,2017-10-31,258 days
24051,D2,8,2011-04-30,2011-11-30,214 days
24051,D3,6,2024-01-15,2024-03-31,76 days
24051,D4,2,2024-04-15,2024-04-30,15 days
24051,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24052,D0,9,2016-09-30,2017-01-31,123 days
24052,D1,21,2020-05-31,2021-03-31,304 days
24052,D2,8,2022-07-15,2022-10-31,108 days
24052,D3,7,2023-09-30,2023-12-31,92 days
24052,D4,8,2024-01-15,2024-04-30,106 days
24052,Sin sequia,37,2008-02-29,2011-02-28,1095 days
24053,D0,6,2004-08-31,2005-01-31,153 days
24053,D1,13,2015-08-15,2016-02-15,184 days
24053,D2,12,2020-12-31,2021-06-15,166 days
24053,D3,12,2019-10-31,2020-04-15,167 days
24053,D4,15,2023-09-30,2024-04-30,213 days
24053,Sin sequia,24,2007-08-31,2009-07-31,700 days
24054,D0,6,2004-08-31,2005-01-31,153 days
24054,D1,14,2015-07-31,2016-02-15,199 days
24054,D2,21,2018-09-15,2019-07-15,303 days
24054,D3,18,2019-07-31,2020-04-15,259 days
24054,D4,15,2023-09-30,2024-04-30,213 days
24054,Sin sequia,24,2007-08-31,2009-07-31,700 days
24055,D0,8,2005-12-31,2006-07-31,212 days
24055,D1,31,2016-07-31,2017-10-31,457 days
24055,D2,14,2022-04-15,2022-10-31,199 days
24055,D3,8,2023-09-15,2023-12-31,107 days
24055,D4,8,2024-01-15,2024-04-30,106 days
24055,Sin sequia,32,2006-11-30,2009-06-30,943 days
24056,D0,19,2017-08-31,2018-05-31,273 days
24056,D1,7,2012-11-30,2013-05-31,182 days
24056,D2,6,2011-04-30,2011-09-30,153 days
24056,D3,7,2024-01-31,2024-04-30,90 days
24056,Sin sequia,52,2006-11-30,2011-02-28,1551 days
24057,D0,6,2004-08-31,2005-01-31,153 days
24057,D1,13,2022-07-31,2023-01-31,184 days
24057,D2,12,2020-12-31,2021-06-15,166 days
24057,D3,17,2019-08-15,2020-04-15,244 days
24057,D4,15,2023-09-30,2024-04-30,213 days
24057,Sin sequia,24,2007-08-31,2009-07-31,700 days
24058,D0,15,2021-08-31,2022-03-31,212 days
24058,D1,22,2020-09-30,2021-08-15,319 days
24058,D2,7,2022-07-15,2022-10-15,92 days
24058,D3,7,2023-12-31,2024-03-31,91 days
24058,D4,2,2024-04-15,2024-04-30,15 days
24058,Sin sequia,22,2008-02-29,2009-11-30,640 days
25001,D0,13,2017-06-15,2017-12-15,183 days
25001,D1,7,2022-03-31,2022-06-30,91 days
25001,D2,16,2020-11-30,2021-07-15,227 days
25001,D3,6,2003-01-31,2003-06-30,150 days
25001,D4,4,2006-03-31,2006-06-30,91 days
25001,Sin sequia,39,2014-07-15,2016-02-15,580 days
25002,D0,8,2009-05-31,2009-12-31,214 days
25002,D1,7,2011-10-31,2012-04-30,182 days
25002,D2,7,2003-01-31,2003-07-31,181 days
25002,D3,6,2024-02-15,2024-04-30,75 days
25002,D4,4,2006-03-31,2006-06-30,91 days
25002,Sin sequia,41,2014-07-15,2016-03-15,609 days
25003,D0,14,2016-11-30,2017-06-15,197 days
25003,D1,15,2019-02-28,2019-09-30,214 days
25003,D2,7,2003-01-31,2003-07-31,181 days
25003,D3,14,2021-01-15,2021-07-31,197 days
25003,D4,4,2006-03-31,2006-06-30,91 days
25003,Sin sequia,18,2004-04-30,2005-09-30,518 days
25004,D0,17,2013-09-30,2014-07-31,304 days
25004,D1,14,2020-06-30,2021-01-15,199 days
25004,D2,13,2023-02-15,2023-08-31,197 days
25004,D3,3,2006-04-30,2006-06-30,61 days
25004,D4,2,2024-01-15,2024-01-31,16 days
25004,Sin sequia,25,2008-08-31,2010-08-31,730 days
25005,D0,15,2016-11-30,2017-06-30,212 days
25005,D1,9,2007-10-31,2008-06-30,243 days
25005,D2,15,2023-01-31,2023-09-15,227 days
25005,D3,11,2021-02-28,2021-07-31,153 days
25005,D4,5,2024-02-29,2024-04-30,61 days
25005,Sin sequia,20,2004-01-31,2005-09-30,608 days
25006,D0,14,2016-11-30,2017-06-15,197 days
25006,D1,7,2003-01-31,2003-07-31,181 days
25006,D2,13,2023-02-15,2023-08-31,197 days
25006,D3,13,2021-01-31,2021-07-31,181 days
25006,D4,5,2024-02-29,2024-04-30,61 days
25006,Sin sequia,20,2004-01-31,2005-09-30,608 days
25007,D0,11,2021-10-15,2022-03-15,151 days
25007,D1,15,2019-03-15,2019-10-15,214 days
25007,D2,6,2009-04-30,2009-09-30,153 days
25007,D3,7,2003-01-31,2003-07-31,181 days
25007,D4,5,2011-12-31,2012-04-30,121 days
25007,Sin sequia,14,2004-06-30,2005-07-31,396 days
25008,D0,16,2016-11-30,2017-07-15,227 days
25008,D1,7,2011-10-31,2012-04-30,182 days
25008,D2,17,2023-01-31,2023-10-15,257 days
25008,D3,5,2021-04-15,2021-06-15,61 days
25008,D4,2,2006-05-31,2006-06-30,30 days
25008,Sin sequia,22,2004-01-31,2005-11-30,669 days
25009,D0,7,2003-01-31,2003-07-31,181 days
25009,D1,10,2020-08-31,2021-01-15,137 days
25009,D2,7,2008-01-31,2008-07-31,182 days
25009,D3,3,2024-01-15,2024-02-15,31 days
25009,Sin sequia,16,2009-06-30,2010-09-30,457 days
25010,D0,13,2017-05-15,2017-11-15,184 days
25010,D1,15,2019-03-15,2019-10-15,214 days
25010,D2,6,2009-04-30,2009-09-30,153 days
25010,D3,4,2007-04-30,2007-07-31,92 days
25010,D4,6,2003-01-31,2003-06-30,150 days
25010,Sin sequia,36,2014-07-15,2015-12-31,534 days
25011,D0,14,2017-06-15,2017-12-31,199 days
25011,D1,8,2019-04-30,2019-08-15,107 days
25011,D2,7,2003-01-31,2003-07-31,181 days
25011,D3,6,2024-02-15,2024-04-30,75 days
25011,D4,4,2006-03-31,2006-06-30,91 days
25011,Sin sequia,39,2014-07-15,2016-02-15,580 days
25012,D0,16,2016-11-30,2017-07-15,227 days
25012,D1,9,2019-03-31,2019-07-31,122 days
25012,D2,13,2023-02-15,2023-08-31,197 days
25012,D3,6,2024-02-15,2024-04-30,75 days
25012,D4,2,2024-01-15,2024-01-31,16 days
25012,Sin sequia,25,2008-08-31,2010-08-31,730 days
25013,D0,10,2008-12-31,2009-09-30,273 days
25013,D1,15,2019-02-28,2019-09-30,214 days
25013,D2,7,2003-01-31,2003-07-31,181 days
25013,D3,14,2021-01-15,2021-07-31,197 days
25013,D4,4,2006-03-31,2006-06-30,91 days
25013,Sin sequia,18,2004-04-30,2005-09-30,518 days
25014,D0,20,2016-11-30,2017-09-15,289 days
25014,D1,23,2017-09-30,2018-08-31,335 days
25014,D2,7,2008-01-31,2008-07-31,182 days
25014,D3,3,2006-04-30,2006-06-30,61 days
25014,Sin sequia,16,2009-06-30,2010-09-30,457 days
25015,D0,15,2016-11-30,2017-06-30,212 days
25015,D1,9,2019-04-15,2019-08-15,122 days
25015,D2,7,2003-01-31,2003-07-31,181 days
25015,D3,14,2021-01-15,2021-07-31,197 days
25015,D4,4,2006-03-31,2006-06-30,91 days
25015,Sin sequia,41,2014-07-15,2016-03-15,609 days
25016,D0,16,2016-11-30,2017-07-15,227 days
25016,D1,12,2019-02-28,2019-08-15,168 days
25016,D2,14,2023-01-31,2023-08-31,212 days
25016,D3,6,2021-03-31,2021-06-15,76 days
25016,D4,8,2024-01-15,2024-04-30,106 days
25016,Sin sequia,25,2008-08-31,2010-08-31,730 days
25017,D0,24,2016-11-30,2017-11-15,350 days
25017,D1,17,2019-03-15,2019-11-15,245 days
25017,D2,7,2003-01-31,2003-07-31,181 days
25017,D3,6,2021-05-15,2021-07-31,77 days
25017,D4,4,2006-03-31,2006-06-30,91 days
25017,Sin sequia,36,2014-07-15,2015-12-31,534 days
25018,D0,6,2008-12-31,2009-05-31,151 days
25018,D1,7,2011-10-31,2012-04-30,182 days
25018,D2,12,2023-03-15,2023-09-15,184 days
25018,D3,10,2021-01-31,2021-06-15,135 days
25018,D4,2,2006-05-31,2006-06-30,30 days
25018,Sin sequia,20,2004-01-31,2005-09-30,608 days
26001,D0,6,2008-02-29,2008-07-31,153 days
26001,D1,8,2012-11-30,2013-06-30,212 days
26001,D2,6,2021-01-31,2021-04-15,74 days
26001,D3,14,2023-09-30,2024-04-15,198 days
26001,D4,1,2006-06-30,2006-06-30,0 days
26001,Sin sequia,19,2004-03-31,2005-09-30,548 days
26002,D0,16,2016-09-15,2017-04-30,227 days
26002,D1,8,2012-08-31,2013-03-31,212 days
26002,D2,16,2021-09-15,2022-04-30,227 days
26002,D3,14,2023-09-30,2024-04-15,198 days
26002,D4,17,2020-11-30,2021-07-31,243 days
26002,Sin sequia,10,2010-02-28,2010-11-30,275 days
26003,D0,17,2019-11-30,2020-07-31,244 days
26003,D1,7,2009-04-30,2009-10-31,184 days
26003,D2,5,2010-02-28,2010-06-30,122 days
26003,D3,15,2020-11-30,2021-06-30,212 days
26003,D4,6,2003-01-31,2003-06-30,150 days
26003,Sin sequia,16,2004-04-30,2005-07-31,457 days
26004,D0,17,2015-02-15,2015-10-15,242 days
26004,D1,14,2022-07-31,2023-02-15,199 days
26004,D2,10,2011-02-28,2011-11-30,275 days
26004,D3,13,2018-01-31,2018-07-31,181 days
26004,D4,16,2020-11-30,2021-07-15,227 days
26004,Sin sequia,15,2019-12-15,2020-07-15,213 days
26005,D0,17,2016-11-30,2017-07-31,243 days
26005,D1,7,2011-12-31,2012-06-30,182 days
26005,D2,14,2020-11-15,2021-05-31,197 days
26005,D3,7,2023-09-15,2023-12-15,91 days
26005,D4,7,2003-01-31,2003-07-31,181 days
26005,Sin sequia,13,2004-10-31,2005-10-31,365 days
26006,D0,10,2009-01-31,2009-10-31,273 days
26006,D1,13,2012-07-31,2013-07-31,365 days
26006,D2,6,2003-01-31,2003-06-30,150 days
26006,D3,12,2023-09-30,2024-03-15,167 days
26006,D4,4,2021-05-15,2021-06-30,46 days
26006,Sin sequia,32,2014-10-31,2016-02-15,472 days
26007,D0,8,2009-01-31,2009-08-31,212 days
26007,D1,7,2012-07-31,2013-01-31,184 days
26007,D2,5,2007-03-31,2007-07-31,122 days
26007,D3,12,2020-10-31,2021-04-15,166 days
26007,D4,6,2021-04-30,2021-07-15,76 days
26007,Sin sequia,16,2004-03-31,2005-06-30,456 days
26008,D0,10,2004-03-31,2004-12-31,275 days
26008,D1,9,2012-11-30,2013-07-31,243 days
26008,D2,6,2022-04-15,2022-06-30,76 days
26008,D3,15,2023-09-30,2024-04-30,213 days
26008,D4,2,2011-06-30,2011-07-31,31 days
26008,Sin sequia,34,2014-09-30,2016-02-15,503 days
26009,D0,13,2012-11-30,2013-11-30,365 days
26009,D1,8,2016-03-31,2016-07-15,106 days
26009,D2,13,2021-01-31,2021-07-31,181 days
26009,D3,7,2003-01-31,2003-07-31,181 days
26009,D4,9,2023-12-31,2024-04-30,121 days
26009,Sin sequia,13,2004-09-30,2005-09-30,365 days
26010,D0,6,2009-02-28,2009-07-31,153 days
26010,D1,20,2011-12-31,2013-07-31,578 days
26010,D2,7,2003-01-31,2003-07-31,181 days
26010,D3,16,2020-11-30,2021-07-15,227 days
26010,D4,2,2011-06-30,2011-07-31,31 days
26010,Sin sequia,34,2014-10-31,2016-03-15,501 days
26011,D0,7,2009-02-28,2009-08-31,184 days
26011,D1,16,2021-08-15,2022-03-31,228 days
26011,D2,6,2003-01-31,2003-06-30,150 days
26011,D3,12,2023-09-30,2024-03-15,167 days
