cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
15005,D1,6,2008-03-31,2008-08-31,153
15005,D2,8,2008-11-30,2009-06-30,212
15005,D3,9,2024-01-15,2024-05-15,121
15005,Sin sequia,46,2014-04-30,2016-03-15,685
15006,D0,22,2015-08-31,2016-07-15,319
15006,D1,7,2023-02-28,2023-06-15,107
15006,D2,8,2009-01-31,2009-08-31,212
15006,Sin sequia,18,2003-10-31,2005-04-30,547
15007,D0,12,2018-01-15,2018-06-30,166
15007,D1,7,2008-02-29,2008-08-31,184
15007,D2,8,2008-11-30,2009-06-30,212
15007,D3,17,2023-09-15,2024-05-15,243
15007,Sin sequia,73,2014-05-15,2017-05-15,1096
15008,D0,12,2008-08-31,2009-07-31,334
15008,D1,18,2020-06-30,2021-03-15,258
15008,D2,5,2021-03-31,2021-05-31,61
15008,D3,7,2023-07-15,2023-10-15,92
15008,Sin sequia,12,2003-10-31,2004-10-31,366
15009,D0,18,2022-05-31,2023-02-15,260
15009,D1,12,2008-11-30,2009-10-31,335
15009,D2,3,2024-04-15,2024-05-15,30
15009,Sin sequia,57,2013-06-30,2016-02-15,960
15010,D0,25,2019-05-15,2020-05-15,366
15010,D1,12,2022-08-31,2023-02-15,168
15010,D2,18,2023-08-15,2024-04-30,259
15010,D3,1,2011-06-30,2011-06-30,0
15010,Sin sequia,22,2003-06-30,2005-05-31,701
15011,D0,18,2022-12-15,2023-09-15,274
15011,D1,14,2008-11-30,2009-12-31,396
15011,D2,3,2024-03-31,2024-04-30,30
15011,D3,1,2011-06-30,2011-06-30,0
15011,Sin sequia,53,2013-06-30,2015-12-15,898
15012,D0,22,2015-08-31,2016-07-15,319
15012,D1,7,2023-02-28,2023-06-15,107
15012,D2,8,2009-01-31,2009-08-31,212
15012,Sin sequia,18,2003-10-31,2005-04-30,547
15013,D0,16,2019-04-30,2019-12-15,229
15013,D1,13,2023-06-30,2023-12-31,184
15013,D2,10,2008-11-30,2009-08-31,274
15013,D3,1,2011-06-30,2011-06-30,0
15013,Sin sequia,22,2003-06-30,2005-05-31,701
15014,D0,10,2019-07-15,2019-11-30,138
15014,D1,10,2008-11-30,2009-08-31,274
15014,D2,6,2021-03-31,2021-06-15,76
15014,D3,4,2024-03-31,2024-05-15,45
15014,Sin sequia,79,2013-03-31,2016-11-30,1340
15015,D0,8,2009-11-30,2010-06-30,212
15015,D1,12,2008-11-30,2009-10-31,335
15015,D2,7,2023-06-30,2023-09-30,92
15015,Sin sequia,123,2011-09-30,2017-12-31,2284
15016,D0,11,2008-09-30,2009-07-31,304
15016,D1,15,2018-10-31,2019-05-31,212
15016,D2,2,2023-02-28,2023-03-15,15
15016,D3,1,2011-06-30,2011-06-30,0
15016,Sin sequia,23,2003-06-30,2005-06-30,731
15017,D0,8,2009-11-30,2010-06-30,212
15017,D1,12,2008-11-30,2009-10-31,335
15017,D2,8,2024-01-31,2024-05-15,105
15017,Sin sequia,50,2013-09-30,2015-12-15,806
15018,D0,13,2016-01-15,2016-07-15,182
15018,D1,7,2023-02-28,2023-06-15,107
15018,D2,8,2008-11-30,2009-06-30,212
15018,D3,2,2009-07-31,2009-08-31,31
15018,Sin sequia,41,2014-04-30,2015-12-31,610
15019,D0,22,2015-08-31,2016-07-15,319
15019,D1,10,2023-07-31,2023-12-15,137
15019,D2,8,2009-01-31,2009-08-31,212
15019,Sin sequia,21,2003-06-30,2005-04-30,670
15020,D0,8,2008-03-31,2008-10-31,214
15020,D1,12,2008-11-30,2009-10-31,335
15020,D2,6,2024-02-29,2024-05-15,76
15020,D3,1,2011-06-30,2011-06-30,0
15020,Sin sequia,59,2013-06-30,2016-03-15,989
15021,D0,12,2020-07-31,2021-01-15,168
15021,D1,9,2008-10-31,2009-06-30,242
15021,D2,9,2024-01-15,2024-05-15,121
15021,D3,1,2023-09-30,2023-09-30,0
15021,Sin sequia,27,2012-02-29,2014-03-15,745
15022,D0,25,2022-05-31,2023-06-15,380
15022,D1,15,2008-10-31,2009-12-31,426
15022,D2,9,2024-01-15,2024-05-15,121
15022,Sin sequia,50,2013-09-30,2015-12-15,806
15023,D0,17,2008-03-31,2009-07-31,487
15023,D1,8,2022-08-31,2022-12-15,106
15023,D2,9,2024-01-15,2024-05-15,121
15023,D3,1,2011-06-30,2011-06-30,0
15023,Sin sequia,59,2013-06-30,2016-03-15,989
15024,D0,25,2019-05-15,2020-05-15,366
15024,D1,12,2008-11-30,2009-10-31,335
15024,D2,9,2024-01-15,2024-05-15,121
15024,D3,1,2011-06-30,2011-06-30,0
15024,Sin sequia,59,2013-06-30,2016-03-15,989
15025,D0,25,2022-05-31,2023-06-15,380
15025,D1,15,2008-10-31,2009-12-31,426
15025,D2,9,2024-01-15,2024-05-15,121
15025,Sin sequia,50,2013-09-30,2015-12-15,806
15026,D0,12,2022-01-15,2022-06-30,166
15026,D1,15,2022-07-15,2023-02-15,215
15026,D2,15,2023-08-15,2024-03-15,213
15026,D3,4,2024-03-31,2024-05-15,45
15026,Sin sequia,48,2014-04-30,2016-04-15,716
15027,D0,13,2016-01-15,2016-07-15,182
15027,D1,7,2023-02-28,2023-06-15,107
15027,D2,9,2008-11-30,2009-07-31,243
15027,D3,1,2009-08-31,2009-08-31,0
15027,Sin sequia,14,2004-03-31,2005-04-30,395
15028,D0,8,2008-03-31,2008-10-31,214
15028,D1,12,2008-11-30,2009-10-31,335
15028,D2,2,2024-04-15,2024-04-30,15
15028,D3,1,2011-06-30,2011-06-30,0
15028,Sin sequia,45,2013-06-30,2015-08-15,776
15029,D0,15,2023-01-15,2023-08-31,228
15029,D1,14,2008-11-30,2009-12-31,396
15029,D2,9,2024-01-15,2024-05-15,121
15029,D3,1,2011-06-30,2011-06-30,0
15029,Sin sequia,82,2017-07-31,2020-12-15,1233
15030,D0,15,2023-01-31,2023-09-15,227
15030,D1,12,2008-11-30,2009-10-31,335
15030,D2,2,2024-04-15,2024-04-30,15
15030,D3,1,2011-06-30,2011-06-30,0
15030,Sin sequia,45,2013-06-30,2015-08-15,776
15031,D0,15,2023-01-15,2023-08-31,228
15031,D1,14,2008-11-30,2009-12-31,396
15031,D2,9,2024-01-15,2024-05-15,121
15031,D3,1,2011-06-30,2011-06-30,0
15031,Sin sequia,67,2018-03-15,2020-12-15,1006
15032,D0,16,2022-02-15,2022-09-30,227
15032,D1,7,2008-02-29,2008-08-31,184
15032,D2,10,2008-09-30,2009-06-30,273
15032,D3,18,2023-08-31,2024-05-15,258
15032,Sin sequia,73,2014-05-15,2017-05-15,1096
15033,D0,31,2022-05-31,2023-09-15,472
15033,D1,14,2008-11-30,2009-12-31,396
15033,D2,5,2024-02-29,2024-04-30,61
15033,D3,1,2011-06-30,2011-06-30,0
15033,Sin sequia,53,2013-06-30,2015-12-15,898
15034,D0,7,2009-01-31,2009-07-31,181
15034,D1,9,2023-01-31,2023-06-15,135
15034,D2,7,2023-06-30,2023-09-30,92
15034,Sin sequia,123,2011-09-30,2017-12-31,2284
15035,D0,17,2008-03-31,2009-07-31,487
15035,D1,13,2022-08-15,2023-02-15,184
15035,D2,18,2023-08-15,2024-04-30,259
15035,D3,1,2011-06-30,2011-06-30,0
15035,Sin sequia,59,2013-06-30,2016-03-15,989
15036,D0,39,2018-08-31,2020-03-31,578
15036,D1,11,2023-10-15,2024-03-15,152
15036,D2,7,2021-02-28,2021-05-31,92
15036,D3,1,2011-06-30,2011-06-30,0
15036,Sin sequia,23,2003-06-30,2005-06-30,731
15037,D0,15,2015-08-15,2016-03-15,213
15037,D1,12,2023-06-30,2023-12-15,168
15037,D2,10,2008-11-30,2009-08-31,274
15037,D3,1,2011-06-30,2011-06-30,0
15037,Sin sequia,21,2003-06-30,2005-04-30,670
15038,D0,26,2019-03-31,2020-04-15,381
15038,D1,12,2023-06-30,2023-12-15,168
15038,D2,10,2008-11-30,2009-08-31,274
15038,D3,1,2011-06-30,2011-06-30,0
15038,Sin sequia,22,2003-06-30,2005-05-31,701
15039,D0,25,2022-05-31,2023-06-15,380
15039,D1,13,2008-10-31,2009-10-31,365
15039,D2,9,2024-01-15,2024-05-15,121
15039,Sin sequia,50,2013-09-30,2015-12-15,806
15040,D0,11,2019-05-15,2019-10-15,153
15040,D1,15,2008-11-30,2010-01-31,427
15040,D2,8,2023-06-30,2023-10-15,107
15040,Sin sequia,27,2012-02-29,2014-03-15,745
15041,D0,9,2022-06-15,2022-10-15,122
15041,D1,8,2008-02-29,2008-09-30,214
15041,D2,9,2008-10-31,2009-06-30,242
15041,D3,18,2023-08-31,2024-05-15,258
15041,Sin sequia,73,2014-05-15,2017-05-15,1096
15042,D0,11,2019-09-15,2020-02-15,153
15042,D1,5,2008-04-30,2008-08-31,123
15042,D2,10,2008-11-30,2009-08-31,274
15042,D3,1,2011-06-30,2011-06-30,0
15042,Sin sequia,46,2014-04-30,2016-03-15,685
15043,D0,25,2015-08-15,2016-08-15,366
15043,D1,9,2023-07-31,2023-11-30,122
15043,D2,8,2009-01-31,2009-08-31,212
15043,Sin sequia,21,2003-06-30,2005-04-30,670
15044,D0,17,2008-03-31,2009-07-31,487
15044,D1,4,2013-02-28,2013-05-31,92
15044,D2,2,2024-04-15,2024-04-30,15
15044,D3,1,2011-06-30,2011-06-30,0
15044,Sin sequia,59,2013-06-30,2016-03-15,989
15045,D0,17,2008-03-31,2009-07-31,487
15045,D1,15,2019-10-15,2020-05-15,213
15045,D2,25,2022-04-30,2023-05-15,380
15045,D3,16,2023-08-15,2024-03-31,229
15045,D4,3,2024-04-15,2024-05-15,30
15045,Sin sequia,61,2013-06-30,2016-04-15,1020
15046,D0,24,2019-04-30,2020-04-15,351
15046,D1,12,2023-06-30,2023-12-15,168
15046,D2,10,2008-11-30,2009-08-31,274
15046,D3,1,2011-06-30,2011-06-30,0
15046,Sin sequia,21,2003-06-30,2005-04-30,670
15047,D0,16,2019-09-30,2020-05-15,228
15047,D1,12,2023-07-15,2023-12-31,169
15047,D2,10,2008-11-30,2009-08-31,274
15047,D3,1,2011-06-30,2011-06-30,0
15047,Sin sequia,45,2014-05-15,2016-03-15,670
15048,D0,15,2022-07-15,2023-02-15,215
15048,D1,14,2008-11-30,2009-12-31,396
15048,D2,5,2024-03-15,2024-05-15,61
15048,D3,1,2011-06-30,2011-06-30,0
15048,Sin sequia,102,2013-06-30,2017-12-31,1645
15049,D0,10,2019-05-31,2019-10-15,137
15049,D1,5,2003-01-31,2003-05-31,120
15049,D2,8,2009-01-31,2009-08-31,212
15049,Sin sequia,27,2012-02-29,2014-03-15,745
15050,D0,6,2010-01-31,2010-06-30,150
15050,D1,15,2008-10-31,2009-12-31,426
15050,D2,9,2024-01-15,2024-05-15,121
15050,Sin sequia,53,2013-06-30,2015-12-15,898
15051,D0,22,2015-08-31,2016-07-15,319
15051,D1,10,2023-07-31,2023-12-15,137
15051,D2,9,2008-11-30,2009-07-31,243
15051,D3,1,2009-08-31,2009-08-31,0
15051,Sin sequia,21,2003-06-30,2005-04-30,670
15052,D0,11,2019-03-15,2019-08-15,153
15052,D1,15,2008-11-30,2010-01-31,427
15052,D2,10,2023-06-30,2023-11-15,138
15052,Sin sequia,28,2012-02-29,2014-03-31,761
15053,D0,23,2019-05-15,2020-04-15,336
15053,D1,10,2008-11-30,2009-08-31,274
15053,D2,4,2024-03-31,2024-05-15,45
15053,D3,1,2011-06-30,2011-06-30,0
15053,Sin sequia,59,2013-06-30,2016-03-15,989
15054,D0,13,2016-01-15,2016-07-15,182
15054,D1,9,2023-07-31,2023-11-30,122
15054,D2,8,2008-11-30,2009-06-30,212
15054,D3,2,2009-07-31,2009-08-31,31
15054,Sin sequia,41,2014-04-30,2015-12-31,610
15055,D0,11,2016-01-15,2016-06-15,152
15055,D1,9,2023-07-15,2023-11-15,123
15055,D2,8,2008-11-30,2009-06-30,212
15055,D3,2,2009-07-31,2009-08-31,31
15055,Sin sequia,41,2014-04-30,2015-12-31,610
15056,D0,11,2020-06-15,2020-11-15,153
15056,D1,12,2008-11-30,2009-10-31,335
15056,D2,12,2023-09-30,2024-03-15,167
15056,D3,4,2024-03-31,2024-05-15,45
15056,Sin sequia,22,2003-06-30,2005-05-31,701
15057,D0,16,2020-06-30,2021-02-15,230
15057,D1,12,2023-06-30,2023-12-15,168
15057,D2,10,2008-11-30,2009-08-31,274
15057,D3,1,2011-06-30,2011-06-30,0
15057,Sin sequia,21,2003-06-30,2005-04-30,670
15058,D0,30,2022-05-31,2023-08-31,457
15058,D1,8,2023-09-15,2023-12-31,107
15058,D2,8,2009-01-31,2009-08-31,212
15058,Sin sequia,67,2018-04-30,2021-01-31,1007
15059,D0,22,2019-05-15,2020-03-31,321
15059,D1,11,2023-10-15,2024-03-15,152
15059,D2,3,2024-03-31,2024-04-30,30
15059,D3,1,2011-06-30,2011-06-30,0
15059,Sin sequia,59,2013-06-30,2016-03-15,989
15060,D0,17,2020-06-15,2021-02-15,245
15060,D1,4,2009-09-30,2009-12-31,92
15060,D2,10,2008-11-30,2009-08-31,274
15060,D3,1,2011-06-30,2011-06-30,0
15060,Sin sequia,22,2003-06-30,2005-05-31,701
15061,D0,20,2017-12-31,2018-10-15,288
15061,D1,15,2018-10-31,2019-05-31,212
15061,D2,2,2023-02-28,2023-03-15,15
15061,D3,1,2011-06-30,2011-06-30,0
15061,Sin sequia,23,2003-06-30,2005-06-30,731
15062,D0,25,2015-08-15,2016-08-15,366
15062,D1,10,2023-07-31,2023-12-15,137
15062,D2,8,2009-01-31,2009-08-31,212
15062,Sin sequia,21,2003-06-30,2005-04-30,670
15063,D0,17,2015-08-15,2016-04-15,244
15063,D1,8,2008-11-30,2009-06-30,212
15063,D2,14,2023-04-30,2023-11-15,199
15063,Sin sequia,28,2012-02-29,2014-03-31,761
15064,D0,17,2019-09-30,2020-05-31,244
15064,D1,14,2008-11-30,2009-12-31,396
15064,D2,9,2021-02-28,2021-06-30,122
15064,D3,2,2023-09-30,2023-10-15,15
15064,Sin sequia,39,2012-02-29,2014-09-15,929
15065,D0,23,2018-12-31,2019-11-30,334
15065,D1,12,2008-11-30,2009-10-31,335
15065,D2,1,2006-03-31,2006-03-31,0
15065,D3,1,2011-06-30,2011-06-30,0
15065,Sin sequia,59,2013-06-30,2016-03-15,989
15066,D0,14,2022-06-15,2022-12-31,199
15066,D1,10,2023-01-15,2023-06-15,151
15066,D2,10,2008-10-31,2009-07-31,273
15066,D3,20,2023-07-31,2024-05-15,289
15066,Sin sequia,18,2006-08-31,2008-01-31,518
15067,D0,14,2019-03-31,2019-10-15,198
15067,D1,11,2023-07-15,2023-12-15,153
15067,D2,9,2008-11-30,2009-07-31,243
15067,D3,1,2009-08-31,2009-08-31,0
15067,Sin sequia,21,2003-06-30,2005-04-30,670
15068,D0,8,2009-11-30,2010-06-30,212
15068,D1,12,2008-11-30,2009-10-31,335
15068,D2,7,2023-06-30,2023-09-30,92
15068,Sin sequia,123,2011-09-30,2017-12-31,2284
15069,D0,17,2023-01-31,2023-10-15,257
15069,D1,12,2008-11-30,2009-10-31,335
15069,D2,2,2024-04-15,2024-04-30,15
15069,D3,1,2011-06-30,2011-06-30,0
15069,Sin sequia,45,2013-06-30,2015-08-15,776
15070,D0,15,2023-01-15,2023-08-31,228
15070,D1,6,2009-07-31,2009-12-31,153
15070,D2,6,2009-01-31,2009-06-30,150
15070,Sin sequia,80,2017-08-31,2020-12-15,1202
15071,D0,6,2008-03-31,2008-08-31,153
15071,D1,15,2019-10-15,2020-05-15,213
15071,D2,25,2022-04-30,2023-05-15,380
15071,D3,16,2023-08-15,2024-03-31,229
15071,D4,3,2024-04-15,2024-05-15,30
15071,Sin sequia,61,2013-06-30,2016-04-15,1020
15072,D0,11,2019-05-31,2019-10-31,153
15072,D1,7,2023-02-28,2023-06-15,107
15072,D2,7,2009-01-31,2009-07-31,181
15072,D3,1,2009-08-31,2009-08-31,0
15072,Sin sequia,41,2014-04-30,2015-12-31,610
15073,D0,13,2016-01-15,2016-07-15,182
15073,D1,7,2023-02-28,2023-06-15,107
15073,D2,9,2008-11-30,2009-07-31,243
15073,D3,1,2009-08-31,2009-08-31,0
15073,Sin sequia,14,2004-03-31,2005-04-30,395
15074,D0,14,2022-11-15,2023-06-15,212
15074,D1,8,2008-11-30,2009-06-30,212
15074,D2,8,2021-02-28,2021-06-15,107
15074,D3,2,2023-09-30,2023-10-15,15
15074,Sin sequia,89,2014-04-30,2017-12-31,1341
15075,D0,9,2008-05-31,2009-01-31,245
15075,D1,5,2009-04-30,2009-08-31,123
15075,D2,2,2024-04-15,2024-04-30,15
15075,D3,1,2011-06-30,2011-06-30,0
15075,Sin sequia,23,2003-06-30,2005-06-30,731
15076,D0,14,2015-12-31,2016-07-15,197
15076,D1,10,2023-07-31,2023-12-15,137
15076,D2,9,2008-11-30,2009-07-31,243
15076,D3,1,2009-08-31,2009-08-31,0
15076,Sin sequia,35,2016-07-31,2017-12-31,518
15077,D0,13,2022-07-15,2023-01-15,184
15077,D1,9,2008-10-31,2009-06-30,242
15077,D2,15,2023-10-15,2024-05-15,213
15077,D3,2,2023-09-15,2023-09-30,15
15077,Sin sequia,26,2012-02-29,2014-02-28,730
15078,D0,15,2022-06-15,2023-01-15,214
15078,D1,8,2008-02-29,2008-09-30,214
15078,D2,9,2008-10-31,2009-06-30,242
15078,D3,20,2023-07-31,2024-05-15,289
15078,Sin sequia,25,2012-02-29,2014-02-15,717
15079,D0,27,2019-09-30,2020-10-31,397
15079,D1,10,2022-02-15,2022-06-30,135
15079,D2,20,2022-07-15,2023-05-15,304
15079,D3,16,2023-08-31,2024-04-15,228
15079,D4,2,2024-04-30,2024-05-15,15
15079,Sin sequia,59,2013-06-30,2016-03-15,989
15080,D0,13,2022-07-15,2023-01-15,184
15080,D1,15,2008-11-30,2010-01-31,427
15080,D2,9,2024-01-15,2024-05-15,121
15080,D3,3,2023-08-31,2023-09-30,30
15080,Sin sequia,27,2012-02-29,2014-03-15,745
15081,D0,17,2020-06-30,2021-02-28,243
15081,D1,10,2008-11-30,2009-08-31,274
15081,D2,2,2024-04-15,2024-04-30,15
15081,D3,1,2011-06-30,2011-06-30,0
15081,Sin sequia,23,2003-06-30,2005-06-30,731
15082,D0,12,2022-07-15,2022-12-31,169
15082,D1,17,2008-09-30,2010-01-31,488
15082,D2,7,2021-03-15,2021-06-15,92
15082,D3,9,2024-01-15,2024-05-15,121
15082,Sin sequia,18,2006-08-31,2008-01-31,518
15083,D0,25,2022-05-31,2023-06-15,380
15083,D1,15,2008-10-31,2009-12-31,426
15083,D2,9,2024-01-15,2024-05-15,121
15083,Sin sequia,50,2013-09-30,2015-12-15,806
15084,D0,17,2008-03-31,2009-07-31,487
15084,D1,4,2013-02-28,2013-05-31,92
15084,D2,2,2023-02-28,2023-03-15,15
15084,D3,1,2011-06-30,2011-06-30,0
15084,Sin sequia,23,2003-06-30,2005-06-30,731
15085,D0,9,2008-09-30,2009-05-31,243
15085,D1,20,2022-08-15,2023-06-15,304
15085,D2,11,2023-11-15,2024-04-15,152
15085,D3,6,2023-08-15,2023-10-31,77
15085,Sin sequia,22,2003-06-30,2005-05-31,701
15086,D0,17,2022-05-15,2023-01-15,245
15086,D1,7,2008-02-29,2008-08-31,184
15086,D2,6,2009-01-31,2009-06-30,150
15086,D3,18,2023-08-31,2024-05-15,258
15086,Sin sequia,73,2014-05-15,2017-05-15,1096
15087,D0,29,2019-02-15,2020-04-15,425
15087,D1,11,2023-07-15,2023-12-15,153
15087,D2,9,2008-11-30,2009-07-31,243
15087,D3,1,2009-08-31,2009-08-31,0
15087,Sin sequia,40,2014-05-15,2015-12-31,595
15088,D0,15,2019-04-15,2019-11-15,214
15088,D1,8,2008-11-30,2009-06-30,212
15088,D2,8,2023-06-30,2023-10-15,107
15088,Sin sequia,27,2012-02-29,2014-03-15,745
15089,D0,18,2022-05-31,2023-02-15,260
15089,D1,15,2008-10-31,2009-12-31,426
15089,D2,9,2024-01-15,2024-05-15,121
15089,Sin sequia,50,2013-09-30,2015-12-15,806
15090,D0,5,2005-08-31,2005-12-31,122
15090,D1,14,2023-10-15,2024-04-30,198
15090,D2,8,2009-01-31,2009-08-31,212
15090,Sin sequia,27,2012-02-29,2014-03-15,745
15091,D0,17,2008-03-31,2009-07-31,487
15091,D1,8,2023-01-15,2023-05-15,120
15091,D2,8,2024-01-15,2024-04-30,106
15091,D3,1,2011-06-30,2011-06-30,0
15091,Sin sequia,59,2013-06-30,2016-03-15,989
15092,D0,8,2008-03-31,2008-10-31,214
15092,D1,10,2008-11-30,2009-08-31,274
15092,D2,2,2024-04-15,2024-04-30,15
15092,D3,1,2011-06-30,2011-06-30,0
15092,Sin sequia,23,2003-06-30,2005-06-30,731
15093,D0,12,2023-03-15,2023-09-15,184
15093,D1,12,2008-11-30,2009-10-31,335
15093,D2,2,2024-04-15,2024-04-30,15
15093,D3,1,2011-06-30,2011-06-30,0
15093,Sin sequia,59,2013-06-30,2016-03-15,989
15094,D0,8,2009-11-30,2010-06-30,212
15094,D1,12,2008-11-30,2009-10-31,335
15094,D2,7,2023-06-30,2023-09-30,92
15094,Sin sequia,123,2011-09-30,2017-12-31,2284
15095,D0,16,2020-06-15,2021-01-31,230
15095,D1,10,2008-11-30,2009-08-31,274
15095,D2,19,2023-08-15,2024-05-15,274
15095,D3,1,2011-06-30,2011-06-30,0
15095,Sin sequia,22,2003-06-30,2005-05-31,701
15096,D0,17,2008-03-31,2009-07-31,487
15096,D1,12,2022-08-31,2023-02-15,168
15096,D2,18,2023-08-15,2024-04-30,259
15096,D3,1,2011-06-30,2011-06-30,0
15096,Sin sequia,22,2003-06-30,2005-05-31,701
15097,D0,12,2018-01-15,2018-06-30,166
15097,D1,10,2008-09-30,2009-06-30,273
15097,D2,15,2023-10-15,2024-05-15,213
15097,D3,2,2023-09-15,2023-09-30,15
15097,Sin sequia,27,2012-02-29,2014-03-15,745
15098,D0,19,2015-08-31,2016-05-31,274
15098,D1,7,2023-02-28,2023-06-15,107
15098,D2,8,2009-01-31,2009-08-31,212
15098,Sin sequia,27,2012-02-29,2014-03-15,745
15099,D0,30,2022-05-31,2023-08-31,457
15099,D1,12,2008-11-30,2009-10-31,335
15099,D2,5,2024-02-29,2024-04-30,61
15099,D3,1,2011-06-30,2011-06-30,0
15099,Sin sequia,54,2013-06-30,2015-12-31,914
15100,D0,15,2023-01-31,2023-09-15,227
15100,D1,12,2008-11-30,2009-10-31,335
15100,D2,2,2024-04-15,2024-04-30,15
15100,D3,1,2011-06-30,2011-06-30,0
15100,Sin sequia,45,2013-06-30,2015-08-15,776
15101,D0,25,2015-08-15,2016-08-15,366
15101,D1,10,2023-07-31,2023-12-15,137
15101,D2,8,2009-01-31,2009-08-31,212
15101,Sin sequia,18,2003-10-31,2005-04-30,547
15102,D0,10,2008-08-31,2009-05-31,273
15102,D1,15,2019-10-15,2020-05-15,213
15102,D2,17,2022-07-15,2023-03-15,243
15102,D3,9,2024-01-15,2024-05-15,121
15102,Sin sequia,61,2013-06-30,2016-04-15,1020
15103,D0,20,2022-05-31,2023-03-15,288
15103,D1,13,2008-10-31,2009-10-31,365
15103,D2,9,2024-01-15,2024-05-15,121
15103,Sin sequia,50,2013-09-30,2015-12-15,806
15104,D0,16,2019-04-30,2019-12-15,229
15104,D1,16,2023-06-30,2024-02-15,230
15104,D2,10,2008-11-30,2009-08-31,274
15104,D3,1,2011-06-30,2011-06-30,0
15104,Sin sequia,43,2013-08-31,2015-08-15,714
15105,D0,9,2008-11-30,2009-07-31,243
15105,D1,18,2020-06-30,2021-03-15,258
15105,D2,2,2008-05-31,2008-06-30,30
15105,D3,3,2023-08-31,2023-09-30,30
15105,Sin sequia,12,2003-10-31,2004-10-31,366
15106,D0,11,2019-02-15,2019-07-15,150
15106,D1,9,2021-02-15,2021-06-15,120
15106,D2,8,2008-11-30,2009-06-30,212
15106,D3,2,2009-07-31,2009-08-31,31
15106,Sin sequia,40,2014-05-15,2015-12-31,595
15107,D0,8,2020-03-31,2020-07-15,106
15107,D1,15,2008-11-30,2010-01-31,427
15107,D2,8,2023-06-30,2023-10-15,107
15107,Sin sequia,28,2012-02-29,2014-03-31,761
15108,D0,18,2022-05-31,2023-02-15,260
15108,D1,12,2008-11-30,2009-10-31,335
15108,D2,4,2024-03-31,2024-05-15,45
15108,D3,1,2011-06-30,2011-06-30,0
15108,Sin sequia,59,2013-06-30,2016-03-15,989
15109,D0,16,2019-04-30,2019-12-15,229
15109,D1,14,2008-11-30,2009-12-31,396
15109,D2,6,2024-02-29,2024-05-15,76
15109,D3,1,2011-06-30,2011-06-30,0
15109,Sin sequia,22,2003-06-30,2005-05-31,701
15110,D0,15,2022-06-15,2023-01-15,214
15110,D1,7,2008-02-29,2008-08-31,184
15110,D2,10,2008-09-30,2009-06-30,273
15110,D3,18,2023-08-31,2024-05-15,258
15110,Sin sequia,72,2014-05-31,2017-05-15,1080
15111,D0,23,2022-02-15,2023-01-15,334
15111,D1,7,2008-02-29,2008-08-31,184
15111,D2,8,2008-11-30,2009-06-30,212
15111,D3,17,2023-09-15,2024-05-15,243
15111,Sin sequia,74,2014-04-30,2017-05-15,1111
15112,D0,12,2019-02-15,2019-07-31,166
15112,D1,14,2008-11-30,2009-12-31,396
15112,D2,19,2023-08-15,2024-05-15,274
15112,D3,1,2011-06-30,2011-06-30,0
15112,Sin sequia,22,2003-06-30,2005-05-31,701
15113,D0,8,2018-01-15,2018-04-30,105
15113,D1,9,2008-10-31,2009-06-30,242
15113,D2,8,2023-06-30,2023-10-15,107
15113,Sin sequia,27,2012-02-29,2014-03-15,745
15114,D0,16,2022-06-30,2023-02-15,230
15114,D1,9,2008-02-29,2008-10-31,245
15114,D2,8,2008-11-30,2009-06-30,212
15114,D3,16,2023-09-30,2024-05-15,228
15114,Sin sequia,74,2014-04-30,2017-05-15,1111
15115,D0,14,2019-03-31,2019-10-15,198
15115,D1,11,2023-07-15,2023-12-15,153
15115,D2,9,2008-11-30,2009-07-31,243
15115,D3,1,2009-08-31,2009-08-31,0
15115,Sin sequia,21,2003-06-30,2005-04-30,670
15116,D0,18,2022-04-30,2023-01-15,260
15116,D1,7,2008-02-29,2008-08-31,184
15116,D2,7,2009-01-31,2009-07-31,181
15116,D3,20,2023-07-31,2024-05-15,289
15116,Sin sequia,18,2006-08-31,2008-01-31,518
15117,D0,10,2018-01-15,2018-05-31,136
15117,D1,7,2009-07-31,2010-01-31,184
15117,D2,8,2023-06-30,2023-10-15,107
15117,Sin sequia,27,2012-02-29,2014-03-15,745
15118,D0,12,2018-01-15,2018-06-30,166
15118,D1,12,2023-02-28,2023-08-31,184
15118,D2,8,2008-11-30,2009-06-30,212
15118,D3,2,2009-07-31,2009-08-31,31
15118,Sin sequia,27,2012-02-29,2014-03-15,745
15119,D0,11,2019-03-15,2019-08-15,153
15119,D1,15,2008-11-30,2010-01-31,427
15119,D2,10,2023-06-30,2023-11-15,138
15119,Sin sequia,28,2012-02-29,2014-03-31,761
15120,D0,17,2008-03-31,2009-07-31,487
15120,D1,8,2023-01-15,2023-05-15,120
15120,D2,8,2024-01-15,2024-04-30,106
15120,D3,1,2011-06-30,2011-06-30,0
15120,Sin sequia,22,2003-06-30,2005-05-31,701
15121,D0,26,2019-04-30,2020-05-15,381
15121,D1,14,2008-11-30,2009-12-31,396
15121,D2,9,2024-01-15,2024-05-15,121
15121,D3,1,2011-06-30,2011-06-30,0
15121,Sin sequia,56,2013-09-30,2016-03-15,897
15122,D0,28,2022-05-31,2023-07-31,426
15122,D1,15,2008-10-31,2009-12-31,426
15122,D2,9,2024-01-15,2024-05-15,121
15122,Sin sequia,25,2003-06-30,2005-08-31,793
15123,D0,12,2018-04-30,2018-10-15,168
15123,D1,12,2008-07-31,2009-06-30,334
