cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
20267,D1,2,2016-08-15,2016-08-31,16
20267,Sin sequia,66,2011-07-31,2015-07-15,1445
20268,D0,10,2019-05-15,2019-09-30,138
20268,D1,6,2023-12-15,2024-02-29,76
20268,D2,5,2023-09-30,2023-11-30,61
20268,Sin sequia,102,2011-04-30,2016-11-30,2041
20269,D0,27,2017-06-30,2018-07-31,396
20269,D1,19,2015-09-15,2016-06-15,274
20269,D2,19,2022-07-31,2023-05-15,288
20269,D3,5,2023-09-30,2023-11-30,61
20269,Sin sequia,26,2011-06-30,2013-07-31,762
20270,D0,21,2015-06-15,2016-04-15,305
20270,D1,7,2003-01-31,2003-07-31,181
20270,Sin sequia,23,2011-07-31,2013-05-31,670
20271,D0,22,2016-06-30,2017-05-15,319
20271,D1,10,2023-01-15,2023-06-15,151
20271,D2,6,2023-12-15,2024-02-29,76
20271,D3,3,2023-10-31,2023-11-30,30
20271,Sin sequia,72,2011-06-30,2015-09-30,1553
20272,D0,12,2018-03-31,2018-09-15,168
20272,D1,14,2016-10-15,2017-04-30,197
20272,D2,14,2023-10-31,2024-05-15,197
20272,D3,2,2023-09-30,2023-10-15,15
20272,Sin sequia,18,2009-09-30,2011-02-28,516
20273,D0,17,2016-09-15,2017-05-15,242
20273,D1,8,2023-01-15,2023-05-15,120
20273,D2,11,2023-09-30,2024-02-29,152
20273,Sin sequia,72,2011-06-30,2015-09-30,1553
20274,D0,21,2015-06-30,2016-04-30,305
20274,D1,17,2016-08-15,2017-04-15,243
20274,D2,11,2022-11-30,2023-05-15,166
20274,D3,3,2023-10-31,2023-11-30,30
20274,Sin sequia,65,2011-06-30,2015-06-15,1446
20275,D0,8,2009-11-30,2010-06-30,212
20275,D1,6,2004-09-30,2005-02-28,151
20275,Sin sequia,25,2007-07-31,2009-07-31,731
20276,D0,10,2009-09-30,2010-06-30,273
20276,D1,7,2003-01-31,2003-07-31,181
20276,D2,5,2016-07-15,2016-09-15,62
20276,Sin sequia,128,2016-12-15,2022-03-31,1932
20277,D0,25,2017-07-31,2018-07-31,365
20277,D1,21,2016-07-31,2017-05-31,304
20277,D2,13,2022-11-30,2023-06-15,197
20277,D3,11,2023-09-30,2024-02-29,152
20277,Sin sequia,34,2011-04-30,2014-01-31,1007
20278,D0,5,2007-05-31,2007-09-30,122
20278,D1,15,2009-04-30,2010-06-30,426
20278,D2,5,2019-08-31,2019-10-31,61
20278,Sin sequia,30,2011-09-30,2014-02-15,869
20279,D0,17,2015-06-30,2016-02-29,244
20279,D1,6,2017-02-28,2017-05-15,76
20279,D2,12,2023-11-30,2024-05-15,167
20279,D3,2,2023-10-31,2023-11-15,15
20279,Sin sequia,16,2008-04-30,2009-07-31,457
20280,D0,8,2009-11-30,2010-06-30,212
20280,D1,2,2008-05-31,2008-06-30,30
20280,Sin sequia,66,2011-07-31,2015-07-15,1445
20281,D0,16,2016-09-15,2017-04-30,227
20281,D1,12,2020-07-15,2020-12-31,169
20281,D2,1,2023-10-15,2023-10-15,0
20281,Sin sequia,71,2011-07-31,2015-09-30,1522
20282,D0,25,2018-05-15,2019-05-15,365
20282,D1,4,2020-05-15,2020-06-30,46
20282,D2,8,2015-12-15,2016-03-31,107
20282,D3,8,2017-01-15,2017-04-30,105
20282,Sin sequia,21,2011-04-30,2012-12-31,611
20283,D0,30,2016-06-30,2017-09-15,442
20283,D1,9,2024-01-15,2024-05-15,121
20283,D2,7,2003-01-31,2003-07-31,181
20283,Sin sequia,41,2013-07-31,2015-06-30,699
20284,D0,8,2004-10-31,2005-05-31,212
20284,D1,3,2024-04-15,2024-05-15,30
20284,D2,1,2023-10-15,2023-10-15,0
20284,Sin sequia,110,2011-06-30,2017-04-30,2131
20285,D0,15,2022-04-30,2022-11-30,214
20285,D1,17,2015-08-31,2016-04-30,243
20285,D2,15,2023-10-15,2024-05-15,213
20285,D3,1,2023-09-30,2023-09-30,0
20285,Sin sequia,18,2009-09-30,2011-02-28,516
20286,D0,19,2015-07-31,2016-04-30,274
20286,D1,18,2018-08-15,2019-04-30,258
20286,D2,7,2003-01-31,2003-07-31,181
20286,Sin sequia,26,2003-10-31,2005-12-31,792
20287,D0,28,2016-07-31,2017-09-15,411
20287,D1,8,2024-01-31,2024-05-15,105
20287,D2,7,2003-01-31,2003-07-31,181
20287,Sin sequia,23,2011-07-31,2013-05-31,670
20288,D0,15,2016-09-15,2017-04-15,212
20288,D1,2,2008-05-31,2008-06-30,30
20288,Sin sequia,66,2011-07-31,2015-07-15,1445
20289,D0,11,2022-12-31,2023-06-15,166
20289,D1,4,2024-03-15,2024-04-30,46
20289,D2,12,2023-09-15,2024-02-29,167
20289,Sin sequia,39,2011-04-30,2014-04-15,1081
20290,D0,11,2022-11-30,2023-05-15,166
20290,D1,10,2018-12-15,2019-04-30,136
20290,D2,3,2019-05-15,2019-06-15,31
20290,D3,7,2003-01-31,2003-07-31,181
20290,Sin sequia,35,2011-07-31,2014-03-31,974
20291,D0,15,2016-07-15,2017-02-15,215
20291,D1,6,2017-02-28,2017-05-15,76
20291,D2,12,2023-11-30,2024-05-15,167
20291,D3,4,2023-09-30,2023-11-15,46
20291,Sin sequia,27,2011-04-30,2013-06-30,792
20292,D0,11,2022-04-15,2022-09-15,153
20292,D1,6,2023-12-15,2024-02-29,76
20292,D2,5,2023-09-30,2023-11-30,61
20292,Sin sequia,100,2011-06-30,2016-11-30,1980
20293,D0,7,2003-01-31,2003-07-31,181
20293,D1,3,2023-10-15,2023-11-15,31
20293,Sin sequia,91,2011-07-31,2016-07-31,1827
20294,D0,20,2016-06-30,2017-04-15,289
20294,D1,1,2011-03-31,2011-03-31,0
20294,Sin sequia,88,2011-07-31,2016-06-15,1781
20295,D0,11,2019-05-15,2019-10-15,153
20295,D1,6,2023-12-15,2024-02-29,76
20295,D2,5,2023-09-30,2023-11-30,61
20295,Sin sequia,100,2011-06-30,2016-11-30,1980
20296,D0,9,2004-09-30,2005-05-31,243
20296,D1,8,2015-07-31,2015-11-15,107
20296,D2,3,2016-07-31,2016-08-31,31
20296,Sin sequia,64,2011-07-31,2015-06-15,1415
20297,D0,27,2017-06-30,2018-07-31,396
20297,D1,20,2016-07-31,2017-05-15,288
20297,D2,11,2022-11-30,2023-05-15,166
20297,D3,10,2023-10-15,2024-02-29,137
20297,Sin sequia,26,2011-06-30,2013-07-31,762
20298,D0,7,2004-11-30,2005-05-31,182
20298,D1,2,2004-09-30,2004-10-31,31
20298,Sin sequia,158,2011-06-30,2019-04-30,2861
20299,D0,4,2005-02-28,2005-05-31,92
20299,D1,2,2004-09-30,2004-10-31,31
20299,Sin sequia,161,2011-07-31,2019-06-30,2891
20300,D0,22,2021-09-15,2022-07-31,319
20300,D1,17,2015-08-31,2016-04-30,243
20300,D2,14,2023-10-31,2024-05-15,197
20300,D3,2,2023-09-30,2023-10-15,15
20300,Sin sequia,18,2009-09-30,2011-02-28,516
20301,D0,9,2016-12-15,2017-04-15,121
20301,D1,7,2023-11-30,2024-02-29,91
20301,D2,4,2023-09-30,2023-11-15,46
20301,Sin sequia,100,2011-06-30,2016-11-30,1980
20302,D0,21,2021-09-30,2022-07-31,304
20302,D1,17,2015-08-31,2016-04-30,243
20302,D2,12,2020-08-15,2021-01-31,169
20302,D3,8,2024-01-31,2024-05-15,105
20302,Sin sequia,18,2009-09-30,2011-02-28,516
20303,D0,4,2005-02-28,2005-05-31,92
20303,D1,1,2004-10-31,2004-10-31,0
20303,Sin sequia,161,2011-07-31,2019-06-30,2891
20304,D0,18,2015-07-31,2016-04-15,259
20304,D1,14,2016-09-30,2017-04-15,197
20304,Sin sequia,42,2013-07-31,2015-07-15,714
20305,D0,8,2009-11-30,2010-06-30,212
20305,D1,6,2004-11-30,2005-04-30,151
20305,D2,10,2023-12-31,2024-05-15,136
20305,D3,8,2015-12-15,2016-03-31,107
20305,Sin sequia,29,2010-07-31,2012-11-30,853
20306,D0,17,2015-06-30,2016-02-29,244
20306,D1,6,2017-02-28,2017-05-15,76
20306,D2,12,2023-11-30,2024-05-15,167
20306,D3,2,2023-10-31,2023-11-15,15
20306,Sin sequia,16,2008-04-30,2009-07-31,457
20307,D0,8,2004-10-31,2005-05-31,212
20307,D1,10,2015-11-15,2016-03-31,137
20307,D2,8,2024-01-31,2024-05-15,105
20307,Sin sequia,16,2008-04-30,2009-07-31,457
20308,D0,22,2018-06-30,2019-05-15,319
20308,D1,4,2005-01-31,2005-04-30,89
20308,D2,8,2015-12-15,2016-03-31,107
20308,D3,8,2017-01-15,2017-04-30,105
20308,Sin sequia,20,2011-04-30,2012-11-30,580
20309,D0,5,2004-08-31,2004-12-31,122
20309,D1,15,2009-04-30,2010-06-30,426
20309,Sin sequia,43,2011-09-30,2014-08-31,1066
20310,D0,7,2003-01-31,2003-07-31,181
20310,D1,9,2023-10-31,2024-02-29,121
20310,D2,1,2023-10-15,2023-10-15,0
20310,Sin sequia,100,2011-06-30,2016-11-30,1980
20311,D0,15,2014-09-15,2015-04-15,212
20311,D1,7,2003-01-31,2003-07-31,181
20311,D2,10,2016-07-31,2016-12-15,137
20311,Sin sequia,23,2011-07-31,2013-05-31,670
20312,D0,9,2021-10-15,2022-02-15,123
20312,D1,17,2015-08-31,2016-04-30,243
20312,D2,15,2023-10-15,2024-05-15,213
20312,D3,1,2020-07-31,2020-07-31,0
20312,Sin sequia,18,2009-09-30,2011-02-28,516
20313,D0,15,2014-09-15,2015-04-15,212
20313,D1,7,2003-01-31,2003-07-31,181
20313,D2,10,2016-07-31,2016-12-15,137
20313,Sin sequia,23,2011-07-31,2013-05-31,670
20314,D0,21,2015-06-30,2016-04-30,305
20314,D1,6,2020-11-15,2021-01-31,77
20314,D2,12,2023-11-30,2024-05-15,167
20314,D3,4,2023-09-30,2023-11-15,46
20314,Sin sequia,27,2011-04-30,2013-06-30,792
20315,D0,9,2016-12-15,2017-04-15,121
20315,D1,7,2023-11-30,2024-02-29,91
20315,D2,4,2023-09-30,2023-11-15,46
20315,Sin sequia,100,2011-06-30,2016-11-30,1980
20316,D0,7,2004-11-30,2005-05-31,182
20316,D1,10,2023-12-15,2024-04-30,137
20316,D2,5,2023-09-30,2023-11-30,61
20316,Sin sequia,89,2011-04-30,2016-05-15,1842
20317,D0,19,2015-07-31,2016-04-30,274
20317,D1,21,2018-12-15,2019-10-15,304
20317,D2,3,2023-10-15,2023-11-15,31
20317,Sin sequia,25,2011-07-31,2013-07-31,731
20318,D0,20,2015-06-30,2016-04-15,290
20318,D1,6,2017-02-28,2017-05-15,76
20318,D2,12,2023-11-30,2024-05-15,167
20318,D3,4,2023-09-30,2023-11-15,46
20318,Sin sequia,18,2009-09-30,2011-02-28,516
20319,D0,8,2004-10-31,2005-05-31,212
20319,D1,6,2017-02-28,2017-05-15,76
20319,D2,12,2023-11-30,2024-05-15,167
20319,D3,2,2023-10-31,2023-11-15,15
20319,Sin sequia,27,2011-04-30,2013-06-30,792
20320,D0,27,2017-06-30,2018-07-31,396
20320,D1,19,2015-09-15,2016-06-15,274
20320,D2,12,2023-11-30,2024-05-15,167
20320,D3,3,2023-10-15,2023-11-15,31
20320,Sin sequia,26,2011-06-30,2013-07-31,762
20321,D0,27,2016-07-31,2017-08-31,396
20321,D1,9,2024-01-15,2024-05-15,121
20321,D2,7,2003-01-31,2003-07-31,181
20321,Sin sequia,47,2011-07-31,2014-09-30,1157
20322,D0,10,2009-09-30,2010-06-30,273
20322,D1,7,2003-01-31,2003-07-31,181
20322,Sin sequia,71,2011-09-30,2015-10-31,1492
20323,D0,7,2009-12-31,2010-06-30,181
20323,D1,6,2004-09-30,2005-02-28,151
20323,Sin sequia,91,2014-09-30,2018-06-30,1369
20324,D0,17,2015-06-30,2016-02-29,244
20324,D1,6,2017-02-28,2017-05-15,76
20324,D2,9,2024-01-15,2024-05-15,121
20324,D3,2,2023-10-31,2023-11-15,15
20324,Sin sequia,16,2008-04-30,2009-07-31,457
20325,D0,11,2016-11-30,2017-04-30,151
20325,D1,5,2004-09-30,2005-01-31,123
20325,D2,8,2024-01-31,2024-05-15,105
20325,Sin sequia,87,2011-06-30,2016-05-15,1781
20326,D0,9,2004-09-30,2005-05-31,243
20326,D1,7,2003-01-31,2003-07-31,181
20326,D2,1,2016-07-15,2016-07-15,0
20326,D3,3,2016-07-31,2016-08-31,31
20326,Sin sequia,128,2016-12-15,2022-03-31,1932
20327,D0,11,2020-10-31,2021-03-31,151
20327,D1,12,2016-11-15,2017-04-30,166
20327,D2,11,2016-02-29,2016-07-31,153
20327,Sin sequia,29,2010-07-31,2012-11-30,853
20328,D0,8,2004-10-31,2005-05-31,212
20328,D1,3,2023-10-31,2023-11-30,30
20328,D2,2,2023-09-30,2023-10-15,15
20328,Sin sequia,112,2011-04-30,2017-04-30,2192
20329,D0,21,2015-06-30,2016-04-30,305
20329,D1,17,2016-08-15,2017-04-15,243
20329,D2,11,2022-11-30,2023-05-15,166
20329,D3,3,2023-10-31,2023-11-30,30
20329,Sin sequia,37,2011-06-30,2014-04-15,1020
20330,D0,5,2009-03-31,2009-07-31,122
20330,D1,10,2009-08-31,2010-05-31,273
20330,D2,1,2016-07-15,2016-07-15,0
20330,D3,3,2016-07-31,2016-08-31,31
20330,Sin sequia,43,2011-09-30,2014-08-31,1066
20331,D0,18,2015-07-31,2016-04-15,259
20331,D1,13,2020-06-30,2020-12-31,184
20331,D2,3,2023-10-15,2023-11-15,31
20331,Sin sequia,66,2011-07-31,2015-07-15,1445
20332,D0,16,2016-09-15,2017-04-30,227
20332,D1,7,2003-01-31,2003-07-31,181
20332,D2,1,2023-10-15,2023-10-15,0
20332,Sin sequia,47,2013-07-31,2015-09-30,791
20333,D0,7,2004-11-30,2005-05-31,182
20333,D1,2,2004-09-30,2004-10-31,31
20333,D2,6,2024-02-29,2024-05-15,76
20333,Sin sequia,89,2011-04-30,2016-05-15,1842
20334,D0,6,2003-09-30,2004-03-31,183
20334,D1,9,2020-11-15,2021-03-15,120
20334,D2,12,2022-12-15,2023-06-15,182
20334,D3,16,2023-09-30,2024-05-15,228
20334,Sin sequia,18,2009-09-30,2011-02-28,516
20335,D0,7,2003-01-31,2003-07-31,181
20335,D1,4,2016-10-15,2016-11-30,46
20335,D2,2,2016-08-15,2016-08-31,16
20335,Sin sequia,64,2011-07-31,2015-06-15,1415
20336,D0,8,2003-01-31,2003-09-30,242
20336,D1,8,2015-07-31,2015-11-15,107
20336,D2,2,2016-07-15,2016-07-31,16
20336,D3,2,2016-08-15,2016-08-31,16
20336,Sin sequia,64,2011-07-31,2015-06-15,1415
20337,D0,10,2019-05-15,2019-09-30,138
20337,D1,2,2004-09-30,2004-10-31,31
20337,Sin sequia,157,2011-07-31,2019-04-30,2830
20338,D0,7,2003-01-31,2003-07-31,181
20338,D1,1,2004-09-30,2004-09-30,0
20338,Sin sequia,91,2011-07-31,2016-07-31,1827
20339,D0,21,2016-06-30,2017-04-30,304
20339,D1,13,2020-07-15,2021-01-15,184
20339,D2,3,2023-10-15,2023-11-15,31
20339,Sin sequia,71,2011-07-31,2015-09-30,1522
20340,D0,34,2017-01-15,2018-05-31,501
20340,D1,7,2023-06-30,2023-09-30,92
20340,D2,9,2024-01-15,2024-05-15,121
20340,D3,7,2003-01-31,2003-07-31,181
20340,Sin sequia,77,2013-07-31,2016-12-31,1249
20341,D0,16,2016-09-15,2017-04-30,227
20341,D1,7,2003-01-31,2003-07-31,181
20341,D2,3,2023-10-15,2023-11-15,31
20341,Sin sequia,93,2011-07-31,2016-08-31,1858
20342,D0,9,2016-12-15,2017-04-15,121
20342,D1,3,2023-10-31,2023-11-30,30
20342,D2,1,2023-10-15,2023-10-15,0
20342,Sin sequia,100,2011-06-30,2016-11-30,1980
20343,D0,8,2004-10-31,2005-05-31,212
20343,D1,4,2023-09-30,2023-11-15,46
20343,Sin sequia,100,2011-06-30,2016-11-30,1980
20344,D0,17,2015-06-30,2016-02-29,244
20344,D1,6,2017-02-28,2017-05-15,76
20344,D2,12,2023-11-30,2024-05-15,167
20344,D3,4,2023-09-30,2023-11-15,46
20344,Sin sequia,18,2009-09-30,2011-02-28,516
20345,D0,31,2021-10-15,2023-01-15,457
20345,D1,17,2015-08-31,2016-04-30,243
20345,D2,11,2016-11-30,2017-04-30,151
20345,D3,1,2023-09-30,2023-09-30,0
20345,Sin sequia,18,2009-09-30,2011-02-28,516
20346,D0,19,2017-07-15,2018-04-15,274
20346,D1,21,2018-12-15,2019-10-15,304
20346,D2,7,2003-01-31,2003-07-31,181
20346,Sin sequia,36,2011-07-31,2014-04-15,989
20347,D0,15,2016-07-15,2017-02-15,215
20347,D1,6,2020-08-15,2020-10-31,77
20347,D2,12,2023-11-30,2024-05-15,167
20347,D3,2,2023-10-31,2023-11-15,15
20347,Sin sequia,27,2011-04-30,2013-06-30,792
20348,D0,13,2015-06-30,2015-12-31,184
20348,D1,18,2022-08-15,2023-05-15,273
20348,D2,12,2023-11-15,2024-04-30,167
20348,D3,1,2023-10-15,2023-10-15,0
20348,Sin sequia,26,2003-10-31,2005-12-31,792
20349,D0,9,2016-12-15,2017-04-15,121
20349,D1,4,2023-09-30,2023-11-15,46
20349,Sin sequia,100,2011-06-30,2016-11-30,1980
20350,D0,9,2016-12-15,2017-04-15,121
20350,D1,4,2023-09-30,2023-11-15,46
20350,Sin sequia,99,2011-07-31,2016-11-30,1949
20351,D0,11,2023-01-15,2023-06-30,166
20351,D1,6,2020-05-31,2020-08-15,76
20351,D2,8,2023-11-15,2024-02-29,106
20351,D3,1,2023-10-31,2023-10-31,0
20351,Sin sequia,39,2011-04-30,2014-04-15,1081
20352,D0,11,2022-11-30,2023-05-15,166
20352,D1,10,2018-12-15,2019-04-30,136
20352,D2,3,2019-05-15,2019-06-15,31
20352,D3,7,2003-01-31,2003-07-31,181
20352,Sin sequia,35,2011-07-31,2014-03-31,974
20353,D0,10,2019-05-15,2019-09-30,138
20353,D1,6,2020-05-31,2020-08-15,76
20353,D2,8,2023-11-15,2024-02-29,106
20353,D3,1,2023-10-31,2023-10-31,0
20353,Sin sequia,62,2014-05-15,2016-11-30,930
20354,D0,10,2009-09-30,2010-06-30,273
20354,D1,7,2003-01-31,2003-07-31,181
20354,Sin sequia,30,2011-09-30,2014-02-15,869
20355,D0,9,2004-09-30,2005-05-31,243
20355,D1,7,2003-01-31,2003-07-31,181
20355,D2,5,2016-07-15,2016-09-15,62
20355,Sin sequia,62,2016-12-15,2019-06-30,927
20356,D0,8,2004-10-31,2005-05-31,212
20356,D1,1,2004-09-30,2004-09-30,0
20356,Sin sequia,140,2011-06-30,2018-07-31,2588
20357,D0,16,2018-11-30,2019-07-15,227
20357,D1,5,2004-09-30,2005-01-31,123
20357,D2,16,2023-09-30,2024-05-15,228
20357,Sin sequia,35,2011-04-30,2014-02-15,1022
20358,D0,15,2023-01-15,2023-08-31,228
20358,D1,4,2020-05-31,2020-07-15,45
20358,D2,11,2023-09-30,2024-02-29,152
20358,Sin sequia,100,2011-06-30,2016-11-30,1980
20359,D0,9,2004-09-30,2005-05-31,243
20359,D1,4,2016-10-15,2016-11-30,46
20359,Sin sequia,66,2011-07-31,2015-07-15,1445
20360,D0,9,2016-12-15,2017-04-15,121
20360,D1,7,2023-11-30,2024-02-29,91
20360,D2,4,2023-09-30,2023-11-15,46
20360,Sin sequia,100,2011-06-30,2016-11-30,1980
20361,D0,8,2004-10-31,2005-05-31,212
20361,D1,4,2021-12-31,2022-02-15,46
20361,D2,16,2023-09-30,2024-05-15,228
20361,Sin sequia,34,2011-04-30,2014-01-31,1007
20362,D0,11,2016-12-15,2017-05-15,151
20362,D1,3,2021-12-31,2022-01-31,31
20362,D2,8,2023-11-15,2024-02-29,106
20362,D3,1,2023-10-31,2023-10-31,0
20362,Sin sequia,62,2014-05-15,2016-11-30,930
20363,D0,9,2004-09-30,2005-05-31,243
20363,D1,2,2016-11-15,2016-11-30,15
20363,Sin sequia,88,2011-07-31,2016-06-15,1781
20364,D0,21,2017-09-30,2018-07-31,304
20364,D1,14,2016-10-15,2017-04-30,197
20364,D2,12,2022-12-15,2023-06-15,182
20364,D3,5,2023-09-30,2023-11-30,61
20364,Sin sequia,18,2009-09-30,2011-02-28,516
20365,D0,9,2004-09-30,2005-05-31,243
20365,D1,1,2011-03-31,2011-03-31,0
20365,Sin sequia,89,2011-07-31,2016-06-30,1796
20366,D0,15,2016-07-15,2017-02-15,215
20366,D1,6,2017-02-28,2017-05-15,76
20366,D2,12,2023-11-30,2024-05-15,167
20366,D3,4,2023-09-30,2023-11-15,46
20366,Sin sequia,27,2011-04-30,2013-06-30,792
20367,D0,10,2014-04-15,2014-08-31,138
20367,D1,16,2015-08-31,2016-04-15,228
20367,D2,20,2020-08-31,2021-06-15,288
20367,D3,16,2023-09-30,2024-05-15,228
20367,Sin sequia,18,2009-09-30,2011-02-28,516
20368,D0,5,2004-10-31,2005-02-28,120
20368,D1,3,2023-10-31,2023-11-30,30
20368,D2,1,2023-10-15,2023-10-15,0
20368,Sin sequia,110,2011-06-30,2017-04-30,2131
20369,D0,9,2016-12-15,2017-04-15,121
20369,D1,9,2023-10-31,2024-02-29,121
20369,D2,2,2023-09-30,2023-10-15,15
20369,Sin sequia,100,2011-06-30,2016-11-30,1980
20370,D0,20,2017-06-30,2018-04-15,289
20370,D1,17,2016-08-15,2017-04-15,243
20370,D2,3,2022-07-31,2022-08-31,31
20370,Sin sequia,25,2011-07-31,2013-07-31,731
20371,D0,17,2017-11-30,2018-07-31,243
20371,D1,20,2016-07-31,2017-05-15,288
20371,D2,11,2022-11-30,2023-05-15,166
20371,D3,4,2023-10-15,2023-11-30,46
20371,Sin sequia,26,2011-06-30,2013-07-31,762
20372,D0,27,2017-06-30,2018-07-31,396
20372,D1,22,2018-11-30,2019-10-15,319
20372,D2,19,2022-07-31,2023-05-15,288
20372,D3,16,2023-09-30,2024-05-15,228
20372,Sin sequia,18,2009-09-30,2011-02-28,516
20373,D0,34,2017-01-15,2018-05-31,501
20373,D1,4,2011-03-31,2011-06-30,91
20373,D2,7,2003-01-31,2003-07-31,181
20373,Sin sequia,26,2003-10-31,2005-12-31,792
20374,D0,10,2009-09-30,2010-06-30,273
20374,D1,7,2003-01-31,2003-07-31,181
20374,Sin sequia,69,2011-09-30,2015-09-30,1461
20375,D0,9,2016-12-15,2017-04-15,121
20375,D1,4,2023-09-30,2023-11-15,46
20375,Sin sequia,99,2011-07-31,2016-11-30,1949
20376,D0,23,2022-05-31,2023-05-15,349
20376,D1,10,2018-12-15,2019-04-30,136
20376,D2,7,2003-01-31,2003-07-31,181
20376,Sin sequia,35,2011-07-31,2014-03-31,974
20377,D0,17,2017-07-31,2018-03-31,243
20377,D1,22,2015-09-15,2016-07-31,320
20377,D2,17,2020-05-31,2021-01-31,245
20377,D3,16,2023-09-30,2024-05-15,228
20377,Sin sequia,18,2009-09-30,2011-02-28,516
20378,D0,17,2016-08-15,2017-04-15,243
20378,D1,8,2023-01-15,2023-05-15,120
20378,D2,11,2023-09-30,2024-02-29,152
20378,Sin sequia,92,2011-06-30,2016-07-31,1858
20379,D0,27,2017-06-30,2018-07-31,396
20379,D1,22,2018-11-30,2019-10-15,319
20379,D2,15,2022-07-31,2023-02-28,212
20379,D3,3,2023-10-15,2023-11-15,31
20379,Sin sequia,18,2009-09-30,2011-02-28,516
20380,D0,8,2004-10-31,2005-05-31,212
20380,D1,3,2023-10-15,2023-11-15,31
20380,Sin sequia,138,2011-06-30,2018-06-30,2557
20381,D0,11,2022-11-30,2023-05-15,166
20381,D1,10,2018-12-15,2019-04-30,136
20381,D2,3,2019-05-15,2019-06-15,31
20381,D3,7,2003-01-31,2003-07-31,181
20381,Sin sequia,35,2011-07-31,2014-03-31,974
20382,D0,27,2017-06-30,2018-07-31,396
20382,D1,20,2016-07-31,2017-05-15,288
20382,D2,11,2022-11-30,2023-05-15,166
20382,D3,10,2023-10-15,2024-02-29,137
20382,Sin sequia,26,2011-06-30,2013-07-31,762
20383,D0,20,2017-06-30,2018-04-15,289
20383,D1,15,2020-06-15,2021-01-15,214
20383,D2,3,2022-07-31,2022-08-31,31
20383,Sin sequia,25,2011-07-31,2013-07-31,731
20384,D0,10,2022-12-15,2023-05-15,151
20384,D1,3,2021-12-31,2022-01-31,31
20384,D2,8,2023-11-15,2024-02-29,106
20384,D3,1,2023-10-31,2023-10-31,0
20384,Sin sequia,62,2014-05-15,2016-11-30,930
20385,D0,10,2022-04-15,2022-08-31,138
20385,D1,3,2023-10-31,2023-11-30,30
20385,D2,1,2023-10-15,2023-10-15,0
20385,Sin sequia,100,2011-06-30,2016-11-30,1980
20386,D0,17,2017-07-31,2018-03-31,243
20386,D1,21,2016-07-31,2017-05-31,304
20386,D2,13,2022-11-30,2023-06-15,197
20386,D3,16,2023-09-30,2024-05-15,228
20386,Sin sequia,18,2009-09-30,2011-02-28,516
20387,D0,11,2019-05-15,2019-10-15,153
20387,D1,6,2023-12-15,2024-02-29,76
20387,D2,5,2023-09-30,2023-11-30,61
20387,Sin sequia,100,2011-06-30,2016-11-30,1980
20388,D0,11,2022-04-15,2022-09-15,153
20388,D1,7,2023-11-30,2024-02-29,91
20388,D2,4,2023-09-30,2023-11-15,46
20388,Sin sequia,100,2011-06-30,2016-11-30,1980
20389,D0,9,2016-12-15,2017-04-15,121
20389,D1,7,2023-11-30,2024-02-29,91
20389,D2,4,2023-09-30,2023-11-15,46
20389,Sin sequia,100,2011-06-30,2016-11-30,1980
20390,D0,9,2016-12-15,2017-04-15,121
20390,D1,4,2023-09-30,2023-11-15,46
20390,Sin sequia,99,2011-07-31,2016-11-30,1949
20391,D0,15,2016-07-15,2017-02-15,215
20391,D1,6,2017-02-28,2017-05-15,76
20391,D2,12,2023-11-30,2024-05-15,167
20391,D3,2,2023-10-31,2023-11-15,15
20391,Sin sequia,27,2011-04-30,2013-06-30,792
20392,D0,19,2017-06-30,2018-03-31,274
20392,D1,22,2015-09-15,2016-07-31,320
20392,D2,19,2022-07-31,2023-05-15,288
20392,D3,16,2023-09-30,2024-05-15,228
20392,Sin sequia,18,2009-09-30,2011-02-28,516
20393,D0,9,2016-12-15,2017-04-15,121
20393,D1,9,2023-10-31,2024-02-29,121
20393,D2,2,2023-09-30,2023-10-15,15
20393,Sin sequia,100,2011-06-30,2016-11-30,1980
20394,D0,8,2009-11-30,2010-06-30,212
20394,D1,6,2004-09-30,2005-02-28,151
20394,Sin sequia,91,2014-09-30,2018-06-30,1369
20395,D0,21,2015-06-15,2016-04-15,305
20395,D1,16,2016-09-30,2017-05-15,227
20395,Sin sequia,23,2011-07-31,2013-05-31,670
20396,D0,17,2015-08-15,2016-04-15,244
20396,D1,7,2003-01-31,2003-07-31,181
20396,D2,1,2016-09-15,2016-09-15,0
20396,Sin sequia,65,2011-09-30,2015-07-31,1400
20397,D0,27,2017-06-30,2018-07-31,396
20397,D1,22,2018-11-30,2019-10-15,319
20397,D2,15,2022-07-31,2023-02-28,212
20397,D3,3,2023-10-15,2023-11-15,31
20397,Sin sequia,26,2011-06-30,2013-07-31,762
20398,D0,18,2016-08-15,2017-04-30,258
20398,D1,7,2020-05-31,2020-08-31,92
20398,D2,7,2023-11-30,2024-02-29,91
20398,D3,2,2023-10-31,2023-11-15,15
20398,Sin sequia,94,2011-04-30,2016-07-31,1919
20399,D0,7,2003-01-31,2003-07-31,181
20399,D1,3,2023-10-31,2023-11-30,30
20399,D2,1,2023-10-15,2023-10-15,0
20399,Sin sequia,99,2011-07-31,2016-11-30,1949
20400,D0,13,2020-05-31,2020-11-30,183
20400,D1,9,2024-01-15,2024-05-15,121
20400,D2,3,2023-10-15,2023-11-15,31
20400,D3,7,2003-01-31,2003-07-31,181
