system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
0000000000000000000b,4.148538237482511,1.261572040114367,2.8582361024438034,0.9374019605331008,97.79455500355874,305.96636365993464,210.54177780651588,249.19623354898624,287.070742027601,85.41113936618949,4.288391092159224,3.976860968690453,12,12,Guerrero,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,11.777692044928257,13.117777011221571,15.319119568296848,33.85710079143156,60.54676109211401,153.68576877261242,56.07550174202795,125.84929676188383,95.92263464184292,60.34577247452894,26.262417490634242,18.31802909234149,13,13,Hidalgo,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,2.5312850654178605,2.0795308737052838,3.634593163886408,2.8876495953782126,38.716869830927266,208.1680453800616,152.67413301522453,145.29213516841503,151.81887571279358,69.45300603438805,7.781622700608173,16.495469961299836,14,14,Jalisco,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,2.681448401598379,5.891412240455341,6.135384733355062,10.832019630231272,109.48288296250774,225.13479871284824,142.2629924034455,172.12012797441105,145.14606486466883,59.591358998883564,12.683751353618034,6.7232051034456175,15,15,M�xico,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,4.76303445149458,2.2127987673520937,3.8506190172129826,2.3152660613336726,54.7106584316773,206.90136434342446,160.81452204065025,140.5309203498112,164.28387099373657,69.31056570225363,7.769452118393429,8.268984687893186,16,16,Michoac�n de Ocampo,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,1.7001953363670284,2.4493853854979246,3.1266928127755866,5.913748872068971,118.59753099455234,238.85777312009157,115.06008075008229,197.99344256924059,168.4587359255235,49.696219079246994,3.783604330620809,3.07362507518925,17,17,Morelos,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,1.2165593327203985,1.09508088253467,3.0400764752330387,1.5532220277173736,13.252349271318378,300.4621003475824,267.4634036685196,242.83219855777048,260.3061469812347,100.24904886840613,7.864071072429275,27.4565661591098,18,18,Nayarit,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,8.06018814505947,8.828088599398022,10.364172506967865,24.51220251455647,63.38555009595957,72.5385912055768,16.432569404523147,43.91027926990702,70.68208592203202,96.8183407007082,25.701448580158146,13.734860873053766,19,19,Nuevo Le�n,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,11.630115317374793,9.939604741455716,21.942710297954992,21.85408482235758,187.01570950533323,288.4538103581652,181.77249339815197,259.44030860818515,251.24805616720715,103.06960334828736,50.779384431519766,24.705095041375,20,20,Oaxaca,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,10.09829998653901,12.594594430564184,15.124191523631179,27.28901960048966,121.94428276196244,207.30398331073096,80.54551711290331,186.18703940133688,141.78292603890844,71.99796708477018,28.240831971374163,21.539015520454853,21,21,Puebla,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,8.142235306576792,7.178627774615868,7.107393395218488,15.057512827054214,44.403658559749545,145.51468869491885,56.60456266194523,93.65619284712581,90.06763475753034,47.23086658192007,14.527290482927013,9.112393389940092,22,22,Quer�taro,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,34.88904945532519,20.174650772799012,24.15273029233748,25.917895914256544,109.59185257730871,162.9907231519933,73.96192322101253,252.12592842706977,243.12248842482106,175.41682229483897,79.14832992699505,57.576309664666205,23,23,Quintana Roo,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,8.399582546358257,6.3859105751326,7.0410161884651155,18.046148817029287,48.3712248986575,165.86676040598212,24.193351000137483,71.01904684125192,51.99754977032608,65.94767832231688,18.1717972043695,15.569485531351658,24,24,San Luis Potos�,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,5.45176899804864,2.314858912593004,4.002976527302104,1.937791691668878,0.19608173331327855,111.9836393359858,162.14390498814308,156.0639458197916,121.5772329063304,109.85577149328644,30.872643706938568,9.93199022388612,25,25,Sinaloa,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,8.509812258408715,7.395780927395917,15.070539748226166,2.0712760976618756,0.4614425843031402,34.373287047639096,84.10719580366317,92.00189273082545,30.893862631749712,77.09070976257199,15.973006483674578,9.769249609495866,26,26,Sonora,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,82.73282266883993,64.3871479211725,43.99673948768064,26.61882629459844,257.83831450416193,244.14904803530607,120.48473480744485,279.41014860731065,428.1650916469605,378.3940344027306,186.98579748625056,143.60758353251344,27,27,Tabasco,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,15.75620512699257,7.456480869134093,18.532471225072598,20.69157990005601,50.68514508174711,128.79978859078741,13.550287391791686,92.55026854096798,54.048163070242566,102.57054525376236,27.43665237645185,20.95733586800044,28,28,Tamaulipas,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,2.578252713704216,7.325047547996707,9.10712437465024,20.478965103823562,109.40288316841244,160.0558956671886,73.14185617997653,125.40551316842908,85.82037065940399,49.101500500869115,21.158092008206086,8.32530336407355,29,29,Tlaxcala,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,33.353984600108355,28.963942759754932,40.7640356901874,44.21081773409882,178.20046877159265,290.19552932980747,203.20992359926555,328.1410065877066,277.6234772553596,175.1473661855896,116.96300515988058,82.49765338469501,30,30,Veracruz de Ignacio de la Llave,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,22.00034153086054,13.412163465197013,26.997925031970492,18.522028108833908,71.88533004845168,183.38072710238694,106.76016034667862,207.2834189288494,186.10999650266146,91.73273374996108,54.33119742939271,25.04790150230179,31,31,Yucat�n,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,2.1090268293850274,3.0401917733598256,3.633000736063586,5.133604278536662,29.110803515258088,115.61287093762085,62.77481205556509,77.59965754275512,49.423946131399454,39.449693075180754,8.94875174196258,15.12508177727627,32,32,Zacatecas,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
