system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,4.20299656962851,4.350524983259295,4.989050282658,3.9199506787942893,51.75768463344643,123.35538528212344,88.61636226156148,71.81482127307599,40.49317185478624,29.400045014266734,5.029126983713584,18.554621692833752,01,01,Aguascalientes,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,12.221390636573004,25.51085537180174,23.248339925628567,3.7021461721086992,0.6521964053464924,0.21355257160064942,3.220701307108836,6.987352667366239,4.978567144272022,15.590822796852343,8.709270126683943,10.613936262116718,02,02,Baja California,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,6.28931323995354,2.9647359929943673,3.800774114103901,0.40082730622856017,0.0035407347058983353,0.291942581036091,10.60592867155914,38.709759516014955,29.819744117203932,21.297542178344795,4.297366435174976,7.402235766793973,03,03,Baja California Sur,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,19.170585512497784,20.470787201113094,27.1364159754128,8.335188121241757,101.00991962921677,198.15685233887845,114.28953586141768,278.3707790385465,267.543406605014,196.3565487394123,63.086057177423605,39.81043516200304,04,04,Campeche,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,4.427910332249855,7.542770729615297,8.336777201964848,15.720866533258695,38.751677820186046,84.85711205624325,29.98048009864647,33.49562836263529,44.28854087784758,66.51596428469442,32.0368785259758,9.636938450405621,05,05,Coahuila de Zaragoza,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,4.842727983325561,0.28035922737396923,2.589245612971781,2.4696631757498664,8.395354986486124,165.23624232790954,131.39715811340184,159.54678982761928,239.54753321931378,60.40828709268561,9.72484744326715,11.490885165165494,06,06,Colima,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,43.18334981870766,28.019333971064373,30.250181914051964,28.278591671791407,347.2388523034242,326.7153656187316,193.91214931976404,352.29081854888307,432.38848626735194,211.644859065334,96.76347718259106,60.65441294022403,07,07,Chiapas,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,6.093316864418551,4.558503620967042,5.129840251824258,4.279256870184105,7.434176086790129,99.26692271710294,82.2725018228267,72.10976811060448,36.03318117848786,66.9217621619884,19.766041901600037,8.547463499313114,08,08,Chihuahua,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,6.0202496283958595,8.489993337180898,9.113156161523788,16.804850254253388,127.82038653389635,228.40983088576843,154.42802130951927,224.8615439970838,146.19978098800826,64.3884809848404,16.32194962153954,6.8362750883617185,09,09,Ciudad de M�xico,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,3.5902752304384373,3.076942042309695,3.549705623355142,4.183487716159147,14.691724979625382,154.7525890004499,106.21071064664584,116.94567255186844,86.6189866789494,66.72228737602845,20.941861611943054,10.319958037161486,10,10,Durango,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,4.811959787339419,4.02360651963146,5.0148597629450204,5.466927912484063,53.43498930776927,126.19873831048568,86.47390129486512,68.44329572390443,61.44966298963032,28.15554265306709,6.4036615095496545,7.688402410939869,11,11,Guanajuato,2000,"{""type"":""MultiPoint"",""coordinates"":[]}"
