system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,10.749386632472678,4.83480791230909,1.9514355168470954,4.806596562808115,32.091521252366654,45.43792037104059,117.27152866889054,138.75106235679962,113.52596202960896,71.83615510316609,14.444683445632164,10.957547678734656,01,01,Aguascalientes,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,8.168240067943609,10.659569034202566,29.046232245765175,7.596152678366467,1.5436410079627214,0.24067632739903133,5.854063318237306,4.624780462229593,7.514859837676191,9.37104945802694,4.84370594933249,12.956777075398966,02,02,Baja California,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,7.896972413760614,4.075385762995865,2.3657726238428256,0.47948265510850324,0.15244116949214626,0.2552404371502803,23.88405502048248,30.192365710271694,68.47222870280116,25.168470647320557,1.2790219451185325,7.3537898672742035,03,03,Baja California Sur,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,38.088295992499006,24.095469618726973,20.480232108776924,11.44585815474579,135.36089672513236,227.19345914253554,175.17463529042956,222.58009937705947,170.13773320603553,208.0596352047356,107.92476958351399,72.26166707291809,04,04,Campeche,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,10.924506960428136,4.094595158466904,5.666986005731692,12.31491198149096,22.644309434135305,24.3085492337916,33.933456429310255,77.41479743593953,57.316906946115616,24.544934953473867,4.329230222495612,20.73576839920229,05,05,Coahuila de Zaragoza,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,10.410625376109907,0.9218634402225067,2.2927240552545323,0.7128044099929849,5.678553600860926,124.80583956991464,236.31114302756444,169.04025817710888,346.501734164182,137.5804854243069,16.991319380726818,6.231544249495521,06,06,Colima,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,76.75888066821797,37.99682788124124,33.14677202565221,41.61892409258013,226.04234750225908,358.40700873600645,303.31161685808024,274.2321533955891,314.3937576406077,318.39702223644804,90.14734534044341,56.382415284744255,07,07,Chiapas,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,7.999448764506074,6.837146929880864,6.560856629979643,4.229948978398617,7.667927974066568,43.57682668164729,113.0427715266922,141.01256403238156,90.54389245640013,36.588714720637725,4.455653942601096,19.033669375681267,08,08,Chihuahua,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,9.228654492691994,4.7415873506049495,8.53116831964014,24.640802948045692,87.01209012939977,125.41832127208957,179.75119654369743,218.62041920893498,197.82859955565917,98.79824235901454,44.62564322111492,6.736373120003486,09,09,Ciudad de M�xico,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,16.032922475015095,4.138002855928526,3.4359005154587767,2.500881770328182,16.49887818188474,97.61460625265227,144.52990601948883,180.91668131191136,145.0965715108323,49.744820926006554,4.392456295998672,28.242767294772605,10,10,Durango,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,19.528070405129366,1.6707032399445023,6.817772996787017,14.760631562426543,66.90648509058909,51.392662935733924,114.84370577722594,171.84689146628543,132.95669649909829,78.44882202221794,12.52488377251609,8.48149031125994,11,11,Guanajuato,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,8.19566122760986,2.247760873049265,2.254686179943247,3.8155569661535518,48.16748229629332,273.90618599496383,271.1797441461737,286.826446753776,305.72210088349374,205.98983938852075,51.43642526864081,1.2190833075160452,12,12,Guerrero,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,19.058309858948714,8.255577642521976,26.67284283992804,38.441367124655876,76.74824617075124,51.19641558096799,99.95826457940153,143.1816558081794,191.4201516366995,95.41885822424678,52.62185335710335,13.992280731917578,13,13,Hidalgo,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,10.149404607779976,0.6132494483109845,1.246525564934955,2.672340163947906,17.999364410555312,150.73088353419388,200.64735311889132,222.200239722814,214.3734235833807,110.1896070900436,11.837461039437713,11.621003579231388,14,14,Jalisco,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,9.625992472740645,1.5420810581601112,7.469476379603794,24.977062066624388,97.89191938643627,134.5706372932634,187.1891111694469,224.76449806508703,181.6219641671893,104.79715127728211,38.65399922257131,2.4550918275947433,15,15,M�xico,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,14.666041509035024,0.9975854601225482,1.3490533827662095,4.135752227520645,36.912315608741615,140.90418878030619,188.88556105080906,207.60405695542283,178.8059718546888,158.8386326060006,20.394963138335495,4.228522263968711,16,16,Michoac�n de Ocampo,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,6.0458275911829,1.125179077849011,2.358610235537516,13.891693211603027,75.60120555994031,172.54246691768122,185.17040623810286,227.63198073813922,205.4920668225163,95.06280967589352,28.733991031177244,1.475895527049594,17,17,Morelos,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,6.676719620119155,0.5889510234656894,1.0417064516528793,0.3760926056943391,1.2229873426615951,99.34636268359903,259.73774806357756,287.1813816508712,276.616059640726,82.72773893368978,6.402609278112243,13.904206432141493,18,18,Nayarit,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,7.807565824716725,6.223439278019753,11.701557490711336,26.452722904871752,50.80950655644665,25.3823930804287,64.93630566313703,50.24800119591052,184.14722724610667,41.79489334466211,13.944960539260077,30.205466260656735,19,19,Nuevo Le�n,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
