system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,8.980852974711057,2.6400463265827065,3.5178008942172543,4.623438477475599,16.908640525487954,122.92483417729433,203.67464565704753,115.82140953461051,146.80911087670202,41.52804094488906,3.3259514016049394,2.02999688430816,01,01,Aguascalientes,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,7.542078320564834,52.15118803740847,23.41736890699084,7.1594700078860605,1.2632689253874982,9.040602308637942E-4,3.700881012970269,12.608966769458652,7.597503091945587,6.207930705500987,10.073413355368439,14.313479795220813,02,02,Baja California,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,5.637042469886635,14.35135621827184,3.5069599095046358,0.6849636449286568,0.15444240071649143,5.50084596600681E-4,5.641942845371581,72.22747623974936,77.87996844328924,9.944636869545487,3.8033548593962934,8.147058651421915,03,03,Baja California Sur,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,18.07366638320054,14.930969189081857,37.82637738547697,14.701685142870373,107.71622599874794,201.75470937080215,162.40259841558893,241.94807373336602,137.12583958231798,170.358678418496,126.10667538591635,52.03354646336861,04,04,Campeche,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,11.222215506008041,16.919680758050312,8.722493319220687,15.9876313804614,46.70543343771859,46.6800073168618,64.52791783756963,49.92943498686161,102.00470080773987,62.40695530706074,9.116649551133039,6.4805291586383165,05,05,Coahuila de Zaragoza,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,8.906455853363378,0.5801575112294511,2.177952049624131,3.8107995544109974,10.796434047098616,198.14932200252153,146.45281249090735,145.25171234794632,239.50288422490047,176.2591997752489,9.398994994063326,5.6942347773160495,06,06,Colima,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,34.26372093727669,21.384600841755844,37.8815191703663,25.224852732535467,156.98958791909823,320.8559538614226,250.4523827259283,303.7831016865853,359.57713311483315,292.1536381214555,211.0432969179469,52.65141716787594,07,07,Chiapas,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,8.279780658033472,24.5252583989905,6.0246866286125575,6.642389329472043,12.26771292485806,43.64116349198686,80.03770917174262,74.41255806019349,58.3396302409968,39.070003143490325,8.106014719364525,7.08827958193466,08,08,Chihuahua,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,7.254399770593001,4.015301602025013,14.62104196274029,26.12387415385079,49.68064419593671,291.82331909758466,194.05821768786473,208.04760694115754,245.4390606760868,77.31352428406984,17.400580026409735,5.552751396466182,09,09,Ciudad de M�xico,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,12.626334608804493,16.147903797225037,4.751489378592372,5.387767919599497,19.78321380626709,84.00939290919825,153.30218784027073,128.07041218475064,180.09342184021196,46.406291976361885,7.689988835148649,6.875937591022351,10,10,Durango,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,12.97942260640484,1.5166715216305686,4.937970928937099,7.614600651938764,37.21492350165349,131.6437959328457,197.5280240666957,142.9027102103888,198.1405760340786,66.58287668006068,6.718755406538416,2.6770708604438127,11,11,Guanajuato,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,8.82516926171793,0.973679827166372,1.92253077913966,1.7322676260083236,27.689876732328624,333.10384279854816,246.737646637808,252.49026034050868,292.7404979975345,142.99573977073766,8.36940721619361,2.9971066127801262,12,12,Guerrero,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,20.761378961652206,5.811124036872121,9.958763246982345,24.992357719449064,37.33089128203876,133.9988649066062,133.65552477943908,114.27894387360917,247.76223539630487,92.93461898638101,28.677133094552623,10.113370753147896,13,13,Hidalgo,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,7.984723948176414,2.4529430923732995,3.8991991153793677,4.300365196808921,17.344034941002974,192.05514832862065,211.55223729581272,180.1511744370963,246.85692031626726,90.70546039641368,7.178202998663443,5.614834132635712,14,14,Jalisco,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,8.192629429337348,0.5580118012750589,7.416917036725618,17.34466233212846,42.75267943970153,244.55860982408151,176.0606670990692,180.2348869007753,215.98909161848502,98.23144024986601,17.81849494570826,4.182028201436547,15,15,M�xico,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,11.463004902685789,0.8281088298065001,2.942723143144492,4.6503739146327305,23.882340354033154,190.55376543724407,192.12453733948308,160.9689405061471,212.56705384458363,103.96788423422518,10.873728852092789,4.211481861726196,16,16,Michoac�n de Ocampo,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,5.325027883249996,2.28341149548107,8.840688959024174,8.690696624624419,49.48962132702827,301.93501141533056,132.81732673558045,209.22481621835112,296.069623929821,100.4401252072215,8.926345102554896,1.984867646489326,17,17,Morelos,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,5.844415138879462,7.820454793038992,4.021654391077441,2.819995950688481,1.7793013922023317,102.26912275201236,269.35640688859064,283.67001935892165,368.91491265746777,92.68468170081675,1.3899003789253128,6.292444400911978,18,18,Nayarit,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,18.14746923894515,19.806137217836167,14.40795894433661,26.69506497876165,62.04175860771479,71.32086058293646,57.17349700645955,87.1426146369178,205.79349973072874,103.84290772978508,13.764112275095322,9.886728211394345,19,19,Nuevo Le�n,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,20.66509681234465,8.333776813128011,10.91114105946541,20.615748536825173,68.81454079333062,378.00085560032215,215.50802861945192,214.72128007062506,338.4806626235525,191.5904183706866,60.155093620730696,22.538936364789954,20,20,Oaxaca,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,15.427437075640489,6.7269316234263465,9.714218824681161,32.93911817993094,62.680958040939664,240.20684125869406,118.63945770012751,164.19004109325633,275.18320795668103,119.74052370030864,30.283241795767776,16.25854461007698,21,21,Puebla,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,13.894275561803754,2.0423286926995763,6.150994189694614,14.166930585770457,30.602033822398365,105.57118801824095,136.6267018894455,105.07257350341372,248.10674104199364,94.15877499626924,10.032143051272836,4.015500784214611,22,22,Quer�taro,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,24.727224265988124,38.68373148110059,40.84091861396557,19.787324659898974,89.8037959239241,157.3062982747052,98.72261369448805,154.00717646752867,150.35600608929636,137.21562527536744,120.26275066595018,28.137115348674975,23,23,Quintana Roo,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,17.132300778981627,7.428149391788166,7.389574484305251,14.942037209915222,42.04804873049313,75.328260121791,133.6553690602976,73.80134100858594,152.9923850909995,89.5623997681645,14.55086194964865,8.07850555545667,24,24,San Luis Potos�,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,7.6437008833353115,22.020194601703135,5.3374571147178065,2.772975195431784,1.8886959735074356,36.753707172104505,164.48283687922165,189.07637063980772,195.8201608512561,50.67750648280292,8.748897823952008,6.49708694668328,25,25,Sinaloa,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,8.546032673298198,34.06134345112551,8.901861162337447,3.983907464963089,2.640074252997043,6.075945654486158,84.05928596054137,98.12518977836906,57.758977188348865,19.268885196321868,10.12013163066596,13.280684191754478,26,26,Sonora,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,81.22636271161075,35.21523719024354,39.10259228322535,15.344550169851004,133.24223358927205,247.92459096949952,146.00429195265232,232.3084734164735,227.63989255762004,367.9060282486922,336.8290290075224,116.21152537619932,27,27,Tabasco,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,17.325447672789508,12.600218934026683,19.57927214755333,29.385197479662654,56.39675903673341,108.49749197774483,122.66914476017006,119.08861560230596,225.2098862967775,127.41978586680189,19.621596850215106,12.92780179901074,28,28,Tamaulipas,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,4.825894185644542,3.7072117741627597,8.526734689455331,39.05763072766354,74.46031466246863,200.72031818361427,91.23468671072544,127.30157381311813,146.63267328931434,70.2977221717493,16.319830814428148,6.242682767790649,29,29,Tlaxcala,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,55.16449552574505,20.624269339347634,19.17575684993483,32.311606935069946,61.120154378250255,230.0097653115484,252.792655594811,199.57249182244527,396.98658673216823,278.67615850719596,187.11893325646366,57.425024580651936,30,30,Veracruz de Ignacio de la Llave,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,18.76951210752754,23.669673077510662,63.29759357157673,28.35021885979549,73.68075570351307,165.7083300113854,138.08986784764434,178.5690721412322,159.50323438433364,120.83157440770543,81.14185133006258,26.629847480371115,31,31,Yucat�n,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,7.367559038527187,8.21988083856332,4.033793278936587,5.598480026451551,20.907984223771134,93.62519280924583,128.5409427726923,102.26365907750888,163.6328888527989,50.64342033996848,2.6302476724166994,4.55306629756081,32,32,Zacatecas,2003,"{""type"":""MultiPoint"",""coordinates"":[]}"
