system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000000,23.48662678712074,30.598639909557058,3.3011320976948193,5.999879366897223,36.354558854253796,65.15920613499365,216.49682069584378,98.45049927110296,110.93329469028019,9.204151916004653,10.473599548314729,13.358832698970089,01008,01,008,San Jos� de Gracia,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,22.319820805714944,24.038827756676113,4.10380834568416,5.988133060570964,34.171890479190985,62.157208225768535,133.31326217106837,59.31359775603998,53.21632253807102,6.176133292933585,7.401611245697329,9.920723414878694,01009,01,009,Tepezal�,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,21.215476167032104,22.233356458292025,2.787959543904047,4.650574146657121,34.221579410401205,57.40907094020601,162.39062090214532,64.17991528814025,73.69776098702697,6.903890870600021,8.81639175810752,9.793471048893567,01007,01,007,Rinc�n de Romos,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,24.105187975842025,29.189126003603015,2.1573169334401925,6.084214758142653,35.979811962212224,62.96223111310159,151.98741387997825,73.4074364327765,69.92413258727561,7.6402861157896025,8.66736633389902,9.225261379069085,01006,01,006,Pabell�n de Arteaga,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,19.44152138950145,28.564842845575416,3.219856906931937,8.986728960023967,31.84369599506245,53.04856879800104,193.25627748176814,92.6815336760503,92.22454874956576,7.047286674074022,7.857287895743392,10.001253098515765,01005,01,005,Jes�s Mar�a,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,22.726091057799312,19.82908375034695,2.9224075228370756,4.46805295236277,30.216641170818473,51.78485635138865,156.16588532524483,56.014770208104345,64.27195758954373,6.910754891461282,9.462524305805301,9.682546818503853,01004,01,004,Cos�o,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,21.119762212829954,35.76175765630302,3.564795037552588,6.469445658279065,27.39869616902246,52.609965029381456,218.1487028953963,124.11670395441324,137.96728437537686,12.124260401573839,10.547103066928575,13.569704724802945,01003,01,003,Calvillo,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,20.27760843600685,23.555765105977784,4.538968765520591,9.970336767267895,33.896592771546636,56.549900037946756,97.22256427513878,62.29494392270966,41.87042074581473,7.174019917167301,6.664108931012756,10.285273711274312,01002,01,002,Asientos,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,18.77695915116614,27.731170711648428,4.122519385654219,9.9404600707913,28.314664741806652,58.37738582683616,179.68084348140218,88.391613269271,84.28931761142996,6.617103433725077,7.006063625700104,8.096170137667302,01001,01,001,Aguascalientes,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,16.945247850571533,23.415043330387004,3.8761179987517713,9.327290548268254,34.3136887329382,68.54271879279197,105.6888688873136,65.27683369514831,47.19372832672644,6.935360563623767,7.21240808068064,8.513604294085836,01010,01,010,El Llano,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,27.6434620668973,35.17453275095298,3.3185323413618173,9.614940978152658,40.927043047248354,69.55291825214638,148.14426434580176,77.48274399605384,59.914829606377204,6.5615334157804845,9.471673759827723,8.22149630447904,01011,01,011,San Francisco de los Romo,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,13.400515676508375,15.81330001410636,14.24555549768266,2.353116215548723,0.9332098926158898,8.735646627957766E-4,1.2894194700047972,5.577653931480938,10.022810094659803,19.581114541352388,5.995493861803377,30.347439408419646,02007,02,007,San Felipe,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,35.947443090696126,58.89688358508334,43.98120219814807,14.252929073764289,0.32144730740914057,0.8263209701925883,0.0,0.12049795752282863,11.489760923881281,64.57201350681113,39.46881159148143,64.15473469543292,02004,02,004,Tijuana,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,37.45233608567909,66.2456656862252,55.88791814207726,12.487577574688636,2.4342898067631413,0.9590461666326564,4.962237981277856,10.491963236830557,14.164734896518622,47.64066617801703,36.48992817943115,45.41818217515867,02003,02,003,Tecate,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,11.965523908645839,13.19878272347544,11.050305029969195,2.008017271479161,0.7709201543259024,0.06115743779451064,1.412082127450876,4.728234621955697,4.963037787241133,18.081290968647412,4.300487345374583,19.092292534429834,02002,02,002,Mexicali,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,12.914728057426176,17.49410449812371,11.211579776822376,2.4486703328971777,0.7439838321252027,0.0021898574686597286,0.5052128198725075,3.1099597487762662,6.0486514123731965,19.12730251691952,7.789985141711985,37.84184555709011,02006,02,006,San Quint�n,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,37.674684341456825,61.459789232779734,53.626025444156745,12.048867157044517,1.8141009555595724,0.1817804345929763,3.6646060509151264,8.204824636950981,9.8329940809258,37.31741220307934,27.477257879774413,66.57504415331877,02001,02,001,Ensenada,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,29.891370459736343,51.79501201677331,25.59312708239898,8.869469369753912,0.14377631950919068,0.8994887509455103,0.0,0.0,7.742237684721405,66.25542593755372,34.522821743687686,61.54939272684181,02005,02,005,Playas de Rosarito,1987,"{""type"":""MultiPoint"",""coordinates"":[]}"
