system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
0000000000000000000f,9.72086295209047,17.974952619527556,6.589712275736942,3.515678409699311,12.187227487697374,91.52881031681136,184.2884601802227,209.21044822665925,166.2797324381406,24.159538927327723,1.8333975349814353,2.933518011168716,16,16,Michoac�n de Ocampo,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,5.875985087215027,3.6080549862755373,6.769261942454796,5.9428224802206016,24.77042164230357,140.0811540309201,199.46987542482003,248.78464178457864,275.7606433159895,23.32355966516712,2.0548009659439948,0.3488482980644249,17,17,Morelos,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,61.245117227427485,47.298195102268714,3.6279947499274847,1.2249195261775845,3.415137772811791,45.426819938509645,243.78194653759948,300.0331066207003,251.38681739353166,26.51418602533664,0.12702504374003445,11.81706737457448,18,18,Nayarit,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,16.718809458046465,6.855198514857474,19.316964619864738,37.375485173612454,59.402201714133064,105.637468400008,111.80173601929084,17.74947996261386,94.33868132995431,7.28447866784395,4.7970480804888895,7.377882315453419,19,19,Nuevo Le�n,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,24.41168968606062,15.015741153585152,4.234872265254579,28.05448669181821,71.50216682401671,206.1951415018748,201.4503462909713,338.3756137891483,276.4579197352975,77.07598518838286,38.078138211293,15.40433435048408,20,20,Oaxaca,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,24.92104241789917,13.2216080117503,11.065313970083908,39.189425977244525,54.743289627217536,121.30272500332194,145.8523875329533,149.57019484059356,252.48548305773798,40.67494706073735,17.05400886634811,9.434631470836635,21,21,Puebla,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,18.855646598154202,12.2923113867598,23.974561444206984,23.44272839301634,45.10253353768147,88.86168950307732,116.951260304404,77.86308438397084,140.35377181152873,16.55742646843644,7.209898997634116,3.079425031113476,22,22,Quer�taro,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,46.21141962627587,20.347987890446195,12.16732574503239,14.340399726941603,255.2919652381046,349.3413489136172,104.90858088964114,176.1714361772189,117.48417170871085,350.1428423305886,289.270009524521,81.61074184909198,23,23,Quintana Roo,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,26.84451075467139,9.78501859069852,14.708610815444269,26.050479839413452,54.83167012712772,75.84027613766804,93.71278783882165,59.21226675502438,86.93199312403576,14.450832352894833,9.922785486694254,5.610150235847426,24,24,San Luis Potos�,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,32.131672712576545,27.749794374510177,4.9859079110755715,2.586478640594092,2.194264655456928,8.184352373950208,124.70301978557887,138.98276429164335,111.68981386811137,10.66484658192292,3.0320814428295604,11.247666865140948,25,25,Sinaloa,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,11.16455217666091,16.05461130206593,56.2093827865265,2.0901435302116513,2.6205616344512643,6.900137380400858,70.69005856339835,39.811636797777034,39.049629343969194,4.166035429036353,2.3245314929447294,16.342549092554457,26,26,Sonora,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,141.73453043095282,116.57795514277701,19.23966567979473,41.48563129725414,266.7831001150428,298.5123962211322,98.80673678277003,271.4733770910768,396.57401515155226,602.1867119395208,385.65774124849037,156.46728321588034,27,27,Tabasco,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,21.398048824676135,8.015816150709373,16.690336347915274,47.17527986925027,112.35836049659589,122.25969685861983,113.38910633498563,54.069479343377466,94.5418877046468,19.085745817610608,10.31870372438205,8.138064249891153,28,28,Tamaulipas,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,11.959509550482503,5.039223229702858,10.406454888423642,50.040260550630144,66.68856892066803,75.06236851078458,156.98056552427136,116.82276931918389,160.24690411286895,37.94037660431455,3.4752909140545505,2.231211378304686,29,29,Tlaxcala,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,79.90605986723769,63.251448429355186,13.771714785735668,55.4733630273443,140.748033068356,203.96763569804864,131.1020693851585,268.12887029674727,315.62237090032517,149.81048030920928,114.93734465031794,51.621770904103435,30,30,Veracruz de Ignacio de la Llave,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,20.997166757646628,12.942378101316002,7.015326562532068,28.47057267113207,219.1389698294055,397.5817533740166,132.0904863100034,177.24202199059155,175.03749596920696,406.86211984781374,82.59575181467851,42.86176295509838,31,31,Yucat�n,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,33.584539218439,15.107821125952919,6.024657803086147,4.072591147257654,14.833621199082673,54.75614111317937,169.2769421052246,62.38363418114932,73.75718525627518,8.148839244820678,0.10533086788751743,6.81166240591231,32,32,Zacatecas,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
