system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,21.374532540186028,11.429072858954743,3.8416283998200167,4.355215615761944,11.531637740483818,188.68606405760295,131.7224380229595,71.55348607790806,64.41406669094768,14.691888615882872,10.114152392012404,4.004749161292408,01,01,Aguascalientes,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,15.599459037604387,16.88732029315484,11.904223469156708,5.001494980914387,0.9586867086475682,0.15702622086450937,2.8432642313179493,3.8376958694277676,7.02429265461597,3.1275600983939613,21.004888456657056,20.776385242668216,02,02,Baja California,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,14.579656146891958,4.4992297390200635,2.611426299148404,0.27184312496613844,0.09443924363424501,0.001506054509405564,2.517942810343542,15.18427549338041,49.920312926359635,6.438832629015289,13.396864231808017,16.87498786818583,03,03,Baja California Sur,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,68.74861561115594,58.53596330956481,26.297440642431546,22.843761964293222,58.44262263361346,107.44782554327219,97.64754786757416,292.1357043702294,229.91226753761745,234.66300258337617,49.50301851330026,24.90832068600805,04,04,Campeche,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,31.299941244859664,4.508006898695844,11.876817496749714,16.465511019351208,57.68295412347863,58.84756964181278,114.58017423228151,34.43864384007718,61.864259402739314,12.103783863417911,10.643557652421512,6.318120286892821,05,05,Coahuila de Zaragoza,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,19.519135080829237,4.7954392541803275,5.4785898767019825,1.661153248800652,2.3538788194521536,57.71158723961891,232.8451059759807,258.6216208200104,193.85237745840317,98.36659657999134,5.700566927563281,10.802098756608384,06,06,Colima,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,62.47759834593913,28.95603326765197,37.581941418034816,52.65942787302276,113.51904800000868,240.34727706005512,235.30690113575764,396.9327796903912,332.65305961661414,395.82285690276865,68.23915877954903,25.180097741832476,07,07,Chiapas,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,40.92518080631091,6.495999220647795,5.534024110397735,4.684473785914975,10.12560595425189,51.659073285781794,119.68895519562413,96.37285826132326,73.82168316671037,20.36681571285658,13.3425637340844,22.222106453319377,08,08,Chihuahua,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,9.650150382139863,14.975315995186488,13.733057553422224,26.827766898891966,64.97957995921954,138.60566187429544,187.78437741721973,195.4000588322107,198.39716399047506,53.097531288643616,12.704690728090641,5.680424282741719,09,09,Ciudad de M�xico,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,23.711308162902764,3.9660551738266787,4.957187677106813,3.3576799403268196,5.843025135531836,109.22096736797167,156.613446899534,105.19794583374032,108.89218519433562,22.14239094198027,10.81632044521511,10.40312469855735,10,10,Durango,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,18.156358685905587,12.187377663862454,6.282216142010873,11.713570477349611,25.76679349135187,152.87176884476702,202.06917877943454,104.75990278135747,90.30695105228811,23.408082724789104,13.589239530449667,5.045335950023316,11,11,Guanajuato,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,4.7301203539820245,0.7466339250759605,1.6812278907625628,4.816218769886373,34.74483365194845,177.6869857826669,245.64280752136952,314.9787695595917,248.4005657303344,110.87355348657665,5.756621226229735,2.694457529311921,12,12,Guerrero,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,16.804835408461816,34.34581791017214,22.319624550333923,48.876171707834295,45.702187983491164,122.55312290648534,141.09587341289534,205.56202637200934,157.26520756278364,82.35245553836032,31.394041683083284,10.214092760554193,13,13,Hidalgo,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,21.855101375070447,7.22401930314992,5.253181070149914,2.8771865138396704,5.535023275125388,166.47573954600225,219.75435275450545,204.8010283157075,176.80202323191494,51.8418449636595,9.630901845952057,7.839439808899243,14,14,Jalisco,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,9.458633436324293,9.568350011009558,11.683356568929273,24.690032112651746,53.86700055497091,152.34166914144834,203.3754646302654,197.64885041280772,167.9391810151508,64.80934977607234,11.758475999411374,4.254623997711038,15,15,M�xico,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,12.561745517262585,5.346670114189259,3.7598816892671914,4.737798027366894,13.280397879457883,125.54545935493522,187.3675806301289,225.06152365221632,169.65375827103796,63.57327280523153,8.584340506081121,7.005543462873701,16,16,Michoac�n de Ocampo,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,5.31707670605008,1.5618714623073682,3.7146838964190665,15.143844502595865,59.84908629677795,182.66747636703883,220.63459704377863,229.99992618643577,194.4780036735368,62.78543324277548,4.7511633892548755,0.3574258963928896,17,17,Morelos,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,25.106519209569463,4.501304597887779,4.833872018792049,1.8126638841716542,0.2739585292549309,113.72481471621025,257.8787220037547,304.7837008892949,225.58564210938263,54.8560606360167,7.850407977852955,7.251090305060944,18,18,Nayarit,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,35.45433069361693,12.536290301764184,9.767358299963051,29.45992580278125,79.73215106861885,98.87679119693024,117.38518750951262,82.43141797126567,95.38626359970938,17.246815817416017,12.033898148741986,5.822488078748493,19,19,Nuevo Le�n,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,10.82299570748116,14.528621718311586,10.80102775138463,40.32208046325937,86.28817596589303,175.47102006188632,283.4543638997053,296.1429972943337,233.43505118054017,146.16424333388758,26.96499356541135,14.75361513855536,20,20,Oaxaca,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,15.254605322160742,18.62999369897508,14.47898064992748,43.91037026350215,81.44858822240896,144.68471710876418,179.4705741083052,235.70231402359434,234.52673832457648,106.94638989914714,30.875105947514236,11.275875873406955,21,21,Puebla,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,14.706040168736427,18.35831458070312,12.043545477002207,31.716347304134423,30.912644032035388,114.52570228392689,172.91045233014304,147.61003553924363,100.1684393035586,49.63740816237747,17.964272796203417,5.709179663713434,22,22,Quer�taro,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,58.17537843737217,53.28588721862459,34.375635272263075,22.568771959475402,134.04772367538985,121.80196314796787,58.63527634392418,246.6747062844915,192.51389594912703,262.61513265019164,81.68342272143909,29.73990778224986,23,23,Quintana Roo,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,19.02509804154909,24.44924633028245,10.616665632838675,25.997505089832256,43.02560267490952,130.7063361389693,148.29588803025337,159.0557463368447,118.29279417944636,38.48178076130786,20.43598796323465,7.468105883485382,24,24,San Luis Potos�,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,35.61849239372813,4.408758480386362,4.301411369851772,1.3560275928440253,0.35932582505102134,45.870187874785245,154.42126219238855,211.44940545920448,170.13223849117168,28.810854504862803,14.77538612623027,35.41313686927827,25,25,Sinaloa,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,27.09207861168901,8.243231827637278,10.983603956123277,1.9352263700695937,0.39825271998896267,12.913396436994926,105.69917848710308,90.26224687915132,81.25943985739002,7.712143593027016,18.79157011890378,29.33832432380996,26,26,Sonora,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,205.43403994515458,95.28250154955266,45.76311174052894,32.09829370013849,19.918999366370727,109.02181910150583,111.24777962416518,318.98398697688083,253.25902517036468,599.3695031190857,121.44930261702568,65.55066331055309,27,27,Tabasco,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,32.37872885690393,37.950820215269,17.120754966432326,36.37694188452691,80.51292994456306,130.92068753799566,178.54821057907412,167.3020967159901,146.01975901970454,40.65908610595413,28.959693153170875,9.533274661531838,28,28,Tamaulipas,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,7.758713973281514,13.556831526679419,12.785064100935996,35.87226177040554,91.57139932552771,128.77876183874014,152.91111111238175,165.55946631636235,140.068537922064,52.62174423434752,13.95162708919053,4.02121410007864,29,29,Tlaxcala,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,39.2628922705367,67.45594404010386,21.699564885423605,40.763873581268946,48.65560452712665,137.9051637438266,177.70580665808404,358.8610127785129,323.29263224006587,287.83757334819325,111.14906874707016,52.90152490671083,30,30,Veracruz de Ignacio de la Llave,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,44.47296290617,49.06760053943769,28.44069774639988,22.966399651942346,108.8573052411089,97.9416832011724,96.58019428298739,211.05157420794916,212.06289613380184,168.7243808967546,29.47644969564583,14.42467304710917,31,31,Yucat�n,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,17.4459840112826,5.299333764469233,4.423434633426211,6.166036393595826,10.172905162341763,137.49056572567483,124.38984979083949,65.32320767144556,68.33945056648393,15.50065002750901,7.680265319576697,5.169325388434793,32,32,Zacatecas,2007,"{""type"":""MultiPoint"",""coordinates"":[]}"
