system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,CVE_MUN,NOMGEO,n_year,.geo
00000000000000000000,32.55925518802663,8.579404140134388,20.03515539901429,3.03282303804147,51.73082420514765,223.78466703878286,136.77161615082323,114.13253461227268,164.9435461996026,25.424512699108575,6.329201077630808,6.5105445673047955,01008,01,008,San Jos� de Gracia,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,22.347716915843453,6.219395689374868,15.794998619074065,0.30292645745062124,37.62482602961221,164.69345294778788,100.95336896512083,63.21837972880906,119.93682093668652,19.95068064845742,1.7819860781637846,5.117544003036045,01009,01,009,Tepezal�,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,21.0985872110712,7.865605522389715,20.208843821243807,4.136228988184813,41.69281085702273,186.21261325033856,96.64151558493475,78.01077443149771,124.9846085727491,23.665435578819412,2.434980245158881,5.589736505912637,01010,01,010,El Llano,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,31.616497660724864,9.110068286482765,22.035940635864982,3.473573782008058,48.07432740319123,208.51851316582426,131.31684942538686,92.03220892666228,135.12443994819927,19.173533603211432,4.6443710049379225,5.084950445057119,01011,01,011,San Francisco de los Romo,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,24.68558819283052,7.470531065979957,18.76356854043693,4.3907596381532645,46.331174751361765,190.99993201711337,116.39418235907075,108.97786145783326,132.52201669871147,19.24451508384117,0.6989491221193778,5.282333077786761,01001,01,001,Aguascalientes,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,23.163905749645668,8.038159721871704,18.384327227016538,2.77193169702844,34.62021611454041,172.78871309735433,89.33335989737901,74.65046226992843,117.88975918331771,20.09202821031819,3.0569336528942848,5.548231848759382,01002,01,002,Asientos,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,34.81984010007328,9.766495649045199,22.954062513029747,3.376472115559662,56.95254420303906,192.0534155032548,133.07508225797588,150.17750525202217,151.72795206975576,41.81381454768198,4.681729001868182,6.084666136918738,01003,01,003,Calvillo,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,22.89794302239435,7.486027493599026,11.68619163408086,0.5319631179735435,38.07219783830138,169.82971187172848,109.58154662769593,73.84563972524536,123.3951799359844,21.502771574279873,5.2693108476092885,4.7183496859648635,01004,01,004,Cos�o,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,28.893786507328237,7.974229666133934,20.42028546796727,4.667972648724367,46.41036721728442,211.65140301266135,136.5838377712772,121.18389398860973,142.41322133230034,23.08296354419957,1.4009222938505212,5.701704678069916,01005,01,005,Jes�s Mar�a,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,28.35956042611215,7.231190633834385,16.66579453060682,1.633066220515061,42.659641509403414,182.66160466615793,130.9407922749732,85.32797456231916,145.0818820258172,18.605943782392828,3.848111171092373,5.053467427553396,01006,01,006,Pabell�n de Arteaga,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,25.131783388962088,6.683934616681518,14.061353126067383,1.6826090413102033,41.4199547157081,177.1906459713422,113.49508571656612,71.21676678442331,119.71377448826111,21.828858448887104,3.7097486206584773,5.039232140526424,01007,01,007,Rinc�n de Romos,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,13.03024373895283,21.100582170812135,8.120226511872477,2.1628986846481624,0.31634852874823133,0.0,2.956979090081908,7.348711923875038,4.935160780498654,14.04666340222422,5.086505364141842,14.860373728544358,02002,02,002,Mexicali,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,10.42322536928254,62.176317893703285,12.23120534190718,6.457520787690327,0.0,0.0,0.0,0.0,0.0,21.18546740584924,19.299908357343345,59.9253488066805,02005,02,005,Playas de Rosarito,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,19.419097348275407,66.690071235697,25.5508698526412,13.161596498523371,0.39243692236172173,0.0,5.780849005629142,5.654088373742752,4.653062674850063,12.664912809492535,20.4539840458531,48.54224143534339,02001,02,001,Ensenada,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,11.241090376616286,16.342908990080428,12.204229972375348,2.511600512124749,0.4719123473247308,4.8230322825447585E-5,2.276572876278708,1.638742918267512,14.03669249734413,6.283117993083193,7.473661777446691,33.063410089605206,02006,02,006,San Quint�n,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,11.934321255070104,17.84519140509088,10.064601628682148,2.7899414116456005,1.0306477303265544,0.0,2.528129172842949,5.158338579867059,7.868330614781824,9.950954307110266,5.349436380559407,20.507695675582564,02007,02,007,San Felipe,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,14.98151662410462,61.87242909761102,21.496766801677573,15.514997340034375,0.44034662397798263,0.0,4.30935767853188,7.891425416634645,7.330106636391922,20.72647645343776,20.025152724678996,53.29912229730831,02003,02,003,Tecate,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,13.80092621224767,74.74940895965746,17.29814028745613,13.471842278887154,0.11239767935174626,0.0,0.0,0.0,0.38102971123939655,22.83142424501719,23.140868299270704,62.29228161496786,02004,02,004,Tijuana,2004,"{""type"":""MultiPoint"",""coordinates"":[]}"
