system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,8.75731084947063,1.9058492045532474,3.2737565688904384,3.5190622157596536,5.5282297494650265,48.66223239387352,112.97204041763527,163.35128716386225,52.10698089797179,61.44447637270405,33.175495163064326,15.54617704599683,01,01,Aguascalientes,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,22.20185025381721,36.808552936493165,20.055904211002968,4.218478619841679,2.6063504852093513,0.3004447353057104,4.383599394679587,3.6653300310694035,11.780992581975564,5.245581521443557,29.59489106219526,35.51147689095561,02,02,Baja California,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,11.354765342890891,5.036036553748723,5.277495946460077,0.39922593564903536,0.23668494985846955,0.07694290914895632,6.508963435512674,22.85537605254072,40.00679080659264,24.202623860518713,37.25949132603786,8.427469990793716,03,03,Baja California Sur,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,39.71891413847659,20.508644263560083,19.768025049090955,49.31131526858136,102.75156358871988,283.9825179100299,180.47360990955005,158.91816029449038,187.93172671897278,238.52882700497958,94.17043188575768,90.60560882633334,04,04,Campeche,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,11.637295812735267,4.803112159224959,8.95905100674577,12.189946094881739,28.444084905207863,60.928922841144185,30.042420448047917,28.574362981568836,93.57274308366779,25.100976146329103,22.3967973693683,6.556988680016323,05,05,Coahuila de Zaragoza,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,6.412368300788742,0.34275758820859403,1.541326708193233,3.647690018012317,2.4263876625329526,55.05538800700343,199.50988100207513,150.83208180791615,499.4566117826036,147.96313608286533,38.84588786200476,6.177611605825398,06,06,Colima,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,38.6976109332333,23.706182341898664,25.316486327179028,19.61655351883533,182.5479270961355,239.53804490749584,165.32725381668627,216.9601136312582,323.55888803731295,376.8445263061558,65.8233962120221,61.93733683484692,07,07,Chiapas,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,14.591446932162492,10.815090389096712,10.777390558397437,5.303511952412847,4.647248779000094,22.923117589130776,71.59923606335649,97.54707921942541,75.18025614341832,49.171707493734395,61.07281607812762,13.243920882062875,08,08,Chihuahua,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,7.960630821378348,6.2445584636063165,7.897174681434382,10.902664905972756,38.6390700607417,171.38719031275693,227.93750136312826,225.72868531882247,141.78987370141775,137.5769801029439,47.89018344174964,4.564168942821256,09,09,Ciudad de M�xico,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,8.319295388203777,3.4461853026437455,3.549075414329928,2.6073014338909517,4.245862033347334,28.797081662555108,90.94063253110065,122.6685302857237,138.07821933503888,39.75255613862294,43.23727244240612,8.355383784248984,10,10,Durango,2019,"{""type"":""MultiPoint"",""coordinates"":[]}"
