system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,7.512926024557263,6.526964238537322,13.381641762625971,11.67597335734088,25.808391460700417,94.96140705853325,116.40129385010626,132.50052301019616,109.85924524197851,17.450072128346736,7.494321664400711,8.839742458588528,01,01,Aguascalientes,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,25.41634537050295,34.51523986701855,21.032917054123732,8.686545807397568,0.45942430395719713,0.4561747724265955,3.474529073257718,6.388096070516968,5.427582809452101,5.732423199309584,8.67380927882186,13.68868997434469,02,02,Baja California,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,8.37783892480751,5.02591902198979,3.731398343644355,0.8001446557241473,0.495893515550628,0.5770639748381263,9.471736083565688,12.8495870214598,88.88522564376437,7.337015903544987,1.943208899061041,7.417400901177032,03,03,Baja California Sur,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,19.5596674343528,55.02964696826762,20.624730736539817,40.23421790416782,137.91374229550598,195.29285087165923,190.04713825430812,175.87775535702636,168.44486522988342,178.92643904612174,64.21498594800882,91.84879699607593,04,04,Campeche,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,11.677478863621358,10.27918745434715,15.430058532859098,14.375173920189235,30.04758039075593,30.981792639107955,23.9415685792434,46.649052046040524,48.370592257623095,14.190344527112456,16.023109820033014,18.01713012600106,05,05,Coahuila de Zaragoza,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,14.16720528055056,3.0844323225764323,13.330466461504594,3.070039261579336,6.472180001207018,77.31763596937358,174.85257574762068,218.4399562586314,174.76051064288407,48.0228483249011,3.1457019844774385,9.024682139452938,06,06,Colima,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,27.381810385986128,56.555155821984826,36.291654257359866,50.729536012984916,194.77107317895417,182.07059293686592,271.2496622231678,291.3952125312654,396.9556159209635,257.24506677387825,58.64468873101977,98.71779414568665,07,07,Chiapas,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,15.379338602286403,17.058161586899804,8.60412867752638,7.31806247915468,9.047168218064861,48.58251094544393,126.05325750775195,92.32414087419082,50.3006062825151,15.147886693689731,9.501655820545826,11.191678817448725,08,08,Chihuahua,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,9.46400146422256,11.208465794169662,10.87900955978699,45.15147109952706,97.37679521683013,212.55434594959155,208.601255396504,208.5319148636534,237.0424566394251,44.95036366907993,15.581370440473398,9.929617081352104,09,09,Ciudad de M�xico,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,10.087170522514713,7.737017705872829,16.04410657419699,6.461682179422326,15.322183834699468,66.4345069489279,160.6743537806424,125.84601817961705,72.1253846527109,20.482598733837577,8.028775249582074,18.60258963424165,10,10,Durango,2001,"{""type"":""MultiPoint"",""coordinates"":[]}"
