system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,7.9464027953843726,7.743026895276495,11.758834696690096,4.522008580286771,8.863681696416725,62.66908447712832,168.9330992361105,172.86549170229983,55.14578222781385,19.48508589889686,39.36540358751771,3.290356646226609,01,01,Aguascalientes,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,28.42796545430228,7.266750152435722,17.043586631967433,11.089465699693411,0.920977916875305,0.011972787418039121,2.7551121958987888,2.6014924906750303,18.26313162649306,6.956016973619394,8.965741213541074,48.15145912039349,02,02,Baja California,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,6.374107172211062,2.907454530617152,3.9027087187379843,0.8842134129931856,0.0994226152104893,0.17357411094077885,8.763090862744294,25.09198442160474,46.47444152140461,6.792435876717451,3.8659468415685003,18.565806557844745,03,03,Baja California Sur,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,32.034033021026666,40.82549661641181,31.696081383042088,36.891045452083574,46.75919834039004,191.46217263314185,205.98081388403176,177.83254342827416,238.9746198752397,110.4432356447063,51.787041556384416,59.30411109911936,04,04,Campeche,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,18.665330543241655,2.8889760917891687,42.38999291891338,18.534315690862005,50.896359137782945,37.689851421983775,41.50884210286631,123.90501486344891,75.7178094499532,14.880329615335556,28.763812957796567,27.26046285137505,05,05,Coahuila de Zaragoza,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,32.76818510777916,0.4665150299350075,11.362604758804652,3.3351481356758046,5.990218900139829,94.6499259794482,130.19345588124807,169.03934244293222,171.823722351644,41.55871748012152,43.27177614605494,22.934785757079908,06,06,Colima,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,47.394278863077815,30.06296714561317,42.82584637086343,47.6541354581886,105.05911906668241,259.039273556763,195.69705009748964,271.58779539370886,358.9993548619109,125.98280200622051,74.77538668582591,45.586497019522156,07,07,Chiapas,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,8.815966600667297,3.5284561846382436,8.88001202007185,6.418090056981833,7.972338517108595,54.37637387999884,86.79366966927239,155.85768713382475,94.56711918154046,20.20931461462401,9.921576251660946,26.41355260122526,08,08,Chihuahua,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,18.488672537698402,2.3875046197079066,41.640310974582135,40.877173817299834,77.49497652285184,180.72341558067603,225.45029824301784,184.18831681086695,123.13608077433517,29.09186571683452,72.93958332427846,5.392370352079786,09,09,Ciudad de M�xico,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,8.441634987514817,5.061257330848611,17.312326284725238,4.381372572057288,8.75586881940066,71.63154413746412,167.8745559035534,256.1884454726331,135.22277873707438,24.23490500057587,14.401126049545647,16.2094197801588,10,10,Durango,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,9.202983857003506,3.047718354362965,17.31302124473257,9.6656004988085,29.694634420299938,102.51777809096254,162.95993777679993,193.10230282473523,75.69471495535446,25.509497981883552,29.80778056115452,2.779417692072755,11,11,Guanajuato,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,27.13208214673052,0.2547795305500983,29.350090007388264,8.204608582595139,37.07116409447436,217.801609125949,218.39168621631114,173.28459942553576,189.0248379174265,39.58901918799081,39.17126190709226,2.316438376036804,12,12,Guerrero,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,18.78024417046902,2.986975168481861,22.45797676774393,55.10205767739145,80.27373111015383,207.97546404097292,129.48062327966048,169.6693121868603,221.78993338788754,60.44420837151118,88.22533542970727,19.276201969157672,13,13,Hidalgo,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,9.967130529912778,3.219579387420787,11.154602928083465,3.667822934735909,10.66369210168904,170.27376682260902,201.56837372279043,179.960668511525,144.5106347488778,42.76351240872811,34.3037293705487,16.78367722945666,14,14,Jalisco,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,21.035481026102687,0.8518276466554794,36.973899359828046,26.037017218839168,79.62504120038524,199.0149809588258,229.80716354911473,195.9972540092808,135.00432618021358,31.784496318444546,56.89860472018256,4.002614657514658,15,15,M�xico,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,21.650631941341775,0.41237096035496296,13.862076685183144,4.240765854294343,18.33587178871873,118.50660414930039,153.36798471523707,139.18623288759147,129.291162729194,44.976304209952225,31.067582157440736,13.405233020934771,16,16,Michoac�n de Ocampo,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,21.875336462417135,0.004129919068904218,36.68779888148411,35.05898626066306,69.88160128695527,264.57200704436997,245.79728899570662,230.3458565422907,188.810757474877,43.212870981546445,45.42346826334644,0.374181270365841,17,17,Morelos,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,2.214806096073704,4.342902458925813,15.438896858790141,2.512375057049475,0.3067024789556723,156.97154266921257,306.48298864402227,278.78841232821094,259.11767835926315,44.298149085340505,20.855607514983006,28.893869067885245,18,18,Nayarit,2016,"{""type"":""MultiPoint"",""coordinates"":[]}"
