system:index,01,02,03,04,05,06,07,08,09,10,11,12,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
00000000000000000000,4.691227215598998,0.31262471136102926,7.698084835860723,3.855406250638869,6.155232019109966,48.438338329701224,175.53410556968964,150.9923407293246,148.93801465576496,23.076864564556015,1.2599159342332,22.287900086907342,01,01,Aguascalientes,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000001,38.71844250279022,38.80940295591127,13.190617112200108,3.0287394862336434,1.919882861894538,7.281478615144785E-5,3.344350273824835,4.785156085350093,12.435685413677415,4.919298746280215,8.62421526647672,12.933239970106655,02,02,Baja California,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000002,7.638045486794499,5.62280878460214,2.2050508129393505,0.31315870104607185,0.13446417741068442,0.08981158687044051,6.142958692618045,20.187368053927372,53.11419723598457,2.532104559759761,2.423632156702867,7.283231485619705,03,03,Baja California Sur,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000003,11.633499922824056,15.431664369624114,12.06338211398573,55.34726165424843,45.643724703335884,383.90573201334314,162.35765266108092,163.54165272723571,229.8968428530432,248.21078185066753,46.540632384667084,54.21954418118127,04,04,Campeche,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000004,5.673430216179153,9.838122812117282,12.39442535905243,16.824770731985225,34.33027997836845,25.011871703663733,35.3296871543623,51.58458394651389,71.44770707829561,12.63873279025338,2.4017648326527716,39.196011007626474,05,05,Coahuila de Zaragoza,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000005,3.696154660151507,0.836876078938157,0.6142387042173831,2.424772210386765,3.6675574334850656,108.36713027272368,198.39405243114822,285.11583868990743,298.71130839634577,91.81395308756538,6.136671823483576,11.482211401555906,06,06,Colima,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000006,26.31603619718931,19.729789984729603,32.01893937314824,57.238621806677166,178.5731780525797,382.93557183717195,222.7312522542502,242.00690217166078,403.38758560399606,231.29303803941158,43.963442649532745,30.732301254757864,07,07,Chiapas,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000007,12.795670822271251,8.210090229522873,6.24632015040802,4.288992763142911,7.069125021509143,17.435943774254127,129.8534938429456,100.51016473086422,46.626162298975785,15.445132635316451,2.91098140580576,29.34701706106127,08,08,Chihuahua,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000008,1.0554082532820899,1.3866575831105625,17.270992334394695,22.123210380960497,86.0106024652592,145.48684995359122,167.85931079761832,183.34666513602423,194.79342388303394,56.969160767868715,10.439979056019357,1.6399325907075535,09,09,Ciudad de M�xico,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000009,5.5906370212818155,9.171226051164831,12.330116077686952,3.2193768759442833,6.304183172355757,18.604486217428367,130.27405577304972,149.99875917594616,124.4512041010477,41.94322767471266,0.87064887677148,31.86143291844589,10,10,Durango,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000a,2.349974813760854,2.1750805499429458,9.642727186870086,11.029738988023096,15.702814647765605,92.81438174651399,180.46745783616143,116.69976911569154,135.7312330525924,22.573272455353134,1.1540771128621268,2.315783476610264,11,11,Guanajuato,2017,"{""type"":""MultiPoint"",""coordinates"":[]}"
