system:index,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,CVEGEO,CVE_ENT,NOMGEO,n_year,.geo
0000000000000000000a,3.4470866054921436,0.6977623726075289,0.42065307571194993,0.7935332184875388,0.0818911622835217,0.057867768015674545,8.863835638275432,9.69814621491694E-4,0.31044698267355075,0.015612149623928668,0.7423496833286406,0.09156191226990563,0.15565329148948806,0.08054920851569258,1.1132557729368968,0.22106137542138946,2.0457533778059243,0.05338712846536659,0.8932077824125317,1.8129292508112498,1.4466655843245229,15.403154393273262,2.2473445121801725,3.4612040782243017,39.82976439411768,58.59002539445985,11,11,Guanajuato,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000b,1.395873733375671,1.508167127826334,0.3362608041318309,0.3280470504708629,1.203602389349472,0.29328411425389705,3.1604560780342896,0.009699477910592716,0.012145642590602591,0.005369636102934198,0.15412723945162354,0.0142536609942664,0.004610398413310288,0.011952128117567145,1.231074500324419,0.031196702522102823,0.4837764874269183,0.4037848385383248,0.3388114594620533,2.9250812459873203,4.490758526698134,1.7496742660339457,0.6197330564036599,26.103032279955304,63.059476323459805,39.16809186560573,12,12,Guerrero,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000c,7.440314038086309,3.3688292664301316,0.9177191431421651,3.21263653443177,0.619334289629465,0.93235971003115,11.231742959083842,0.5785059960414249,2.4902853315411826,0.05964923857189795,0.8935609445204878,0.9022393315600019,4.295551178350673,0.11215816005711354,3.479892963128759,6.5267087238508354,11.133704898909057,0.2117794211607809,5.021725350193714,5.030274193893313,6.753174692928143,9.135631143374546,2.9249526664723717,4.446751437435814,72.14678003270313,107.4893273505795,13,13,Hidalgo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000d,3.3578259835275994,0.6433904165686402,0.4250481113905528,0.46694493049101443,1.0618026955391124,0.08803988394779252,18.355362040654565,0.0,0.3824395678979984,0.018205511761985736,0.21273058197049718,0.04064987992690422,0.20445362018823715,0.027443502916164337,1.1532949769195615,0.2808877417172858,1.1322856316873189,0.010704911382276203,1.4779505628913832,0.6292119101453929,0.6577671644739949,4.710147787476335,0.5070700810882397,10.850063330291302,37.52203699616037,71.87613056150211,14,14,Jalisco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000e,2.7556156238474534,2.383833773784121,0.16639883373295555,0.41111490744654794,0.8212318295456122,0.568882955631071,10.78224533673664,0.10585279865436006,0.02186616961190658,0.0,0.3870231332620123,0.13071983670897183,0.3995944406258369,0.5735215872423961,2.8204319022770603,2.625466047169635,4.429593442301584,1.1123571084527724,0.4752278405538165,6.4327354398597345,11.278864805040088,7.356463254309011,0.1802653431566313,10.121813540240924,42.483856955756835,88.84372277565758,15,15,M�xico,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000000f,3.1858268439795947,0.9266119518447424,0.344058014548245,0.0956017632587002,0.5444593038295416,0.08360980346507883,8.335343565113504,0.07326327151885387,0.1211752851230926,0.0024955491337569774,0.11962139047457715,0.03848003995571922,0.23238742714495983,0.17552990691653905,1.0454082907416054,0.3366220791855057,1.2691993261726036,0.03810805604980179,0.32290540797561895,0.7633340685266684,1.2759197131281073,7.6997458299678065,0.13116763652891408,5.575272864605635,44.401661421580336,56.214522506698984,16,16,Michoac�n de Ocampo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000010,1.9650392896248103,0.9830894074789596,0.03826572402271707,0.48880215360132506,0.5765956821672379,0.6693048330178362,4.666301512790915,0.0,0.0052217137568856984,0.0013261996406264325,0.05942111584168378,0.010947908362335479,0.17349323803798203,0.11199950245888007,1.913305026102276,0.008138952007004754,1.9860333414329472,0.6609392214716356,0.13962371753178038,7.189844368786582,9.07728283487772,11.489697786666783,0.1778472050977243,15.955745926181775,62.21890233018044,71.09595959936911,17,17,Morelos,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000011,3.0208818943355604,0.26139634596115063,0.2662411224872657,0.9436407255106802,4.754299455032543,1.0788194867284362,24.17886233097179,0.030904645137032796,0.29831096731681606,0.022722558936119006,0.04277410989053981,0.157851009333226,0.0086867956634397,0.02309790927500586,1.0411270848577305,0.32310914623426995,0.5980322887326268,0.0,0.6823921012303079,0.5028443309714137,0.14841184843671856,0.0,0.06243413569288194,5.092914837627748,62.50740054778775,112.80489476857086,18,18,Nayarit,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000012,4.714461750366528,0.7833051693539493,0.6696097876975123,10.086116771203436,1.278018009144988,4.6883048402599865,21.238573457459523,0.08257480777458702,0.6412398302346717,3.5085176143003807,6.463788596197751,0.18457738719999528,0.4127129148794198,2.811349451442338,2.034846221197218,6.745664726248825,5.645451436157463,2.1200419355680133,4.090424596376811,3.6148332093679127,3.6446439483422934,36.28038348674004,25.095796283150626,6.043038894757015,168.8600133233877,23.632208222286597,19,19,Nuevo Le�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000013,5.0392104778168445,4.892281793852348,7.405777902271091,4.533793175253046,6.220576533590027,1.1544847209201663,2.5544180444456135,0.935767935029561,0.42947156125974173,1.5870082079697552,3.3378295958190383,1.1600318290635139,3.61046042806672,0.013440458061068439,6.052506555624288,3.4636578882397338,10.814656430152661,3.2517517147673676,1.6744200877125681,9.746199695280826,4.208950402020731,5.424592953609521,6.3452672895118045,42.791664802785384,101.61455878284502,118.4557763755818,20,20,Oaxaca,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000014,5.014004447762982,7.682283373380049,1.6835349381120672,2.191271123160988,1.1813269789257794,1.5944777089146107,10.322408010656057,0.31308457488084734,0.07471829434666484,0.25531349032933137,0.9067028577924278,0.3874335212184075,6.229946024039391,0.02538680034946919,4.497614269682858,2.2179870867976157,11.761933119563585,3.9225319062112516,3.704455569592301,13.354061863983182,10.213396719221258,8.307102309310185,0.6382280970863149,19.91732392501973,70.64537023041201,83.28923368242027,21,21,Puebla,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000015,6.390835442954908,1.0579004110354364,0.4290739932857736,2.5048920737782403,0.0445971839167723,0.01469991562959393,5.594564989035662,0.02283525777368803,1.2150832125306812,0.0024787339114990766,0.4682316707293009,0.6089298277700237,1.6220037469888315,0.14502646785868234,2.308881656108641,2.60248102988647,4.390072566504962,0.002576998002737531,1.6918506873991945,2.6760093744631592,6.656885615906204,17.481196974501913,2.8508080849044135,3.6819809339018854,75.86752304477659,71.71339054697347,22,22,Quer�taro,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000016,6.353047246741432,14.611472451171833,8.580954469637156,46.57490433942131,3.7468778336219573,1.0024314938040146,18.607761703688066,4.740885802539375,1.492124687508471,5.205412407342175,6.125107457427383,8.278660182773065,5.928411382680979,0.03784155490068753,19.169110197020355,0.002896915788743462,0.573836713054567,3.4348458683915557,0.17827981689425187,9.77720819530314,1.5036558194707714,0.06784187174343885,31.462404654506095,171.3381501223933,316.39799927673647,113.77907500826464,23,23,Quintana Roo,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000017,6.0388097658083035,2.4110379752739814,0.7111847444313882,2.1272528483842996,0.4611426662989069,2.919542025195966,12.105606504859107,0.01372666591774417,0.679965501289461,0.6864726446277163,1.558682910829711,0.45181770986234104,1.6483884731258085,0.21786029751006936,2.0795672300345633,1.755900188111562,4.884026152301802,0.049629272095646035,4.186628442347673,2.1910077820543985,2.4116762206932068,8.246965703189218,6.467479619069461,5.611032426738401,80.14164010823505,46.05550287929034,24,24,San Luis Potos�,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000018,2.666177735406912,0.693165726625931,1.9926367598035135,4.970567503715773,0.8421084043700371,3.939232388659695,8.816900970755055,0.1473040347459825,0.8875934339685965,1.8942675606776163,0.4986931006079693,0.18405714751009253,0.25179007508263523,0.6462792458224814,0.7299298059905266,0.14865880666272188,0.49879397563832295,0.009567222046640796,0.6453023920155025,0.7185328869606226,0.14313868529527027,0.20354393028222362,0.007719373487532808,1.2862857762429407,14.285877185666859,17.705040597505356,25,25,Sinaloa,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000019,0.8047296258778518,0.043377105762298925,9.673010560248619,11.371513317101819,3.141984400576266,10.062148204144556,0.6843322170730177,0.39325069853988454,6.313883429755198,3.268424541802963,0.3356365872444803,1.3811471270475952,5.091464386375824,0.44767504890524606,2.7926114358562475,2.579837844156542,0.5973779048428867,0.021524303826901334,0.06442759689857416,0.9212504186798993,0.12065226185406125,0.026315164192658103,0.057443296060874845,0.6404405886405555,2.835073618238049,14.24618678179281,26,26,Sonora,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001a,6.960406662026425,9.923886119822692,49.107837333660456,31.6322970197896,6.913179365995231,7.15669075998054,20.58136160686275,7.419717002464451,2.984488821340799,7.1187863607388,1.9014135533756915,4.835533603246131,6.912971203148553,0.3008571469662397,9.001546200056357,2.0557957210844013,5.685619777040942,2.029987317802881,1.0901787546806168,50.34307246427772,0.9541089874879449,0.09496914498042217,17.41482145859925,86.25860900564643,148.53122434209806,86.12874411378391,27,27,Tabasco,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001b,7.4757223532876145,4.086743723834401,0.2775887386289094,7.055654742441749,0.9709816703358559,4.89452762540792,18.583867896848076,0.1402502038010186,0.2852448500225595,3.9865608902296614,5.084585161709729,0.8382678434536631,1.3712978870918495,0.8572242947166023,1.9066519718562618,4.236905465158836,5.590868199409936,3.8470913854496707,3.6518883377328875,7.219642773933554,3.2943180091400546,18.90127572463945,14.71906996638908,10.672347558159247,208.99633647427956,45.39369333274585,28,28,Tamaulipas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001c,2.1328232964364076,3.822648750891726,1.0584326440232656,1.7745385842363592,0.7788541290282717,1.0422089770495822,11.783270217906043,0.012000129968795374,0.02342667699373827,0.1951336739692171,0.2106596336079957,0.23750516308958233,2.3333862149600466,0.0,3.031024995544907,2.7560408213578946,10.193311225169193,3.794860040484301,8.566595823361906,17.75918389493344,20.26187649425405,10.170759759762568,0.7666562023112229,11.750219730939364,53.03976365499011,60.974810269839345,29,29,Tlaxcala,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001d,11.818204685888146,11.153906987694665,21.86510087995731,23.077765527108017,4.829410934305624,3.632261922666615,18.253784737993296,2.4509338746889773,2.0820335975003488,3.194803135088313,2.810228358913061,1.8635109672012737,10.494455474723775,0.004185337797952359,5.358754033864847,2.971354160649478,17.705622361967198,2.3666454927616374,2.055519321985444,8.47888785109343,1.547377088692096,2.03277483359449,3.9121793055413585,23.037516967463073,115.05667186786842,130.48804779092424,30,30,Veracruz de Ignacio de la Llave,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001e,8.078050722056274,6.46268986971317,2.0211576216687703,25.81675767324904,0.5433796098228826,0.6748221452256189,19.20778602712687,0.8621466195468619,1.7799829067726838,2.236892608116189,4.10106664747313,6.1510975164308235,2.4629939509563883,1.1755500261381741E-4,8.560537034163032,0.026500513618172433,1.204156236269032,1.886666929511306,0.15392926606385857,7.232272197476737,2.0245530076334837,2.1208657200726373,13.107786204782833,145.5295372652435,230.88051237508924,73.06116892282063,31,31,Yucat�n,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000001f,4.712794952682249,1.9975161026808335,0.5702054896367442,3.891858781943145,2.65811792712685,5.427905575509772,17.6613906047199,0.01679060538176675,0.12327042588702815,0.9492827677278711,0.7301554992924013,0.11596852975091414,0.026072673695188838,0.681746789289018,0.40278106560321525,1.0260140186835796,1.4815902833288295,0.11665228241954866,2.710937524217815,1.6130113844666352,0.6230413084670352,3.6956062991613,0.7159524195501948,2.5540145814843913,36.45440490102067,32.94235806312225,32,32,Zacatecas,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
