nombre_estado,cve_ent,nombre_municipio,cve_geo,normal_pr_mm
Hidalgo,13,Omitlán de Juárez,13045,741.5943701268948
Hidalgo,13,San Felipe Orizatlán,13046,1650.009395952394
Hidalgo,13,Pacula,13047,712.6483366614684
Hidalgo,13,Pachuca de Soto,13048,392.14782241093576
Hidalgo,13,Pisaflores,13049,1511.3355238403828
Hidalgo,13,Progreso de Obregón,13050,449.0249650349874
Hidalgo,13,Mineral de la Reforma,13051,405.9636448892848
Hidalgo,13,San Agustín Tlaxiaca,13052,485.4289374478723
Hidalgo,13,San Bartolo Tutotepec,13053,1530.6042752230314
Hidalgo,13,San Salvador,13054,469.2403081469852
Hidalgo,13,Santiago de Anaya,13055,467.52257684092086
Hidalgo,13,Santiago Tulantepec de Lugo Guerrero,13056,979.2889318477296
Hidalgo,13,Singuilucan,13057,638.8382719747599
Hidalgo,13,Tasquillo,13058,446.1326757153194
Hidalgo,13,Tecozautla,13059,468.52298392624
Hidalgo,13,Tenango de Doria,13060,1368.2008387285637
Hidalgo,13,Tepeapulco,13061,570.5011262972794
Hidalgo,13,Tepehuacán de Guerrero,13062,1466.7506386033256
Hidalgo,13,Tepeji del Río de Ocampo,13063,713.5317800508202
Hidalgo,13,Tepetitlán,13064,553.1739782541478
Hidalgo,13,Tetepango,13065,531.3974310035533
Hidalgo,13,Villa de Tezontepec,13066,481.2875010131581
Hidalgo,13,Tezontepec de Aldama,13067,538.1206365434426
Hidalgo,13,Tianguistengo,13068,1480.134208556161
Hidalgo,13,Tizayuca,13069,528.2100626696906
Hidalgo,13,Tlahuelilpan,13070,541.5542257149292
Hidalgo,13,Tlahuiltepa,13071,888.3122095541332
Hidalgo,13,Tlanalapa,13072,510.9100246557555
Hidalgo,13,Tlanchinol,13073,1628.6301585958183
Hidalgo,13,Tlaxcoapan,13074,516.4650281000527
Hidalgo,13,Tolcayuca,13075,492.58071535410306
Hidalgo,13,Tula de Allende,13076,591.2956073704721
Hidalgo,13,Tulancingo de Bravo,13077,1197.7122445598418
Hidalgo,13,Xochiatipan,13078,1525.0839884376478
Hidalgo,13,Xochicoatlán,13079,1336.081703184654
Hidalgo,13,Yahualica,13080,1602.5045295404454
Hidalgo,13,Zacualtipán de Ángeles,13081,1126.4379711800254
Hidalgo,13,Zapotlán de Juárez,13082,489.05534119640754
Hidalgo,13,Zempoala,13083,503.6630780076722
Hidalgo,13,Zimapán,13084,471.86608108516816
Jalisco,14,Acatic,14001,821.5569569220444
Jalisco,14,Acatlán de Juárez,14002,774.3917191171752
Jalisco,14,Ahualulco de Mercado,14003,901.0387442018729
Jalisco,14,Amacueca,14004,723.2250775056028
Jalisco,14,Amatitán,14005,934.5658290927736
Jalisco,14,Ameca,14006,890.065074323001
Jalisco,14,San Juanito de Escobedo,14007,906.0326387837995
Jalisco,14,Arandas,14008,813.7797210489523
Jalisco,14,El Arenal,14009,895.3400476586207
Jalisco,14,Atemajac de Brizuela,14010,825.358916915002
Jalisco,14,Atengo,14011,907.8615955311669
Jalisco,14,Atenguillo,14012,1086.0447024844882
Jalisco,14,Atotonilco el Alto,14013,804.5624937928628
Jalisco,14,Atoyac,14014,765.0857434439617
Jalisco,14,Autlán de Navarro,14015,960.9816732118236
Jalisco,14,Ayotlán,14016,787.432811771602
Jalisco,14,Ayutla,14017,1002.5119395902695
Jalisco,14,La Barca,14018,742.2879015276058
Jalisco,14,Bolaños,14019,781.6328314881617
Jalisco,14,Cabo Corrientes,14020,1224.274640110266
Jalisco,14,Casimiro Castillo,14021,1285.0363433403197
Jalisco,14,Cihuatlán,14022,958.822437423404
Jalisco,14,Zapotlán el Grande,14023,913.976980415654
Jalisco,14,Cocula,14024,821.1014784168207
Jalisco,14,Colotlán,14025,634.0552435912439
Jalisco,14,Concepción de Buenos Aires,14026,962.6330225905339
Jalisco,14,Cuautitlán de García Barragán,14027,1148.3405582541452
Jalisco,14,Cuautla,14028,1056.9079252199194
Jalisco,14,Cuquío,14029,812.0768464162023
Jalisco,14,Chapala,14030,853.356495192877
Jalisco,14,Chimaltitán,14031,771.4999175231703
Jalisco,14,Chiquilistlán,14032,808.8267741746499
Jalisco,14,Degollado,14033,760.1693793865797
Jalisco,14,Ejutla,14034,758.8950493651361
Jalisco,14,Encarnación de Díaz,14035,591.0285260487587
Jalisco,14,Etzatlán,14036,919.7765322938861
Jalisco,14,El Grullo,14037,784.434961107601
Jalisco,14,Guachinango,14038,960.455204525536
Jalisco,14,Guadalajara,14039,925.8879001420098
Jalisco,14,Hostotipaquillo,14040,865.3981508121111
Jalisco,14,Huejúcar,14041,588.1764791573927
Jalisco,14,Huejuquilla el Alto,14042,635.1999946544112
Jalisco,14,La Huerta,14043,972.3779752629558
Jalisco,14,Ixtlahuacán de los Membrillos,14044,808.4898149974019
Jalisco,14,Ixtlahuacán del Río,14045,859.121083556418
Jalisco,14,Jalostotitlán,14046,699.370376973937
Jalisco,14,Jamay,14047,854.0650321908088
Jalisco,14,Jesús María,14048,755.141625840413
Jalisco,14,Jilotlán de los Dolores,14049,771.6639541568022
Jalisco,14,Jocotepec,14050,758.2695729902077
Jalisco,14,Juanacatlán,14051,707.712300644414
Jalisco,14,Juchitlán,14052,688.4900145257017
Jalisco,14,Lagos de Moreno,14053,593.9011032109838
Jalisco,14,El Limón,14054,758.2377153079267
Jalisco,14,Magdalena,14055,890.906666557428
Jalisco,14,Santa María del Oro,14056,797.3641865139944
Jalisco,14,La Manzanilla de la Paz,14057,844.8164625428068
Jalisco,14,Mascota,14058,1183.3168332695175
Jalisco,14,Mazamitla,14059,890.7590609345607
Jalisco,14,Mexticacán,14060,686.9198085942883
Jalisco,14,Mezquitic,14061,769.732341828678
Jalisco,14,Mixtlán,14062,1025.1800034749663
Jalisco,14,Ocotlán,14063,789.8264391721898
Jalisco,14,Ojuelos de Jalisco,14064,495.35490060295723
Jalisco,14,Pihuamo,14065,990.5559020250905
Jalisco,14,Poncitlán,14066,823.7181892079716
Jalisco,14,Puerto Vallarta,14067,1258.218589556656
Jalisco,14,Villa Purificación,14068,1288.9102262838258
Jalisco,14,Quitupan,14069,859.5933671359339
Jalisco,14,El Salto,14070,849.6214656569218
Jalisco,14,San Cristóbal de la Barranca,14071,876.3499758084419
Jalisco,14,San Diego de Alejandría,14072,672.8926739437821
Jalisco,14,San Juan de los Lagos,14073,687.1469209225307
Jalisco,14,San Julián,14074,709.8952321870754
Jalisco,14,San Marcos,14075,878.8474273812623
Jalisco,14,San Martín de Bolaños,14076,799.7476366395442
Jalisco,14,San Martín Hidalgo,14077,859.3011334703544
Jalisco,14,San Miguel el Alto,14078,747.0724884858193
Jalisco,14,Gómez Farías,14079,956.1438112862281
Jalisco,14,San Sebastián del Oeste,14080,1205.592815839837
Jalisco,14,Santa María de los Ángeles,14081,623.1468390442791
Jalisco,14,Sayula,14082,814.0394285931949
Jalisco,14,Tala,14083,853.2326245891121
Jalisco,14,Talpa de Allende,14084,1424.4758660655364
Jalisco,14,Tamazula de Gordiano,14085,947.781468437317
Jalisco,14,Tapalpa,14086,757.6848222300233
Jalisco,14,Tecalitlán,14087,997.7879231758208
Jalisco,14,Tecolotlán,14088,820.5313750577901
Jalisco,14,Techaluta de Montenegro,14089,747.3178146413123
Jalisco,14,Tenamaxtlán,14090,789.9087235523026
Jalisco,14,Teocaltiche,14091,628.9073464197559
Jalisco,14,Teocuitatlán de Corona,14092,741.1469127656759
Jalisco,14,Tepatitlán de Morelos,14093,824.0642515031567
Jalisco,14,Tequila,14094,880.691110896769
Jalisco,14,Teuchitlán,14095,864.8108122986245
Jalisco,14,Tizapán el Alto,14096,730.4975465539984
Jalisco,14,Tlajomulco de Zúñiga,14097,832.1897193708445
Jalisco,14,San Pedro Tlaquepaque,14098,874.5748766383538
Jalisco,14,Tolimán,14099,913.1775170275921
Jalisco,14,Tomatlán,14100,1038.7337817835314
Jalisco,14,Tonalá,14101,865.6695552798585
Jalisco,14,Tonaya,14102,725.1261022960703
Jalisco,14,Tonila,14103,977.7565817919162
Jalisco,14,Totatiche,14104,705.0553074989203
Jalisco,14,Tototlán,14105,792.0336936350342
Jalisco,14,Tuxcacuesco,14106,870.41216861292
Jalisco,14,Tuxcueca,14107,734.6082635649603
Jalisco,14,Tuxpan,14108,956.1145024715256
Jalisco,14,Unión de San Antonio,14109,670.901942963461
Jalisco,14,Unión de Tula,14110,798.257294159887
Jalisco,14,Valle de Guadalupe,14111,755.280191022235
Jalisco,14,Valle de Juárez,14112,901.0547262441321
Jalisco,14,San Gabriel,14113,772.9061342427632
Jalisco,14,Villa Corona,14114,789.2759991651045
Jalisco,14,Villa Guerrero,14115,726.3826470147445
Jalisco,14,Villa Hidalgo,14116,625.0768273250665
Jalisco,14,Cañadas de Obregón,14117,683.6540563327217
Jalisco,14,Yahualica de González Gallo,14118,748.5053361826043
Jalisco,14,Zacoalco de Torres,14119,730.1490642470966
Jalisco,14,Zapopan,14120,939.3352798173261
Jalisco,14,Zapotiltic,14121,880.6733548513664
Jalisco,14,Zapotitlán de Vadillo,14122,926.7365840709023
Jalisco,14,Zapotlán del Rey,14123,741.8894667621491
Jalisco,14,Zapotlanejo,14124,813.0121308741279
Jalisco,14,San Ignacio Cerro Gordo,14125,834.1557117187876
Estado de México,15,Acambay de Ruíz Castañeda,15001,825.4466601345431
Estado de México,15,Acolman,15002,524.8158580464036
Estado de México,15,Aculco,15003,807.324364214376
Estado de México,15,Almoloya de Alquisiras,15004,1333.6777452350095
Estado de México,15,Almoloya de Juárez,15005,875.2717120155785
Estado de México,15,Almoloya del Río,15006,951.4083639289465
Estado de México,15,Amanalco,15007,1100.9107073012235
Estado de México,15,Amatepec,15008,1200.949436240492
Estado de México,15,Amecameca,15009,848.0109457874469
Estado de México,15,Apaxco,15010,534.2064556500148
Estado de México,15,Atenco,15011,575.7597448856624
Estado de México,15,Atizapán,15012,927.9500238872827
Estado de México,15,Atizapán de Zaragoza,15013,876.3280540423865
Estado de México,15,Atlacomulco,15014,762.0365855635373
Estado de México,15,Atlautla,15015,1041.046305982564
Estado de México,15,Axapusco,15016,538.8093493670349
Estado de México,15,Ayapango,15017,772.50953800664945
Estado de México,15,Calimaya,15018,1051.238608290603
Estado de México,15,Capulhuac,15019,903.5505133058392
Estado de México,15,Coacalco de Berriozábal,15020,670.0362289328863
Estado de México,15,Coatepec Harinas,15021,1247.209987952726
Estado de México,15,Cocotitlán,15022,745.5640880692946
Estado de México,15,Coyotepec,15023,669.5977947372774
Estado de México,15,Cuautitlán,15024,618.9452839733103
Estado de México,15,Chalco,15025,759.4573255958536
Estado de México,15,Chapa de Mota,15026,902.4315243842001
Estado de México,15,Chapultepec,15027,859.2743649547112
Estado de México,15,Chiautla,15028,553.8751624311125
Estado de México,15,Chicoloapan,15029,588.1263615357855
Estado de México,15,Chiconcuac,15030,553.948914640549
Estado de México,15,Chimalhuacán,15031,574.4275996563315
Estado de México,15,Donato Guerra,15032,945.4308716647535
Estado de México,15,Ecatepec de Morelos,15033,623.8649299255427
Estado de México,15,Ecatzingo,15034,1047.4448988263753
Estado de México,15,Huehuetoca,15035,658.8629164797637
Estado de México,15,Hueypoxtla,15036,507.1617471100848
Estado de México,15,Huixquilucan,15037,1079.748624008389
Estado de México,15,Isidro Fabela,15038,1105.2790109025354
Estado de México,15,Ixtapaluca,15039,766.4871486118517
Estado de México,15,Ixtapan de la Sal,15040,1062.8891334968037
Estado de México,15,Ixtapan del Oro,15041,831.8865471514921
Estado de México,15,Ixtlahuaca,15042,811.102066096257
Estado de México,15,Xalatlaco,15043,1082.240262639358
Estado de México,15,Jaltenco,15044,585.1920728369996
Estado de México,15,Jilotepec,15045,787.854619914663
Estado de México,15,Jilotzingo,15046,1100.0753917424888
Estado de México,15,Jiquipilco,15047,831.087757289979
Estado de México,15,Jocotitlán,15048,768.0796760004462
Estado de México,15,Joquicingo,15049,1057.8737663826514
Estado de México,15,Juchitepec,15050,964.0191984282438
Estado de México,15,Lerma,15051,886.1760611449861
Estado de México,15,Malinalco,15052,1121.0597093011743
Estado de México,15,Melchor Ocampo,15053,593.5120775297036
Estado de México,15,Metepec,15054,825.8861366103059
Estado de México,15,Mexicaltzingo,15055,837.2355719926024
Estado de México,15,Morelos,15056,850.6622884953038
Estado de México,15,Naucalpan de Juárez,15057,965.0925941018708
Estado de México,15,Nezahualcóyotl,15058,596.2484222645121
Estado de México,15,Nextlalpan,15059,561.6538005786247
Estado de México,15,Nicolás Romero,15060,1045.6093342903446
Estado de México,15,Nopaltepec,15061,517.0817036876144
Estado de México,15,Ocoyoacac,15062,924.1890324112765
Estado de México,15,Ocuilan,15063,1173.9197640877044
Estado de México,15,El Oro,15064,903.3782525752624
Estado de México,15,Otumba,15065,594.796810782349
Estado de México,15,Otzoloapan,15066,911.635633901716
Estado de México,15,Otzolotepec,15067,848.4918705588132
Estado de México,15,Ozumba,15068,865.5385923612308
Estado de México,15,Papalotla,15069,551.5525374215956
Estado de México,15,La Paz,15070,606.194564827757
Estado de México,15,Polotitlán,15071,656.9069769305858
Estado de México,15,Rayón,15072,910.1385988430013
Estado de México,15,San Antonio la Isla,15073,886.6364376538194
Estado de México,15,San Felipe del Progreso,15074,807.9518211203645
Estado de México,15,San Martín de las Pirámides,15075,535.5110485101078
Estado de México,15,San Mateo Atenco,15076,846.3447223924047
Estado de México,15,San Simón de Guerrero,15077,1114.8309044234152
Estado de México,15,Santo Tomás,15078,855.6521213106822
Estado de México,15,Soyaniquilpan de Juárez,15079,722.6712253741382
Estado de México,15,Sultepec,15080,1208.6007172349784
Estado de México,15,Tecámac,15081,549.9300852257776
Estado de México,15,Tejupilco,15082,1062.6536655853934
Estado de México,15,Temamatla,15083,812.7511199447781
Estado de México,15,Temascalapa,15084,531.3154243216898
Estado de México,15,Temascalcingo,15085,818.8267460476824
Estado de México,15,Temascaltepec,15086,1097.5772754256066
Estado de México,15,Temoaya,15087,844.920811637676
Estado de México,15,Tenancingo,15088,1156.6831462826115
Estado de México,15,Tenango del Aire,15089,842.6589727151501
Estado de México,15,Tenango del Valle,15090,1144.3187233963358
Estado de México,15,Teoloyucan,15091,621.8881724705224
Estado de México,15,Teotihuacán,15092,533.7489350558251
Estado de México,15,Tepetlaoxtoc,15093,646.006761541642
Estado de México,15,Tepetlixpa,15094,829.0880063115138
Estado de México,15,Tepotzotlán,15095,764.4140070257707
Estado de México,15,Tequixquiac,15096,552.6277637677688
Estado de México,15,Texcaltitlán,15097,1158.7429422905216
Estado de México,15,Texcalyacac,15098,924.8659103146075
Estado de México,15,Texcoco,15099,688.3186038342045
Estado de México,15,Tezoyuca,15100,530.1097229957052
Estado de México,15,Tianguistenco,15101,1035.04381153968
Estado de México,15,Timilpan,15102,859.4202295691863
Estado de México,15,Tlalmanalco,15103,924.9000297485327
Estado de México,15,Tlalnepantla de Baz,15104,699.0572659639529
Estado de México,15,Tlatlaya,15105,1196.2845926967032
Estado de México,15,Toluca,15106,885.3453786351466
Estado de México,15,Tonatico,15107,1012.4410568895881
Estado de México,15,Tultepec,15108,607.3943268867682
Estado de México,15,Tultitlán,15109,654.1724455009731
Estado de México,15,Valle de Bravo,15110,1033.4646312849823
Estado de México,15,Villa de Allende,15111,965.9478855621077
Estado de México,15,Villa del Carbón,15112,985.9776287502068
Estado de México,15,Villa Guerrero,15113,1130.3004166881967
Estado de México,15,Villa Victoria,15114,883.1072481747794
Estado de México,15,Xonacatlán,15115,899.8610035479467
Estado de México,15,Zacazonapan,15116,929.4319648098085
Estado de México,15,Zacualpan,15117,1141.8501212060632
Estado de México,15,Zinacantepec,15118,1141.4004789537346
Estado de México,15,Zumpahuacán,15119,1006.8950354192314
Estado de México,15,Zumpango,15120,585.1999417389317
Estado de México,15,Cuautitlán Izcalli,15121,700.2846882899262
Estado de México,15,Valle de Chalco Solidaridad,15122,662.6921675032745
Estado de México,15,Luvianos,15123,1079.2176469352291
Estado de México,15,San José del Rincón,15124,964.4339465401754
Estado de México,15,Tonanitla,15125,613.5477300789494
Michoacán,16,Acuitzio,16001,1033.1566397626655
Michoacán,16,Aguililla,16002,938.3694841092173
Michoacán,16,Álvaro Obregón,16003,680.5364399869829
Michoacán,16,Angamacutiro,16004,768.6908308308712
Michoacán,16,Angangueo,16005,967.8898636698606
Michoacán,16,Apatzingán,16006,816.4406049892686
Michoacán,16,Aporo,16007,897.5539652976844
Michoacán,16,Aquila,16008,860.362964497916
Michoacán,16,Ario,16009,982.0984707501834
Michoacán,16,Arteaga,16010,835.182104504824
Michoacán,16,Briseñas,16011,749.7820553921074
Michoacán,16,Buenavista,16012,707.78394852853
Michoacán,16,Carácuaro,16013,861.84485189838006
Michoacán,16,Coahuayana,16014,873.5769413167427
Michoacán,16,Coalcomán de Vázquez Pallares,16015,1050.590794495768
Michoacán,16,Coeneo,16016,869.4907523130302
Michoacán,16,Contepec,16017,807.9290281466114
Michoacán,16,Copándaro,16018,717.6173830914275
Michoacán,16,Cotija,16019,796.5483823267974
Michoacán,16,Cuitzeo,16020,667.7568189754402
Michoacán,16,Charapan,16021,1173.0705797932862
Michoacán,16,Charo,16022,936.718103066169
Michoacán,16,Chavinda,16023,777.3214105739318
Michoacán,16,Cherán,16024,1068.2393968260021
Michoacán,16,Chilchota,16025,1040.0135941476929
Michoacán,16,Chinicuila,16026,984.4765812562853
Michoacán,16,Chucándiro,16027,751.4663027514679
Michoacán,16,Churintzio,16028,783.173452562135
Michoacán,16,Churumuco,16029,689.9151107151772
Michoacán,16,Ecuandureo,16030,757.8995010288755
Michoacán,16,Epitacio Huerta,16031,798.4871130091275
Michoacán,16,Erongarícuaro,16032,965.9322929047697
Michoacán,16,Gabriel Zamora,16033,783.1840387732072
Michoacán,16,Hidalgo,16034,1137.97299419245
Michoacán,16,La Huacana,16035,698.3823950832069
Michoacán,16,Huandacareo,16036,732.515475096968
Michoacán,16,Huaniqueo,16037,787.2363446655589
Michoacán,16,Huetamo,16038,782.2272501043647
Michoacán,16,Huiramba,16039,1088.2420159915418
Michoacán,16,Indaparapeo,16040,838.8078694311602
Michoacán,16,Irimbo,16041,860.4317718435356
Michoacán,16,Ixtlán,16042,752.449579942799
Michoacán,16,Jacona,16043,894.6092866452055
Michoacán,16,Jiménez,16044,827.2360262395443
Michoacán,16,Jiquilpan,16045,735.4899384410103
Michoacán,16,Juárez,16046,823.609126626219
Michoacán,16,Jungapeo,16047,933.8169230847909
Michoacán,16,Lagunillas,16048,890.3864623784111
Michoacán,16,Madero,16049,1068.0723033898707
Michoacán,16,Maravatío,16050,838.165972251614
Michoacán,16,Marcos Castellanos,16051,740.1256748592491
Michoacán,16,Lázaro Cárdenas,16052,938.3586750270355
Michoacán,16,Morelia,16053,886.0109622319336
Michoacán,16,Morelos,16054,794.35678123913
Michoacán,16,Múgica,16055,702.8246033469342
Michoacán,16,Nahuatzen,16056,1104.25678571454
Michoacán,16,Nocupétaro,16057,841.1852656288048
Michoacán,16,Nuevo Parangaricutiro,16058,1225.2754798725553
Michoacán,16,Nuevo Urecho,16059,866.9485481475
Michoacán,16,Numarán,16060,722.7113559810161
Michoacán,16,Ocampo,16061,896.5025986783486
Michoacán,16,Pajacuarán,16062,733.718337657147
Michoacán,16,Panindícuaro,16063,817.1984444676384
Michoacán,16,Parácuaro,16064,740.5153284999055
Michoacán,16,Paracho,16065,1175.8217428416815
Michoacán,16,Pátzcuaro,16066,1024.9750772307375
Michoacán,16,Penjamillo,16067,749.3239769024021
Michoacán,16,Peribán,16068,976.57351668893
Michoacán,16,La Piedad,16069,758.5018768790272
Michoacán,16,Purépero,16070,883.9023445324063
Michoacán,16,Puruándiro,16071,769.0603440484459
Michoacán,16,Queréndaro,16072,914.1095296839227
Michoacán,16,Quiroga,16073,909.7911817542744
Michoacán,16,Cojumatlán de Régules,16074,689.6961062880401
Michoacán,16,Los Reyes,16075,1040.0316294778831
Michoacán,16,Sahuayo,16076,699.894140924667
Michoacán,16,San Lucas,16077,933.4399290588354
Michoacán,16,Santa Ana Maya,16078,716.5229858077057
Michoacán,16,Salvador Escalante,16079,978.1638425259065
Michoacán,16,Senguio,16080,925.1250429561701
Michoacán,16,Susupuato,16081,861.292130351063
Michoacán,16,Tacámbaro,16082,970.8445189324514
Michoacán,16,Tancítaro,16083,1005.31803899165
Michoacán,16,Tangamandapio,16084,852.3212223868261
Michoacán,16,Tangancícuaro,16085,972.6914427109718
Michoacán,16,Tanhuato,16086,743.0030513966703
Michoacán,16,Taretan,16087,1073.4649661762976
Michoacán,16,Tarímbaro,16088,719.2605205291048
Michoacán,16,Tepalcatepec,16089,803.34962759391
Michoacán,16,Tingambato,16090,1161.3945687451405
Michoacán,16,Tingüindín,16091,881.29138805135506
Michoacán,16,Tiquicheo de Nicolás Romero,16092,994.3753365693419
Michoacán,16,Tlalpujahua,16093,1011.3487437904141
Michoacán,16,Tlazazalca,16094,803.6136548683834
Michoacán,16,Tocumbo,16095,822.4765691683613
Michoacán,16,Tumbiscatío,16096,922.9114005182287
Michoacán,16,Turicato,16097,810.9706803452674
Michoacán,16,Tuxpan,16098,1010.0589476128084
Michoacán,16,Tuzantla,16099,968.5335661495965
Michoacán,16,Tzintzuntzan,16100,913.2263473762622
Michoacán,16,Tzitzio,16101,1102.8011730990015
Michoacán,16,Uruapan,16102,1179.1106551487032
Michoacán,16,Venustiano Carranza,16103,691.3029531290911
Michoacán,16,Villamar,16104,761.3197503529002
Michoacán,16,Vista Hermosa,16105,744.3302505679333
Michoacán,16,Yurécuaro,16106,759.2125632065803
Michoacán,16,Zacapu,16107,982.2770501548291
Michoacán,16,Zamora,16108,768.1594843652942
Michoacán,16,Zináparo,16109,755.6267875824402
Michoacán,16,Zinapécuaro,16110,839.3499061601216
Michoacán,16,Ziracuaretiro,16111,1399.1406302153703
Michoacán,16,Zitácuaro,16112,843.3108976502954
Michoacán,16,José Sixto Verduzco,16113,721.5486499921992
Morelos,17,Amacuzac,17001,1088.8022051178837
Morelos,17,Atlatlahucan,17002,874.5155943876517
Morelos,17,Axochiapan,17003,933.3482925790366
Morelos,17,Ayala,17004,959.6518841421804
Morelos,17,Coatlán del Río,17005,998.7816390880303
Morelos,17,Cuautla,17006,953.5601549987599
Morelos,17,Cuernavaca,17007,1132.3712775739589
Morelos,17,Emiliano Zapata,17008,973.332727479303
Morelos,17,Huitzilac,17009,1285.3119014624426
Morelos,17,Jantetelco,17010,889.9653517268022
Morelos,17,Jiutepec,17011,1063.261126101681
Morelos,17,Jojutla,17012,922.9776961940437
Morelos,17,Jonacatepec de Leandro Valle,17013,917.293197762977
Morelos,17,Mazatepec,17014,962.2097449744462
Morelos,17,Miacatlán,17015,1032.4847909618152
Morelos,17,Ocuituco,17016,890.53205480752
Morelos,17,Puente de Ixtla,17017,1109.8793000206967
Morelos,17,Temixco,17018,1017.3746120003563
Morelos,17,Tepalcingo,17019,1000.1979255059464
Morelos,17,Tepoztlán,17020,1032.0248801037774
Morelos,17,Tetecala,17021,979.8891687849825
Morelos,17,Tetela del Volcán,17022,1068.4810112256166
Morelos,17,Tlalnepantla,17023,1000.125022883487
Morelos,17,Tlaltizapán de Zapata,17024,899.1431537765335
Morelos,17,Tlaquiltenango,17025,936.0588249338175
Morelos,17,Tlayacapan,17026,906.1105609091032
Morelos,17,Totolapan,17027,858.8315629650026
Morelos,17,Xochitepec,17028,898.809396626883
Morelos,17,Yautepec,17029,990.853842992507
Morelos,17,Yecapixtla,17030,882.4217062289074
Morelos,17,Zacatepec,17031,908.0059147509668
Morelos,17,Zacualpan de Amilpas,17032,888.2619159148732
Morelos,17,Temoac,17033,885.2969656946984
Morelos,17,Coatetelco,17034,934.3490253444423
Morelos,17,Xoxocotla,17035,941.6885372446037
Morelos,17,Hueyapan,17036,1001.7817029192648
Nayarit,18,Acaponeta,18001,1268.8092206227816
Nayarit,18,Ahuacatlán,18002,932.0621984483611
Nayarit,18,Amatlán de Cañas,18003,848.1093368020338
Nayarit,18,Compostela,18004,1226.7524410013716
Nayarit,18,Huajicori,18005,1230.071947542785
Nayarit,18,Ixtlán del Río,18006,871.3009774210961
Nayarit,18,Jala,18007,906.5841859544744
Nayarit,18,Xalisco,18008,1221.7341489733376
Nayarit,18,Del Nayar,18009,1034.832493539203
Nayarit,18,Rosamorada,18010,1285.7250695198204
Nayarit,18,Ruíz,18011,1383.6652652256205
Nayarit,18,San Blas,18012,1183.1333718633646
Nayarit,18,San Pedro Lagunillas,18013,1022.9783278877272
Nayarit,18,Santa María del Oro,18014,1027.3092918630402
Nayarit,18,Santiago Ixcuintla,18015,1259.8765266096177
Nayarit,18,Tecuala,18016,1110.7716321351736
Nayarit,18,Tepic,18017,1197.6789648887623
Nayarit,18,Tuxpan,18018,1153.1146085240975
Nayarit,18,La Yesca,18019,877.993779439938
Nayarit,18,Bahía de Banderas,18020,1177.712043163257
Nuevo León,19,Abasolo,19001,483.62906891068644
Nuevo León,19,Agualeguas,19002,587.1799990510965
Nuevo León,19,Los Aldamas,19003,487.05509852200584
Nuevo León,19,Allende,19004,792.7612464046268
Nuevo León,19,Anáhuac,19005,458.67563936041853
Nuevo León,19,Apodaca,19006,602.2505687940469
Nuevo León,19,Aramberri,19007,510.96833788533684
Nuevo León,19,Bustamante,19008,382.8748196895633
Nuevo León,19,Cadereyta Jiménez,19009,719.1617504150241
Nuevo León,19,El Carmen,19010,477.8583079750234
Nuevo León,19,Cerralvo,19011,620.3997702837185
Nuevo León,19,Ciénega de Flores,19012,611.2646934213175
Nuevo León,19,China,19013,582.8389589018446
Nuevo León,19,Doctor Arroyo,19014,406.938546065894
Nuevo León,19,Doctor Coss,19015,490.63281531842466
Nuevo León,19,Doctor González,19016,630.7723542954722
Nuevo León,19,Galeana,19017,408.77862696061953
Nuevo León,19,García,19018,358.3445940024013
Nuevo León,19,San Pedro Garza García,19019,509.95490490882827
Nuevo León,19,General Bravo,19020,544.6461353651858
Nuevo León,19,General Escobedo,19021,473.3254713070748
Nuevo León,19,General Terán,19022,687.930924381858
Nuevo León,19,General Treviño,19023,532.4056561707133
Nuevo León,19,General Zaragoza,19024,579.9259412738375
Nuevo León,19,General Zuazua,19025,634.1626591186838
Nuevo León,19,Guadalupe,19026,681.5211969146951
Nuevo León,19,Los Herreras,19027,518.096757029985
Nuevo León,19,Higueras,19028,582.7305643610962
Nuevo León,19,Hualahuises,19029,799.013602209642
Nuevo León,19,Iturbide,19030,647.9464067270775
Nuevo León,19,Juárez,19031,733.6309709015078
Nuevo León,19,Lampazos de Naranjo,19032,431.58076857997463
Nuevo León,19,Linares,19033,747.2466098914875
Nuevo León,19,Marín,19034,621.2891050186361
Nuevo León,19,Melchor Ocampo,19035,542.1580405624417
Nuevo León,19,Mier y Noriega,19036,448.3991038786484
Nuevo León,19,Mina,19037,308.332262997592
Nuevo León,19,Montemorelos,19038,739.6183891897239
Nuevo León,19,Monterrey,19039,598.8407889900417
Nuevo León,19,Parás,19040,501.0191866747814
Nuevo León,19,Pesquería,19041,655.9816718120773
Nuevo León,19,Los Ramones,19042,652.1276473394648
Nuevo León,19,Rayones,19043,518.5713119948184
Nuevo León,19,Sabinas Hidalgo,19044,516.4636490359657
Nuevo León,19,Salinas Victoria,19045,485.5287541194458
Nuevo León,19,San Nicolás de los Garza,19046,570.4663049690573
Nuevo León,19,Hidalgo,19047,415.9382150722653
Nuevo León,19,Santa Catarina,19048,555.6630078970983
Nuevo León,19,Santiago,19049,742.9902828829378
Nuevo León,19,Vallecillo,19050,451.92100445920295
Nuevo León,19,Villaldama,19051,465.40239983357884
Oaxaca,20,Abejones,20001,1386.4231577018538
Oaxaca,20,Acatlán de Pérez Figueroa,20002,2177.4551284030035
Oaxaca,20,Asunción Cacalotepec,20003,2023.6396536181087
