nombre_estado,cve_ent,nombre_municipio,cve_geo,normal_pr_mm
Oaxaca,20,Asunción Cuyotepeji,20004,611.3798085861437
Oaxaca,20,Asunción Ixtaltepec,20005,1173.389145794764
Oaxaca,20,Asunción Nochixtlán,20006,542.7801638110323
Oaxaca,20,Asunción Ocotlán,20007,605.6071629114449
Oaxaca,20,Asunción Tlacolulita,20008,1008.0437718350529
Oaxaca,20,Ayotzintepec,20009,2802.1539155429273
Oaxaca,20,El Barrio de la Soledad,20010,1395.4240106381753
Oaxaca,20,Calihualá,20011,930.9592943360138
Oaxaca,20,Candelaria Loxicha,20012,1295.083413751573
Oaxaca,20,Ciénega de Zimatlán,20013,836.2845076234915
Oaxaca,20,Ciudad Ixtepec,20014,968.1725767093347
Oaxaca,20,Coatecas Altas,20015,503.11024919226384
Oaxaca,20,Coicoyán de las Flores,20016,1747.1769014351935
Oaxaca,20,La Compañía,20017,954.7906820686916
Oaxaca,20,Concepción Buenavista,20018,645.5012419012975
Oaxaca,20,Concepción Pápalo,20019,978.4186306253823
Oaxaca,20,Constancia del Rosario,20020,1995.3392903580632
Oaxaca,20,Cosolapa,20021,2335.7139837173177
Oaxaca,20,Cosoltepec,20022,535.3758162857812
Oaxaca,20,Cuilápam de Guerrero,20023,853.9171135480892
Oaxaca,20,Cuyamecalco Villa de Zaragoza,20024,1193.5267485564307
Oaxaca,20,Chahuites,20025,1412.4763675015301
Oaxaca,20,Chalcatongo de Hidalgo,20026,1346.3996403576073
Oaxaca,20,Chiquihuitlán de Benito Juárez,20027,2395.7961434450704
Oaxaca,20,Ejutla de Crespo,20028,605.9328796305592
Oaxaca,20,Eloxochitlán de Flores Magón,20029,2155.043602318623
Oaxaca,20,El Espinal,20030,904.3733602429191
Oaxaca,20,Tamazulápam del Espíritu Santo,20031,1640.6207732636915
Oaxaca,20,Fresnillo de Trujano,20032,785.1373244162081
Oaxaca,20,Guadalupe Etla,20033,512.6726250739788
Oaxaca,20,Guadalupe de Ramírez,20034,886.0292287021066
Oaxaca,20,Guelatao de Juárez,20035,841.4154671246434
Oaxaca,20,Guevea de Humboldt,20036,1453.4174403334553
Oaxaca,20,Mesones Hidalgo,20037,1841.5937937870979
Oaxaca,20,Villa Hidalgo Yalálag,20038,1313.9479816170626
Oaxaca,20,Huajuapan de León,20039,703.2706683556376
Oaxaca,20,Huautepec,20040,2050.049116103009
Oaxaca,20,Huautla de Jiménez,20041,2381.1470306315814
Oaxaca,20,Ixtlán de Juárez,20042,1921.042296612536
Oaxaca,20,Juchitán de Zaragoza,20043,1009.4110618087972
Oaxaca,20,Loma Bonita,20044,2001.0961600418868
Oaxaca,20,Magdalena Apasco,20045,512.3275366893766
Oaxaca,20,Magdalena Jaltepec,20046,711.3089939394999
Oaxaca,20,Santa Magdalena Jicotlán,20047,570.989261140535
Oaxaca,20,Magdalena Mixtepec,20048,1252.8700220261642
Oaxaca,20,Magdalena Ocotlán,20049,556.2220243361469
Oaxaca,20,Magdalena Peñasco,20050,976.4521636125804
Oaxaca,20,Magdalena Teitipac,20051,781.2402503022902
Oaxaca,20,Magdalena Tequisistlán,20052,820.1483798999112
Oaxaca,20,Magdalena Tlacotepec,20053,938.8338386997193
Oaxaca,20,Magdalena Zahuatlán,20054,565.6178993967421
Oaxaca,20,Mariscala de Juárez,20055,817.1535544836588
Oaxaca,20,Mártires de Tacubaya,20056,1386.6152120198783
Oaxaca,20,Matías Romero Avendaño,20057,2484.4197448163404
Oaxaca,20,Mazatlán Villa de Flores,20058,962.7449033827212
Oaxaca,20,Miahuatlán de Porfirio Díaz,20059,785.7408235588401
Oaxaca,20,Mixistlán de la Reforma,20060,1400.7001290185156
Oaxaca,20,Monjas,20061,671.5002990905106
Oaxaca,20,Natividad,20062,1071.9826567267116
Oaxaca,20,Nazareno Etla,20063,557.9262553514292
Oaxaca,20,Nejapa de Madero,20064,896.8851603191926
Oaxaca,20,Ixpantepec Nieves,20065,876.2286805982599
Oaxaca,20,Santiago Niltepec,20066,1261.5831561357197
Oaxaca,20,Oaxaca de Juárez,20067,579.9096362547726
Oaxaca,20,Ocotlán de Morelos,20068,612.7080159604744
Oaxaca,20,La Pe,20069,691.4081040075937
Oaxaca,20,Pinotepa de Don Luis,20070,1390.2021152747893
Oaxaca,20,Pluma Hidalgo,20071,1371.73244717415
Oaxaca,20,San José del Progreso,20072,653.1461179476646
Oaxaca,20,Putla Villa de Guerrero,20073,1758.2360626073817
Oaxaca,20,Santa Catarina Quioquitani,20074,1108.333047671429
Oaxaca,20,Reforma de Pineda,20075,1323.149678255783
Oaxaca,20,La Reforma,20076,1981.3442162376095
Oaxaca,20,Reyes Etla,20077,531.1402414249303
Oaxaca,20,Rojas de Cuauhtémoc,20078,670.4098897703367
Oaxaca,20,Salina Cruz,20079,1003.2854010134237
Oaxaca,20,San Agustín Amatengo,20080,810.463552344378
Oaxaca,20,San Agustín Atenango,20081,787.4675168907512
Oaxaca,20,San Agustín Chayuco,20082,1714.5342218091785
Oaxaca,20,San Agustín de las Juntas,20083,589.2144688293216
Oaxaca,20,San Agustín Etla,20084,520.2180348198543
Oaxaca,20,San Agustín Loxicha,20085,1393.5240685591084
Oaxaca,20,San Agustín Tlacotepec,20086,945.3071231185926
Oaxaca,20,San Agustín Yatareni,20087,666.8566209902366
Oaxaca,20,San Andrés Cabecera Nueva,20088,1779.8828450000376
Oaxaca,20,San Andrés Dinicuiti,20089,647.1017950763911
Oaxaca,20,San Andrés Huaxpaltepec,20090,1367.194974741753
Oaxaca,20,San Andrés Huayápam,20091,634.3869067983715
Oaxaca,20,San Andrés Ixtlahuaca,20092,1032.445868349235
Oaxaca,20,San Andrés Lagunas,20093,819.0592845510339
Oaxaca,20,San Andrés Nuxiño,20094,770.852898920418
Oaxaca,20,San Andrés Paxtlán,20095,1135.8647382544923
Oaxaca,20,San Andrés Sinaxtla,20096,644.8401348236654
Oaxaca,20,San Andrés Solaga,20097,1490.5919220348926
Oaxaca,20,San Andrés Teotilálpam,20098,2979.933393693401
Oaxaca,20,San Andrés Tepetlapa,20099,861.9474056408769
Oaxaca,20,San Andrés Yaá,20100,1476.9919815923827
Oaxaca,20,San Andrés Zabache,20101,980.9935183358027
Oaxaca,20,San Andrés Zautla,20102,883.1516331424658
Oaxaca,20,San Antonino Castillo Velasco,20103,615.1584794034181
Oaxaca,20,San Antonino el Alto,20104,1405.3543182905084
Oaxaca,20,San Antonino Monte Verde,20105,978.4106643714064
Oaxaca,20,San Antonio Acutla,20106,582.0038466038459
Oaxaca,20,San Antonio de la Cal,20107,584.1534239012334
Oaxaca,20,San Antonio Huitepec,20108,1135.8011791992976
Oaxaca,20,San Antonio Nanahuatípam,20109,551.1445226677627
Oaxaca,20,San Antonio Sinicahua,20110,1303.4019718793966
Oaxaca,20,San Antonio Tepetlapa,20111,1574.7599978429887
Oaxaca,20,San Baltazar Chichicápam,20112,619.8321342648834
Oaxaca,20,San Baltazar Loxicha,20113,1180.720687937543
Oaxaca,20,San Baltazar Yatzachi el Bajo,20114,1384.3002623912157
Oaxaca,20,San Bartolo Coyotepec,20115,633.9249995979479
Oaxaca,20,San Bartolomé Ayautla,20116,3068.022484252111
Oaxaca,20,San Bartolomé Loxicha,20117,1204.1254101678976
Oaxaca,20,San Bartolomé Quialana,20118,866.5369732511062
Oaxaca,20,San Bartolomé Yucuañe,20119,785.9100425811023
Oaxaca,20,San Bartolomé Zoogocho,20120,1477.791094616853
Oaxaca,20,San Bartolo Soyaltepec,20121,663.9032972644713
Oaxaca,20,San Bartolo Yautepec,20122,761.4647901002824
Oaxaca,20,San Bernardo Mixtepec,20123,1239.50470612212
Oaxaca,20,San Blas Atempa,20124,903.9375961221518
Oaxaca,20,San Carlos Yautepec,20125,970.5792463974552
Oaxaca,20,San Cristóbal Amatlán,20126,928.8343447143912
Oaxaca,20,San Cristóbal Amoltepec,20127,920.7339779991755
Oaxaca,20,San Cristóbal Lachirioag,20128,1580.5417750339109
Oaxaca,20,San Cristóbal Suchixtlahuaca,20129,603.6905338627238
Oaxaca,20,San Dionisio del Mar,20130,1110.4995229511992
Oaxaca,20,San Dionisio Ocotepec,20131,552.3665406672341
Oaxaca,20,San Dionisio Ocotlán,20132,557.6259196430495
Oaxaca,20,San Esteban Atatlahuca,20133,1562.4695277826763
Oaxaca,20,San Felipe Jalapa de Díaz,20134,3199.0489682288194
Oaxaca,20,San Felipe Tejalápam,20135,995.5925426359731
Oaxaca,20,San Felipe Usila,20136,2962.6431837917366
Oaxaca,20,San Francisco Cahuacuá,20137,1339.0372633800603
Oaxaca,20,San Francisco Cajonos,20138,1563.073649032824
Oaxaca,20,San Francisco Chapulapa,20139,2141.4752338106855
Oaxaca,20,San Francisco Chindúa,20140,788.2027065283445
Oaxaca,20,San Francisco del Mar,20141,1228.8491551837785
Oaxaca,20,San Francisco Huehuetlán,20142,1665.363294057364
Oaxaca,20,San Francisco Ixhuatán,20143,1261.7320677450866
Oaxaca,20,San Francisco Jaltepetongo,20144,695.1408207059077
Oaxaca,20,San Francisco Lachigoló,20145,669.4011294829448
Oaxaca,20,San Francisco Logueche,20146,580.7876893488732
Oaxaca,20,San Francisco Nuxaño,20147,877.4596494562301
Oaxaca,20,San Francisco Ozolotepec,20148,1460.90710628951
Oaxaca,20,San Francisco Sola,20149,978.033399232092
Oaxaca,20,San Francisco Telixtlahuaca,20150,772.4256552528611
Oaxaca,20,San Francisco Teopan,20151,697.6411460809039
Oaxaca,20,San Francisco Tlapancingo,20152,1043.7782218524985
Oaxaca,20,San Gabriel Mixtepec,20153,1224.2793947486084
Oaxaca,20,San Ildefonso Amatlán,20154,950.329406137403
Oaxaca,20,San Ildefonso Sola,20155,1054.8630496014327
Oaxaca,20,San Ildefonso Villa Alta,20156,1722.3293698221885
Oaxaca,20,San Jacinto Amilpas,20157,578.1233102633945
Oaxaca,20,San Jacinto Tlacotepec,20158,1432.7998213191538
Oaxaca,20,San Jerónimo Coatlán,20159,1410.2002701847093
Oaxaca,20,San Jerónimo Silacayoapilla,20160,798.9731094145976
Oaxaca,20,San Jerónimo Sosola,20161,664.5449857740707
Oaxaca,20,San Jerónimo Taviche,20162,865.669272938799
Oaxaca,20,San Jerónimo Tecóatl,20163,1509.907297791789
Oaxaca,20,San Jorge Nuchita,20164,820.6782941820978
Oaxaca,20,San José Ayuquila,20165,654.8066475130066
Oaxaca,20,San José Chiltepec,20166,3125.077657963772
Oaxaca,20,San José del Peñasco,20167,978.9740490335921
Oaxaca,20,San José Estancia Grande,20168,1257.8950750611007
Oaxaca,20,San José Independencia,20169,3478.628731200789
Oaxaca,20,San José Lachiguiri,20170,575.4526782918758
Oaxaca,20,San José Tenango,20171,3217.5790142435517
Oaxaca,20,San Juan Achiutla,20172,792.0867428981682
Oaxaca,20,San Juan Atepec,20173,1412.2176168518652
Oaxaca,20,Ánimas Trujano,20174,581.4797305164237
Oaxaca,20,San Juan Bautista Atatlahuca,20175,1063.4211497071328
Oaxaca,20,San Juan Bautista Coixtlahuaca,20176,633.6190109164742
Oaxaca,20,San Juan Bautista Cuicatlán,20177,617.6574668404594
Oaxaca,20,San Juan Bautista Guelache,20178,434.2096380499977
Oaxaca,20,San Juan Bautista Jayacatlán,20179,971.8313223457017
Oaxaca,20,San Juan Bautista Lo de Soto,20180,1321.4781452108202
Oaxaca,20,San Juan Bautista Suchitepec,20181,622.5660659045376
Oaxaca,20,San Juan Bautista Tlacoatzintepec,20182,2743.0184767185247
Oaxaca,20,San Juan Bautista Tlachichilco,20183,870.3333928867401
Oaxaca,20,San Juan Bautista Tuxtepec,20184,2489.641925917304
Oaxaca,20,San Juan Cacahuatepec,20185,1643.644632601199
Oaxaca,20,San Juan Cieneguilla,20186,873.2562386054188
Oaxaca,20,San Juan Coatzóspam,20187,2545.045553079617
Oaxaca,20,San Juan Colorado,20188,1696.7212879168958
Oaxaca,20,San Juan Comaltepec,20189,2603.0591910929043
Oaxaca,20,San Juan Cotzocón,20190,2531.2047319408266
Oaxaca,20,San Juan Chicomezúchil,20191,1141.795143187393
Oaxaca,20,San Juan Chilateca,20192,606.018488255702
Oaxaca,20,San Juan del Estado,20193,732.8418026339904
Oaxaca,20,San Juan del Río,20194,744.5784603520593
Oaxaca,20,San Juan Diuxi,20195,759.6930363574493
Oaxaca,20,San Juan Evangelista Analco,20196,971.1622425999243
Oaxaca,20,San Juan Guelavía,20197,649.3985093312482
Oaxaca,20,San Juan Guichicovi,20198,2277.726610865946
Oaxaca,20,San Juan Ihualtepec,20199,905.5800238476947
Oaxaca,20,San Juan Juquila Mixes,20200,1040.0345391017609
Oaxaca,20,San Juan Juquila Vijanos,20201,1824.8605888127784
Oaxaca,20,San Juan Lachao,20202,1540.2316191532625
Oaxaca,20,San Juan Lachigalla,20203,501.9948497910167
Oaxaca,20,San Juan Lajarcia,20204,631.1105289635997
Oaxaca,20,San Juan Lalana,20205,2629.9630989124853
Oaxaca,20,San Juan de los Cués,20206,537.251111827341
Oaxaca,20,San Juan Mazatlán,20207,2348.6898359616457
Oaxaca,20,San Juan Mixtepec,20208,1287.8062543832978
Oaxaca,20,San Juan Mixtepec,20209,1332.8298513587556
Oaxaca,20,San Juan Ñumí,20210,967.5655207072642
Oaxaca,20,San Juan Ozolotepec,20211,1419.1840020872323
Oaxaca,20,San Juan Petlapa,20212,2526.434579037825
Oaxaca,20,San Juan Quiahije,20213,1679.9932192639103
Oaxaca,20,San Juan Quiotepec,20214,1589.675768470478
Oaxaca,20,San Juan Sayultepec,20215,668.4324285301551
Oaxaca,20,San Juan Tabaá,20216,1755.0326236090411
Oaxaca,20,San Juan Tamazola,20217,844.5442776502327
Oaxaca,20,San Juan Teita,20218,975.629811450776
Oaxaca,20,San Juan Teitipac,20219,678.8943506314035
Oaxaca,20,San Juan Tepeuxila,20220,1219.432339401577
Oaxaca,20,San Juan Teposcolula,20221,760.895392501933
Oaxaca,20,San Juan Yaeé,20222,1785.4326506839477
Oaxaca,20,San Juan Yatzona,20223,1734.8917956477692
Oaxaca,20,San Juan Yucuita,20224,561.447229981627
Oaxaca,20,San Lorenzo,20225,1498.7992767983726
Oaxaca,20,San Lorenzo Albarradas,20226,743.2772139997361
Oaxaca,20,San Lorenzo Cacaotepec,20227,599.0305847032721
Oaxaca,20,San Lorenzo Cuaunecuiltitla,20228,1758.4889029573053
Oaxaca,20,San Lorenzo Texmelúcan,20229,1409.0839525093018
Oaxaca,20,San Lorenzo Victoria,20230,876.3256597353632
Oaxaca,20,San Lucas Camotlán,20231,1801.5742480028205
Oaxaca,20,San Lucas Ojitlán,20232,3166.101001386206
Oaxaca,20,San Lucas Quiaviní,20233,722.013955765824
Oaxaca,20,San Lucas Zoquiápam,20234,1400.9895000966524
Oaxaca,20,San Luis Amatlán,20235,478.1961873274741
Oaxaca,20,San Marcial Ozolotepec,20236,1574.1536676255573
Oaxaca,20,San Marcos Arteaga,20237,751.0453084913677
Oaxaca,20,San Martín de los Cansecos,20238,511.18118572938596
Oaxaca,20,San Martín Huamelúlpam,20239,886.7702763395604
Oaxaca,20,San Martín Itunyoso,20240,1630.2214951812118
Oaxaca,20,San Martín Lachilá,20241,868.0308644978991
Oaxaca,20,San Martín Peras,20242,1419.0181250593807
Oaxaca,20,San Martín Tilcajete,20243,671.1642124589944
Oaxaca,20,San Martín Toxpalan,20244,504.3647724110899
Oaxaca,20,San Martín Zacatepec,20245,796.5472801645108
Oaxaca,20,San Mateo Cajonos,20246,1366.5360488189165
Oaxaca,20,Capulálpam de Méndez,20247,1046.925872028556
Oaxaca,20,San Mateo del Mar,20248,1049.2870929365904
Oaxaca,20,San Mateo Yoloxochitlán,20249,1983.867117954602
Oaxaca,20,San Mateo Etlatongo,20250,654.361354229769
Oaxaca,20,San Mateo Nejápam,20251,864.8314752880287
Oaxaca,20,San Mateo Peñasco,20252,985.3790663940576
Oaxaca,20,San Mateo Piñas,20253,1499.9280724389187
Oaxaca,20,San Mateo Río Hondo,20254,1445.9759313365905
Oaxaca,20,San Mateo Sindihui,20255,877.3136932049694
Oaxaca,20,San Mateo Tlapiltepec,20256,588.8024028247512
Oaxaca,20,San Melchor Betaza,20257,1343.4507657209301
Oaxaca,20,San Miguel Achiutla,20258,726.8576291524852
Oaxaca,20,San Miguel Ahuehuetitlán,20259,853.340641520052
Oaxaca,20,San Miguel Aloápam,20260,1296.7464563971214
Oaxaca,20,San Miguel Amatitlán,20261,741.6904972319356
Oaxaca,20,San Miguel Amatlán,20262,1230.5196080579406
Oaxaca,20,San Miguel Coatlán,20263,1235.4267854451
Oaxaca,20,San Miguel Chicahua,20264,681.9823269511588
Oaxaca,20,San Miguel Chimalapa,20265,1403.6617876739967
Oaxaca,20,San Miguel del Puerto,20266,1122.5105408160393
Oaxaca,20,San Miguel del Río,20267,1083.906110195319
Oaxaca,20,San Miguel Ejutla,20268,523.9200514749854
Oaxaca,20,San Miguel el Grande,20269,1323.8105648357496
Oaxaca,20,San Miguel Huautla,20270,705.1477336119732
Oaxaca,20,San Miguel Mixtepec,20271,1346.800820301058
Oaxaca,20,San Miguel Panixtlahuaca,20272,1674.20465820016
Oaxaca,20,San Miguel Peras,20273,1319.9035329252213
Oaxaca,20,San Miguel Piedras,20274,937.7897595316223
Oaxaca,20,San Miguel Quetzaltepec,20275,1877.0820594028323
Oaxaca,20,San Miguel Santa Flor,20276,1680.0973215260224
Oaxaca,20,Villa Sola de Vega,20277,1307.6143814949435
Oaxaca,20,San Miguel Soyaltepec,20278,2777.646658680467
Oaxaca,20,San Miguel Suchixtepec,20279,1590.5522053319764
Oaxaca,20,Villa Talea de Castro,20280,1779.9938565799291
Oaxaca,20,San Miguel Tecomatlán,20281,754.327491485605
Oaxaca,20,San Miguel Tenango,20282,909.3281282321615
Oaxaca,20,San Miguel Tequixtepec,20283,517.0214593141059
Oaxaca,20,San Miguel Tilquiápam,20284,618.5391670764482
Oaxaca,20,San Miguel Tlacamama,20285,1352.6320511724223
Oaxaca,20,San Miguel Tlacotepec,20286,987.0429773159731
Oaxaca,20,San Miguel Tulancingo,20287,566.9994475275598
Oaxaca,20,San Miguel Yotao,20288,1582.0085471926366
Oaxaca,20,San Nicolás,20289,701.731533753288
Oaxaca,20,San Nicolás Hidalgo,20290,835.1792326879353
Oaxaca,20,San Pablo Coatlán,20291,1281.392115324789
Oaxaca,20,San Pablo Cuatro Venados,20292,1224.7013814925742
Oaxaca,20,San Pablo Etla,20293,477.255150025013
Oaxaca,20,San Pablo Huitzo,20294,757.4573295271549
Oaxaca,20,San Pablo Huixtepec,20295,760.1865693956876
Oaxaca,20,San Pablo Macuiltianguis,20296,1508.3023823377546
Oaxaca,20,San Pablo Tijaltepec,20297,1156.8957803929077
Oaxaca,20,San Pablo Villa de Mitla,20298,739.0856473822536
Oaxaca,20,San Pablo Yaganiza,20299,1275.0176354914774
Oaxaca,20,San Pedro Amuzgos,20300,1753.5650987267409
Oaxaca,20,San Pedro Apóstol,20301,564.4233367120759
Oaxaca,20,San Pedro Atoyac,20302,1660.9705272965266
Oaxaca,20,San Pedro Cajonos,20303,1603.961773534616
Oaxaca,20,San Pedro Coxcaltepec Cántaros,20304,582.0765978324836
Oaxaca,20,San Pedro Comitancillo,20305,888.8164643500751
Oaxaca,20,San Pedro el Alto,20306,1684.3650213009826
Oaxaca,20,San Pedro Huamelula,20307,815.686719038253
Oaxaca,20,San Pedro Huilotepec,20308,1003.668897553677
Oaxaca,20,San Pedro Ixcatlán,20309,3205.655793227604
Oaxaca,20,San Pedro Ixtlahuaca,20310,891.834923791223
Oaxaca,20,San Pedro Jaltepetongo,20311,701.2371822165873
Oaxaca,20,San Pedro Jicayán,20312,1425.010385535107
Oaxaca,20,San Pedro Jocotipac,20313,687.4476638392471
Oaxaca,20,San Pedro Juchatengo,20314,1496.1914921864286
Oaxaca,20,San Pedro Mártir,20315,569.8902961351131
Oaxaca,20,San Pedro Mártir Quiechapa,20316,589.0725913667776
Oaxaca,20,San Pedro Mártir Yucuxaco,20317,854.2896919660029
Oaxaca,20,San Pedro Mixtepec,20318,985.2407297979998
Oaxaca,20,San Pedro Mixtepec,20319,1477.530532288837
Oaxaca,20,San Pedro Molinos,20320,1201.0261797949672
Oaxaca,20,San Pedro Nopala,20321,683.2023395512608
Oaxaca,20,San Pedro Ocopetatillo,20322,1661.4673708120981
Oaxaca,20,San Pedro Ocotepec,20323,1794.20142172919
Oaxaca,20,San Pedro Pochutla,20324,1089.9860645795043
Oaxaca,20,San Pedro Quiatoni,20325,706.7092589955514
Oaxaca,20,San Pedro Sochiápam,20326,2486.9226786400673
Oaxaca,20,San Pedro Tapanatepec,20327,1442.8801270392703
Oaxaca,20,San Pedro Taviche,20328,716.9980205541207
Oaxaca,20,San Pedro Teozacoalco,20329,923.0439583039363
Oaxaca,20,San Pedro Teutila,20330,3119.5872257497626
Oaxaca,20,San Pedro Tidaá,20331,853.7190989097669
Oaxaca,20,San Pedro Topiltepec,20332,901.6128329202568
Oaxaca,20,San Pedro Totolápam,20333,508.2681399766303
Oaxaca,20,Villa de Tututepec,20334,1179.5813404310982
Oaxaca,20,San Pedro Yaneri,20335,1865.286915639654
Oaxaca,20,San Pedro Yólox,20336,2207.7218653386844
Oaxaca,20,San Pedro y San Pablo Ayutla,20337,1120.4461262919597
Oaxaca,20,Villa de Etla,20338,457.96878737839904
Oaxaca,20,San Pedro y San Pablo Teposcolula,20339,816.3369644596332
Oaxaca,20,San Pedro y San Pablo Tequixtepec,20340,592.6224626046778
Oaxaca,20,San Pedro Yucunama,20341,813.2482503698958
Oaxaca,20,San Raymundo Jalpan,20342,680.6909590578123
Oaxaca,20,San Sebastián Abasolo,20343,633.906548944442
Oaxaca,20,San Sebastián Coatlán,20344,1231.2543869883957
Oaxaca,20,San Sebastián Ixcapa,20345,1482.277881481689
Oaxaca,20,San Sebastián Nicananduta,20346,1017.5331424561089
Oaxaca,20,San Sebastián Río Hondo,20347,1351.1737266986415
Oaxaca,20,San Sebastián Tecomaxtlahuaca,20348,1505.3879452596752
Oaxaca,20,San Sebastián Teitipac,20349,648.7558234020667
Oaxaca,20,San Sebastián Tutla,20350,622.5600655764532
Oaxaca,20,San Simón Almolongas,20351,695.7523068410719
Oaxaca,20,San Simón Zahuatlán,20352,763.4759166358529
Oaxaca,20,Santa Ana,20353,794.5631771849107
Oaxaca,20,Santa Ana Ateixtlahuaca,20354,2070.2384612599703
Oaxaca,20,Santa Ana Cuauhtémoc,20355,1854.2693559702934
Oaxaca,20,Santa Ana del Valle,20356,493.935742970667
Oaxaca,20,Santa Ana Tavela,20357,570.4356851788854
Oaxaca,20,Santa Ana Tlapacoyan,20358,1061.4170298263157
Oaxaca,20,Santa Ana Yareni,20359,1182.2254064372114
Oaxaca,20,Santa Ana Zegache,20360,702.3282739752431
Oaxaca,20,Santa Catalina Quierí,20361,989.8171070115826
Oaxaca,20,Santa Catarina Cuixtla,20362,1040.4023225836306
Oaxaca,20,Santa Catarina Ixtepeji,20363,1135.4431589749618
Oaxaca,20,Santa Catarina Juquila,20364,1507.790101201606
Oaxaca,20,Santa Catarina Lachatao,20365,1208.2039969787268
Oaxaca,20,Santa Catarina Loxicha,20366,1243.1973950656966
Oaxaca,20,Santa Catarina Mechoacán,20367,1477.9327013194077
Oaxaca,20,Santa Catarina Minas,20368,559.8264843602435
Oaxaca,20,Santa Catarina Quiané,20369,774.3211594108252
Oaxaca,20,Santa Catarina Tayata,20370,849.1484067077049
Oaxaca,20,Santa Catarina Ticuá,20371,1197.7404914805752
Oaxaca,20,Santa Catarina Yosonotú,20372,1473.005367089627
Oaxaca,20,Santa Catarina Zapoquila,20373,700.3317075095293
Oaxaca,20,Santa Cruz Acatepec,20374,2107.4261022043606
Oaxaca,20,Santa Cruz Amilpas,20375,633.1870302590231
Oaxaca,20,Santa Cruz de Bravo,20376,935.1726310062885
Oaxaca,20,Santa Cruz Itundujia,20377,1734.6337588903948
Oaxaca,20,Santa Cruz Mixtepec,20378,1244.2419721013644
Oaxaca,20,Santa Cruz Nundaco,20379,1497.654503806056
Oaxaca,20,Santa Cruz Papalutla,20380,636.8323014888341
Oaxaca,20,Santa Cruz Tacache de Mina,20381,859.6125035895712
Oaxaca,20,Santa Cruz Tacahua,20382,1203.3190336055518
Oaxaca,20,Santa Cruz Tayata,20383,927.0110638860357
Oaxaca,20,Santa Cruz Xitla,20384,846.6083633220261
Oaxaca,20,Santa Cruz Xoxocotlán,20385,616.0569122573224
Oaxaca,20,Santa Cruz Zenzontepec,20386,1580.746734598145
Oaxaca,20,Santa Gertrudis,20387,712.621857643521
Oaxaca,20,Santa Inés del Monte,20388,1065.3868702968432
Oaxaca,20,Santa Inés Yatzeche,20389,710.6640121628841
Oaxaca,20,Santa Lucía del Camino,20390,639.6882185828418
Oaxaca,20,Santa Lucía Miahuatlán,20391,1135.1675742557757
Oaxaca,20,Santa Lucía Monteverde,20392,1590.0619605331826
Oaxaca,20,Santa Lucía Ocotlán,20393,555.8569273729154
Oaxaca,20,Santa María Alotepec,20394,2471.813861092586
Oaxaca,20,Santa María Apazco,20395,732.0709079928115
Oaxaca,20,Santa María la Asunción,20396,2114.532121930823
Oaxaca,20,Heroica Ciudad de Tlaxiaco,20397,1203.6876773272268
Oaxaca,20,Ayoquezco de Aldama,20398,988.6791548161162
Oaxaca,20,Santa María Atzompa,20399,627.6935205422113
Oaxaca,20,Santa María Camotlán,20400,634.4478539093192
Oaxaca,20,Santa María Colotepec,20401,907.6281974182966
Oaxaca,20,Santa María Cortijo,20402,1271.8046159248834
Oaxaca,20,Santa María Coyotepec,20403,584.0196865836575
Oaxaca,20,Santa María Chachoápam,20404,579.9891776203774
Oaxaca,20,Villa de Chilapa de Díaz,20405,806.1036181661123
Oaxaca,20,Santa María Chilchotla,20406,2992.477609089164
Oaxaca,20,Santa María Chimalapa,20407,2366.2714525496467
Oaxaca,20,Santa María del Rosario,20408,882.3422440320068
Oaxaca,20,Santa María del Tule,20409,680.50568216259785
Oaxaca,20,Santa María Ecatepec,20410,1082.655643160785
Oaxaca,20,Santa María Guelacé,20411,681.9116689451453
Oaxaca,20,Santa María Guienagati,20412,1116.4134856092548
Oaxaca,20,Santa María Huatulco,20413,988.7919374306329
Oaxaca,20,Santa María Huazolotitlán,20414,1193.7808951247137
Oaxaca,20,Santa María Ipalapa,20415,1769.388975745091
Oaxaca,20,Santa María Ixcatlán,20416,661.5580412547848
Oaxaca,20,Santa María Jacatepec,20417,3074.7071278701565
Oaxaca,20,Santa María Jalapa del Marqués,20418,823.0362038880158
Oaxaca,20,Santa María Jaltianguis,20419,957.693910205096
Oaxaca,20,Santa María Lachixío,20420,1502.1972030890097
Oaxaca,20,Santa María Mixtequilla,20421,903.8924210681653
Oaxaca,20,Santa María Nativitas,20422,662.1243897335669
Oaxaca,20,Santa María Nduayaco,20423,835.8417379819978
Oaxaca,20,Santa María Ozolotepec,20424,1540.7289232795167
Oaxaca,20,Santa María Pápalo,20425,1463.6418862223204
Oaxaca,20,Santa María Peñoles,20426,1003.1548243731468
Oaxaca,20,Santa María Petapa,20427,1631.6042033559172
Oaxaca,20,Santa María Quiegolani,20428,1318.5517917390646
Oaxaca,20,Santa María Sola,20429,1370.7627963744358
Oaxaca,20,Santa María Tataltepec,20430,832.7101588147592
Oaxaca,20,Santa María Tecomavaca,20431,636.6955852954026
Oaxaca,20,Santa María Temaxcalapa,20432,1645.5023664395014
Oaxaca,20,Santa María Temaxcaltepec,20433,1483.2472967822232
Oaxaca,20,Santa María Teopoxco,20434,1003.6767406158527
Oaxaca,20,Santa María Tepantlali,20435,1286.1809516381625
Oaxaca,20,Santa María Texcatitlán,20436,658.2868041234013
Oaxaca,20,Santa María Tlahuitoltepec,20437,1646.2653109727635
