nombre_estado,cve_ent,n_month,n_day,normal_pr_mm
Coahuila,05,10,6,0.7894081873924211
Coahuila,05,10,7,1.3476020216987041
Coahuila,05,10,8,1.0888962208971296
Coahuila,05,10,9,2.095355082935107
Coahuila,05,10,10,0.9358825278835128
Coahuila,05,10,11,1.8303226846247234
Coahuila,05,10,12,2.0939034915104906
Coahuila,05,10,13,1.5460422038370476
Coahuila,05,10,14,1.136236894855932
Coahuila,05,10,15,0.41795387142213275
Coahuila,05,10,16,0.7192251537245631
Coahuila,05,10,17,0.8397820068824721
Coahuila,05,10,18,0.5027659297201189
Coahuila,05,10,19,0.4360226376772763
Coahuila,05,10,20,1.300972706546044
Coahuila,05,10,21,0.988476423468941
Coahuila,05,10,22,1.1771581741471344
Coahuila,05,10,23,0.6414199091842782
Coahuila,05,10,24,0.572881715402171
Coahuila,05,10,25,1.7126824924203703
Coahuila,05,10,26,0.776687935329882
Coahuila,05,10,27,0.7488489777977968
Coahuila,05,10,28,1.1433832918578215
Coahuila,05,10,29,0.5596798704536627
Coahuila,05,10,30,0.5027244923237216
Coahuila,05,10,31,0.295277072887178
Coahuila,05,11,1,0.1787675392450039
Coahuila,05,11,2,0.28183103962703837
Coahuila,05,11,3,0.6245516782972972
Coahuila,05,11,4,0.44157083083369697
Coahuila,05,11,5,0.5565390981530347
Coahuila,05,11,6,0.19352560231757646
Coahuila,05,11,7,0.20370255504158138
Coahuila,05,11,8,0.16501994285422256
Coahuila,05,11,9,0.11537479920413926
Coahuila,05,11,10,0.21608163863603125
Coahuila,05,11,11,0.3611395809790701
Coahuila,05,11,12,0.7277394541032745
Coahuila,05,11,13,0.858890498366583
Coahuila,05,11,14,0.48928726864664907
Coahuila,05,11,15,0.527163202349388
Coahuila,05,11,16,0.4870566296121601
Coahuila,05,11,17,0.6326683173950289
Coahuila,05,11,18,0.31921818214048175
Coahuila,05,11,19,0.15622989313673813
Coahuila,05,11,20,0.31552398292386735
Coahuila,05,11,21,0.0798577150894237
Coahuila,05,11,22,0.23079810839006965
Coahuila,05,11,23,0.3979768969571637
Coahuila,05,11,24,0.6020995682886431
Coahuila,05,11,25,0.5755771570160523
Coahuila,05,11,26,0.4935647577597854
Coahuila,05,11,27,0.5164369453586092
Coahuila,05,11,28,0.4417198880055837
Coahuila,05,11,29,0.8786726302869491
Coahuila,05,11,30,0.5949438546795885
Coahuila,05,12,1,0.2491907802832722
Coahuila,05,12,2,0.39407751569477795
Coahuila,05,12,3,0.5668257712994104
Coahuila,05,12,4,0.22131716789087752
Coahuila,05,12,5,0.34607846889827343
Coahuila,05,12,6,0.29216288467553775
Coahuila,05,12,7,0.4077213846930877
Coahuila,05,12,8,0.6933729328809353
Coahuila,05,12,9,0.6517023819151854
Coahuila,05,12,10,0.3904224994649258
Coahuila,05,12,11,0.6613977330550616
Coahuila,05,12,12,0.6857194311975291
Coahuila,05,12,13,0.5086457875698054
Coahuila,05,12,14,0.3238077567176995
Coahuila,05,12,15,0.29838859824482467
Coahuila,05,12,16,0.42653930287370356
Coahuila,05,12,17,0.3756468878145856
Coahuila,05,12,18,0.2817431015665976
Coahuila,05,12,19,0.3470184237653493
Coahuila,05,12,20,0.5547124465766309
Coahuila,05,12,21,0.4809107182253253
Coahuila,05,12,22,0.27701590494200196
Coahuila,05,12,23,0.3314449053683318
Coahuila,05,12,24,0.3759869839668811
Coahuila,05,12,25,0.3307827584397995
Coahuila,05,12,26,0.8533969993034205
Coahuila,05,12,27,0.4298951132147395
Coahuila,05,12,28,0.21512934339560713
Coahuila,05,12,29,0.36552763581655473
Coahuila,05,12,30,0.39777701315756536
Coahuila,05,12,31,0.30896013579837767
Colima,06,1,1,0.7164533117749231
Colima,06,1,2,0.6896859059601218
Colima,06,1,3,0.6505889534379877
Colima,06,1,4,0.8446566801460722
Colima,06,1,5,0.37738035387025637
Colima,06,1,6,0.24570633870291797
Colima,06,1,7,0.1755434950763644
Colima,06,1,8,0.5070187968160299
Colima,06,1,9,0.31527958616811885
Colima,06,1,10,0.7933486828677658
Colima,06,1,11,1.1030555934212503
Colima,06,1,12,0.9608561228540512
Colima,06,1,13,0.9417022376522
Colima,06,1,14,0.326540306302568
Colima,06,1,15,0.4417653362123703
Colima,06,1,16,0.5965688525599452
Colima,06,1,17,1.063995579726067
Colima,06,1,18,1.1825898285387737
Colima,06,1,19,0.8779558895551571
Colima,06,1,20,0.41305777798067284
Colima,06,1,21,0.36976978170986236
Colima,06,1,22,0.1431355454917802
Colima,06,1,23,0.3134170603256543
Colima,06,1,24,0.3969708119517638
Colima,06,1,25,0.22496469539482153
Colima,06,1,26,0.6624824035295254
Colima,06,1,27,0.1305944115757885
Colima,06,1,28,0.24304563732398624
Colima,06,1,29,0.5870205519270891
Colima,06,1,30,0.17335822281533286
Colima,06,1,31,0.6225035942253025
Colima,06,2,1,0.5192052768969223
Colima,06,2,2,0.27814805997145886
Colima,06,2,3,0.45585981335692605
Colima,06,2,4,0.2486595868658474
Colima,06,2,5,0.15031199904127937
Colima,06,2,6,0.055733894420657716
Colima,06,2,7,0.11976686272946313
Colima,06,2,8,0.04540408447810046
Colima,06,2,9,0.10180606374861569
Colima,06,2,10,0.09093043685538543
Colima,06,2,11,0.11280170852541484
Colima,06,2,12,0.16380326119294444
Colima,06,2,13,0.08712480900026466
Colima,06,2,14,0.02031509573318798
Colima,06,2,15,0.013574170696611
Colima,06,2,16,0.013956334972671928
Colima,06,2,17,0.09244653924616164
Colima,06,2,18,0.1697847885720154
Colima,06,2,19,0.036556536349386715
Colima,06,2,20,0.026903572047164565
Colima,06,2,21,0.022725558774708422
Colima,06,2,22,0.00580536220649615
Colima,06,2,23,0.013840008536410995
Colima,06,2,24,0.07141622304494027
Colima,06,2,25,0.05594561453688542
Colima,06,2,26,0.12942837803678378
Colima,06,2,27,0.018341788918101516
Colima,06,2,28,0.07285181229873977
Colima,06,2,29,0.0181176111252428
Colima,06,3,1,0.06993848615252307
Colima,06,3,2,0.39921882759131405
Colima,06,3,3,0.10383247617152755
Colima,06,3,4,0.06082507980837778
Colima,06,3,5,0.16214654904256692
Colima,06,3,6,0.1405075184469166
Colima,06,3,7,0.1321623249788945
Colima,06,3,8,0.20905147456527268
Colima,06,3,9,0.02672469037558239
Colima,06,3,10,0.054191790046873724
Colima,06,3,11,0.1832669071767168
Colima,06,3,12,0.06617524343229222
Colima,06,3,13,0.10640566077965671
Colima,06,3,14,0.00594798799335316
Colima,06,3,15,0.06451248023528482
Colima,06,3,16,0.10328379018808054
Colima,06,3,17,0.023748647201131356
Colima,06,3,18,0.16041930977406899
Colima,06,3,19,0.03429710696386092
Colima,06,3,20,0.14371911340770194
Colima,06,3,21,0.10066625044513305
Colima,06,3,22,0.036627892366060365
Colima,06,3,23,0.032449665559584694
Colima,06,3,24,0.06578663462150836
Colima,06,3,25,0.39301258174782927
Colima,06,3,26,0.11067834985510148
Colima,06,3,27,0.14845954372439107
Colima,06,3,28,0.10233737931017044
Colima,06,3,29,0.10397873465161482
Colima,06,3,30,0.04651577190486337
Colima,06,3,31,0.10436476245565231
Colima,06,4,1,0.07421954701238194
Colima,06,4,2,0.10933053456370374
Colima,06,4,3,0.09553354725561283
Colima,06,4,4,0.08820841414265518
Colima,06,4,5,0.08274638125973025
Colima,06,4,6,0.025730689653323226
Colima,06,4,7,0.06507064480298255
Colima,06,4,8,0.14016119132660357
Colima,06,4,9,0.011464068974936644
Colima,06,4,10,0.042221343834196394
Colima,06,4,11,0.05939910068645478
Colima,06,4,12,0.046154729496227086
Colima,06,4,13,0.06884983449855686
Colima,06,4,14,0.05783220017545752
Colima,06,4,15,0.0544311592324983
Colima,06,4,16,0.1220929234196328
Colima,06,4,17,0.026379461869500898
Colima,06,4,18,0.07259353436725227
Colima,06,4,19,0.14846139100158268
Colima,06,4,20,0.062371767809184006
Colima,06,4,21,0.1386099033848977
Colima,06,4,22,0.15491184190272853
Colima,06,4,23,0.14406104813744675
Colima,06,4,24,0.18948297424722185
Colima,06,4,25,0.0985899310137522
Colima,06,4,26,0.13256696272987836
Colima,06,4,27,0.11120892529650249
Colima,06,4,28,0.09390061183215374
Colima,06,4,29,0.13868780524553045
Colima,06,4,30,0.08399155624895699
Colima,06,5,1,0.03261452793104297
Colima,06,5,2,0.013603019679924529
Colima,06,5,3,0.028066054028931517
Colima,06,5,4,0.037780535383862
Colima,06,5,5,0.052382937387064475
Colima,06,5,6,0.05663219033625574
Colima,06,5,7,0.16068201005667615
Colima,06,5,8,0.058677881171028734
Colima,06,5,9,0.04199016646652158
Colima,06,5,10,0.24360080367831347
Colima,06,5,11,0.10143872314812295
Colima,06,5,12,0.16682136974326567
Colima,06,5,13,0.036205632663767286
Colima,06,5,14,0.18960325933995914
Colima,06,5,15,0.2307162768437549
Colima,06,5,16,0.01477723320584526
Colima,06,5,17,0.0643561193296324
Colima,06,5,18,0.20756645053798484
Colima,06,5,19,0.0077063174930731525
Colima,06,5,20,0.19620089563246546
Colima,06,5,21,0.03846095193860448
Colima,06,5,22,0.18383210779000922
Colima,06,5,23,0.37407281636646456
Colima,06,5,24,0.6488594455658121
Colima,06,5,25,0.7070099299992139
Colima,06,5,26,0.4850830023451351
Colima,06,5,27,3.07426143082665
Colima,06,5,28,0.8165220412615549
Colima,06,5,29,0.5751093616869097
Colima,06,5,30,0.26036707027665107
Colima,06,5,31,0.5366239458567827
Colima,06,6,1,0.3006256617901585
Colima,06,6,2,1.1885844574020068
Colima,06,6,3,1.9629397315481987
Colima,06,6,4,2.3584235358805326
Colima,06,6,5,1.5018847277755525
Colima,06,6,6,1.471865286021036
Colima,06,6,7,0.556647656239328
Colima,06,6,8,1.4481820856927012
Colima,06,6,9,1.6648782233778576
Colima,06,6,10,2.3675425465457263
Colima,06,6,11,2.470021617864631
Colima,06,6,12,1.5549568980951298
Colima,06,6,13,2.4912596065178425
Colima,06,6,14,4.3864796223385865
Colima,06,6,15,2.8745797357749274
Colima,06,6,16,4.4323527265208105
Colima,06,6,17,2.9919210232225835
Colima,06,6,18,7.668071165872175
Colima,06,6,19,7.315559017395766
Colima,06,6,20,5.555902818578193
Colima,06,6,21,4.530238641570748
Colima,06,6,22,5.8050783488869575
Colima,06,6,23,5.399057083436987
Colima,06,6,24,4.61391173430863
Colima,06,6,25,5.888421700169663
Colima,06,6,26,5.221178632244278
Colima,06,6,27,5.850589550253478
Colima,06,6,28,6.0573398410398624
Colima,06,6,29,6.495766632132414
Colima,06,6,30,7.036381397756147
Colima,06,7,1,5.834263850090062
Colima,06,7,2,6.1581772970619895
Colima,06,7,3,7.895106160699812
Colima,06,7,4,5.427743796204521
Colima,06,7,5,4.97059277938388
Colima,06,7,6,6.5246647493721435
Colima,06,7,7,8.586913494948291
Colima,06,7,8,6.791192353899602
Colima,06,7,9,5.223696269291601
Colima,06,7,10,8.500750083844594
Colima,06,7,11,5.391288235614105
Colima,06,7,12,6.104717651111185
Colima,06,7,13,5.941966172117686
Colima,06,7,14,6.056895651465026
Colima,06,7,15,6.527621462071013
Colima,06,7,16,4.091143941217486
Colima,06,7,17,7.272255349324377
Colima,06,7,18,5.987200224934376
Colima,06,7,19,5.213107531648989
Colima,06,7,20,4.972380100687367
Colima,06,7,21,5.81824775471973
Colima,06,7,22,6.9014979983375735
Colima,06,7,23,8.983695285284
Colima,06,7,24,7.49429977291115
Colima,06,7,25,8.39216084498151
Colima,06,7,26,4.9920157376039285
Colima,06,7,27,5.430771568296639
Colima,06,7,28,5.9080328622066896
Colima,06,7,29,4.527571521439876
Colima,06,7,30,5.651358020583019
Colima,06,7,31,5.903844749705775
Colima,06,8,1,6.31463511363093
Colima,06,8,2,3.76688678665322
Colima,06,8,3,6.227157622948344
Colima,06,8,4,5.015203655948694
Colima,06,8,5,6.06077521414258
Colima,06,8,6,5.391789919037652
Colima,06,8,7,6.54478810010981
Colima,06,8,8,5.626160388466197
Colima,06,8,9,6.101401379306851
Colima,06,8,10,4.717444067609324
Colima,06,8,11,7.384175974259388
Colima,06,8,12,6.53128426118444
Colima,06,8,13,6.734884699370354
Colima,06,8,14,7.118940007931627
Colima,06,8,15,5.474174997908343
Colima,06,8,16,7.273949950105831
Colima,06,8,17,5.515646878440282
Colima,06,8,18,4.7263520112075055
Colima,06,8,19,5.095426942475086
Colima,06,8,20,5.874288244857509
Colima,06,8,21,6.9232746014707
Colima,06,8,22,8.417220980822258
Colima,06,8,23,6.378492211899578
Colima,06,8,24,8.121018684204259
Colima,06,8,25,6.858569862502444
Colima,06,8,26,6.51497050711243
Colima,06,8,27,6.595726222295332
Colima,06,8,28,7.370986529779108
Colima,06,8,29,4.984091015517
Colima,06,8,30,7.055371687569768
Colima,06,8,31,9.182222473050341
Colima,06,9,1,9.274824516613572
Colima,06,9,2,8.810768907135794
Colima,06,9,3,6.292886193093587
Colima,06,9,4,10.147261661549692
Colima,06,9,5,13.848145717165917
Colima,06,9,6,11.561855000744252
Colima,06,9,7,5.737496718453196
Colima,06,9,8,5.6586097254866425
Colima,06,9,9,4.8601618227802446
Colima,06,9,10,8.381570720377313
Colima,06,9,11,10.75193037358504
Colima,06,9,12,5.513819613527262
Colima,06,9,13,5.80046125945854
Colima,06,9,14,7.97368131370983
Colima,06,9,15,8.042499840334914
Colima,06,9,16,5.305175804429364
Colima,06,9,17,7.410654874912533
Colima,06,9,18,7.632271308022173
Colima,06,9,19,8.264528555121112
Colima,06,9,20,9.993153577884812
Colima,06,9,21,10.252655261474196
Colima,06,9,22,5.849730955399821
Colima,06,9,23,6.839891173718649
Colima,06,9,24,4.683092994520513
Colima,06,9,25,7.066607768532204
Colima,06,9,26,8.694367293492284
Colima,06,9,27,4.653621941927668
Colima,06,9,28,6.478084466655106
Colima,06,9,29,6.345019523101792
Colima,06,9,30,6.780857917042349
Colima,06,10,1,4.67900392420852
Colima,06,10,2,4.557908928907753
Colima,06,10,3,4.073468066902329
Colima,06,10,4,6.852434509060817
Colima,06,10,5,3.8700066611308994
Colima,06,10,6,4.24531827997297
Colima,06,10,7,7.455002846606227
Colima,06,10,8,3.326211325146188
Colima,06,10,9,3.5985344346756194
Colima,06,10,10,3.082181124096615
Colima,06,10,11,3.371876851076824
Colima,06,10,12,4.722417806809916
Colima,06,10,13,3.3288377847691137
Colima,06,10,14,4.05041122612587
Colima,06,10,15,3.6049710596702065
Colima,06,10,16,2.179696616792774
Colima,06,10,17,1.6798327172271332
Colima,06,10,18,2.2229906906230466
Colima,06,10,19,3.5112496352210605
Colima,06,10,20,3.0672862214213508
Colima,06,10,21,3.238822670796165
Colima,06,10,22,1.5698979312112216
Colima,06,10,23,1.4375988709767058
Colima,06,10,24,3.16953910743034
Colima,06,10,25,3.4936050229288815
Colima,06,10,26,1.266506640297655
Colima,06,10,27,0.9175237446968195
Colima,06,10,28,1.0108308337134537
Colima,06,10,29,2.3957481847352637
Colima,06,10,30,0.42850511603108626
Colima,06,10,31,0.2945039682389227
Colima,06,11,1,0.688838035305074
Colima,06,11,2,0.6988830473237924
Colima,06,11,3,1.3162510600912722
Colima,06,11,4,1.200117392304792
Colima,06,11,5,0.27602648501703714
Colima,06,11,6,0.6282586516085952
Colima,06,11,7,0.30433628775074156
Colima,06,11,8,0.2805227467129904
Colima,06,11,9,0.5467014593505213
Colima,06,11,10,0.16771415460424582
Colima,06,11,11,1.3687554347466941
Colima,06,11,12,0.6916350766905618
Colima,06,11,13,0.5699017327356822
Colima,06,11,14,0.595293777157079
Colima,06,11,15,0.26856555351050754
Colima,06,11,16,0.20669939496603446
Colima,06,11,17,0.5215556905935183
Colima,06,11,18,0.45218959567647266
Colima,06,11,19,0.32421421344649015
Colima,06,11,20,0.41732699629472275
Colima,06,11,21,0.3012391617208546
Colima,06,11,22,0.33502682409555645
Colima,06,11,23,0.019007264656463834
Colima,06,11,24,0.117768731167036
Colima,06,11,25,0.7634678137771955
Colima,06,11,26,1.010504462327886
Colima,06,11,27,0.6202174343393768
Colima,06,11,28,0.4084985597446414
Colima,06,11,29,0.024499518417185742
Colima,06,11,30,0.06927438846347417
Colima,06,12,1,0.17683277684438337
Colima,06,12,2,0.13622893299379873
Colima,06,12,3,0.04668150931331358
Colima,06,12,4,0.8602973617753041
Colima,06,12,5,0.8442755390585901
Colima,06,12,6,0.29943352450247607
Colima,06,12,7,0.42282561288646786
Colima,06,12,8,0.3338490549326565
Colima,06,12,9,0.267336585386315
Colima,06,12,10,0.41991330435103624
Colima,06,12,11,0.2116204913114456
Colima,06,12,12,0.3592683186399791
Colima,06,12,13,0.25033791391989263
Colima,06,12,14,0.9168192610473769
Colima,06,12,15,0.4856947521472193
Colima,06,12,16,0.20133248794232417
Colima,06,12,17,0.03473793353011693
Colima,06,12,18,0.3176392119586553
Colima,06,12,19,0.5909566721252892
Colima,06,12,20,0.5557121496428143
Colima,06,12,21,0.14292309778509116
Colima,06,12,22,0.319279183407453
Colima,06,12,23,0.14568019017008563
Colima,06,12,24,0.17312202359977022
Colima,06,12,25,0.28238138554354875
Colima,06,12,26,0.6983249259503158
Colima,06,12,27,0.2679238532396004
Colima,06,12,28,0.127871021640093
Colima,06,12,29,0.1123524615309159
Colima,06,12,30,0.5501480576828066
Colima,06,12,31,0.3947133853090634
Chiapas,07,1,1,1.1372177190713404
Chiapas,07,1,2,2.7606173122576316
Chiapas,07,1,3,1.923487162535665
Chiapas,07,1,4,1.1352875748135456
Chiapas,07,1,5,2.055030742384712
Chiapas,07,1,6,1.3135625797347996
Chiapas,07,1,7,0.461098583423997
Chiapas,07,1,8,1.541155227891036
Chiapas,07,1,9,0.6591861452665053
Chiapas,07,1,10,2.094705692456537
Chiapas,07,1,11,2.271590064234696
Chiapas,07,1,12,1.3268171072102988
Chiapas,07,1,13,1.058515679115615
Chiapas,07,1,14,2.444746033757176
Chiapas,07,1,15,0.8797685451600232
Chiapas,07,1,16,0.7290076325510206
Chiapas,07,1,17,0.6977222509894467
Chiapas,07,1,18,1.6258674095532473
Chiapas,07,1,19,1.5946496101856211
Chiapas,07,1,20,1.4693235925290642
Chiapas,07,1,21,1.343025728490774
Chiapas,07,1,22,1.2660505409381495
Chiapas,07,1,23,0.9200688155246404
Chiapas,07,1,24,2.372329026738507
Chiapas,07,1,25,1.8176024395393584
Chiapas,07,1,26,2.3896920156632695
Chiapas,07,1,27,1.6201828976749935
Chiapas,07,1,28,1.134443653252831
Chiapas,07,1,29,0.6901557462707529
Chiapas,07,1,30,0.6636182148297547
Chiapas,07,1,31,3.298617927152035
Chiapas,07,2,1,1.238179418278462
Chiapas,07,2,2,1.2800688445414257
Chiapas,07,2,3,1.8644269999990906
Chiapas,07,2,4,1.9024436950894967
Chiapas,07,2,5,1.5951395469486236
Chiapas,07,2,6,0.8277417115117318
Chiapas,07,2,7,1.530838157615835
Chiapas,07,2,8,1.2683357086948932
Chiapas,07,2,9,1.3009595698822545
Chiapas,07,2,10,0.5287995047047024
Chiapas,07,2,11,0.9614748007752915
Chiapas,07,2,12,2.245264698100756
Chiapas,07,2,13,1.5217639904906037
Chiapas,07,2,14,0.583148549987835
Chiapas,07,2,15,0.9448813901761698
Chiapas,07,2,16,1.2684160484001015
Chiapas,07,2,17,1.7461344844874467
Chiapas,07,2,18,1.0509143467190956
Chiapas,07,2,19,2.0472692334109706
Chiapas,07,2,20,1.2589259476622838
Chiapas,07,2,21,1.202814814802738
Chiapas,07,2,22,1.17665933684544
Chiapas,07,2,23,2.435743733021928
Chiapas,07,2,24,2.11359009851406
Chiapas,07,2,25,1.0216682991037402
Chiapas,07,2,26,0.60657528295638
Chiapas,07,2,27,1.0239967948317341
Chiapas,07,2,28,0.284656628481863
Chiapas,07,2,29,0.2148753394743831
Chiapas,07,3,1,0.7436453437709768
Chiapas,07,3,2,1.2318118752824672
Chiapas,07,3,3,1.296018111143555
Chiapas,07,3,4,0.6104890990306381
Chiapas,07,3,5,0.5935918256718238
Chiapas,07,3,6,0.59509323066545206
Chiapas,07,3,7,0.9845657037632514
Chiapas,07,3,8,1.7014330863202178
Chiapas,07,3,9,0.8387094673544305
Chiapas,07,3,10,2.1966864039444514
Chiapas,07,3,11,0.995526836759481
Chiapas,07,3,12,0.5684989607916752
Chiapas,07,3,13,0.4038791027333136
Chiapas,07,3,14,0.6851041879310593
Chiapas,07,3,15,0.5970692581124538
Chiapas,07,3,16,0.962911998016739
Chiapas,07,3,17,1.079543059901123
Chiapas,07,3,18,0.5583998180557993
Chiapas,07,3,19,0.7945856300324866
Chiapas,07,3,20,1.501015487421106
Chiapas,07,3,21,1.0705162065628915
Chiapas,07,3,22,0.6396007377750093
Chiapas,07,3,23,0.7890612887733697
Chiapas,07,3,24,1.280335500756252
Chiapas,07,3,25,0.6577582841191986
Chiapas,07,3,26,1.6827105441707613
Chiapas,07,3,27,1.9496374697676473
Chiapas,07,3,28,0.9507111590153869
Chiapas,07,3,29,2.2499513180475867
Chiapas,07,3,30,1.9286131146812135
Chiapas,07,3,31,2.7355700818025595
Chiapas,07,4,1,0.9401734815451619
Chiapas,07,4,2,1.1051207189983263
Chiapas,07,4,3,0.4716771969035142
Chiapas,07,4,4,0.8661792365489573
Chiapas,07,4,5,0.6413197294958776
Chiapas,07,4,6,0.925771410745089
Chiapas,07,4,7,0.9842380913670293
Chiapas,07,4,8,0.8806820570364416
Chiapas,07,4,9,0.966816650602593
Chiapas,07,4,10,1.4703239688221017
Chiapas,07,4,11,1.0374209969034491
Chiapas,07,4,12,1.7199202008864822
Chiapas,07,4,13,2.030129316156524
Chiapas,07,4,14,1.2588235690002412
Chiapas,07,4,15,1.5112767623314145
Chiapas,07,4,16,1.15871850314976
Chiapas,07,4,17,1.358635602606428
Chiapas,07,4,18,0.6199276628699639
Chiapas,07,4,19,0.8519391482071081
Chiapas,07,4,20,1.238547422370686
Chiapas,07,4,21,1.594944289457895
Chiapas,07,4,22,1.7195629640986205
Chiapas,07,4,23,1.6704671806174347
Chiapas,07,4,24,2.0558723191707493
Chiapas,07,4,25,2.729127658386558
Chiapas,07,4,26,2.96834836410934
Chiapas,07,4,27,2.590927279784522
Chiapas,07,4,28,3.298713858334649
Chiapas,07,4,29,3.438865094407169
Chiapas,07,4,30,3.029567993704461
Chiapas,07,5,1,2.3698255057394437
Chiapas,07,5,2,3.9313545644016488
Chiapas,07,5,3,2.430860488216437
Chiapas,07,5,4,2.7308977155075005
Chiapas,07,5,5,3.099858610084761
Chiapas,07,5,6,3.7084307485544774
Chiapas,07,5,7,3.166789334838932
Chiapas,07,5,8,3.9250813338239516
Chiapas,07,5,9,3.649690436444954
Chiapas,07,5,10,3.1505731818558766
Chiapas,07,5,11,3.512335590377233
Chiapas,07,5,12,3.6619148786236613
Chiapas,07,5,13,4.142504290044945
Chiapas,07,5,14,5.296423366197387
Chiapas,07,5,15,5.903674324107237
Chiapas,07,5,16,4.670933129198028
Chiapas,07,5,17,4.766891250606112
Chiapas,07,5,18,5.979536201222716
Chiapas,07,5,19,5.175252050865054
Chiapas,07,5,20,4.04902811072176
Chiapas,07,5,21,4.901015458544052
Chiapas,07,5,22,5.63574433005852
Chiapas,07,5,23,4.979367279202822
Chiapas,07,5,24,5.412380106326177
Chiapas,07,5,25,7.263511338595853
Chiapas,07,5,26,6.869779077756778
Chiapas,07,5,27,6.675881131544963
Chiapas,07,5,28,8.52437607072854
Chiapas,07,5,29,8.764851022577576
Chiapas,07,5,30,11.735775448982102
Chiapas,07,5,31,12.48658744092073
Chiapas,07,6,1,9.33145150362137
Chiapas,07,6,2,8.955883342575406
Chiapas,07,6,3,7.459116576537428
Chiapas,07,6,4,10.194431390059682
Chiapas,07,6,5,9.726271650864753
Chiapas,07,6,6,8.79684714922085
Chiapas,07,6,7,9.385863468189218
Chiapas,07,6,8,11.761573987762016
Chiapas,07,6,9,10.386661462968378
Chiapas,07,6,10,10.164315410366951
Chiapas,07,6,11,9.23498172622982
Chiapas,07,6,12,9.583921008687268
Chiapas,07,6,13,11.963051216380142
Chiapas,07,6,14,11.38928416596899
Chiapas,07,6,15,12.095810426892953
Chiapas,07,6,16,11.020147082914118
Chiapas,07,6,17,10.500954822662706
Chiapas,07,6,18,11.409351890374733
Chiapas,07,6,19,10.826575418073427
Chiapas,07,6,20,12.320175221051622
Chiapas,07,6,21,9.970805678823144
Chiapas,07,6,22,10.301153231589598
Chiapas,07,6,23,11.722944830219165
Chiapas,07,6,24,11.145817448192155
Chiapas,07,6,25,10.520785231409766
Chiapas,07,6,26,11.310033744657723
Chiapas,07,6,27,11.58060376426613
Chiapas,07,6,28,12.181855190243494
Chiapas,07,6,29,10.168944764274556
Chiapas,07,6,30,10.726449295116247
Chiapas,07,7,1,7.583469535544536
Chiapas,07,7,2,10.452869750355735
Chiapas,07,7,3,10.342674429275124
Chiapas,07,7,4,8.64868739639134
Chiapas,07,7,5,9.047435201172716
Chiapas,07,7,6,8.93590529531608
Chiapas,07,7,7,8.084911591095151
Chiapas,07,7,8,10.073277674782233
Chiapas,07,7,9,9.056901315382255
Chiapas,07,7,10,8.729178541026027
Chiapas,07,7,11,8.936456515894152
Chiapas,07,7,12,9.608960032178114
Chiapas,07,7,13,9.45435351496687
Chiapas,07,7,14,9.181563312955374
Chiapas,07,7,15,8.408238108188106
Chiapas,07,7,16,7.831469544247304
Chiapas,07,7,17,7.2922907940919215
Chiapas,07,7,18,8.471354015360307
Chiapas,07,7,19,8.757391896011816
Chiapas,07,7,20,8.422203680363813
Chiapas,07,7,21,8.004603047248766
Chiapas,07,7,22,10.038311899110116
Chiapas,07,7,23,7.045675152308335
Chiapas,07,7,24,7.434809066106334
Chiapas,07,7,25,9.82240699635258
Chiapas,07,7,26,8.973404826223469
Chiapas,07,7,27,8.594951978604822
Chiapas,07,7,28,7.7055345731468625
Chiapas,07,7,29,8.875895246353197
Chiapas,07,7,30,7.810537236607735
Chiapas,07,7,31,9.334587570411857
Chiapas,07,8,1,8.23353426709326
Chiapas,07,8,2,8.956610829805589
Chiapas,07,8,3,8.704161173155535
Chiapas,07,8,4,10.242450696366593
Chiapas,07,8,5,9.808147146632008
Chiapas,07,8,6,8.135694227912557
Chiapas,07,8,7,8.685315613304486
Chiapas,07,8,8,7.72861424559118
Chiapas,07,8,9,9.513041997728438
Chiapas,07,8,10,9.726912904425676
Chiapas,07,8,11,8.36151584301155
Chiapas,07,8,12,10.37041769387533
Chiapas,07,8,13,11.813091482074368
Chiapas,07,8,14,11.815903553938227
Chiapas,07,8,15,9.92908867704163
Chiapas,07,8,16,9.919953064312
Chiapas,07,8,17,9.671942521437234
Chiapas,07,8,18,7.608665479893176
Chiapas,07,8,19,9.85575728233591
Chiapas,07,8,20,11.482812987864415
Chiapas,07,8,21,11.035462321094107
Chiapas,07,8,22,10.298734399083733
Chiapas,07,8,23,9.126721448946977
Chiapas,07,8,24,10.570023784076811
Chiapas,07,8,25,12.046995833973453
Chiapas,07,8,26,10.588167883729305
Chiapas,07,8,27,11.681041716004863
Chiapas,07,8,28,11.737753414583974
Chiapas,07,8,29,14.316423937608542
Chiapas,07,8,30,11.626269013045441
Chiapas,07,8,31,13.175393885104707
Chiapas,07,9,1,11.15482703550276
Chiapas,07,9,2,12.71882899941557
Chiapas,07,9,3,12.433629768404959
Chiapas,07,9,4,15.272150022986041
Chiapas,07,9,5,12.888228206215384
Chiapas,07,9,6,13.597453550146346
Chiapas,07,9,7,13.415867811825784
Chiapas,07,9,8,12.903731403834866
Chiapas,07,9,9,12.72663052224733
Chiapas,07,9,10,11.65339848610452
Chiapas,07,9,11,11.391183315471698
Chiapas,07,9,12,11.31357994812563
Chiapas,07,9,13,11.89306702833875
Chiapas,07,9,14,11.32799819922168
Chiapas,07,9,15,10.624571532686094
Chiapas,07,9,16,11.398604774651249
Chiapas,07,9,17,13.153328086210067
