cve_ent,nombre_estado,date_year_month,n_year,n_month,pr_mm,anomaly_pr_mm,anomaly_pr_prop
11,Guanajuato,1991-08-15,1991,8,83.63378788288375,-33.08564685308099,-0.28346304904513314
11,Guanajuato,1991-09-15,1991,9,139.67036289260707,35.960290344615885,0.3467386480515235
11,Guanajuato,1991-10-15,1991,10,35.183842344693,-5.464314674401898,-0.13442957996435062
11,Guanajuato,1991-11-15,1991,11,14.730476752534848,4.501817190709829,0.44011800016410024
11,Guanajuato,1991-12-15,1991,12,12.694517779404407,4.907026996811581,0.6301165720516972
12,Guerrero,1991-01-15,1991,1,6.359455028417292,-5.3163278110675805,-0.45532945277887105
12,Guerrero,1991-02-15,1991,2,0.09811510770521335,-2.3157568757366733,-0.9593536407985841
12,Guerrero,1991-03-15,1991,3,0.03208835258617401,-1.813098958493486,-0.9826097045034423
12,Guerrero,1991-04-15,1991,4,0.862145305133459,-2.9632806281872446,-0.774627630972046
12,Guerrero,1991-05-15,1991,5,27.560459157532247,-14.602812450407104,-0.3463396433320746
12,Guerrero,1991-06-15,1991,6,257.03383248642996,16.90950867771494,0.0704198075792821
12,Guerrero,1991-07-15,1991,7,181.02909249574074,-74.41622001005922,-0.2913195755289876
12,Guerrero,1991-08-15,1991,8,182.94095684296292,-74.8922326468662,-0.2904677741257997
