cve_ent,nombre_estado,date_year_month,n_year,n_month,pr_mm,anomaly_pr_mm,anomaly_pr_prop
02,Baja California,1981-09-15,1981,9,14.073185746071108,5.64659359319354,0.6700921903839032
02,Baja California,1981-10-15,1981,10,6.066419462909472,-1.304041916951534,-0.17692812562788654
02,Baja California,1981-11-15,1981,11,15.643118328277623,3.3967045386898533,0.2773632017544453
02,Baja California,1981-12-15,1981,12,11.101796513461762,-13.626535172519214,-0.5510495146037041
03,Baja California Sur,1981-01-15,1981,1,44.04326340726416,29.304192101375243,1.9881980006207651
03,Baja California Sur,1981-02-15,1981,2,6.1169021370708965,-1.3087662692745852,-0.17624895129389304
03,Baja California Sur,1981-03-15,1981,3,8.771883637183047,5.576803301517382,1.7454344541091196
03,Baja California Sur,1981-04-15,1981,4,0.7018935220327558,0.24469655240470822,0.535210354967534
03,Baja California Sur,1981-05-15,1981,5,0.04031883056438401,-0.1461337795598436,-0.7837582936622833
03,Baja California Sur,1981-06-15,1981,6,0.05204004547362748,-0.1062025943131158,-0.671137655793915
03,Baja California Sur,1981-07-15,1981,7,12.867745560364234,0.8013457800523582,0.06641134013808103
03,Baja California Sur,1981-08-15,1981,8,30.568957294452204,-3.6638797288502545,-0.10702822340889345
03,Baja California Sur,1981-09-15,1981,9,31.342602228282022,-11.138403552396202,-0.2621972655238384
03,Baja California Sur,1981-10-15,1981,10,19.095369410411305,7.8548492262240135,0.6987976621645943
