cve_ent,nombre_estado,n_year,pr_mm,anomaly_pr_mm,anomaly_pr_prop
20,Oaxaca,1983,1314.8241442832236,-111.62981366492454,-0.0782568641931465
21,Puebla,1983,868.6836529665218,-99.14731590710096,-0.10244280157979467
22,Querétaro,1983,642.184253190735,-0.9328563853573542,-0.0014505233517613022
23,Quintana Roo,1983,1475.8838715324746,190.52631308685886,0.14822825900464812
24,San Luis Potosí,1983,566.2720617486119,-37.56925782090718,-0.06221710340672026
25,Sinaloa,1983,760.0495509152,66.3983252310203,0.09572292641093312
26,Sonora,1983,468.56740373865574,93.07523129285852,0.2478752904131285
27,Tabasco,1983,1806.032679830527,-185.34803256826604,-0.09307513697117115
28,Tamaulipas,1983,698.5277785350656,-3.5707124726864095,-0.005085771467135919
29,Tlaxcala,1983,599.5186541825883,-135.8300552155273,-0.18471516095636378
30,Veracruz,1983,1649.803379956808,-88.88157248127027,-0.05111999868442855
31,Yucatán,1983,1149.8465952629167,57.14283562838955,0.05229490163692849
32,Zacatecas,1983,480.0040291923155,15.006154684337218,0.032271447907617795
01,Aguascalientes,1984,549.296090333615,20.062201761022948,0.03790800663792173
02,Baja California,1984,167.25626535899303,20.707189478743942,0.1412986697757452
03,Baja California Sur,1984,237.6319487222816,87.69389012906441,0.5848674509450495
04,Campeche,1984,1416.6917420603952,86.86983881856577,0.06532441570318187
05,Coahuila,1984,334.5829610176111,-26.980226141735443,-0.0746210540782871
06,Colima,1984,1066.743276310345,175.94817801421095,0.19751812549345563
07,Chiapas,1984,2163.2840194175305,165.43957196887254,0.08280903559841545
08,Chihuahua,1984,552.3079413483791,105.42662072867967,0.2359163739099285
09,Ciudad de México,1984,1083.9975158516772,124.52626196477502,0.12978633957016242
10,Durango,1984,722.3113488303292,112.54760623356117,0.1845757600382416
11,Guanajuato,1984,617.1406839870332,20.381367175708306,0.034153412609647125
12,Guerrero,1984,1461.1479308129735,229.77022061321236,0.18659605311187394
13,Hidalgo,1984,951.4431192223649,131.8645408829816,0.1608931033192246
14,Jalisco,1984,952.382196257917,72.01666883159419,0.08180314493018494
15,Estado de México,1984,995.1959646077406,76.49651751677948,0.08326609726282495
16,Michoacán,1984,1044.3328612581995,154.50026708915277,0.1736284646140996
17,Morelos,1984,980.5360260976972,-5.512338373262196,-0.0055903326569784525
18,Nayarit,1984,1191.526921288323,87.75427855055113,0.07950394415727453
19,Nuevo León,1984,452.8115797207171,-61.34754223654397,-0.1193162575877501
20,Oaxaca,1984,1505.3285855926324,78.87462764448424,0.05529419803912896
21,Puebla,1984,1092.3151329698258,124.48416409620302,0.12862180287646685
22,Querétaro,1984,699.7086700699934,56.591560493901056,0.08799573149469327
23,Quintana Roo,1984,1595.2538807677126,309.8963223220969,0.24109736647665175
24,San Luis Potosí,1984,651.0020577030745,47.160738133555355,0.07810121070743624
25,Sinaloa,1984,885.5643568173626,191.9131311331829,0.2766709320579521
26,Sonora,1984,520.2940510500439,144.80187860424667,0.3856322161419996
27,Tabasco,1984,2053.6182109542774,62.23749855548431,0.03125344047372728
28,Tamaulipas,1984,756.9139306015462,54.81543959379417,0.07807371799804785
29,Tlaxcala,1984,834.6756971757147,99.32698777759913,0.1350746747878275
30,Veracruz,1984,1964.3223878835822,225.63743544550402,0.12977476749258282
31,Yucatán,1984,1187.9264368587683,95.22267722424112,0.087144092243345
32,Zacatecas,1984,491.56461806038385,26.56674355240557,0.057133042985446476
01,Aguascalientes,1985,554.5302252346366,25.29633666204461,0.04779802882667226
02,Baja California,1985,139.64731754865048,-6.901758331598614,-0.04709520200071618
03,Baja California Sur,1985,110.5170470530451,-39.42101154017209,-0.26291531256331335
04,Campeche,1985,1385.7628828880624,55.94097964623302,0.04206651996771939
05,Coahuila,1985,403.0180608026815,41.454873643334906,0.11465457523214356
06,Colima,1985,786.6465736659495,-104.14852463018451,-0.11691636475031612
07,Chiapas,1985,1866.9113345927192,-130.93311285593882,-0.06553719085744969
08,Chihuahua,1985,469.58053219876876,22.6992115790693,0.05079472005585697
09,Ciudad de México,1985,969.4869368756938,10.015682988791582,0.010438752540232103
10,Durango,1985,621.044160314317,11.280417717548971,0.01849965311074362
11,Guanajuato,1985,653.6243762018398,56.86505939051494,0.095289772255861993
12,Guerrero,1985,1188.6735730590951,-42.704137140666035,-0.03467996601443949
13,Hidalgo,1985,884.1231597984048,64.544581459021515,0.07875337785157915
14,Jalisco,1985,915.9644133758507,35.59888594952781,0.040436483302110054
15,Estado de México,1985,965.5804055540293,46.88095846306817,0.05102970140181923
16,Michoacán,1985,905.6849243487904,15.852330179743717,0.017814957873674108
17,Morelos,1985,989.3410460832894,3.292681612329943,0.0033392698887508955
18,Nayarit,1985,1179.2119217387058,75.439279000934,0.06834675555449189
19,Nuevo León,1985,517.9582097134617,3.7990877562006062,0.007388933880504801
20,Oaxaca,1985,1272.1386200814181,-154.31533786673003,-0.10818108569638069
21,Puebla,1985,943.2618996662851,-24.569069207337634,-0.02538570266658393
22,Querétaro,1985,735.5954910515882,92.47838147549578,0.14379710957535008
23,Quintana Roo,1985,1183.3441248400177,-102.01343360559804,-0.07936580209553752
24,San Luis Potosí,1985,701.6610684681948,97.8197488986757,0.16199578552923768
25,Sinaloa,1985,738.4801003801667,44.828874695987,0.06462739924054807
26,Sonora,1985,367.872392235513,-7.619780210284205,-0.020292780434415392
27,Tabasco,1985,1678.2184582565028,-313.1622541422903,-0.15725885672813353
28,Tamaulipas,1985,759.7723994985379,57.673908490785834,0.0821450398048912
29,Tlaxcala,1985,669.1246668358763,-66.22404256223933,-0.0900580115472615
30,Veracruz,1985,1662.3762206104898,-76.30873182758842,-0.04388876301056392
31,Yucatán,1985,1091.2866117003139,-1.4171479342132898,-0.0012969186952255737
32,Zacatecas,1985,499.6788329856434,34.680958477665115,0.07458304731900461
01,Aguascalientes,1986,589.0792644435983,59.84537587100624,0.11307925883661092
02,Baja California,1986,148.50427823986408,1.9552023596149866,0.013341621896085227
03,Baja California Sur,1986,123.97350446529909,-25.964554127918106,-0.1731685362044075
04,Campeche,1986,1184.9026505905742,-144.9192526512552,-0.10897643684313829
05,Coahuila,1986,471.7856570498717,110.22246989052513,0.3048498127159952
06,Colima,1986,853.3102624700525,-37.48483582608151,-0.04208019992227228
07,Chiapas,1986,1727.0746637381867,-270.7697837104713,-0.13553096391275965
08,Chihuahua,1986,580.8437931462316,133.96247252653217,0.299771922309851
09,Ciudad de México,1986,1021.2261451577817,61.75489127087951,0.06436346166777278
10,Durango,1986,717.5870778844773,107.82333528770926,0.17682805282670272
11,Guanajuato,1986,681.2831870532556,84.5238702419307,0.14163812421659147
12,Guerrero,1986,1021.7933529528243,-209.58435724693686,-0.17020314360971897
13,Hidalgo,1986,832.0143347749288,12.4357564355455,0.015173354653488657
14,Jalisco,1986,917.2559150393627,36.89038761303982,0.041903489475429455
15,Estado de México,1986,945.4641358788516,26.764688787890464,0.029133237069686044
16,Michoacán,1986,892.0172331834395,2.1846390143928147,0.002455112375865371
17,Morelos,1986,877.1376123817518,-108.91075208920768,-0.110451734431547
18,Nayarit,1986,943.3697783257359,-160.4028644120359,-0.14532237727343594
19,Nuevo León,1986,553.3231238283528,39.16400187109173,0.07617097547935209
20,Oaxaca,1986,1341.9041111794934,-84.54984676865479,-0.059272748550730434
21,Puebla,1986,909.3969161516877,-58.43405272193502,-0.06037629978914759
22,Querétaro,1986,717.8422035438172,74.72509396772477,0.11619204784798755
23,Quintana Roo,1986,1053.1628284282865,-232.19473001732922,-0.18064602218399256
24,San Luis Potosí,1986,612.9264628573228,9.085143287803703,0.015045580673877266
25,Sinaloa,1986,713.9958508452564,20.344625161076692,0.02932976171275393
26,Sonora,1986,425.7342310109571,50.24205856515988,0.13380321149680527
27,Tabasco,1986,1640.430962745191,-350.9497496536021,-0.17623438223967344
28,Tamaulipas,1986,699.5361886121708,-2.5623023955812414,-0.003649491386747547
29,Tlaxcala,1986,752.943488858242,17.594779460126347,0.0239271236017096
30,Veracruz,1986,1730.430754645439,-8.254197792639161,-0.004747379783246342
31,Yucatán,1986,875.7860332811828,-216.9177263533444,-0.19851467009310567
32,Zacatecas,1986,505.420928765883,40.42305425790471,0.08693169683985544
01,Aguascalientes,1987,525.8721841697683,-3.3617044028237615,-0.006352020298417937
02,Baja California,1987,166.46547825121212,19.916402370963027,0.1359026131781103
03,Baja California Sur,1987,109.56528288420034,-40.37277570901685,-0.26926302826521464
04,Campeche,1987,1225.7100426433467,-104.11186059848274,-0.07829007805081241
05,Coahuila,1987,432.49086634828666,70.92767918894009,0.19616952640059881
06,Colima,1987,718.0849569100307,-172.71014138610337,-0.19388312948337305
07,Chiapas,1987,1721.4382945021125,-276.4061529465455,-0.13835218918045858
08,Chihuahua,1987,414.37454396451966,-32.506776655179806,-0.0727414084126452
09,Ciudad de México,1987,916.2612784662875,-43.20997542061468,-0.04503519542202779
10,Durango,1987,651.522663073594,41.758920476826006,0.06848377094215137
11,Guanajuato,1987,499.896311018161,-96.8630057931639,-0.162315028964665
12,Guerrero,1987,1029.7386962671276,-201.6390139326336,-0.16375074216661153
13,Hidalgo,1987,718.5631489440976,-101.01542939528565,-0.12325289126023946
14,Jalisco,1987,826.783723026649,-53.58180439967384,-0.06086313324456933
15,Estado de México,1987,836.0098690485459,-82.68957804241529,-0.09000721433353397
16,Michoacán,1987,796.1780732399355,-93.65452092911119,-0.10524959587097243
17,Morelos,1987,885.4989977375374,-100.54936673342206,-0.10197204351874709
18,Nayarit,1987,1019.2570793682941,-84.51556336947772,-0.07656972106125705
19,Nuevo León,1987,561.8093567846809,47.65023482741981,0.09267604675772083
20,Oaxaca,1987,1118.7163618639208,-307.73759608422733,-0.21573608763852836
21,Puebla,1987,842.2087953251059,-125.6221735485168,-0.12979763779900316
22,Querétaro,1987,517.6051901163896,-125.51191945970277,-0.19516184158501607
23,Quintana Roo,1987,971.9972706033229,-313.3602878422928,-0.24379230960546086
24,San Luis Potosí,1987,544.6607297291301,-59.18058984038896,-0.09800685697126364
25,Sinaloa,1987,537.0763999417096,-156.57482574247013,-0.22572558073119997
26,Sonora,1987,261.9544254255582,-113.53774702023901,-0.30237047627571606
27,Tabasco,1987,1735.5325324149067,-255.84817998388644,-0.12847778347501157
28,Tamaulipas,1987,664.6199374365873,-37.47855357116475,-0.05338076359823844
29,Tlaxcala,1987,703.673712202259,-31.674997195856577,-0.04307479810739401
30,Veracruz,1987,1523.831933436152,-214.8530190019262,-0.12357213921972907
31,Yucatán,1987,879.7013454135006,-213.00241422102658,-0.19493152864438643
32,Zacatecas,1987,487.4297380060638,22.431863498085534,0.04824078716880383
01,Aguascalientes,1988,542.5020095201334,13.26812094754132,0.02507042960405852
02,Baja California,1988,124.51595940819827,-22.03311647205082,-0.15034633510793977
03,Baja California Sur,1988,72.2215407679362,-77.71651782528099,-0.5183241570182414
04,Campeche,1988,1396.3756169521312,66.55371371030174,0.05004708792061374
05,Coahuila,1988,375.3508913235284,13.787704164181832,0.03813359505016581
06,Colima,1988,946.1032641931023,55.30816589696826,0.06208853865805819
07,Chiapas,1988,2080.3890080473657,82.54456059870768,0.04131681057758075
08,Chihuahua,1988,446.90405486014487,0.022734240445402065,5.0873105221484824e-5
09,Ciudad de México,1988,892.8370987074605,-66.63415517944168,-0.06944882914365685
10,Durango,1988,623.6927849768489,13.929042380080887,0.022843343096724682
11,Guanajuato,1988,552.855858135665,-43.90345867565986,-0.07356979177174816
12,Guerrero,1988,1200.9746703103772,-30.40303988938399,-0.02469026330227452
13,Hidalgo,1988,806.4610543934205,-13.11752394596283,-0.01600520595906904
14,Jalisco,1988,893.8003957986004,13.434868372277606,0.015260557068327463
15,Estado de México,1988,864.3795510071262,-54.31989608383492,-0.05912694979390432
16,Michoacán,1988,946.7224378853077,56.889843716261,0.06393319832185569
17,Morelos,1988,919.9671824699923,-66.08118200096715,-0.06701616713945002
18,Nayarit,1988,1079.5988143745128,-24.173828363258963,-0.021901093963788382
19,Nuevo León,1988,617.978387641373,103.819265684112,0.2019204974695399
20,Oaxaca,1988,1451.1370325948906,24.683074646742398,0.017303800455114045
21,Puebla,1988,903.0873212921384,-64.74364758148431,-0.06689561469275364
22,Querétaro,1988,625.3501754480768,-17.766934128015578,-0.027626281222290244
23,Quintana Roo,1988,1490.1197885974905,204.76223015187475,0.15930371187881287
24,San Luis Potosí,1988,642.129538827522,38.28821925800287,0.06340774971361465
25,Sinaloa,1988,568.3929606441586,-125.25826504002112,-0.18057816435986715
26,Sonora,1988,330.19388587245504,-45.29828657334218,-0.1206370995120572
27,Tabasco,1988,2199.42451625313,208.04380385433706,0.10447213963608697
28,Tamaulipas,1988,733.656686483888,31.558195476136007,0.044948388125488174
29,Tlaxcala,1988,685.3217539294193,-50.026955468696315,-0.06803160844552712
30,Veracruz,1988,1723.473280439506,-15.211671998572228,-0.008748952463896119
31,Yucatán,1988,1245.9100468598876,153.20628722536048,0.14020843789958484
32,Zacatecas,1988,480.2727300164717,15.274855508493431,0.03284930178370385
01,Aguascalientes,1989,394.19722117906326,-135.03666739352877,-0.2551549897111446
02,Baja California,1989,85.87226260735427,-60.67681327289482,-0.4140375018296
03,Baja California Sur,1989,142.47115794127438,-7.466900651942808,-0.04979990218627915
04,Campeche,1989,1477.182136659112,147.36023341728264,0.1108120065236172
05,Coahuila,1989,241.76222555822287,-119.8009616011237,-0.33134170141144803
06,Colima,1989,799.1615878338879,-91.63351046224614,-0.10286710225226642
07,Chiapas,1989,2146.4545055948747,148.61005814621672,0.07438519967658083
08,Chihuahua,1989,405.410143344674,-41.47117727502547,-0.09280132187560791
09,Ciudad de México,1989,837.0133687450221,-122.45788514188007,-0.12763059304360858
10,Durango,1989,530.1394085849533,-79.62433401181465,-0.13058227055731914
11,Guanajuato,1989,463.2512248303694,-133.5080919809555,-0.223721839307565
12,Guerrero,1989,1184.3975203525772,-46.980189847183965,-0.038152542033234114
13,Hidalgo,1989,741.8142684900871,-77.76430984929618,-0.09488328746568872
14,Jalisco,1989,749.9889407999837,-130.3765866263392,-0.1480936980886616
15,Estado de México,1989,784.6096084803297,-134.08983861063143,-0.14595615468717604
16,Michoacán,1989,790.015535026123,-99.81705914292377,-0.11217509877364745
17,Morelos,1989,890.2421585414693,-95.80620592949015,-0.09716177155356134
18,Nayarit,1989,946.5564710157786,-157.2161717219932,-0.14243528570524985
19,Nuevo León,1989,354.45013296696663,-159.70898899029442,-0.31062171644903747
20,Oaxaca,1989,1323.4250574102828,-103.02890053786541,-0.07222728778856985
21,Puebla,1989,821.6793912651088,-146.1515776085139,-0.1510094038203876
22,Querétaro,1989,529.7767293684569,-113.34038020763546,-0.17623598955770783
23,Quintana Roo,1989,1256.6873986179735,-28.670159827642237,-0.022305201878855478
24,San Luis Potosí,1989,461.3153705936782,-142.5259489758409,-0.2360321236006973
25,Sinaloa,1989,702.4557013834647,8.804475699284922,0.012692943331283913
26,Sonora,1989,344.6320972778576,-30.860075167939613,-0.0821856683907154
27,Tabasco,1989,2140.037206289035,148.65649389024202,0.07464996168973245
28,Tamaulipas,1989,501.5628267218282,-200.53566428592387,-0.28562326632846974
29,Tlaxcala,1989,626.9630055863666,-108.38570381174895,-0.1473936139773236
30,Veracruz,1989,1565.305047050896,-173.37990538718213,-0.09971898885077451
31,Yucatán,1989,1195.7932495528396,103.08948991831244,0.09434349338451295
32,Zacatecas,1989,356.80647820668514,-108.19139630129314,-0.23267073299156946
01,Aguascalientes,1990,665.4118444480163,136.17795587542423,0.2573114813994861
02,Baja California,1990,120.5107981149224,-26.038277765326697,-0.1776761648541788
03,Baja California Sur,1990,216.18916192168714,66.25110332846995,0.44185648360440344
04,Campeche,1990,1287.6384928155999,-42.18341042622956,-0.03172109763224321
05,Coahuila,1990,476.52220361280035,114.95901645345378,0.317950003031668
06,Colima,1990,981.0234976061033,90.22839930996929,0.10128973484761358
07,Chiapas,1990,1949.932225891357,-47.91222155730111,-0.02398195796398828
08,Chihuahua,1990,562.7082090280816,115.8268884083821,0.25918937101188877
09,Ciudad de México,1990,926.1094827372215,-33.36177114968075,-0.03477099601945268
10,Durango,1990,738.9262529702258,129.16251037345785,0.21182386119483002
11,Guanajuato,1990,626.21145215767,29.45213534634513,0.04935345710849941
12,Guerrero,1990,1119.6371142319038,-111.74059596785742,-0.09074437115621511
13,Hidalgo,1990,874.9684540071204,55.3898756677371,0.06758336190285398
14,Jalisco,1990,979.2188042380925,98.85327681176966,0.11228662837441987
15,Estado de México,1990,971.4462221224406,52.7467750314795,0.05741461497391867
16,Michoacán,1990,974.9689508693839,85.13635670033716,0.09567682422314518
17,Morelos,1990,1114.0754401392248,128.0270756682654,0.12983853559450428
18,Nayarit,1990,1109.4172154614337,5.644572723661895,0.005113890764370848
19,Nuevo León,1990,490.77501051096897,-23.38411144629208,-0.04548030064559637
20,Oaxaca,1990,1264.9622577127493,-161.49170023539887,-0.11321199631826401
21,Puebla,1990,942.5653326661343,-25.265636207488456,-0.026105422351687103
22,Querétaro,1990,653.1912230695671,10.07411349347467,0.01566450859955347
23,Quintana Roo,1990,1312.26178742238,26.904228976764216,0.020931318915881687
24,San Luis Potosí,1990,603.5788403580663,-0.2624792114528418,-4.3468242888705313e-4
25,Sinaloa,1990,883.766214015427,190.11498833124722,0.27407864542260146
26,Sonora,1990,475.604507268329,100.11233482253175,0.266616302998921
27,Tabasco,1990,2012.7375099700646,21.3567975712715,0.010724618069412432
28,Tamaulipas,1990,669.8421122402854,-32.256378767466686,-0.04594281170034666
29,Tlaxcala,1990,750.6341096972699,15.285400299154276,0.020786601110193564
30,Veracruz,1990,1502.7806237118573,-235.9043287262209,-0.1356797437025167
31,Yucatán,1990,1074.8295135231176,-17.874246111409548,-0.01635781514780171
32,Zacatecas,1990,575.3108314865116,110.3129569785333,0.23723324992669526
01,Aguascalientes,1991,710.2517422611623,181.0178536885703,0.3420375331156465
02,Baja California,1991,184.58340573572545,38.03432985547636,0.25953305830843776
03,Baja California Sur,1991,152.74312624313777,2.8050676499205736,0.018708176404569423
04,Campeche,1991,1251.3623426503013,-78.45956059152809,-0.05900005136045661
05,Coahuila,1991,436.8476722959642,75.2844851366176,0.20821944216195482
06,Colima,1991,728.8488854478264,-161.9462128483076,-0.18179962278426295
07,Chiapas,1991,1669.467055427598,-328.3773920210599,-0.1643658456194692
08,Chihuahua,1991,559.1260143239974,112.24469370429796,0.25117338435324604
09,Ciudad de México,1991,994.9401254527052,35.46887156580294,0.0369671018512701
10,Durango,1991,718.9874951039428,109.22375250717482,0.1791247082714848
11,Guanajuato,1991,697.8844188440145,101.1251020326896,0.16945709800231226
12,Guerrero,1991,1072.9527843878916,-158.42492581186957,-0.1286566457225939
13,Hidalgo,1991,887.2006153900255,67.62203705064223,0.08250830223949594
14,Jalisco,1991,830.9547489956543,-49.41077843066853,-0.0561252989711182
15,Estado de México,1991,958.5986624793952,39.89921538843407,0.04343010710932062
16,Michoacán,1991,852.8667398812713,-36.965854287775414,-0.04154248173196586
17,Morelos,1991,993.0845325807188,7.036168109759387,0.007135723117936994
18,Nayarit,1991,975.6436727787166,-128.1289699590552,-0.1160827556309487
19,Nuevo León,1991,507.06093348131327,-7.098188475947779,-0.013805431378766454
20,Oaxaca,1991,1328.7196890965215,-97.73426885162667,-0.06851554395222852
21,Puebla,1991,944.411391455133,-23.41957741848978,-0.024198003754463304
22,Querétaro,1991,792.8640693312508,149.7469597551584,0.23284555413844207
23,Quintana Roo,1991,1189.6509026260087,-95.70665581960702,-0.07445916911660377
24,San Luis Potosí,1991,753.2645934603293,149.42327389081015,0.24745453656158312
25,Sinaloa,1991,673.3367225566865,-20.314503127493253,-0.029286336382460993
26,Sonora,1991,390.24389965857404,14.751727212776814,0.039286377440814015
27,Tabasco,1991,1801.4877023289434,-189.89301006984965,-0.09535746172870523
28,Tamaulipas,1991,813.2947815022344,111.19629049448235,0.15837705381602168
29,Tlaxcala,1991,770.0241016711699,34.675392273054285,0.047155032476273964
30,Veracruz,1991,1763.067235134822,24.382282696743914,0.014023404678664617
31,Yucatán,1991,1088.2718791564885,-4.431880478038693,-0.004055884716202504
32,Zacatecas,1991,570.9323626417525,105.93448813377427,0.22781714485440444
01,Aguascalientes,1992,652.1438255143762,122.90993694178417,0.2322412445531165
02,Baja California,1992,227.14416353999144,80.59508765974235,0.5499528889939893
03,Baja California Sur,1992,198.48083023826118,48.542771645043985,0.3237521687321616
04,Campeche,1992,1449.4077881382889,119.58588489645945,0.08992624095372012
05,Coahuila,1992,366.6841104729514,5.120923313604806,0.01416328734636343
06,Colima,1992,1025.3667815767892,134.57168328065518,0.15106917801642242
07,Chiapas,1992,1928.865728470798,-68.9787189778599,-0.03452657140847426
08,Chihuahua,1992,449.17456478503664,2.293244165337171,0.005131662612697892
09,Ciudad de México,1992,1062.1816502009656,102.71039631406336,0.10704895628501065
10,Durango,1992,610.3208304448793,0.5570878481113368,9.136126161567049e-4
11,Guanajuato,1992,706.1797859716221,109.42046916029722,0.18335778944343195
12,Guerrero,1992,1333.804317037394,102.42660683763279,0.08318049448939314
13,Hidalgo,1992,915.2460719935062,95.66749365412295,0.11672766490305647
14,Jalisco,1992,975.0495689507376,94.68404152441474,0.10755082812160519
15,Estado de México,1992,1055.1821708202128,136.4827237292517,0.14856079881338868
16,Michoacán,1992,1034.1476233176904,144.3150291486437,0.1621822240433995
17,Morelos,1992,1012.5921465262944,26.543782055334987,0.026919351029577963
