cve_ent,nombre_estado,date_year_month,n_year,n_month,pr_mm,cumsum_pr_mm,anomaly_pr_mm,anomaly_pr_prop,cumulative_anomaly_pr_mm,cumulative_anomaly_pr_prop
28,Tamaulipas,2005-02-15,2005,2,53.79766330427619,69.60367191629119,35.515807271956966,1.942680612360749,28.142256051244388,0.6787577188112657
28,Tamaulipas,2005-03-15,2005,3,26.729106630838725,96.33277854712992,9.251097076835638,0.5292992344609863,37.39335312808003,0.6344370149898692
28,Tamaulipas,2005-04-15,2005,4,9.742354486579831,106.07513303370975,-25.758981580562203,-0.7255778073209818,11.63437154751783,0.12319226745348595
28,Tamaulipas,2005-05-15,2005,5,66.01725181701205,172.0923848507218,-4.28405330656787,-0.06093846051701458,7.350318240949974,0.044617130234021134
28,Tamaulipas,2005-06-15,2005,6,40.69487035057307,212.78725520129487,-58.90366793511758,-0.5914109679617686,-51.55334969416762,-0.19502622275739734
28,Tamaulipas,2005-07-15,2005,7,191.15347125712276,403.94072645841766,94.97181229640601,0.9874212331396273,43.418462602238435,0.1204321257107136
28,Tamaulipas,2005-08-15,2005,8,43.205082659654096,447.1458091180717,-42.41706364828637,-0.4953982757653983,1.001398953952048,0.002244562368457494
28,Tamaulipas,2005-09-15,2005,9,89.52698653235016,536.6727956504219,-50.44883142173954,-0.36041104927342604,-49.44743246778751,-0.08436397533410994
28,Tamaulipas,2005-10-15,2005,10,111.28479026885664,647.9575859192786,41.14805491930025,0.5866833509461388,-8.2993775484872,-0.01264653635769741
28,Tamaulipas,2005-11-15,2005,11,17.106309510870364,665.0638954301489,-7.85019763231416,-0.31455514136151874,-16.14957518080132,-0.02370706963019607
28,Tamaulipas,2005-12-15,2005,12,20.22720281159532,685.2910982417443,-0.6578175852063595,-0.03149710044367959,-16.807392766007638,-0.023938796310305793
28,Tamaulipas,2006-01-15,2006,1,12.25230518114166,12.25230518114166,-10.92725465158592,-0.4714176943152113,-10.92725465158592,-0.4714176943152113
28,Tamaulipas,2006-02-15,2006,2,7.825572058426323,20.077877239567982,-10.456283973892903,-0.5719487099891807,-21.38353862547882,-0.5157454992632264
