date_year,nombre_estado,cve_ent,nombre_municipio,cve_mun,hombres,mujeres,total
2024,Veracruz,30,Comapa,30043,11046,10573,21619
2024,Veracruz,30,Cosamaloapan de Carpio,30045,29511,32238,61749
2024,Veracruz,30,Cosautlán de Carvajal,30046,8628,8735,17363
2024,Veracruz,30,Coscomatepec,30047,30517,31490,62007
2024,Veracruz,30,Cosoleacaque,30048,71418,76363,147781
2024,Veracruz,30,Cotaxtla,30049,11186,11183,22369
2024,Veracruz,30,Coxquihui,30050,8734,9160,17894
2024,Veracruz,30,Coyutla,30051,11454,12360,23814
2024,Veracruz,30,Cuichapa,30052,6232,6851,13083
2024,Veracruz,30,Cuitláhuac,30053,14535,15784,30319
2024,Veracruz,30,Córdoba,30044,109837,123897,233734
2024,Veracruz,30,El Higo,30205,10507,10623,21130
2024,Veracruz,30,Emiliano Zapata,30065,42424,45452,87876
2024,Veracruz,30,Espinal,30066,14203,14934,29137
2024,Veracruz,30,Filomeno Mata,30067,9939,9902,19841
2024,Veracruz,30,Fortín,30068,34277,38109,72386
2024,Veracruz,30,Gutiérrez Zamora,30069,12391,13998,26389
2024,Veracruz,30,Hidalgotitlán,30070,10304,9937,20241
2024,Veracruz,30,Huatusco,30071,31421,33658,65079
2024,Veracruz,30,Huayacocotla,30072,11146,11903,23049
2024,Veracruz,30,Hueyapan de Ocampo,30073,22524,23772,46296
2024,Veracruz,30,Huiloapan de Cuauhtémoc,30074,3759,4039,7798
2024,Veracruz,30,Ignacio de la Llave,30075,8914,9782,18696
2024,Veracruz,30,Ilamatlán,30076,6879,7554,14433
2024,Veracruz,30,Isla,30077,22494,23513,46007
2024,Veracruz,30,Ixcatepec,30078,7236,7243,14479
2024,Veracruz,30,Ixhuacán de los Reyes,30079,6153,6055,12208
2024,Veracruz,30,Ixhuatlancillo,30081,13586,14780,28366
2024,Veracruz,30,Ixhuatlán de Madero,30083,28176,29703,57879
2024,Veracruz,30,Ixhuatlán del Café,30080,12179,12230,24409
2024,Veracruz,30,Ixhuatlán del Sureste,30082,8427,8348,16775
2024,Veracruz,30,Ixmatlahuacan,30084,3054,3120,6174
2024,Veracruz,30,Ixtaczoquitlán,30085,35679,37867,73546
2024,Veracruz,30,Jalacingo,30086,22978,24095,47073
2024,Veracruz,30,Jalcomulco,30088,2768,2740,5508
2024,Veracruz,30,Jamapa,30090,6000,6292,12292
2024,Veracruz,30,Jesús Carranza,30091,15596,15662,31258
2024,Veracruz,30,Jilotepec,30093,8792,9220,18012
2024,Veracruz,30,José Azueta,30169,11951,12379,24330
2024,Veracruz,30,Juan Rodríguez Clara,30094,20809,21284,42093
2024,Veracruz,30,Juchique de Ferrer,30095,8350,8497,16847
2024,Veracruz,30,Jáltipan,30089,21447,23452,44899
2024,Veracruz,30,La Antigua,30016,13972,15036,29008
2024,Veracruz,30,La Perla,30127,14485,15054,29539
2024,Veracruz,30,Landero y Coss,30096,839,884,1723
2024,Veracruz,30,Las Choapas,30061,42716,44234,86950
2024,Veracruz,30,Las Minas,30107,1612,1557,3169
2024,Veracruz,30,Las Vigas de Ramírez,30132,10532,10606,21138
2024,Veracruz,30,Lerdo de Tejada,30097,10003,11484,21487
2024,Veracruz,30,Los Reyes,30137,3130,3175,6305
2024,Veracruz,30,Magdalena,30098,1628,1651,3279
2024,Veracruz,30,Maltrata,30099,9296,9897,19193
2024,Veracruz,30,Manlio Fabio Altamirano,30100,12512,12951,25463
2024,Veracruz,30,Mariano Escobedo,30101,18737,20177,38914
2024,Veracruz,30,Martínez de la Torre,30102,53713,58499,112212
2024,Veracruz,30,Mecatlán,30103,6439,6648,13087
2024,Veracruz,30,Mecayapan,30104,8747,9136,17883
2024,Veracruz,30,Medellín,30105,42061,45551,87612
2024,Veracruz,30,Miahuatlán,30106,2469,2544,5013
2024,Veracruz,30,Minatitlán,30108,81332,86666,167998
2024,Veracruz,30,Misantla,30109,33642,35381,69023
2024,Veracruz,30,Mixtla de Altamirano,30110,6275,6170,12445
2024,Veracruz,30,Moloacán,30111,8996,9502,18498
2024,Veracruz,30,Nanchital de Lázaro Cárdenas del Rio,30206,15481,16377,31858
2024,Veracruz,30,Naolinco,30112,11453,11984,23437
2024,Veracruz,30,Naranjal,30113,2349,2514,4863
2024,Veracruz,30,Naranjos Amatlán,30013,14604,16253,30857
2024,Veracruz,30,Nautla,30114,5836,6050,11886
2024,Veracruz,30,Nogales,30115,19424,21313,40737
2024,Veracruz,30,Oluta,30116,8513,9177,17690
2024,Veracruz,30,Omealca,30117,12427,13264,25691
2024,Veracruz,30,Orizaba,30118,63180,74638,137818
2024,Veracruz,30,Otatitlán,30119,2913,3184,6097
2024,Veracruz,30,Oteapan,30120,8604,8895,17499
2024,Veracruz,30,Ozuluama de Mascareñas,30121,12725,12206,24931
2024,Veracruz,30,Pajapan,30122,9284,9208,18492
2024,Veracruz,30,Papantla,30124,83357,84811,168168
2024,Veracruz,30,Paso de Ovejas,30126,18041,18204,36245
2024,Veracruz,30,Paso del Macho,30125,16823,17187,34010
2024,Veracruz,30,Perote,30128,38931,39327,78258
2024,Veracruz,30,Platón Sánchez,30129,9534,9977,19511
2024,Veracruz,30,Playa Vicente,30130,19145,20749,39894
2024,Veracruz,30,Poza Rica de Hidalgo,30131,106107,117878,223985
2024,Veracruz,30,Pueblo Viejo,30133,30981,31003,61984
2024,Veracruz,30,Puente Nacional,30134,12034,12405,24439
2024,Veracruz,30,Pánuco,30123,53771,54215,107986
2024,Veracruz,30,Rafael Delgado,30135,12304,12734,25038
2024,Veracruz,30,Rafael Lucio,30136,4252,4495,8747
2024,Veracruz,30,Río Blanco,30138,21311,24161,45472
2024,Veracruz,30,Saltabarranca,30139,3246,3471,6717
2024,Veracruz,30,San Andrés Tenejapan,30140,1539,1603,3142
2024,Veracruz,30,San Andrés Tuxtla,30141,84555,91409,175964
2024,Veracruz,30,San Juan Evangelista,30142,17841,18476,36317
2024,Veracruz,30,San Rafael,30211,15681,16310,31991
2024,Veracruz,30,Santiago Sochiapan,30212,7305,7802,15107
2024,Veracruz,30,Santiago Tuxtla,30143,29607,31902,61509
2024,Veracruz,30,Sayula de Alemán,30144,17178,17723,34901
2024,Veracruz,30,Sochiapa,30146,1943,1943,3886
2024,Veracruz,30,Soconusco,30145,8555,8996,17551
2024,Veracruz,30,Soledad Atzompa,30147,12240,12358,24598
2024,Veracruz,30,Soledad de Doblado,30148,14661,14974,29635
2024,Veracruz,30,Soteapan,30149,17966,18565,36531
2024,Veracruz,30,Tamalín,30150,6234,6206,12440
2024,Veracruz,30,Tamiahua,30151,12517,12486,25003
2024,Veracruz,30,Tampico Alto,30152,6947,6507,13454
2024,Veracruz,30,Tancoco,30153,2997,3194,6191
2024,Veracruz,30,Tantima,30154,7080,6856,13936
2024,Veracruz,30,Tantoyuca,30155,54453,55984,110437
2024,Veracruz,30,Tatahuicapan de Juárez,30209,8178,8488,16666
2024,Veracruz,30,Tatatila,30156,3279,3012,6291
2024,Veracruz,30,Tecolutla,30158,12626,13025,25651
2024,Veracruz,30,Tehuipango,30159,13428,14250,27678
2024,Veracruz,30,Tempoal,30161,18744,19402,38146
2024,Veracruz,30,Tenampa,30162,3548,3678,7226
2024,Veracruz,30,Tenochtitlán,30163,2663,2838,5501
2024,Veracruz,30,Teocelo,30164,8661,9192,17853
2024,Veracruz,30,Tepatlaxco,30165,4626,4380,9006
2024,Veracruz,30,Tepetlán,30166,5254,5094,10348
2024,Veracruz,30,Tepetzintla,30167,7748,7974,15722
2024,Veracruz,30,Tequila,30168,7967,8238,16205
2024,Veracruz,30,Texcatepec,30170,5694,5977,11671
2024,Veracruz,30,Texhuacán,30171,2693,3002,5695
2024,Veracruz,30,Texistepec,30172,11152,11089,22241
2024,Veracruz,30,Tezonapa,30173,30115,30805,60920
2024,Veracruz,30,Tierra Blanca,30174,55023,59193,114216
2024,Veracruz,30,Tihuatlán,30175,50653,52712,103365
2024,Veracruz,30,Tlachichilco,30180,6077,6288,12365
2024,Veracruz,30,Tlacojalpan,30176,2601,2712,5313
2024,Veracruz,30,Tlacolulan,30177,6111,5904,12015
2024,Veracruz,30,Tlacotalpan,30178,6877,7516,14393
2024,Veracruz,30,Tlacotepec de Mejía,30179,2095,2135,4230
2024,Veracruz,30,Tlalixcoyan,30181,20141,20816,40957
2024,Veracruz,30,Tlalnelhuayocan,30182,9938,10267,20205
2024,Veracruz,30,Tlaltetela,30024,8460,8215,16675
2024,Veracruz,30,Tlapacoyan,30183,32194,34074,66268
2024,Veracruz,30,Tlaquilpa,30184,3795,4343,8138
2024,Veracruz,30,Tlilapan,30185,2765,2910,5675
2024,Veracruz,30,Tomatlán,30186,3680,3785,7465
2024,Veracruz,30,Tonayán,30187,2922,3121,6043
2024,Veracruz,30,Totutla,30188,9299,9371,18670
2024,Veracruz,30,Tres Valles,30207,24130,25426,49556
2024,Veracruz,30,Tuxpan,30189,85011,89491,174502
2024,Veracruz,30,Tuxtilla,30190,1195,1231,2426
2024,Veracruz,30,Ursulo Galván,30191,16242,17179,33421
2024,Veracruz,30,Uxpanapa,30210,15709,15239,30948
2024,Veracruz,30,Vega de Alatorre,30192,10540,11261,21801
2024,Veracruz,30,Veracruz,30193,307214,333940,641154
2024,Veracruz,30,Villa Aldama,30194,6236,6392,12628
2024,Veracruz,30,Xalapa,30087,246020,276930,522950
2024,Veracruz,30,Xico,30092,20354,20921,41275
2024,Veracruz,30,Xoxocotla,30195,2944,2822,5766
2024,Veracruz,30,Yanga,30196,9163,10329,19492
2024,Veracruz,30,Yecuatla,30197,6322,6528,12850
2024,Veracruz,30,Zacualpan,30198,3715,4000,7715
2024,Veracruz,30,Zaragoza,30199,5880,6126,12006
2024,Veracruz,30,Zentla,30200,7254,7119,14373
2024,Veracruz,30,Zongolica,30201,22948,23458,46406
2024,Veracruz,30,Zontecomatlán de López y Fuentes,30202,7620,7841,15461
2024,Veracruz,30,Zozocolco de Hidalgo,30203,7898,8246,16144
2024,Veracruz,30,Álamo Temapache,30160,55740,56431,112171
2024,Yucatán,31,Abalá,31001,3729,3570,7299
2024,Yucatán,31,Acanceh,31002,9053,9041,18094
2024,Yucatán,31,Akil,31003,6013,6256,12269
2024,Yucatán,31,Baca,31004,3326,3409,6735
2024,Yucatán,31,Bokobá,31005,1254,1207,2461
2024,Yucatán,31,Buctzotz,31006,4980,4962,9942
2024,Yucatán,31,Cacalchén,31007,4168,3954,8122
2024,Yucatán,31,Calotmul,31008,2257,2255,4512
2024,Yucatán,31,Cansahcab,31009,2580,2631,5211
2024,Yucatán,31,Cantamayec,31010,1451,1333,2784
2024,Yucatán,31,Celestún,31011,4412,4184,8596
2024,Yucatán,31,Cenotillo,31012,2138,2280,4418
2024,Yucatán,31,Chacsinkín,31016,1669,1640,3309
2024,Yucatán,31,Chankom,31017,2578,2493,5071
2024,Yucatán,31,Chapab,31018,1768,1765,3533
2024,Yucatán,31,Chemax,31019,20311,19991,40302
2024,Yucatán,31,Chichimilá,31021,4670,4602,9272
2024,Yucatán,31,Chicxulub Pueblo,31020,2578,2452,5030
2024,Yucatán,31,Chikindzonot,31022,2306,2244,4550
2024,Yucatán,31,Chocholá,31023,2688,2599,5287
2024,Yucatán,31,Chumayel,31024,1785,1848,3633
2024,Yucatán,31,Conkal,31013,6291,6281,12572
2024,Yucatán,31,Cuncunul,31014,910,881,1791
2024,Yucatán,31,Cuzamá,31015,2913,2830,5743
2024,Yucatán,31,Dzemul,31026,2100,2095,4195
2024,Yucatán,31,Dzidzantún,31027,4667,4570,9237
2024,Yucatán,31,Dzilam González,31029,3488,3312,6800
2024,Yucatán,31,Dzilam de Bravo,31028,1555,1467,3022
2024,Yucatán,31,Dzitás,31030,2160,2062,4222
2024,Yucatán,31,Dzoncauich,31031,1453,1487,2940
2024,Yucatán,31,Dzán,31025,2895,3026,5921
2024,Yucatán,31,Espita,31032,9111,8846,17957
2024,Yucatán,31,Halachó,31033,11379,11131,22510
2024,Yucatán,31,Hocabá,31034,3439,3438,6877
2024,Yucatán,31,Hoctún,31035,3275,3343,6618
2024,Yucatán,31,Homún,31036,4363,4199,8562
2024,Yucatán,31,Huhí,31037,2969,2864,5833
2024,Yucatán,31,Hunucmá,31038,18056,18153,36209
2024,Yucatán,31,Ixil,31039,2328,2242,4570
2024,Yucatán,31,Izamal,31040,14917,15213,30130
2024,Yucatán,31,Kanasín,31041,57503,58325,115828
2024,Yucatán,31,Kantunil,31042,2924,3075,5999
2024,Yucatán,31,Kaua,31043,1752,1685,3437
2024,Yucatán,31,Kinchil,31044,4041,3947,7988
2024,Yucatán,31,Kopomá,31045,1469,1386,2855
2024,Yucatán,31,Mama,31046,1676,1845,3521
2024,Yucatán,31,Maní,31047,3063,3192,6255
2024,Yucatán,31,Maxcanú,31048,12724,12544,25268
2024,Yucatán,31,Mayapán,31049,2103,1946,4049
2024,Yucatán,31,Mocochá,31051,1864,1820,3684
2024,Yucatán,31,Motul,31052,20250,20596,40846
2024,Yucatán,31,Muna,31053,6907,7180,14087
2024,Yucatán,31,Muxupip,31054,1571,1640,3211
2024,Yucatán,31,Mérida,31050,484434,523011,1007445
2024,Yucatán,31,Opichén,31055,3841,3712,7553
2024,Yucatán,31,Oxkutzcab,31056,16475,17960,34435
2024,Yucatán,31,Panabá,31057,4256,4290,8546
2024,Yucatán,31,Peto,31058,13863,14071,27934
2024,Yucatán,31,Progreso,31059,32668,33050,65718
2024,Yucatán,31,Quintana Roo,31060,536,534,1070
2024,Yucatán,31,Río Lagartos,31061,2032,1931,3963
2024,Yucatán,31,Sacalum,31062,2747,2613,5360
2024,Yucatán,31,Samahil,31063,2884,2866,5750
2024,Yucatán,31,San Felipe,31065,1104,1043,2147
2024,Yucatán,31,Sanahcat,31064,963,955,1918
2024,Yucatán,31,Santa Elena,31066,2156,2260,4416
2024,Yucatán,31,Seyé,31067,5471,5238,10709
2024,Yucatán,31,Sinanché,31068,1842,1699,3541
2024,Yucatán,31,Sotuta,31069,5027,4851,9878
2024,Yucatán,31,Sucilá,31070,2215,2142,4357
2024,Yucatán,31,Sudzal,31071,999,896,1895
2024,Yucatán,31,Suma,31072,1048,1018,2066
2024,Yucatán,31,Tahdziú,31073,2878,2706,5584
2024,Yucatán,31,Tahmek,31074,2131,2065,4196
2024,Yucatán,31,Teabo,31075,3642,3673,7315
2024,Yucatán,31,Tecoh,31076,9819,9751,19570
2024,Yucatán,31,Tekal de Venegas,31077,1504,1461,2965
2024,Yucatán,31,Tekantó,31078,2106,2116,4222
2024,Yucatán,31,Tekax,31079,23158,23953,47111
2024,Yucatán,31,Tekit,31080,5755,5593,11348
2024,Yucatán,31,Tekom,31081,1770,1796,3566
2024,Yucatán,31,Telchac Pueblo,31082,2149,2133,4282
2024,Yucatán,31,Telchac Puerto,31083,1037,943,1980
2024,Yucatán,31,Temax,31084,4065,4048,8113
2024,Yucatán,31,Temozón,31085,8699,8456,17155
2024,Yucatán,31,Tepakán,31086,1280,1225,2505
2024,Yucatán,31,Tetiz,31087,2802,2814,5616
2024,Yucatán,31,Teya,31088,1083,1100,2183
2024,Yucatán,31,Ticul,31089,21967,22619,44586
2024,Yucatán,31,Timucuy,31090,4176,4009,8185
2024,Yucatán,31,Tinum,31091,6737,6509,13246
2024,Yucatán,31,Tixcacalcupul,31092,3969,3919,7888
2024,Yucatán,31,Tixkokob,31093,10004,10196,20200
2024,Yucatán,31,Tixmehuac,31094,2702,2693,5395
2024,Yucatán,31,Tixpéhual,31095,3036,3148,6184
2024,Yucatán,31,Tizimín,31096,42333,43529,85862
2024,Yucatán,31,Tunkás,31097,1998,1914,3912
2024,Yucatán,31,Tzucacab,31098,8192,8041,16233
2024,Yucatán,31,Uayma,31099,2335,2240,4575
2024,Yucatán,31,Ucú,31100,2084,2057,4141
2024,Yucatán,31,Umán,31101,29852,29836,59688
2024,Yucatán,31,Valladolid,31102,44332,45106,89438
2024,Yucatán,31,Xocchel,31103,1985,1910,3895
2024,Yucatán,31,Yaxcabá,31104,8697,8191,16888
2024,Yucatán,31,Yaxkukul,31105,1762,1782,3544
2024,Yucatán,31,Yobaín,31106,1301,1252,2553
2024,Zacatecas,32,Apozol,32001,3127,3344,6471
2024,Zacatecas,32,Apulco,32002,2464,2727,5191
2024,Zacatecas,32,Atolinga,32003,1311,1394,2705
2024,Zacatecas,32,Benito Juárez,32004,2230,2161,4391
2024,Zacatecas,32,Calera,32005,24215,24185,48400
2024,Zacatecas,32,Cañitas de Felipe Pescador,32006,4376,4483,8859
2024,Zacatecas,32,Chalchihuites,32009,5969,6283,12252
2024,Zacatecas,32,Concepción del Oro,32007,7260,7140,14400
2024,Zacatecas,32,Cuauhtémoc,32008,6570,6930,13500
2024,Zacatecas,32,El Plateado de Joaquín Amaro,32015,688,704,1392
2024,Zacatecas,32,El Salvador,32041,1284,1249,2533
2024,Zacatecas,32,Fresnillo,32010,122849,126209,249058
2024,Zacatecas,32,Genaro Codina,32012,4261,4473,8734
2024,Zacatecas,32,General Enrique Estrada,32013,3342,3411,6753
2024,Zacatecas,32,General Francisco R. Murguía,32014,11300,11997,23297
2024,Zacatecas,32,General Pánfilo Natera,32016,12149,12613,24762
2024,Zacatecas,32,Guadalupe,32017,101061,105949,207010
2024,Zacatecas,32,Huanusco,32018,2140,2229,4369
2024,Zacatecas,32,Jalpa,32019,12734,13303,26037
2024,Zacatecas,32,Jerez,32020,31593,33528,65121
2024,Zacatecas,32,Jiménez del Teul,32021,2210,2252,4462
2024,Zacatecas,32,Juan Aldama,32022,11360,12030,23390
2024,Zacatecas,32,Juchipila,32023,6528,7262,13790
2024,Zacatecas,32,Loreto,32024,28855,29288,58143
2024,Zacatecas,32,Luis Moya,32025,7158,7219,14377
2024,Zacatecas,32,Mazapil,32026,9968,9085,19053
2024,Zacatecas,32,Melchor Ocampo,32027,1734,1520,3254
2024,Zacatecas,32,Mezquital del Oro,32028,1277,1392,2669
2024,Zacatecas,32,Miguel Auza,32029,12458,12951,25409
2024,Zacatecas,32,Momax,32030,1249,1345,2594
2024,Zacatecas,32,Monte Escobedo,32031,4973,5078,10051
2024,Zacatecas,32,Morelos,32032,6704,6758,13462
2024,Zacatecas,32,Moyahua de Estrada,32033,2011,2281,4292
2024,Zacatecas,32,Nochistlán de Mejía,32034,14381,15803,30184
2024,Zacatecas,32,Noria de Ángeles,32035,8937,9211,18148
2024,Zacatecas,32,Ojocaliente,32036,22609,23581,46190
2024,Zacatecas,32,Pinos,32038,38375,40122,78497
2024,Zacatecas,32,Pánuco,32037,9651,9617,19268
2024,Zacatecas,32,Río Grande,32039,33532,35572,69104
2024,Zacatecas,32,Sain Alto,32040,11621,12234,23855
2024,Zacatecas,32,Santa María de la Paz,32058,1436,1463,2899
2024,Zacatecas,32,Sombrerete,32042,32863,33845,66708
2024,Zacatecas,32,Susticacán,32043,709,776,1485
2024,Zacatecas,32,Tabasco,32044,8136,8558,16694
2024,Zacatecas,32,Tepechitlán,32045,4527,4935,9462
2024,Zacatecas,32,Tepetongo,32046,3776,4009,7785
2024,Zacatecas,32,Teúl de González Ortega,32047,2526,2665,5191
2024,Zacatecas,32,Tlaltenango de Sánchez Román,32048,14176,14792,28968
2024,Zacatecas,32,Trancoso,32057,10289,10519,20808
2024,Zacatecas,32,Trinidad García de la Cadena,32011,1517,1574,3091
2024,Zacatecas,32,Valparaíso,32049,17641,18169,35810
2024,Zacatecas,32,Vetagrande,32050,5345,5481,10826
2024,Zacatecas,32,Villa García,32052,10240,10407,20647
2024,Zacatecas,32,Villa González Ortega,32053,6953,7345,14298
2024,Zacatecas,32,Villa Hidalgo,32054,10219,10352,20571
2024,Zacatecas,32,Villa de Cos,32051,19111,18850,37961
2024,Zacatecas,32,Villanueva,32055,16019,16678,32697
2024,Zacatecas,32,Zacatecas,32056,77197,81876,159073
2025,Aguascalientes,01,Aguascalientes,01001,501477,521895,1023372
2025,Aguascalientes,01,Asientos,01002,26692,26883,53575
2025,Aguascalientes,01,Calvillo,01003,31663,32862,64525
2025,Aguascalientes,01,Cosío,01004,8748,9026,17774
2025,Aguascalientes,01,El Llano,01010,11742,11431,23173
2025,Aguascalientes,01,Jesús María,01005,69879,68976,138855
2025,Aguascalientes,01,Pabellón de Arteaga,01006,25746,26913,52659
2025,Aguascalientes,01,Rincón de Romos,01007,30385,30675,61060
2025,Aguascalientes,01,San Francisco de los Romo,01011,27616,27645,55261
2025,Aguascalientes,01,San José de Gracia,01008,4982,5258,10240
2025,Aguascalientes,01,Tepezalá,01009,11924,12226,24150
2025,Baja California,02,Ensenada,02001,287743,289008,576751
2025,Baja California,02,Mexicali,02002,585570,590536,1176106
2025,Baja California,02,Playas de Rosarito,02005,58144,57949,116093
2025,Baja California,02,Tecate,02003,62549,59386,121935
2025,Baja California,02,Tijuana,02004,950629,959169,1909798
2025,Baja California Sur,03,Comondú,03001,46566,45380,91946
2025,Baja California Sur,03,La Paz,03003,164221,166443,330664
2025,Baja California Sur,03,Loreto,03009,12574,11554,24128
2025,Baja California Sur,03,Los Cabos,03008,187236,176851,364087
2025,Baja California Sur,03,Mulegé,03002,37817,35308,73125
2025,Campeche,04,Calakmul,04010,17244,16551,33795
2025,Campeche,04,Calkiní,04001,33546,34716,68262
2025,Campeche,04,Campeche,04002,165550,178165,343715
2025,Campeche,04,Candelaria,04011,26615,25785,52400
2025,Campeche,04,Carmen,04003,148158,149151,297309
2025,Campeche,04,Champotón,04004,54568,53975,108543
2025,Campeche,04,Escárcega,04009,33761,34340,68101
2025,Campeche,04,Hecelchakán,04005,18618,18711,37329
2025,Campeche,04,Hopelchén,04006,24444,23323,47767
2025,Campeche,04,Palizada,04007,5365,5248,10613
2025,Campeche,04,Tenabo,04008,6593,6267,12860
2025,Chiapas,07,Acacoyagua,07001,10677,10590,21267
2025,Chiapas,07,Acala,07002,18337,18719,37056
2025,Chiapas,07,Acapetahua,07003,16694,16656,33350
2025,Chiapas,07,Aldama,07113,3676,3987,7663
2025,Chiapas,07,Altamirano,07004,19326,19118,38444
2025,Chiapas,07,Amatenango de la Frontera,07006,17632,18628,36260
2025,Chiapas,07,Amatenango del Valle,07007,5500,5971,11471
2025,Chiapas,07,Amatán,07005,11557,11242,22799
2025,Chiapas,07,Angel Albino Corzo,07008,16289,16432,32721
2025,Chiapas,07,Arriaga,07009,22812,24513,47325
2025,Chiapas,07,Bejucal de Ocampo,07010,4448,4416,8864
2025,Chiapas,07,Bella Vista,07011,11714,11841,23555
2025,Chiapas,07,Benemérito de las Américas,07114,11798,11544,23342
2025,Chiapas,07,Berriozábal,07012,30762,31078,61840
2025,Chiapas,07,Bochil,07013,20094,20532,40626
2025,Chiapas,07,Cacahoatán,07015,26295,27662,53957
2025,Chiapas,07,Catazajá,07016,10254,10139,20393
2025,Chiapas,07,Chalchihuitán,07022,9428,9608,19036
2025,Chiapas,07,Chamula,07023,47003,55146,102149
2025,Chiapas,07,Chanal,07024,7131,7169,14300
2025,Chiapas,07,Chapultenango,07025,4361,4347,8708
2025,Chiapas,07,Chenalhó,07026,23060,23566,46626
2025,Chiapas,07,Chiapa de Corzo,07027,58956,61306,120262
2025,Chiapas,07,Chiapilla,07028,3492,3373,6865
2025,Chiapas,07,Chicoasén,07029,2943,2964,5907
2025,Chiapas,07,Chicomuselo,07030,20438,20689,41127
2025,Chiapas,07,Chilón,07031,74126,75910,150036
2025,Chiapas,07,Cintalapa,07017,49927,50626,100553
2025,Chiapas,07,Coapilla,07018,5270,5424,10694
2025,Chiapas,07,Comitán de Domínguez,07019,87165,95879,183044
2025,Chiapas,07,Copainalá,07021,12468,13081,25549
2025,Chiapas,07,El Bosque,07014,12709,13590,26299
2025,Chiapas,07,El Porvenir,07070,8220,8299,16519
2025,Chiapas,07,Escuintla,07032,18240,18773,37013
2025,Chiapas,07,Francisco León,07033,4465,4319,8784
2025,Chiapas,07,Frontera Comalapa,07034,42301,44648,86949
2025,Chiapas,07,Frontera Hidalgo,07035,8290,8736,17026
2025,Chiapas,07,Huehuetán,07037,19875,20982,40857
2025,Chiapas,07,Huitiupán,07039,13357,13185,26542
2025,Chiapas,07,Huixtla,07040,30526,32864,63390
2025,Chiapas,07,Huixtán,07038,13504,13991,27495
2025,Chiapas,07,Ixhuatán,07042,6513,6679,13192
2025,Chiapas,07,Ixtacomitán,07043,6193,6303,12496
2025,Chiapas,07,Ixtapa,07044,15762,15974,31736
2025,Chiapas,07,Ixtapangajoya,07045,3229,3144,6373
2025,Chiapas,07,Jiquipilas,07046,22901,23777,46678
2025,Chiapas,07,Jitotol,07047,12225,11922,24147
2025,Chiapas,07,Juárez,07048,12435,12797,25232
2025,Chiapas,07,La Concordia,07020,27070,26731,53801
2025,Chiapas,07,La Grandeza,07036,4107,4220,8327
2025,Chiapas,07,La Independencia,07041,26100,27047,53147
2025,Chiapas,07,La Libertad,07050,2827,2931,5758
2025,Chiapas,07,La Trinitaria,07099,45129,47235,92364
2025,Chiapas,07,Larráinzar,07049,13546,14037,27583
2025,Chiapas,07,Las Margaritas,07052,71758,73064,144822
2025,Chiapas,07,Las Rosas,07075,16225,16625,32850
2025,Chiapas,07,Mapastepec,07051,27440,28384,55824
2025,Chiapas,07,Maravilla Tenejapa,07115,7459,7224,14683
2025,Chiapas,07,Marqués de Comillas,07116,6728,6533,13261
2025,Chiapas,07,Mazapa de Madero,07053,4504,4679,9183
2025,Chiapas,07,Mazatán,07054,16875,17460,34335
2025,Chiapas,07,Metapa,07055,3189,3456,6645
2025,Chiapas,07,Mitontic,07056,7008,7071,14079
2025,Chiapas,07,Montecristo de Guerrero,07117,4454,4356,8810
2025,Chiapas,07,Motozintla,07057,41773,43416,85189
2025,Chiapas,07,Nicolás Ruíz,07058,2558,2415,4973
2025,Chiapas,07,Ocosingo,07059,127067,128061,255128
2025,Chiapas,07,Ocotepec,07060,7105,7433,14538
2025,Chiapas,07,Ocozocoautla de Espinosa,07061,52848,54343,107191
2025,Chiapas,07,Ostuacán,07062,10741,10609,21350
2025,Chiapas,07,Osumacinta,07063,2167,2174,4341
2025,Chiapas,07,Oxchuc,07064,27542,27308,54850
2025,Chiapas,07,Palenque,07065,68897,71066,139963
2025,Chiapas,07,Pantelhó,07066,12603,12815,25418
2025,Chiapas,07,Pantepec,07067,7095,7216,14311
2025,Chiapas,07,Pichucalco,07068,18097,18568,36665
2025,Chiapas,07,Pijijiapan,07069,30794,31690,62484
2025,Chiapas,07,Pueblo Nuevo Solistahuacán,07072,17688,19268,36956
2025,Chiapas,07,Rayón,07073,5564,5677,11241
2025,Chiapas,07,Reforma,07074,26412,26874,53286
2025,Chiapas,07,Sabanilla,07076,15628,15456,31084
2025,Chiapas,07,Salto de Agua,07077,36438,36859,73297
2025,Chiapas,07,San Andrés Duraznal,07118,3100,3269,6369
2025,Chiapas,07,San Cristóbal de las Casas,07078,117089,130189,247278
2025,Chiapas,07,San Fernando,07079,23429,22980,46409
2025,Chiapas,07,San Juan Cancuc,07112,19928,20821,40749
2025,Chiapas,07,San Lucas,07110,4189,4213,8402
2025,Chiapas,07,Santiago el Pinar,07119,2114,2067,4181
2025,Chiapas,07,Siltepec,07080,21081,20415,41496
2025,Chiapas,07,Simojovel,07081,25467,25917,51384
2025,Chiapas,07,Sitalá,07082,8293,8386,16679
2025,Chiapas,07,Socoltenango,07083,10686,10757,21443
2025,Chiapas,07,Solosuchiapa,07084,4649,4604,9253
2025,Chiapas,07,Soyaló,07085,6300,6254,12554
2025,Chiapas,07,Suchiapa,07086,14265,14285,28550
2025,Chiapas,07,Suchiate,07087,22031,23024,45055
2025,Chiapas,07,Sunuapa,07088,1410,1379,2789
2025,Chiapas,07,Tapachula,07089,197350,216009,413359
2025,Chiapas,07,Tapalapa,07090,2242,2360,4602
