date_year,nombre_estado,cve_ent,nombre_municipio,cve_mun,hombres,mujeres,total
2016,Nuevo León,19,Los Ramones,19042,2687,2610,5297
2016,Nuevo León,19,Marín,19034,3105,2907,6012
2016,Nuevo León,19,Melchor Ocampo,19035,523,507,1030
2016,Nuevo León,19,Mier y Noriega,19036,3781,3702,7483
2016,Nuevo León,19,Mina,19037,2952,2803,5755
2016,Nuevo León,19,Montemorelos,19038,32337,32218,64555
2016,Nuevo León,19,Monterrey,19039,537787,556547,1094334
2016,Nuevo León,19,Parás,19040,548,532,1080
2016,Nuevo León,19,Pesquería,19041,47732,47726,95458
2016,Nuevo León,19,Rayones,19043,1477,1372,2849
2016,Nuevo León,19,Sabinas Hidalgo,19044,18633,19071,37704
2016,Nuevo León,19,Salinas Victoria,19045,28151,26979,55130
2016,Nuevo León,19,San Nicolás de los Garza,19046,235142,240681,475823
2016,Nuevo León,19,San Pedro Garza García,19019,63234,70801,134035
2016,Nuevo León,19,Santa Catarina,19048,154743,152992,307735
2016,Nuevo León,19,Santiago,19049,22645,22352,44997
2016,Nuevo León,19,Vallecillo,19050,1027,872,1899
2016,Nuevo León,19,Villaldama,19051,2239,2215,4454
2016,Oaxaca,20,Abejones,20001,485,609,1094
2016,Oaxaca,20,Acatlán de Pérez Figueroa,20002,22995,24023,47018
2016,Oaxaca,20,Asunción Cacalotepec,20003,1080,1150,2230
2016,Oaxaca,20,Asunción Cuyotepeji,20004,465,536,1001
2016,Oaxaca,20,Asunción Ixtaltepec,20005,7791,7867,15658
2016,Oaxaca,20,Asunción Nochixtlán,20006,8889,9932,18821
2016,Oaxaca,20,Asunción Ocotlán,20007,1208,1489,2697
2016,Oaxaca,20,Asunción Tlacolulita,20008,393,410,803
2016,Oaxaca,20,Ayoquezco de Aldama,20398,2120,2403,4523
2016,Oaxaca,20,Ayotzintepec,20009,3592,3637,7229
2016,Oaxaca,20,Calihualá,20011,587,617,1204
2016,Oaxaca,20,Candelaria Loxicha,20012,5092,5411,10503
2016,Oaxaca,20,Capulálpam de Méndez,20247,702,867,1569
2016,Oaxaca,20,Chahuites,20025,5800,5893,11693
2016,Oaxaca,20,Chalcatongo de Hidalgo,20026,4239,4849,9088
2016,Oaxaca,20,Chiquihuitlán de Benito Juárez,20027,1112,1307,2419
2016,Oaxaca,20,Ciudad Ixtepec,20014,13960,15196,29156
2016,Oaxaca,20,Ciénega de Zimatlán,20013,1425,1580,3005
2016,Oaxaca,20,Coatecas Altas,20015,2354,2588,4942
2016,Oaxaca,20,Coicoyán de las Flores,20016,4578,5160,9738
2016,Oaxaca,20,Concepción Buenavista,20018,407,428,835
2016,Oaxaca,20,Concepción Pápalo,20019,1544,1533,3077
2016,Oaxaca,20,Constancia del Rosario,20020,1868,2160,4028
2016,Oaxaca,20,Cosolapa,20021,7727,8285,16012
2016,Oaxaca,20,Cosoltepec,20022,380,448,828
2016,Oaxaca,20,Cuilápam de Guerrero,20023,10294,10941,21235
2016,Oaxaca,20,Cuyamecalco Villa de Zaragoza,20024,1936,1900,3836
2016,Oaxaca,20,El Barrio de la Soledad,20010,7121,7610,14731
2016,Oaxaca,20,El Espinal,20030,4376,4572,8948
2016,Oaxaca,20,Eloxochitlán de Flores Magón,20029,2063,2286,4349
2016,Oaxaca,20,Fresnillo de Trujano,20032,490,537,1027
2016,Oaxaca,20,Guadalupe Etla,20033,1281,1433,2714
2016,Oaxaca,20,Guadalupe de Ramírez,20034,649,676,1325
2016,Oaxaca,20,Guelatao de Juárez,20035,291,293,584
2016,Oaxaca,20,Guevea de Humboldt,20036,2706,2805,5511
2016,Oaxaca,20,Heroica Ciudad de Ejutla de Crespo,20028,9918,11108,21026
2016,Oaxaca,20,Heroica Ciudad de Huajuapan de León,20039,36464,40723,77187
2016,Oaxaca,20,Heroica Ciudad de Juchitán de Zaragoza,20043,48964,51381,100345
2016,Oaxaca,20,Heroica Ciudad de Tlaxiaco,20397,19274,21766,41040
2016,Oaxaca,20,Huautepec,20040,3009,3408,6417
2016,Oaxaca,20,Huautla de Jiménez,20041,15187,17341,32528
2016,Oaxaca,20,Ixpantepec Nieves,20065,557,687,1244
2016,Oaxaca,20,Ixtlán de Juárez,20042,4101,4226,8327
2016,Oaxaca,20,La Compañía,20017,1629,1807,3436
2016,Oaxaca,20,La Pe,20069,1263,1367,2630
2016,Oaxaca,20,La Reforma,20076,1575,1754,3329
2016,Oaxaca,20,La Trinidad Vista Hermosa,20556,115,143,258
2016,Oaxaca,20,Loma Bonita,20044,20918,22908,43826
2016,Oaxaca,20,Magdalena Apasco,20045,4082,4529,8611
2016,Oaxaca,20,Magdalena Jaltepec,20046,1551,1802,3353
2016,Oaxaca,20,Magdalena Mixtepec,20048,672,693,1365
2016,Oaxaca,20,Magdalena Ocotlán,20049,568,622,1190
2016,Oaxaca,20,Magdalena Peñasco,20050,1697,1946,3643
2016,Oaxaca,20,Magdalena Teitipac,20051,2257,2420,4677
2016,Oaxaca,20,Magdalena Tequisistlán,20052,3081,3226,6307
2016,Oaxaca,20,Magdalena Tlacotepec,20053,609,671,1280
2016,Oaxaca,20,Magdalena Yodocono de Porfirio Díaz,20562,750,794,1544
2016,Oaxaca,20,Magdalena Zahuatlán,20054,200,229,429
2016,Oaxaca,20,Mariscala de Juárez,20055,1721,1872,3593
2016,Oaxaca,20,Matías Romero Avendaño,20057,19571,21074,40645
2016,Oaxaca,20,Mazatlán Villa de Flores,20058,6754,6812,13566
2016,Oaxaca,20,Mesones Hidalgo,20037,2059,2413,4472
2016,Oaxaca,20,Miahuatlán de Porfirio Díaz,20059,20854,22762,43616
2016,Oaxaca,20,Mixistlán de la Reforma,20060,1280,1427,2707
2016,Oaxaca,20,Monjas,20061,1247,1473,2720
2016,Oaxaca,20,Mártires de Tacubaya,20056,696,752,1448
2016,Oaxaca,20,Natividad,20062,272,311,583
2016,Oaxaca,20,Nazareno Etla,20063,1958,2164,4122
2016,Oaxaca,20,Nejapa de Madero,20064,3754,3909,7663
2016,Oaxaca,20,Nuevo Zoquiápam,20504,801,875,1676
2016,Oaxaca,20,Oaxaca de Juárez,20067,121758,137656,259414
2016,Oaxaca,20,Ocotlán de Morelos,20068,10707,11693,22400
2016,Oaxaca,20,Pinotepa de Don Luis,20070,3502,3597,7099
2016,Oaxaca,20,Pluma Hidalgo,20071,1489,1563,3052
2016,Oaxaca,20,Putla Villa de Guerrero,20073,15740,17774,33514
2016,Oaxaca,20,Reforma de Pineda,20075,1387,1463,2850
2016,Oaxaca,20,Reyes Etla,20077,1871,2004,3875
2016,Oaxaca,20,Rojas de Cuauhtémoc,20078,545,596,1141
2016,Oaxaca,20,Salina Cruz,20079,43465,46871,90336
2016,Oaxaca,20,San Agustín Amatengo,20080,687,787,1474
2016,Oaxaca,20,San Agustín Atenango,20081,852,1002,1854
2016,Oaxaca,20,San Agustín Chayuco,20082,2000,2204,4204
2016,Oaxaca,20,San Agustín Etla,20084,1958,2151,4109
2016,Oaxaca,20,San Agustín Loxicha,20085,12105,12599,24704
2016,Oaxaca,20,San Agustín Tlacotepec,20086,414,544,958
2016,Oaxaca,20,San Agustín Yatareni,20087,2050,2350,4400
2016,Oaxaca,20,San Agustín de las Juntas,20083,4600,4796,9396
2016,Oaxaca,20,San Andrés Cabecera Nueva,20088,1405,1456,2861
2016,Oaxaca,20,San Andrés Dinicuiti,20089,1072,1138,2210
2016,Oaxaca,20,San Andrés Huaxpaltepec,20090,3059,3231,6290
2016,Oaxaca,20,San Andrés Huayápam,20091,2603,2858,5461
2016,Oaxaca,20,San Andrés Ixtlahuaca,20092,750,860,1610
2016,Oaxaca,20,San Andrés Lagunas,20093,236,275,511
2016,Oaxaca,20,San Andrés Nuxiño,20094,899,975,1874
2016,Oaxaca,20,San Andrés Paxtlán,20095,2184,2204,4388
2016,Oaxaca,20,San Andrés Sinaxtla,20096,357,401,758
2016,Oaxaca,20,San Andrés Solaga,20097,857,905,1762
2016,Oaxaca,20,San Andrés Teotilálpam,20098,2205,2364,4569
2016,Oaxaca,20,San Andrés Tepetlapa,20099,239,276,515
2016,Oaxaca,20,San Andrés Yaá,20100,208,251,459
2016,Oaxaca,20,San Andrés Zabache,20101,333,416,749
2016,Oaxaca,20,San Andrés Zautla,20102,2250,2379,4629
2016,Oaxaca,20,San Antonino Castillo Velasco,20103,2902,3188,6090
2016,Oaxaca,20,San Antonino Monte Verde,20105,3376,3911,7287
2016,Oaxaca,20,San Antonino el Alto,20104,1313,1360,2673
2016,Oaxaca,20,San Antonio Acutla,20106,126,153,279
2016,Oaxaca,20,San Antonio Huitepec,20108,2092,2411,4503
2016,Oaxaca,20,San Antonio Nanahuatípam,20109,635,644,1279
2016,Oaxaca,20,San Antonio Sinicahua,20110,741,858,1599
2016,Oaxaca,20,San Antonio Tepetlapa,20111,2105,2271,4376
2016,Oaxaca,20,San Antonio de la Cal,20107,11453,12727,24180
2016,Oaxaca,20,San Baltazar Chichicápam,20112,1231,1394,2625
2016,Oaxaca,20,San Baltazar Loxicha,20113,1475,1557,3032
2016,Oaxaca,20,San Baltazar Yatzachi el Bajo,20114,322,364,686
2016,Oaxaca,20,San Bartolo Coyotepec,20115,4565,5030,9595
2016,Oaxaca,20,San Bartolo Soyaltepec,20121,301,377,678
2016,Oaxaca,20,San Bartolo Yautepec,20122,336,340,676
2016,Oaxaca,20,San Bartolomé Ayautla,20116,2195,2322,4517
2016,Oaxaca,20,San Bartolomé Loxicha,20117,1222,1252,2474
2016,Oaxaca,20,San Bartolomé Quialana,20118,1075,1488,2563
2016,Oaxaca,20,San Bartolomé Yucuañe,20119,164,236,400
2016,Oaxaca,20,San Bartolomé Zoogocho,20120,150,196,346
2016,Oaxaca,20,San Bernardo Mixtepec,20123,1315,1446,2761
2016,Oaxaca,20,San Blas Atempa,20124,9405,9355,18760
2016,Oaxaca,20,San Carlos Yautepec,20125,6098,6071,12169
2016,Oaxaca,20,San Cristóbal Amatlán,20126,2449,2762,5211
2016,Oaxaca,20,San Cristóbal Amoltepec,20127,542,633,1175
2016,Oaxaca,20,San Cristóbal Lachirioag,20128,604,666,1270
2016,Oaxaca,20,San Cristóbal Suchixtlahuaca,20129,172,187,359
2016,Oaxaca,20,San Dionisio Ocotepec,20131,5105,5811,10916
2016,Oaxaca,20,San Dionisio Ocotlán,20132,586,607,1193
2016,Oaxaca,20,San Dionisio del Mar,20130,2724,2625,5349
2016,Oaxaca,20,San Esteban Atatlahuca,20133,1883,1971,3854
2016,Oaxaca,20,San Felipe Jalapa de Díaz,20134,13842,14666,28508
2016,Oaxaca,20,San Felipe Tejalápam,20135,3747,4098,7845
2016,Oaxaca,20,San Felipe Usila,20136,5773,6239,12012
2016,Oaxaca,20,San Francisco Cahuacuá,20137,1722,1750,3472
2016,Oaxaca,20,San Francisco Cajonos,20138,205,237,442
2016,Oaxaca,20,San Francisco Chapulapa,20139,1021,1102,2123
2016,Oaxaca,20,San Francisco Chindúa,20140,403,423,826
2016,Oaxaca,20,San Francisco Huehuetlán,20142,498,626,1124
2016,Oaxaca,20,San Francisco Ixhuatán,20143,4612,4711,9323
2016,Oaxaca,20,San Francisco Jaltepetongo,20144,500,520,1020
2016,Oaxaca,20,San Francisco Lachigoló,20145,2027,2111,4138
2016,Oaxaca,20,San Francisco Logueche,20146,1346,1519,2865
2016,Oaxaca,20,San Francisco Nuxaño,20147,196,186,382
2016,Oaxaca,20,San Francisco Ozolotepec,20148,964,1012,1976
2016,Oaxaca,20,San Francisco Sola,20149,802,897,1699
2016,Oaxaca,20,San Francisco Telixtlahuaca,20150,6237,6692,12929
2016,Oaxaca,20,San Francisco Teopan,20151,186,172,358
2016,Oaxaca,20,San Francisco Tlapancingo,20152,1019,1262,2281
2016,Oaxaca,20,San Francisco del Mar,20141,3972,3850,7822
2016,Oaxaca,20,San Gabriel Mixtepec,20153,2373,2538,4911
2016,Oaxaca,20,San Ildefonso Amatlán,20154,1153,1316,2469
2016,Oaxaca,20,San Ildefonso Sola,20155,492,485,977
2016,Oaxaca,20,San Ildefonso Villa Alta,20156,1689,1799,3488
2016,Oaxaca,20,San Jacinto Amilpas,20157,8086,8930,17016
2016,Oaxaca,20,San Jacinto Tlacotepec,20158,1115,1182,2297
2016,Oaxaca,20,San Jerónimo Coatlán,20159,2669,2816,5485
2016,Oaxaca,20,San Jerónimo Silacayoapilla,20160,726,762,1488
2016,Oaxaca,20,San Jerónimo Sosola,20161,1250,1403,2653
2016,Oaxaca,20,San Jerónimo Taviche,20162,933,1023,1956
2016,Oaxaca,20,San Jerónimo Tecóatl,20163,776,877,1653
2016,Oaxaca,20,San Jerónimo Tlacochahuaya,20550,2612,2960,5572
2016,Oaxaca,20,San Jorge Nuchita,20164,1371,1602,2973
2016,Oaxaca,20,San José Ayuquila,20165,716,835,1551
2016,Oaxaca,20,San José Chiltepec,20166,5889,6251,12140
2016,Oaxaca,20,San José Estancia Grande,20168,527,534,1061
2016,Oaxaca,20,San José Independencia,20169,1869,2013,3882
2016,Oaxaca,20,San José Lachiguiri,20170,1632,1994,3626
2016,Oaxaca,20,San José Tenango,20171,9150,9796,18946
2016,Oaxaca,20,San José del Peñasco,20167,1054,1092,2146
2016,Oaxaca,20,San José del Progreso,20072,3361,3575,6936
2016,Oaxaca,20,San Juan Achiutla,20172,206,212,418
2016,Oaxaca,20,San Juan Atepec,20173,713,797,1510
2016,Oaxaca,20,San Juan Bautista Atatlahuca,20175,797,844,1641
2016,Oaxaca,20,San Juan Bautista Coixtlahuaca,20176,1343,1474,2817
2016,Oaxaca,20,San Juan Bautista Cuicatlán,20177,4925,5214,10139
2016,Oaxaca,20,San Juan Bautista Guelache,20178,3425,3816,7241
2016,Oaxaca,20,San Juan Bautista Jayacatlán,20179,752,737,1489
2016,Oaxaca,20,San Juan Bautista Lo de Soto,20180,1266,1291,2557
2016,Oaxaca,20,San Juan Bautista Suchitepec,20181,206,241,447
2016,Oaxaca,20,San Juan Bautista Tlachichilco,20183,668,778,1446
2016,Oaxaca,20,San Juan Bautista Tlacoatzintepec,20182,1082,1194,2276
2016,Oaxaca,20,San Juan Bautista Tuxtepec,20184,80131,86544,166675
2016,Oaxaca,20,San Juan Bautista Valle Nacional,20559,11108,12125,23233
2016,Oaxaca,20,San Juan Cacahuatepec,20185,4410,4641,9051
2016,Oaxaca,20,San Juan Chicomezúchil,20191,154,184,338
2016,Oaxaca,20,San Juan Chilateca,20192,715,827,1542
2016,Oaxaca,20,San Juan Cieneguilla,20186,279,306,585
2016,Oaxaca,20,San Juan Coatzóspam,20187,1137,1114,2251
2016,Oaxaca,20,San Juan Colorado,20188,4884,5183,10067
2016,Oaxaca,20,San Juan Comaltepec,20189,1377,1448,2825
2016,Oaxaca,20,San Juan Cotzocón,20190,11742,12377,24119
2016,Oaxaca,20,San Juan Diuxi,20195,577,587,1164
2016,Oaxaca,20,San Juan Evangelista Analco,20196,206,220,426
2016,Oaxaca,20,San Juan Guelavía,20197,1609,1708,3317
2016,Oaxaca,20,San Juan Guichicovi,20198,14208,15988,30196
2016,Oaxaca,20,San Juan Ihualtepec,20199,300,351,651
2016,Oaxaca,20,San Juan Juquila Mixes,20200,1845,2059,3904
2016,Oaxaca,20,San Juan Juquila Vijanos,20201,951,1032,1983
2016,Oaxaca,20,San Juan Lachao,20202,2348,2495,4843
2016,Oaxaca,20,San Juan Lachigalla,20203,1652,1752,3404
2016,Oaxaca,20,San Juan Lajarcia,20204,302,371,673
2016,Oaxaca,20,San Juan Lalana,20205,8583,8983,17566
2016,Oaxaca,20,San Juan Mazatlán,20207,9334,9470,18804
2016,Oaxaca,20,San Juan Mixtepec Distrito 08,20208,3376,3888,7264
2016,Oaxaca,20,San Juan Mixtepec Distrito 26,20209,311,431,742
2016,Oaxaca,20,San Juan Ozolotepec,20211,1440,1421,2861
2016,Oaxaca,20,San Juan Petlapa,20212,1442,1538,2980
2016,Oaxaca,20,San Juan Quiahije,20213,1965,2229,4194
2016,Oaxaca,20,San Juan Quiotepec,20214,1082,1120,2202
2016,Oaxaca,20,San Juan Sayultepec,20215,373,434,807
2016,Oaxaca,20,San Juan Tabaá,20216,639,697,1336
2016,Oaxaca,20,San Juan Tamazola,20217,1538,1610,3148
2016,Oaxaca,20,San Juan Teita,20218,296,312,608
2016,Oaxaca,20,San Juan Teitipac,20219,1291,1415,2706
2016,Oaxaca,20,San Juan Tepeuxila,20220,1444,1357,2801
2016,Oaxaca,20,San Juan Teposcolula,20221,639,678,1317
2016,Oaxaca,20,San Juan Yaeé,20222,732,829,1561
2016,Oaxaca,20,San Juan Yatzona,20223,222,274,496
2016,Oaxaca,20,San Juan Yucuita,20224,288,346,634
2016,Oaxaca,20,San Juan de los Cués,20206,1245,1263,2508
2016,Oaxaca,20,San Juan del Estado,20193,1279,1390,2669
2016,Oaxaca,20,San Juan del Río,20194,587,712,1299
2016,Oaxaca,20,San Juan Ñumí,20210,2918,3317,6235
2016,Oaxaca,20,San Lorenzo,20225,3014,3240,6254
2016,Oaxaca,20,San Lorenzo Albarradas,20226,1419,1389,2808
2016,Oaxaca,20,San Lorenzo Cacaotepec,20227,7499,8152,15651
2016,Oaxaca,20,San Lorenzo Cuaunecuiltitla,20228,431,391,822
2016,Oaxaca,20,San Lorenzo Texmelúcan,20229,3770,4356,8126
2016,Oaxaca,20,San Lorenzo Victoria,20230,487,510,997
2016,Oaxaca,20,San Lucas Camotlán,20231,1518,1598,3116
2016,Oaxaca,20,San Lucas Ojitlán,20232,10260,10906,21166
2016,Oaxaca,20,San Lucas Quiaviní,20233,752,1051,1803
2016,Oaxaca,20,San Lucas Zoquiápam,20234,3713,3919,7632
2016,Oaxaca,20,San Luis Amatlán,20235,1716,2014,3730
2016,Oaxaca,20,San Marcial Ozolotepec,20236,744,817,1561
2016,Oaxaca,20,San Marcos Arteaga,20237,728,837,1565
2016,Oaxaca,20,San Martín Huamelúlpam,20239,490,585,1075
2016,Oaxaca,20,San Martín Itunyoso,20240,1077,1346,2423
2016,Oaxaca,20,San Martín Lachilá,20241,493,614,1107
2016,Oaxaca,20,San Martín Peras,20242,5996,6393,12389
2016,Oaxaca,20,San Martín Tilcajete,20243,835,1023,1858
2016,Oaxaca,20,San Martín Toxpalan,20244,1899,2002,3901
2016,Oaxaca,20,San Martín Zacatepec,20245,632,669,1301
2016,Oaxaca,20,San Martín de los Cansecos,20238,429,436,865
2016,Oaxaca,20,San Mateo Cajonos,20246,289,348,637
2016,Oaxaca,20,San Mateo Etlatongo,20250,568,604,1172
2016,Oaxaca,20,San Mateo Nejápam,20251,560,620,1180
2016,Oaxaca,20,San Mateo Peñasco,20252,994,1153,2147
2016,Oaxaca,20,San Mateo Piñas,20253,1086,1083,2169
2016,Oaxaca,20,San Mateo Río Hondo,20254,1580,1654,3234
2016,Oaxaca,20,San Mateo Sindihui,20255,993,1096,2089
2016,Oaxaca,20,San Mateo Tlapiltepec,20256,110,123,233
2016,Oaxaca,20,San Mateo Yoloxochitlán,20249,1759,1916,3675
2016,Oaxaca,20,San Mateo Yucutindoo,20566,1558,1598,3156
2016,Oaxaca,20,San Mateo del Mar,20248,7670,7438,15108
2016,Oaxaca,20,San Melchor Betaza,20257,490,563,1053
2016,Oaxaca,20,San Miguel Achiutla,20258,364,401,765
2016,Oaxaca,20,San Miguel Ahuehuetitlán,20259,1164,1281,2445
2016,Oaxaca,20,San Miguel Aloápam,20260,1113,1260,2373
2016,Oaxaca,20,San Miguel Amatitlán,20261,3566,3946,7512
2016,Oaxaca,20,San Miguel Amatlán,20262,503,529,1032
2016,Oaxaca,20,San Miguel Chicahua,20264,985,1214,2199
2016,Oaxaca,20,San Miguel Chimalapa,20265,3587,3417,7004
2016,Oaxaca,20,San Miguel Coatlán,20263,1567,1819,3386
2016,Oaxaca,20,San Miguel Ejutla,20268,460,539,999
2016,Oaxaca,20,San Miguel Huautla,20270,561,648,1209
2016,Oaxaca,20,San Miguel Mixtepec,20271,1591,1662,3253
2016,Oaxaca,20,San Miguel Panixtlahuaca,20272,3125,3713,6838
2016,Oaxaca,20,San Miguel Peras,20273,1644,1779,3423
2016,Oaxaca,20,San Miguel Piedras,20274,652,687,1339
2016,Oaxaca,20,San Miguel Quetzaltepec,20275,4031,3993,8024
2016,Oaxaca,20,San Miguel Santa Flor,20276,379,374,753
2016,Oaxaca,20,San Miguel Soyaltepec,20278,19361,20405,39766
2016,Oaxaca,20,San Miguel Suchixtepec,20279,1352,1479,2831
2016,Oaxaca,20,San Miguel Tecomatlán,20281,164,140,304
2016,Oaxaca,20,San Miguel Tenango,20282,387,372,759
2016,Oaxaca,20,San Miguel Tequixtepec,20283,512,536,1048
2016,Oaxaca,20,San Miguel Tilquiápam,20284,1465,1796,3261
2016,Oaxaca,20,San Miguel Tlacamama,20285,1802,1870,3672
2016,Oaxaca,20,San Miguel Tlacotepec,20286,1538,1777,3315
2016,Oaxaca,20,San Miguel Tulancingo,20287,128,196,324
2016,Oaxaca,20,San Miguel Yotao,20288,302,326,628
2016,Oaxaca,20,San Miguel del Puerto,20266,4240,4320,8560
2016,Oaxaca,20,San Miguel del Río,20267,139,136,275
2016,Oaxaca,20,San Miguel el Grande,20269,1965,2230,4195
2016,Oaxaca,20,San Nicolás,20289,527,642,1169
2016,Oaxaca,20,San Nicolás Hidalgo,20290,471,549,1020
2016,Oaxaca,20,San Pablo Coatlán,20291,2104,2209,4313
2016,Oaxaca,20,San Pablo Cuatro Venados,20292,664,762,1426
2016,Oaxaca,20,San Pablo Etla,20293,8498,9356,17854
2016,Oaxaca,20,San Pablo Huitzo,20294,3346,3751,7097
2016,Oaxaca,20,San Pablo Huixtepec,20295,4539,5011,9550
2016,Oaxaca,20,San Pablo Macuiltianguis,20296,452,480,932
2016,Oaxaca,20,San Pablo Tijaltepec,20297,1134,1352,2486
2016,Oaxaca,20,San Pablo Villa de Mitla,20298,6122,6699,12821
2016,Oaxaca,20,San Pablo Yaganiza,20299,524,586,1110
2016,Oaxaca,20,San Pedro Amuzgos,20300,3149,3581,6730
2016,Oaxaca,20,San Pedro Apóstol,20301,727,856,1583
2016,Oaxaca,20,San Pedro Atoyac,20302,2095,2341,4436
2016,Oaxaca,20,San Pedro Cajonos,20303,513,627,1140
2016,Oaxaca,20,San Pedro Comitancillo,20305,2056,2269,4325
2016,Oaxaca,20,San Pedro Coxcaltepec Cántaros,20304,385,418,803
2016,Oaxaca,20,San Pedro Huamelula,20307,5081,5090,10171
2016,Oaxaca,20,San Pedro Huilotepec,20308,1569,1596,3165
2016,Oaxaca,20,San Pedro Ixcatlán,20309,5717,5931,11648
2016,Oaxaca,20,San Pedro Ixtlahuaca,20310,4123,4388,8511
2016,Oaxaca,20,San Pedro Jaltepetongo,20311,253,291,544
2016,Oaxaca,20,San Pedro Jicayán,20312,5912,6400,12312
2016,Oaxaca,20,San Pedro Jocotipac,20313,372,446,818
2016,Oaxaca,20,San Pedro Juchatengo,20314,792,876,1668
2016,Oaxaca,20,San Pedro Mixtepec Distrito 22,20318,23571,24854,48425
2016,Oaxaca,20,San Pedro Mixtepec Distrito 26,20319,528,584,1112
2016,Oaxaca,20,San Pedro Molinos,20320,340,380,720
2016,Oaxaca,20,San Pedro Mártir,20315,777,989,1766
2016,Oaxaca,20,San Pedro Mártir Quiechapa,20316,343,390,733
2016,Oaxaca,20,San Pedro Mártir Yucuxaco,20317,616,716,1332
2016,Oaxaca,20,San Pedro Nopala,20321,367,408,775
2016,Oaxaca,20,San Pedro Ocopetatillo,20322,400,461,861
2016,Oaxaca,20,San Pedro Ocotepec,20323,1073,1115,2188
2016,Oaxaca,20,San Pedro Pochutla,20324,23500,24213,47713
2016,Oaxaca,20,San Pedro Quiatoni,20325,5376,5697,11073
2016,Oaxaca,20,San Pedro Sochiápam,20326,2554,2622,5176
2016,Oaxaca,20,San Pedro Tapanatepec,20327,7557,7707,15264
2016,Oaxaca,20,San Pedro Taviche,20328,603,625,1228
2016,Oaxaca,20,San Pedro Teozacoalco,20329,624,674,1298
2016,Oaxaca,20,San Pedro Teutila,20330,2171,2230,4401
2016,Oaxaca,20,San Pedro Tidaá,20331,413,474,887
2016,Oaxaca,20,San Pedro Topiltepec,20332,181,196,377
2016,Oaxaca,20,San Pedro Totolápam,20333,1292,1434,2726
2016,Oaxaca,20,San Pedro Yaneri,20335,474,495,969
2016,Oaxaca,20,San Pedro Yucunama,20341,104,140,244
2016,Oaxaca,20,San Pedro Yólox,20336,964,1020,1984
2016,Oaxaca,20,San Pedro el Alto,20306,1926,2012,3938
2016,Oaxaca,20,San Pedro y San Pablo Ayutla,20337,2459,2894,5353
2016,Oaxaca,20,San Pedro y San Pablo Teposcolula,20339,1986,2180,4166
2016,Oaxaca,20,San Pedro y San Pablo Tequixtepec,20340,798,987,1785
2016,Oaxaca,20,San Raymundo Jalpan,20342,1532,1841,3373
2016,Oaxaca,20,San Sebastián Abasolo,20343,928,1011,1939
2016,Oaxaca,20,San Sebastián Coatlán,20344,1331,1413,2744
2016,Oaxaca,20,San Sebastián Ixcapa,20345,2013,2079,4092
2016,Oaxaca,20,San Sebastián Nicananduta,20346,646,853,1499
2016,Oaxaca,20,San Sebastián Río Hondo,20347,1829,1872,3701
2016,Oaxaca,20,San Sebastián Tecomaxtlahuaca,20348,3981,4415,8396
2016,Oaxaca,20,San Sebastián Teitipac,20349,931,1110,2041
2016,Oaxaca,20,San Sebastián Tutla,20350,9007,10343,19350
2016,Oaxaca,20,San Simón Almolongas,20351,1277,1467,2744
2016,Oaxaca,20,San Simón Zahuatlán,20352,2047,2098,4145
2016,Oaxaca,20,San Vicente Coatlán,20534,1838,2208,4046
2016,Oaxaca,20,San Vicente Lachixío,20535,1442,1620,3062
2016,Oaxaca,20,San Vicente Nuñú,20536,210,248,458
2016,Oaxaca,20,Santa Ana,20353,1036,1139,2175
2016,Oaxaca,20,Santa Ana Ateixtlahuaca,20354,268,267,535
2016,Oaxaca,20,Santa Ana Cuauhtémoc,20355,365,394,759
2016,Oaxaca,20,Santa Ana Tavela,20357,421,443,864
2016,Oaxaca,20,Santa Ana Tlapacoyan,20358,929,1039,1968
2016,Oaxaca,20,Santa Ana Yareni,20359,429,510,939
2016,Oaxaca,20,Santa Ana Zegache,20360,1787,2023,3810
2016,Oaxaca,20,Santa Ana del Valle,20356,1025,1104,2129
2016,Oaxaca,20,Santa Catalina Quierí,20361,427,508,935
2016,Oaxaca,20,Santa Catarina Cuixtla,20362,658,823,1481
2016,Oaxaca,20,Santa Catarina Ixtepeji,20363,1302,1396,2698
2016,Oaxaca,20,Santa Catarina Juquila,20364,7796,8256,16052
2016,Oaxaca,20,Santa Catarina Lachatao,20365,565,606,1171
2016,Oaxaca,20,Santa Catarina Loxicha,20366,1998,2037,4035
2016,Oaxaca,20,Santa Catarina Mechoacán,20367,2308,2350,4658
2016,Oaxaca,20,Santa Catarina Minas,20368,961,998,1959
2016,Oaxaca,20,Santa Catarina Quiané,20369,933,1016,1949
2016,Oaxaca,20,Santa Catarina Quioquitani,20074,252,274,526
2016,Oaxaca,20,Santa Catarina Tayata,20370,311,368,679
2016,Oaxaca,20,Santa Catarina Ticuá,20371,470,583,1053
2016,Oaxaca,20,Santa Catarina Yosonotú,20372,796,963,1759
2016,Oaxaca,20,Santa Catarina Zapoquila,20373,187,212,399
2016,Oaxaca,20,Santa Cruz Acatepec,20374,751,815,1566
2016,Oaxaca,20,Santa Cruz Amilpas,20375,5877,6803,12680
2016,Oaxaca,20,Santa Cruz Itundujia,20377,5627,6072,11699
2016,Oaxaca,20,Santa Cruz Mixtepec,20378,1691,1868,3559
2016,Oaxaca,20,Santa Cruz Nundaco,20379,1380,1617,2997
2016,Oaxaca,20,Santa Cruz Papalutla,20380,1054,1116,2170
